8,3563418972T20050430,,,114.17072027846304,22.309714560345835,1603.238154141976,6.1,LiDAR,13.3,3D Project,7.200000000000001,x
9,3568219177T20050430,Bangkok Bank Building,盤谷銀行大廈,114.17118609509674,22.311567017084972,1801.4111641024258,21.799999,Photogrammetry,77.199997,3D Project,55.399998,x
9,3568419165T20050430,,益南華廈,114.17120573524498,22.31148500761659,1792.1172052747793,5.5,LiDAR,46.799999,3D Project,41.299999,x
9,3563719151T20130220,Casa Deluxe Hotel,,114.17075512189568,22.311339701505094,1784.2468878721781,5.4,LiDAR,51.299999,3D Project,45.899999,x
9,3563319168T20080704,Casa Hotel,,114.17072476534649,22.311497227294712,1801.9684483656401,5.4,LiDAR,54.799999,Photogrammetry,49.399999,x
10,3564819370T20050430,Wing Kiu Building,永僑大廈,114.17085271439649,22.313356660313456,2002.2037234320696,20.200001,Photogrammetry,58.0,3D Project,37.799999,x
10,3565119360T20050430,Onward Building,康祐大廈,114.17088559865259,22.313215783426976,1986.2465248459298,4.7,LiDAR,49.200001,3D Project,44.500001,x
10,3560619306T20050430,Lai Kee Mansion,禮基大廈,114.17045887393675,22.312755156708818,1943.9005817254204,4.5,LiDAR,49.799999,Photogrammetry,45.299999,x
10,3559619384T20050430,Bell House,寶寧大廈,114.17032843782576,22.31343910548756,2021.1365593031485,4.4,LiDAR,70.400002,Photogrammetry,66.000002,x
11,3560919575T20050430,Wofoo Commercial Building,和富商業大廈,114.17048873955052,22.315171308585313,2206.4863170356152,5.1,LiDAR,82.300003,3D Project,77.20000300000001,x
11,3561219563T20050430,Kelly Commercial Centre,基利商業大廈,114.17051164519002,22.31506029024095,2193.968264215924,5.1,LiDAR,74.699997,3D Project,69.599997,x
11,3556119552T20050430,Full Win Commercial Centre,富運商業中心,114.17001289872012,22.314952945541137,2192.0133268611125,20.200001,Photogrammetry,88.400002,Photogrammetry,68.200001,x
11,3556119570T20180817,Ladder Dundas,,114.16997840163404,22.315117152218697,2210.540746956301,21.0,External Sources,94.0,External Sources,73.0,x
12,3552419750T20050430,Sun Hing Building,新興大廈,114.16956897467088,22.316845571976007,2406.4053331392643,19.9,Photogrammetry,88.099998,External Sources,68.199998,x
12,3558119770T20050430,Hollywood Plaza,荷李活商業中心,114.17020670987417,22.31690278613092,2400.3198986966127,19.9,Photogrammetry,85.099998,Photogrammetry,65.199998,x
12,3557019827T20050430,Good Hope Building,好望角大廈,114.17012720136948,22.317305453880596,2445.6543881918974,20.5,External Sources,75.400002,Photogrammetry,54.900002,x
12,3551319795T20050430,Fee Tat Commercial Centre,飛達商業中心,114.16955303413195,22.31716285107986,2441.2248032918556,4.8,External Sources,89.800003,External Sources,85.000003,x
13,3553219969T20050430,Rex Building,皇上皇大廈,114.16972377201708,22.31873572529107,2608.941505731992,5.0,External Sources,56.900002,Photogrammetry,51.900002,x
13,3553319955T20050430,Toa Tak Building,陶德大廈,114.16974462747984,22.318625742757774,2596.651871759086,4.9,External Sources,56.200001,Photogrammetry,51.300001,x
13,3548619945T20050430,Wu Sang House,胡社生行,114.16927470092828,22.318500947699054,2592.147396082813,32.799999,External Sources,91.099998,3D Project,58.299999,x
13,3547619988P20060311,,,114.16918846191753,22.318897404914495,2637.0193291947703,4.6,LiDAR,31.6,Photogrammetry,27.0,x
14,3550420171T20050430,T.O.P This is our place,,114.16945199766857,22.320580045005002,2814.7667922996206,21.700001,External Sources,75.699997,3D Project,53.999995999999996,x
14,3548220195T20050430,,,114.16924172498562,22.320768919092306,2839.498724088641,5.2,External Sources,14.2,Photogrammetry,9.0,x
14,3544720145T20131018,Le Diamant,金鑽璽,114.16889789051096,22.320320378710317,2797.4094075285107,37.099998,Building Plan,96.900002,GPS Only,59.800004,x
14,3544320159T20050430,Silvercorp Intl Tower,銀高國際大廈,114.16888844230176,22.320401369238432,2806.3991346300054,19.9,External Sources,83.800003,3D Project,63.900003000000005,x
14,3552120107P20060311,,,114.16962665418107,22.31997163542233,2745.2009647587947,4.7,LiDAR,20.5,Photogrammetry,15.8,x
15,3539720348T20050430,Carprio Mansion,嘉業大廈,114.1684318724778,22.322146329397693,3004.9074703733345,13.9,External Sources,48.700001,External Sources,34.800001,x
15,3546120325T20050430,Mascot House,有成大廈,114.16905848195744,22.321924046434617,2968.6884875430346,5.4,External Sources,58.0,3D Project,52.6,x
15,3542220305T20050430,Kingland Apartments,金輪大廈,114.16861030975953,22.321768885328304,2960.416640371959,4.8,External Sources,60.599998,Photogrammetry,55.799998,x
15,3539720348T20050430,Carprio Mansion,嘉業大廈,114.1684318724778,22.322146329397693,3004.9074703733345,13.9,External Sources,48.700001,External Sources,34.800001,x
15,3545920417T20050430,Pioneer Centre,始創中心,114.16904847653737,22.322558411315374,3037.8952596700733,20.700001,External Sources,92.0,Photogrammetry,71.299999,x
16,3543820538T20050430,Bijou Apartments,別樹華軒,114.16877447747777,22.323856218203936,3184.2933053495735,16.299999,Photogrammetry,99.599998,Photogrammetry,83.299999,x
16,3536420523T20050430,Edward Mansion,長榮大廈,114.16809495136435,22.323729427331884,3183.6694228663973,5.3,Trigonometrical Height or GPS,50.0,Photogrammetry,44.7,x
16,3536820574T20050430,Kwan Ngan House,冠顏樓,114.16814957705249,22.324209122457166,3234.7821863471254,5.4,LiDAR,48.599998,3D Project,43.199998,x
16,3545020598T20050430,Mong Kok Police Station,旺角警署,114.16891845965716,22.324419141529813,3242.7267202913094,5.3,LiDAR,40.799999,3D Project,35.499999,x
17,3538020752T20050430,Prosperity Commercial Building,中興商業大廈,114.16826470964408,22.3258015468178,3405.6704416300395,5.5,Trigonometrical Height or GPS,48.5,External Sources,43.0,x
17,3538120743T20050430,Tai Sang Bank Building,大生銀行大廈,114.16827153801744,22.325730507899053,3397.8143949884143,5.5,Trigonometrical Height or GPS,51.400002,3D Project,45.900002,x
17,3533720721T20050430,Amber House,安寶樓,114.16783620645435,22.325548914624616,3386.640951618366,17.799999,Photogrammetry,51.5,3D Project,33.700001,x
17,3533220748T20050430,Lee Tat Building,利達大樓,114.16780017911184,22.325763284382813,3410.6510771454364,5.3,Trigonometrical Height or GPS,48.900002,3D Project,43.600002,x
18,3524520930T20050430,Hang Shing Building,恆盛大廈,114.16696986469778,22.327421511727508,3611.6030986764313,5.3,LiDAR,51.299999,Photogrammetry,45.999999,x
18,3526020949T20050430,Tai Po House,大埔樓,114.1671124219437,22.32758326348493,3645.8621909826757,5.5,LiDAR,40.599998,Photogrammetry,35.099998,x
18,3531920915T20100526,Emerald Twenty Eight,翠峰廿八,114.16768314813704,22.327294575974875,3627.6292397210773,15.7,Building Plan,129.0,Building Plan,113.3,x
18,3531220944T20050430,Shing To Building,成都大廈,114.16757948519815,22.32753726106161,3641.0156650419776,11.3,Photogrammetry,51.200001,Photogrammetry,39.900001,x
19,3524221102T20050430,Hoi Cheung Building,海祥大廈,114.16693788245412,22.328965266163834,3797.496230511261,10.2,Photogrammetry,50.200001,3D Project,40.000001,x
19,3524521080T20050430,Yau Luen Apartments,友聯大樓,114.16697980596821,22.32875931298168,3774.9109768462577,5.8,LiDAR,45.099998,3D Project,39.299998,x
19,3520721077T20050430,,,114.16658015938948,22.328715842234814,3787.3039746959075,5.8,LiDAR,27.700001,Photogrammetry,21.900001,x
19,3520121085T20110927,Fairview Garden,景翠苑,114.16650593391428,22.3288053558449,3799.472852233675,13.7,Building Plan,72.400002,Building Plan,58.700002,x
20,3513221299T20050430,Pak Far Building,白花大廈,114.16589723370134,22.330775115165153,4019.0021576602294,5.9,LiDAR,32.799999,Photogrammetry,26.899999,x
20,3515921282T20050430,Tung Lo Court Block B,東廬大樓Ｂ座,114.16623872110327,22.330443436696882,3975.6209379725788,10.9,Photogrammetry,44.700001,3D Project,33.800001,x
20,3512021241T20050430,,,114.16571795631762,22.330200994603725,3974.406125697462,5.8,LiDAR,24.299999,3D Project,18.499999,x
20,3510421257T20050430,,,114.16557735865418,22.33036555098654,4001.521838712915,5.8,LiDAR,35.599998,3D Project,29.799998,x
21,3499621412T20050430,Hip Fook Building,協福大廈,114.16452111805799,22.33176821429633,4194.158519526919,16.1,Photogrammetry,44.200001,Photogrammetry,28.100001,x
21,3497621428T20050430,Wei Sun Building,威信大廈,114.16433972193983,22.331912720709823,4218.404053011778,16.9,Photogrammetry,43.5,3D Project,26.6,x
21,3503721435T20050430,Penta House,五聯大廈,114.16490908760633,22.331943901587188,4183.630265083262,6.7,LiDAR,42.900002,3D Project,36.200002,x
21,3502121448T20050430,Ka Shun Building,嘉順大廈,114.1647871083352,22.332081303527115,4203.363815262208,12.6,Photogrammetry,45.099998,Photogrammetry,32.499998,x
22,3484221552T20050430,Furama Building,富臨門大廈,114.16303283191573,22.333020234242362,4405.748100413882,16.200001,Photogrammetry,44.5,3D Project,28.299999,x
22,3485321542T20050430,Ying Lun Building,英倫大廈,114.16314360929923,22.332935979403587,4391.007472138074,16.200001,Photogrammetry,42.599998,Photogrammetry,26.399997,x
23,3473121696T20050430,Celebrity Commercial Centre,名人商業中心,114.16195615145173,22.33432296744111,4589.242508910861,7.4,LiDAR,48.0,3D Project,40.6,x
23,3471021647T20050430,Precious Blood Hospital,寶血醫院,114.16167038873543,22.333910967155912,4582.934291102465,6.1,Photogrammetry,31.200001,External Sources,25.100001,x
23,3469721722T20110321,Kin Man Building,建文大廈,114.16163747255032,22.334568580476688,4631.874788366758,20.6,Photogrammetry,41.299999,Photogrammetry,20.699999,x
23,3466121708T20050430,,,114.16128631219638,22.334412003470273,4648.655687218932,6.5,Photogrammetry,21.9,3D Project,15.399999999999999,x
24,3456321830T20050430,,,114.16031470051122,22.33555239946058,4806.424974253934,6.3,Photogrammetry,24.700001,Photogrammetry,18.400001,x
24,3457921824T20050430,Wai Lee Commercial Building,威利商業大廈,114.16043735358583,22.335496331731854,4792.746706599447,13.7,Building Plan,46.299999,3D Project,32.599999,x
24,3457121779T20050430,Hung Yu Mansion Block B,鴻裕大廈Ｂ座,114.16014746343211,22.33511324417226,4788.481425439762,6.4,Photogrammetry,45.299999,External Sources,38.899999,x
24,3453621809T20050430,,,114.16001916544192,22.335371256825034,4816.938690151846,6.1,Photogrammetry,21.299999,3D Project,15.199999,x
25,3440721962T20050430,Hing Lung Building,興隆大廈,114.15883146747834,22.336741526895494,5008.108053565871,13.6,Photogrammetry,45.799999,Photogrammetry,32.199999,x
25,3442821896T20050430,Spring Wide Mansion,春輝大廈,114.15901990919726,22.336128155358058,4949.676745831488,12.3,Photogrammetry,43.799999,Photogrammetry,31.499999,x
25,3435521952T20050430,,,114.1583485301952,22.336667255786562,5041.028159525147,6.1,LiDAR,37.900002,Photogrammetry,31.800002,x
25,3446721913T20050430,Apollo Building,宇宙大廈,114.15940343117757,22.336296785282222,4931.314865950393,20.1,Ordinary Leveling,43.200001,Photogrammetry,23.100001,x
26,3425522081T20050430,,,114.15737054815142,22.33785367929764,5202.563864662629,6.0,LiDAR,21.0,3D Project,15.0,x
26,3425522081T20050430,,,114.15738756361507,22.337844668635135,5200.578822320628,6.1,LiDAR,21.0,3D Project,14.9,x
26,3424622060T20050430,,,114.15721111803822,22.337559425373637,5194.289568985998,6.1,LiDAR,28.4,Photogrammetry,22.299999999999997,x
26,3423522055T20050430,,,114.15716496496125,22.337591076035952,5200.185508910018,6.1,LiDAR,24.1,3D Project,18.0,x
27,3409622225P20150818,,,114.15580510912899,22.33908524676486,5413.725481022806,6.2,Building Plan,40.599998,Building Plan,34.399998,x
27,3409522184T20050430,,,114.1557406991171,22.33867798339698,5389.985985586446,6.0,LiDAR,31.700001,Photogrammetry,25.700001,x
27,3408022184T20050430,Po Sang Bank Building,寶生銀行大廈,114.15565121934604,22.338739422653884,5401.423348534981,19.799999,Photogrammetry,42.799999,Photogrammetry,23.0,x
27,3412322196T20050430,Shun Lee Commercial Building,順利商業大廈,114.156074031621,22.33887784132293,5377.740203265113,19.200001,External Sources,84.199997,Photogrammetry,64.999996,x
28,3398322310T20150522,Heya Delight,喜盈,114.15474534948545,22.33990772535353,5555.898811685513,33.200001,Building Plan,120.099998,GPS Only,86.899997,x
28,3396422284T20050430,Tone King Building,東景大廈,114.15444154153869,22.339672510483883,5563.302698022786,21.200001,External Sources,89.099998,Photogrammetry,67.899997,x
28,3392222314T20050430,Florence Plaza,富華廣場,114.15403817210041,22.33988631527483,5610.388801393085,19.299999,External Sources,115.099998,3D Project,95.799999,x
28,3394622348T20050430,Kincheng Commercial Centre,金城商業中心,114.15434538623877,22.34021483300083,5609.32229959505,20.299999,External Sources,84.699997,3D Project,64.399998,x
29,3376022337T20050430,Park Building,百佳商業中心,114.15253122552116,22.3401582435665,5788.985498081842,21.1,External Sources,81.199997,3D Project,60.099996999999995,x
29,3376122297T20050430,,,114.15251367205528,22.33972609001966,5807.012503648584,6.1,Ordinary Leveling,32.599998,Photogrammetry,26.499997999999998,x
29,3381922296P20050511,,,114.15303793574455,22.339720125762636,5756.471677669739,6.0,LiDAR,17.1,External Sources,11.100000000000001,x
29,3374022339T20050430,Por Yen Building,百欣大廈,114.15234860260594,22.340093091237367,5809.130937466564,6.1,External Sources,54.599998,Photogrammetry,48.499998,x
30,3357322267T20050430,Peninsula Tower,半島大廈,114.15072592292124,22.33953920764673,5986.919894735732,19.9,LiDAR,123.0,External Sources,103.1,x
30,3357022211T20050430,Hong Kong Spinners Industrial Building Phase VI,香港紗廠工業大廈第六期,114.15060703408288,22.338921089076596,6022.297567243546,19.6,Photogrammetry,45.200001,Photogrammetry,25.600001,x
30,3362922228T20050430,Lai Cheong Factory Building,麗昌工廠大廈,114.15126200060546,22.339114717356495,5951.586264806097,5.1,Photogrammetry,37.0,Photogrammetry,31.9,x
30,3360322301T20050430,V GA Building,偉基大廈,114.15104959150786,22.339646419411487,5951.530551498199,5.7,LiDAR,71.900002,Photogrammetry,66.200002,x
31,3336622184T20050430,Fung Wah Factorial Building,豐華工業大廈,114.14869983295422,22.33871244841415,6214.467877821395,5.6,Photogrammetry,33.299999,Photogrammetry,27.699999,x
31,3337522084T20050430,Hong Kong Spinners Industrial Building Phase I And II,香港紗廠工業大廈第一及二期,114.14869662863421,22.338065080412594,6239.810394721046,5.1,Photogrammetry,45.5,Photogrammetry,40.4,x
31,3341422216T20050430,Wing Kut Industrial Building,榮吉工業大廈,114.14916666162017,22.339002473267083,6158.189929907535,19.6,Photogrammetry,45.299999,Photogrammetry,25.699999,x
31,3343922161T20050430,Kowloon Plaza,九龍廣場,114.14941564676634,22.33851061280973,6153.1750094099125,19.4,Photogrammetry,69.699997,Photogrammetry,50.299997,x
32,3319422052T20050430,Hong Kong Industrial Centre Block B,香港工業中心Ｂ座,114.14722459062472,22.337689549670362,6396.3382334092,19.299999,Photogrammetry,45.299999,Photogrammetry,26.0,x
32,3314922112T20050430,Ka Ming Court,嘉名工廠大廈,114.14658466890296,22.33810888618142,6442.068026672375,5.4,Photogrammetry,45.299999,3D Project,39.899999,x
32,3316422025T20050430,Hong Kong Industrial Centre Block A,香港工業中心Ａ座,114.14673602433471,22.337399698376156,6454.67549133269,5.1,Photogrammetry,45.299999,Photogrammetry,40.199999,x
32,3319422119T20050430,Trendy Centre,潮流工貿中心,114.14700069638776,22.338251967895282,6396.375716665302,19.799999,Photogrammetry,123.900002,3D Project,104.100003,x
33,3302022071T20050430,Hop Hing Industrial Building,合興工業大廈,114.14530288317567,22.337667206103205,6582.879239741523,5.2,Photogrammetry,44.700001,Photogrammetry,39.500001,x
33,3304322004T20050430,International Industrial Building,國際工業大廈,114.14554505253756,22.337180700025318,6578.161591393484,19.9,Photogrammetry,45.5,3D Project,25.6,x
33,3300922004T20050430,Tong Yuen Factory Building,通源工業大廈,114.1452799024122,22.337077549495866,6607.742456063081,5.0,Photogrammetry,43.700001,Photogrammetry,38.700001,x
33,3305522081T20050430,Charm Centre,時運中心,114.14569048672863,22.337802456441104,6540.233951666608,21.1,Photogrammetry,75.800003,Photogrammetry,54.700003,x
