buildingid,ib1000buil,TYPEOFBUIL,height,floor,gfa,x,y
"254","1108246912",P,6.1,"2","1949",840963.039,819033.654
"255","1108246926",P,13.9,"4","3499",840887.105,818971.510
"256","1810106525",T,81.1,"27","38770",840752.880,818925.661
"257","1108246782",P,72.5,"24","222648",841261.244,819290.384
"258","1108246858",P,16.1,"5","486",840956.712,819140.266
"259","1108246822",P,15.3,"5","6981",840612.249,819220.523
"260","1108246802",P,13.7,"4","11662",840535.581,819213.367
"261","1108246792",P,11.3,"3","4370",840504.444,819248.318
"262","1108246841",P,15.6,"5","12987",840891.604,819145.510
"263","1108246849",P,14.0,"4","3784",840738.861,819153.456
"264","1108246784",P,14.4,"4","2973",841121.687,819294.605
"265","1108246810",P,15.2,"5","4486",840765.461,819237.859
"266","1108246795",P,12.9,"4","2585",841113.624,819273.608
"267","1108246844",P,10.5,"3","2596",841185.716,819154.830
"268","1108246853",P,15.3,"5","12080",841323.286,819145.549
"269","1108246799",P,22.8,"7","10666",840668.509,819235.363
"270","1108246793",P,13.4,"4","6772",840792.417,819243.185
"271","1108239554",T,30.4,"10","9610",840799.618,819202.687
"272","1108239602",T,100.3,"33","18453",840822.895,819190.152
"273","1108246842",P,4.8,"1","974",840816.262,819184.819
"274","1810148891",T,3.0,"1","23",840813.916,819194.074
"275","1810148922",T,6.3,"2","446",840821.395,819179.836
"276","1108239670",T,47.3,"15","59654",840859.407,819143.227
"277","1108239933",T,15.2,"5","1802",840874.610,819077.224
"278","1108239890",T,39.6,"13","5806",840885.598,819086.511
"279","1108246739",P,11.3,"3","2689",840684.802,819346.484
"280","1108246707",P,17.4,"5","4472",840635.784,819394.415
"281","1108238444",T,40.5,"13","11190",840620.200,819410.629
"282","1108238825",T,23.7,"7","5541",840702.277,819331.273
