sampleid,x,y,routeid,distance
"733",841322.047,818746.605,"42","165"
"734",841325.890,818749.803,"42","170"
"735",841329.819,818752.895,"42","175"
"736",841333.770,818755.959,"42","180"
"737",841337.721,818759.024,"42","185"
"738",841341.672,818762.088,"42","190"
"739",841345.623,818765.152,"42","195"
"740",841349.574,818768.217,"42","200"
"741",841353.525,818771.281,"42","205"
"742",841357.475,818774.346,"42","210"
"743",841361.426,818777.410,"42","215"
"744",841365.377,818780.474,"42","220"
"745",841369.328,818783.539,"42","225"
"746",841373.393,818786.449,"42","230"
"747",841377.466,818789.349,"42","235"
"748",841381.504,818792.298,"42","240"
"749",841385.676,818795.049,"42","245"
"750",841389.921,818797.690,"42","250"
"751",841394.166,818800.332,"42","255"
"752",841398.411,818802.973,"42","260"
"753",841402.843,818805.271,"42","265"
"754",841407.377,818807.379,"42","270"
"755",841411.910,818809.487,"42","275"
"756",841416.444,818811.595,"42","280"
"757",841420.978,818813.703,"42","285"
"758",841425.512,818815.811,"42","290"
"759",841430.046,818817.919,"42","295"
"760",841434.710,818819.718,"42","300"
"761",841439.383,818821.497,"42","305"
"762",841444.056,818823.275,"42","310"
"763",841448.730,818825.053,"42","315"
"764",841453.410,818826.808,"42","320"
"765",841458.240,818828.101,"42","325"
"766",841463.070,818829.393,"42","330"
"767",841467.903,818830.676,"42","335"
"768",841472.765,818831.842,"42","340"
"769",841477.627,818833.007,"42","345"
"770",841482.489,818834.173,"42","350"
"771",841487.352,818835.338,"42","355"
"772",841492.214,818836.504,"42","360"
"773",841497.073,818837.683,"42","365"
"774",841501.929,818838.875,"42","370"
"775",841506.784,818840.068,"42","375"
"776",841511.633,818841.284,"42","380"
"777",841516.338,818842.975,"42","385"
"778",841521.043,818844.667,"42","390"
"779",841525.748,818846.359,"42","395"
"780",840469.196,819473.119,"43","0"
"781",840467.093,819468.603,"43","5"
"782",840464.217,819464.513,"43","10"
"783",840462.354,819459.922,"43","15"
"784",840460.874,819455.150,"43","20"
"785",840461.014,819450.152,"43","25"
"786",840461.154,819445.154,"43","30"
"787",840461.294,819440.155,"43","35"
"788",840461.474,819435.161,"43","40"
"789",840462.329,819430.235,"43","45"
"790",840463.184,819425.309,"43","50"
"791",840464.040,819420.382,"43","55"
"792",840551.733,819583.127,"44","0"
"793",840547.057,819584.899,"44","5"
"794",840542.381,819586.670,"44","10"
"795",840537.706,819588.442,"44","15"
"796",840533.030,819590.213,"44","20"
"797",840528.354,819591.985,"44","25"
"798",840523.679,819593.756,"44","30"
"799",840519.003,819595.528,"44","35"
"800",840514.327,819597.299,"44","40"
"801",840580.502,819572.043,"45","0"
"802",840575.823,819573.805,"45","5"
"803",840571.143,819575.566,"45","10"
"804",840566.474,819577.354,"45","15"
"805",840561.818,819579.177,"45","20"
"806",840557.162,819581.001,"45","25"
"807",840552.507,819582.824,"45","30"
"808",841144.990,818641.562,"46","0"
"809",841149.990,818641.497,"46","5"
"810",841154.590,818639.690,"46","10"
"811",841159.417,818638.385,"46","15"
"812",841164.398,818637.956,"46","20"
"813",841169.386,818638.013,"46","25"
"814",841174.264,818639.020,"46","30"
"815",841178.917,818640.799,"46","35"
"816",841183.457,818642.894,"46","40"
"817",841188.384,818642.061,"46","45"
"818",841193.312,818641.217,"46","50"
"819",840362.927,819381.748,"47","0"
"820",840366.509,819385.236,"47","5"
"821",840370.106,819388.709,"47","10"
"822",840373.703,819392.182,"47","15"
"823",840377.300,819395.655,"47","20"
"824",840380.897,819399.128,"47","25"
"825",840384.488,819402.608,"47","30"
"826",840388.071,819406.095,"47","35"
"827",840391.654,819409.582,"47","40"
"828",840408.485,819412.908,"48","0"
"829",840404.994,819409.329,"48","5"
"830",840401.503,819405.749,"48","10"
"831",840398.012,819402.170,"48","15"
"832",840394.521,819398.590,"48","20"
"833",840391.030,819395.011,"48","25"
"834",840387.539,819391.431,"48","30"
"835",840384.048,819387.852,"48","35"
"836",840380.557,819384.272,"48","40"
"837",840377.066,819380.693,"48","45"
"838",840373.563,819377.125,"48","50"
"839",840513.607,819597.572,"49","0"
"840",840508.982,819599.471,"49","5"
"841",840504.357,819601.371,"49","10"
"842",840499.731,819603.270,"49","15"
"843",840495.106,819605.170,"49","20"
"844",840490.481,819607.069,"49","25"
"845",840485.856,819608.968,"49","30"
"846",840481.231,819610.868,"49","35"
"847",840476.606,819612.767,"49","40"
"848",840471.980,819614.667,"49","45"
"849",840467.355,819616.566,"49","50"
"850",840462.730,819618.465,"49","55"
"851",840773.447,818875.836,"50","0"
"852",840770.429,818879.822,"50","5"
"853",840767.410,818883.808,"50","10"
"854",840764.392,818887.795,"50","15"
"855",840761.374,818891.781,"50","20"
"856",840758.356,818895.767,"50","25"
"857",840755.337,818899.753,"50","30"
"858",840752.319,818903.739,"50","35"
"859",840749.457,818907.839,"50","40"
"860",840746.617,818911.954,"50","45"
"861",840743.776,818916.068,"50","50"
"862",840970.467,818726.162,"51","0"
"863",840975.296,818724.866,"51","5"
"864",840980.125,818723.570,"51","10"
"865",840985.020,818722.612,"51","15"
"866",840989.967,818722.309,"51","20"
"867",840994.827,818723.485,"51","25"
"868",840999.461,818725.359,"51","30"
"869",841003.503,818728.247,"51","35"
"870",841007.406,818731.373,"51","40"
"871",841011.315,818734.491,"51","45"
"872",841015.227,818737.604,"51","50"
"873",841018.973,818740.913,"51","55"
"874",841022.469,818744.432,"51","60"
"875",841024.580,818748.962,"51","65"
"876",841025.271,818753.914,"51","70"
"877",841024.537,818758.743,"51","75"
"878",841023.007,818763.503,"51","80"
"879",840462.556,819618.537,"52","0"
"880",840457.900,819620.361,"52","5"
"881",840453.245,819622.185,"52","10"
"882",840448.589,819624.009,"52","15"
"883",840443.934,819625.833,"52","20"
"884",840439.278,819627.656,"52","25"
"885",840434.623,819629.480,"52","30"
"886",840341.113,819531.773,"53","0"
"887",840344.734,819528.325,"53","5"
"888",840348.374,819524.897,"53","10"
"889",840352.014,819521.469,"53","15"
"890",840355.653,819518.040,"53","20"
"891",840359.293,819514.612,"53","25"
"892",840362.932,819511.184,"53","30"
"893",840503.507,819522.133,"54","0"
"894",840506.918,819525.788,"54","5"
"895",840510.445,819529.330,"54","10"
"896",840514.068,819532.776,"54","15"
"897",840517.562,819536.347,"54","20"
"898",840520.900,819540.069,"54","25"
"899",840524.239,819543.791,"54","30"
"900",840527.583,819547.509,"54","35"
"901",840461.487,819480.338,"55","0"
"902",840465.069,819483.827,"55","5"
"903",840468.650,819487.316,"55","10"
"904",840472.232,819490.804,"55","15"
"905",840475.814,819494.293,"55","20"
"906",840479.395,819497.782,"55","25"
"907",840482.977,819501.271,"55","30"
"908",840486.558,819504.760,"55","35"
"909",840490.140,819508.249,"55","40"
"910",840493.722,819511.737,"55","45"
"911",840497.150,819515.377,"55","50"
"912",840394.913,819463.825,"56","0"
"913",840391.287,819467.267,"56","5"
"914",840387.660,819470.710,"56","10"
"915",840384.034,819474.152,"56","15"
"916",840380.408,819477.594,"56","20"
"917",840376.781,819481.037,"56","25"
"918",840373.155,819484.479,"56","30"
"919",840369.529,819487.921,"56","35"
"920",840365.902,819491.364,"56","40"
"921",840362.276,819494.806,"56","45"
"922",840358.650,819498.248,"56","50"
"923",840355.023,819501.691,"56","55"
"924",840351.397,819505.133,"56","60"
"925",840347.771,819508.575,"56","65"
"926",840344.144,819512.018,"56","70"
"927",840340.542,819515.485,"56","75"
"928",840336.981,819518.995,"56","80"
"929",840333.420,819522.505,"56","85"
"930",840329.859,819526.015,"56","90"
"931",840326.298,819529.525,"56","95"
"932",840322.737,819533.034,"56","100"
"933",840319.176,819536.544,"56","105"
"934",840315.615,819540.054,"56","110"
"935",840312.054,819543.564,"56","115"
"936",840308.493,819547.074,"56","120"
"937",840304.932,819550.584,"56","125"
"938",840301.371,819554.094,"56","130"
"939",840297.810,819557.604,"56","135"
"940",840294.232,819561.096,"56","140"
"941",840290.646,819564.580,"56","145"
"942",840287.060,819568.065,"56","150"
"943",840283.474,819571.549,"56","155"
"944",840279.888,819575.033,"56","160"
"945",840276.302,819578.517,"56","165"
"946",840272.716,819582.002,"56","170"
"947",840269.130,819585.486,"56","175"
"948",840265.544,819588.970,"56","180"
"949",840261.958,819592.455,"56","185"
"950",840258.372,819595.939,"56","190"
"951",840254.786,819599.423,"56","195"
"952",840251.200,819602.908,"56","200"
"953",840247.614,819606.392,"56","205"
"954",840244.027,819609.876,"56","210"
"955",840240.441,819613.361,"56","215"
"956",840236.855,819616.845,"56","220"
"957",840233.269,819620.329,"56","225"
"958",840229.683,819623.813,"56","230"
"959",840226.097,819627.298,"56","235"
"960",840222.511,819630.782,"56","240"
"961",840218.925,819634.266,"56","245"
"962",840215.339,819637.751,"56","250"
"963",840211.753,819641.235,"56","255"
"964",840208.167,819644.719,"56","260"
"965",840204.581,819648.204,"56","265"
"966",840200.995,819651.688,"56","270"
"967",840197.409,819655.172,"56","275"
"968",840193.823,819658.656,"56","280"
"969",840190.237,819662.141,"56","285"
"970",840186.651,819665.625,"56","290"
"971",840183.065,819669.109,"56","295"
"972",840179.479,819672.594,"56","300"
"973",840175.893,819676.078,"56","305"
"974",840172.307,819679.562,"56","310"
"975",840168.721,819683.047,"56","315"
"976",840165.135,819686.531,"56","320"
"977",840161.549,819690.015,"56","325"
"978",840157.963,819693.499,"56","330"
"979",840154.377,819696.984,"56","335"
"980",840150.791,819700.468,"56","340"
"981",840147.985,819704.428,"56","345"
"982",840146.526,819709.211,"56","350"
"983",840145.067,819713.993,"56","355"
"984",840810.962,819031.307,"57","0"
"985",840807.719,819035.112,"57","5"
"986",840804.476,819038.918,"57","10"
"987",840801.233,819042.723,"57","15"
"988",840797.989,819046.529,"57","20"
"989",840794.746,819050.334,"57","25"
"990",840791.503,819054.140,"57","30"
"991",840788.260,819057.945,"57","35"
"992",840785.017,819061.751,"57","40"
"993",840781.774,819065.556,"57","45"
"994",840778.531,819069.362,"57","50"
"995",840775.287,819073.167,"57","55"
"996",840772.044,819076.973,"57","60"
"997",840768.801,819080.778,"57","65"
"998",840765.558,819084.584,"57","70"
"999",840762.315,819088.390,"57","75"
"1000",840759.072,819092.195,"57","80"
"1001",840755.828,819096.001,"57","85"
"1002",840752.585,819099.806,"57","90"
"1003",840749.342,819103.612,"57","95"
"1004",840746.099,819107.417,"57","100"
"1005",840742.856,819111.223,"57","105"
"1006",840739.613,819115.028,"57","110"
"1007",840736.370,819118.834,"57","115"
"1008",840733.126,819122.639,"57","120"
"1009",840729.883,819126.445,"57","125"
"1010",840726.658,819130.265,"57","130"
"1011",840723.517,819134.155,"57","135"
"1012",840720.375,819138.045,"57","140"
"1013",840717.234,819141.935,"57","145"
"1014",840714.093,819145.825,"57","150"
"1015",840710.952,819149.716,"57","155"
"1016",840707.811,819153.606,"57","160"
"1017",840704.670,819157.496,"57","165"
"1018",840701.529,819161.386,"57","170"
"1019",840698.388,819165.276,"57","175"
"1020",840695.247,819169.166,"57","180"
"1021",840692.105,819173.057,"57","185"
"1022",840688.964,819176.947,"57","190"
"1023",840685.823,819180.837,"57","195"
"1024",840682.682,819184.727,"57","200"
"1025",840679.541,819188.617,"57","205"
"1026",840676.400,819192.507,"57","210"
"1027",840673.259,819196.398,"57","215"
"1028",840670.118,819200.288,"57","220"
"1029",840666.976,819204.178,"57","225"
"1030",840663.835,819208.068,"57","230"
"1031",840660.694,819211.958,"57","235"
"1032",840657.553,819215.848,"57","240"
"1033",840654.412,819219.739,"57","245"
"1034",840651.271,819223.629,"57","250"
"1035",840648.130,819227.519,"57","255"
"1036",840644.989,819231.409,"57","260"
"1037",840641.848,819235.299,"57","265"
"1038",840638.118,819238.626,"57","270"
"1039",840629.896,819260.442,"58","0"
"1040",840633.325,819256.803,"58","5"
"1041",840636.754,819253.164,"58","10"
"1042",840640.183,819249.525,"58","15"
"1043",840643.612,819245.886,"58","20"
"1044",840647.041,819242.247,"58","25"
"1045",840650.470,819238.608,"58","30"
"1046",840653.888,819234.960,"58","35"
"1047",840657.104,819231.131,"58","40"
"1048",840660.321,819227.303,"58","45"
"1049",840663.537,819223.475,"58","50"
"1050",840666.753,819219.647,"58","55"
"1051",840669.969,819215.818,"58","60"
"1052",840673.186,819211.990,"58","65"
"1053",840676.402,819208.162,"58","70"
"1054",840679.618,819204.334,"58","75"
"1055",840682.834,819200.505,"58","80"
"1056",840686.051,819196.677,"58","85"
"1057",840689.267,819192.849,"58","90"
"1058",840692.470,819189.009,"58","95"
"1059",840695.663,819185.161,"58","100"
"1060",840698.855,819181.314,"58","105"
"1061",840702.048,819177.466,"58","110"
"1062",840705.241,819173.618,"58","115"
"1063",840708.434,819169.770,"58","120"
"1064",840711.626,819165.922,"58","125"
"1065",840714.819,819162.074,"58","130"
"1066",840718.012,819158.226,"58","135"
"1067",840721.204,819154.378,"58","140"
"1068",840724.397,819150.530,"58","145"
"1069",840727.590,819146.682,"58","150"
"1070",840730.783,819142.834,"58","155"
"1071",840733.975,819138.986,"58","160"
"1072",840737.168,819135.138,"58","165"
"1073",840740.361,819131.290,"58","170"
"1074",840743.553,819127.442,"58","175"
"1075",840746.746,819123.595,"58","180"
"1076",840749.939,819119.747,"58","185"
"1077",840753.132,819115.899,"58","190"
"1078",840756.324,819112.051,"58","195"
"1079",840759.517,819108.203,"58","200"
"1080",840762.710,819104.355,"58","205"
"1081",840765.902,819100.507,"58","210"
"1082",840769.095,819096.659,"58","215"
"1083",840772.288,819092.811,"58","220"
"1084",840775.481,819088.963,"58","225"
"1085",840778.673,819085.115,"58","230"
"1086",840781.866,819081.267,"58","235"
"1087",840785.059,819077.419,"58","240"
"1088",840788.251,819073.571,"58","245"
"1089",840791.444,819069.723,"58","250"
"1090",840794.637,819065.876,"58","255"
"1091",840797.830,819062.028,"58","260"
"1092",840801.022,819058.180,"58","265"
"1093",840804.215,819054.332,"58","270"
"1094",840807.408,819050.484,"58","275"
"1095",840810.600,819046.636,"58","280"
"1096",840813.793,819042.788,"58","285"
"1097",840816.986,819038.940,"58","290"
"1098",841567.978,818877.965,"59","0"
"1099",841571.507,818881.507,"59","5"
"1100",841574.436,818885.535,"59","10"
"1101",841577.171,818889.721,"59","15"
"1102",841579.907,818893.906,"59","20"
"1103",841582.508,818898.169,"59","25"
"1104",841584.775,818902.626,"59","30"
"1105",841587.041,818907.083,"59","35"
"1106",841589.307,818911.540,"59","40"
"1107",841591.574,818915.997,"59","45"
"1108",841593.840,818920.454,"59","50"
"1109",841596.106,818924.910,"59","55"
"1110",841598.373,818929.367,"59","60"
"1111",841600.639,818933.824,"59","65"
"1112",841602.905,818938.281,"59","70"
"1113",841605.172,818942.738,"59","75"
"1114",841607.438,818947.195,"59","80"
"1115",841609.698,818951.655,"59","85"
"1116",841611.958,818956.115,"59","90"
"1117",841614.218,818960.575,"59","95"
"1118",841616.478,818965.035,"59","100"
"1119",841618.832,818969.443,"59","105"
"1120",841621.404,818973.731,"59","110"
"1121",841623.984,818978.014,"59","115"
"1122",841626.619,818982.264,"59","120"
"1123",841629.253,818986.513,"59","125"
"1124",841632.347,818990.377,"59","130"
"1125",841636.082,818993.701,"59","135"
"1126",841639.816,818997.026,"59","140"
"1127",841442.587,818899.146,"60","0"
"1128",841447.317,818900.768,"60","5"
"1129",841452.046,818902.390,"60","10"
"1130",841456.776,818904.012,"60","15"
"1131",841461.496,818905.663,"60","20"
"1132",841466.210,818907.330,"60","25"
"1133",841471.049,818907.883,"60","30"
"1134",841476.016,818907.309,"60","35"
"1135",841480.578,818905.520,"60","40"
"1136",841484.893,818902.995,"60","45"
"1137",841488.730,818899.882,"60","50"
"1138",841492.074,818896.165,"60","55"
"1139",841495.395,818892.428,"60","60"
"1140",841498.627,818888.613,"60","65"
"1141",841501.859,818884.798,"60","70"
"1142",841505.091,818880.984,"60","75"
"1143",841508.324,818877.169,"60","80"
"1144",841511.556,818873.354,"60","85"
"1145",841514.788,818869.539,"60","90"
"1146",841518.020,818865.724,"60","95"
"1147",841521.252,818861.909,"60","100"
"1148",841524.941,818858.585,"60","105"
"1149",841528.975,818855.630,"60","110"
"1150",841533.532,818854.263,"60","115"
"1151",841538.532,818854.237,"60","120"
"1152",840984.762,818878.851,"61","0"
"1153",840986.903,818874.333,"61","5"
"1154",840988.594,818869.694,"61","10"
"1155",840988.993,818864.710,"61","15"
"1156",840989.253,818859.725,"61","20"
"1157",840988.881,818854.739,"61","25"
"1158",840988.508,818849.753,"61","30"
"1159",840986.614,818845.176,"61","35"
"1160",840936.283,818828.922,"62","0"
"1161",840932.466,818832.151,"62","5"
"1162",840928.649,818835.381,"62","10"
"1163",840925.754,818839.433,"62","15"
"1164",840923.088,818843.646,"62","20"
"1165",840921.507,818848.389,"62","25"
"1166",840985.076,818841.992,"63","0"
"1167",840981.967,818838.076,"63","5"
"1168",840978.858,818834.160,"63","10"
"1169",840975.086,818830.897,"63","15"
"1170",840970.888,818828.205,"63","20"
"1171",840966.564,818825.693,"63","25"
"1172",840965.702,818825.192,"64","0"
"1173",840960.757,818824.451,"64","5"
"1174",840955.811,818824.178,"64","10"
"1175",840950.861,818824.886,"64","15"
"1176",840946.002,818826.006,"64","20"
"1177",840941.213,818827.442,"64","25"
"1178",840936.424,818828.879,"64","30"
"1179",840580.502,819572.043,"65","0"
"1180",840575.515,819572.408,"65","5"
"1181",840570.529,819572.773,"65","10"
"1182",840565.648,819572.045,"65","15"
"1183",840561.249,819569.780,"65","20"
"1184",840557.697,819566.264,"65","25"
"1185",840553.980,819562.919,"65","30"
"1186",840550.497,819559.334,"65","35"
"1187",840547.036,819555.725,"65","40"
"1188",840543.576,819552.116,"65","45"
"1189",840963.156,818736.067,"66","0"
"1190",840966.126,818732.044,"66","5"
"1191",840969.095,818728.021,"66","10"
"1192",841538.624,819119.760,"67","0"
"1193",841534.002,819121.668,"67","5"
"1194",841529.381,819123.577,"67","10"
"1195",841524.855,819125.670,"67","15"
"1196",841520.633,819128.348,"67","20"
"1197",841516.411,819131.027,"67","25"
"1198",841512.367,819133.963,"67","30"
"1199",841508.367,819136.963,"67","35"
"1200",841504.367,819139.963,"67","40"
"1201",841500.367,819142.963,"67","45"
"1202",841496.364,819145.959,"67","50"
"1203",841492.348,819148.938,"67","55"
"1204",841488.333,819151.917,"67","60"
"1205",841484.317,819154.896,"67","65"
"1206",841480.302,819157.876,"67","70"
"1207",841476.286,819160.855,"67","75"
"1208",841472.271,819163.834,"67","80"
"1209",841468.255,819166.813,"67","85"
"1210",841464.240,819169.792,"67","90"
"1211",841460.224,819172.772,"67","95"
"1212",841456.209,819175.751,"67","100"
"1213",841452.193,819178.730,"67","105"
"1214",841448.178,819181.709,"67","110"
"1215",841444.162,819184.688,"67","115"
"1216",841440.147,819187.667,"67","120"
"1217",841436.131,819190.647,"67","125"
"1218",841432.115,819193.626,"67","130"
"1219",841428.100,819196.605,"67","135"
"1220",841424.084,819199.584,"67","140"
"1221",841420.029,819202.505,"67","145"
"1222",841415.795,819205.165,"67","150"
"1223",841411.562,819207.826,"67","155"
"1224",841407.329,819210.487,"67","160"
"1225",841403.095,819213.147,"67","165"
"1226",841398.588,819215.247,"67","170"
"1227",841393.707,819216.332,"67","175"
"1228",840144.082,819717.224,"68","0"
"1229",840148.668,819715.232,"68","5"
"1230",840153.254,819713.240,"68","10"
"1231",840157.765,819711.136,"68","15"
"1232",840161.338,819707.639,"68","20"
"1233",840164.912,819704.142,"68","25"
"1234",840168.486,819700.646,"68","30"
"1235",840172.060,819697.149,"68","35"
"1236",840175.634,819693.652,"68","40"
"1237",840179.208,819690.156,"68","45"
"1238",840182.782,819686.659,"68","50"
"1239",840186.356,819683.162,"68","55"
"1240",840189.930,819679.665,"68","60"
"1241",840193.504,819676.169,"68","65"
"1242",840197.078,819672.672,"68","70"
"1243",840200.652,819669.175,"68","75"
"1244",840204.226,819665.679,"68","80"
"1245",840207.800,819662.182,"68","85"
"1246",840211.374,819658.685,"68","90"
"1247",840214.948,819655.188,"68","95"
"1248",840218.521,819651.692,"68","100"
"1249",840222.095,819648.195,"68","105"
"1250",840225.669,819644.698,"68","110"
"1251",840229.243,819641.202,"68","115"
"1252",840232.817,819637.705,"68","120"
"1253",840236.391,819634.208,"68","125"
"1254",840239.965,819630.712,"68","130"
"1255",840243.539,819627.215,"68","135"
"1256",840247.113,819623.718,"68","140"
"1257",840250.687,819620.221,"68","145"
"1258",840254.261,819616.725,"68","150"
"1259",840257.835,819613.228,"68","155"
"1260",840261.409,819609.731,"68","160"
"1261",840264.983,819606.235,"68","165"
"1262",840268.557,819602.738,"68","170"
"1263",840272.131,819599.241,"68","175"
"1264",840275.704,819595.744,"68","180"
"1265",840279.278,819592.248,"68","185"
"1266",840282.852,819588.751,"68","190"
"1267",840286.426,819585.254,"68","195"
"1268",840290.000,819581.758,"68","200"
"1269",840293.574,819578.261,"68","205"
"1270",840297.148,819574.764,"68","210"
"1271",840300.722,819571.267,"68","215"
"1272",840304.296,819567.771,"68","220"
"1273",840307.870,819564.274,"68","225"
"1274",840311.444,819560.777,"68","230"
"1275",840315.018,819557.281,"68","235"
"1276",840876.848,818951.191,"69","0"
"1277",840873.683,818955.061,"69","5"
"1278",840870.518,818958.932,"69","10"
"1279",840867.353,818962.803,"69","15"
"1280",840864.188,818966.674,"69","20"
"1281",840861.024,818970.545,"69","25"
"1282",840857.859,818974.416,"69","30"
"1283",840854.694,818978.287,"69","35"
"1284",840851.529,818982.158,"69","40"
"1285",840848.364,818986.029,"69","45"
"1286",840845.200,818989.900,"69","50"
"1287",840842.035,818993.771,"69","55"
"1288",840838.870,818997.641,"69","60"
"1289",840835.705,819001.512,"69","65"
"1290",840832.540,819005.383,"69","70"
"1291",840742.425,818918.026,"70","0"
"1292",840739.015,818921.682,"70","5"
"1293",840735.605,818925.339,"70","10"
"1294",840732.195,818928.996,"70","15"
"1295",840728.785,818932.653,"70","20"
"1296",840725.375,818936.310,"70","25"
"1297",840721.965,818939.966,"70","30"
"1298",840718.616,818943.678,"70","35"
"1299",840715.281,818947.404,"70","40"
"1300",840711.946,818951.129,"70","45"
"1301",840708.611,818954.854,"70","50"
"1302",840705.373,818958.657,"70","55"
"1303",840702.475,818962.732,"70","60"
"1304",840699.576,818966.806,"70","65"
"1305",840696.678,818970.880,"70","70"
"1306",840693.779,818974.954,"70","75"
"1307",840690.881,818979.028,"70","80"
"1308",840687.982,818983.102,"70","85"
"1309",840685.084,818987.177,"70","90"
"1310",840682.185,818991.251,"70","95"
"1311",840679.287,818995.325,"70","100"
"1312",840676.370,818999.386,"70","105"
"1313",840673.406,819003.412,"70","110"
"1314",840670.441,819007.439,"70","115"
"1315",840667.477,819011.465,"70","120"
"1316",840664.512,819015.491,"70","125"
"1317",840661.548,819019.518,"70","130"
"1318",840658.583,819023.544,"70","135"
"1319",840655.619,819027.571,"70","140"
"1320",840652.654,819031.597,"70","145"
"1321",840649.690,819035.623,"70","150"
"1322",840646.725,819039.650,"70","155"
"1323",840643.761,819043.676,"70","160"
"1324",840640.783,819047.692,"70","165"
"1325",840637.777,819051.688,"70","170"
"1326",840634.770,819055.683,"70","175"
"1327",840631.764,819059.679,"70","180"
"1328",840628.798,819063.703,"70","185"
"1329",840625.885,819067.767,"70","190"
"1330",840622.972,819071.831,"70","195"
"1331",840620.060,819075.895,"70","200"
"1332",840617.147,819079.959,"70","205"
"1333",840614.234,819084.023,"70","210"
"1334",840611.321,819088.087,"70","215"
"1335",840608.408,819092.150,"70","220"
"1336",840605.495,819096.214,"70","225"
"1337",840602.582,819100.278,"70","230"
"1338",840599.669,819104.342,"70","235"
"1339",840596.756,819108.406,"70","240"
"1340",840593.843,819112.470,"70","245"
"1341",840590.907,819116.517,"70","250"
"1342",840587.947,819120.546,"70","255"
"1343",840584.987,819124.576,"70","260"
"1344",840582.026,819128.605,"70","265"
"1345",840579.066,819132.635,"70","270"
"1346",840576.106,819136.664,"70","275"
"1347",840573.145,819140.693,"70","280"
"1348",840570.185,819144.723,"70","285"
"1349",840567.225,819148.752,"70","290"
"1350",840564.264,819152.782,"70","295"
"1351",840561.304,819156.811,"70","300"
"1352",840558.344,819160.841,"70","305"
"1353",840555.383,819164.870,"70","310"
"1354",840552.423,819168.899,"70","315"
"1355",840549.463,819172.929,"70","320"
"1356",840552.327,819177.083,"71","0"
"1357",840555.195,819172.987,"71","5"
"1358",840557.900,819168.782,"71","10"
"1359",840560.601,819164.575,"71","15"
"1360",840563.809,819160.744,"71","20"
"1361",840567.062,819156.947,"71","25"
"1362",840570.078,819152.962,"71","30"
"1363",840573.048,819148.939,"71","35"
"1364",840576.017,819144.916,"71","40"
"1365",840578.986,819140.893,"71","45"
"1366",840581.955,819136.870,"71","50"
"1367",840584.924,819132.847,"71","55"
"1368",840587.893,819128.824,"71","60"
"1369",840590.862,819124.801,"71","65"
"1370",840593.831,819120.778,"71","70"
"1371",840596.800,819116.755,"71","75"
"1372",840599.769,819112.731,"71","80"
"1373",840602.738,819108.708,"71","85"
"1374",840605.707,819104.685,"71","90"
"1375",840608.676,819100.662,"71","95"
"1376",840611.645,819096.639,"71","100"
"1377",840614.614,819092.616,"71","105"
"1378",840617.583,819088.593,"71","110"
"1379",840620.552,819084.570,"71","115"
"1380",840623.521,819080.547,"71","120"
"1381",840626.491,819076.524,"71","125"
"1382",840629.460,819072.501,"71","130"
"1383",840632.428,819068.478,"71","135"
"1384",840635.378,819064.441,"71","140"
"1385",840638.328,819060.404,"71","145"
"1386",840641.279,819056.367,"71","150"
"1387",840644.229,819052.330,"71","155"
"1388",840647.179,819048.294,"71","160"
"1389",840650.130,819044.257,"71","165"
"1390",840653.080,819040.220,"71","170"
"1391",840656.030,819036.183,"71","175"
"1392",840658.980,819032.146,"71","180"
"1393",840661.931,819028.110,"71","185"
"1394",840664.881,819024.073,"71","190"
"1395",840667.831,819020.036,"71","195"
"1396",840670.781,819015.999,"71","200"
"1397",840673.732,819011.962,"71","205"
"1398",840676.682,819007.925,"71","210"
"1399",840679.632,819003.889,"71","215"
"1400",840682.582,818999.852,"71","220"
"1401",840685.533,818995.815,"71","225"
"1402",840688.483,818991.778,"71","230"
"1403",840691.433,818987.741,"71","235"
"1404",840694.384,818983.704,"71","240"
"1405",840697.334,818979.668,"71","245"
"1406",840700.284,818975.631,"71","250"
"1407",840703.234,818971.594,"71","255"
"1408",840706.185,818967.557,"71","260"
"1409",840709.135,818963.520,"71","265"
"1410",840712.085,818959.484,"71","270"
"1411",840715.035,818955.447,"71","275"
"1412",840718.920,818952.622,"71","280"
"1413",840723.699,818951.267,"71","285"
"1414",840728.673,818950.935,"71","290"
"1415",840733.579,818951.777,"71","295"
"1416",840737.951,818954.191,"71","300"
"1417",840742.310,818956.642,"71","305"
"1418",840746.668,818959.092,"71","310"
"1419",841052.306,818941.095,"72","0"
"1420",841048.540,818937.805,"72","5"
"1421",841044.775,818934.515,"72","10"
"1422",841041.010,818931.225,"72","15"
"1423",841037.244,818927.936,"72","20"
"1424",841033.479,818924.646,"72","25"
"1425",841029.714,818921.356,"72","30"
"1426",841025.948,818918.066,"72","35"
"1427",841022.183,818914.777,"72","40"
"1428",841018.418,818911.487,"72","45"
"1429",841014.652,818908.197,"72","50"
"1430",841010.887,818904.908,"72","55"
"1431",841007.122,818901.618,"72","60"
"1432",841003.356,818898.328,"72","65"
"1433",840999.591,818895.038,"72","70"
"1434",840995.826,818891.749,"72","75"
"1435",840992.497,818888.030,"72","80"
"1436",840989.275,818884.207,"72","85"
"1437",840986.053,818880.383,"72","90"
"1438",841045.127,819392.588,"73","0"
"1439",841040.370,819394.127,"73","5"
"1440",841035.641,819395.746,"73","10"
"1441",841030.992,819397.587,"73","15"
"1442",841026.344,819399.428,"73","20"
"1443",841021.695,819401.269,"73","25"
"1444",841017.046,819403.110,"73","30"
