sampleid,x,y,routeid,distance
"1445",841012.397,819404.951,"73","35"
"1446",841007.749,819406.792,"73","40"
"1447",841003.100,819408.633,"73","45"
"1448",840998.451,819410.474,"73","50"
"1449",840993.802,819412.315,"73","55"
"1450",840989.154,819414.156,"73","60"
"1451",840984.505,819415.996,"73","65"
"1452",840979.856,819417.837,"73","70"
"1453",840975.207,819419.678,"73","75"
"1454",840970.559,819421.519,"73","80"
"1455",840965.910,819423.360,"73","85"
"1456",840961.261,819425.201,"73","90"
"1457",840956.612,819427.042,"73","95"
"1458",840951.964,819428.883,"73","100"
"1459",840951.794,819428.951,"74","0"
"1460",840946.808,819428.724,"74","5"
"1461",840941.982,819427.456,"74","10"
"1462",840937.530,819425.203,"74","15"
"1463",840933.651,819422.066,"74","20"
"1464",840930.517,819418.185,"74","25"
"1465",840928.130,819413.795,"74","30"
"1466",840925.857,819409.341,"74","35"
"1467",840923.584,819404.888,"74","40"
"1468",840921.311,819400.434,"74","45"
"1469",840919.039,819395.981,"74","50"
"1470",840917.058,819391.395,"74","55"
"1471",840915.233,819386.741,"74","60"
"1472",840913.408,819382.086,"74","65"
"1473",840911.582,819377.431,"74","70"
"1474",840909.757,819372.776,"74","75"
"1475",840907.931,819368.121,"74","80"
"1476",840906.106,819363.466,"74","85"
"1477",840904.280,819358.811,"74","90"
"1478",840902.455,819354.157,"74","95"
"1479",840900.630,819349.502,"74","100"
"1480",840898.804,819344.847,"74","105"
"1481",840896.937,819340.212,"74","110"
"1482",840893.279,819336.925,"74","115"
"1483",841366.168,819215.075,"75","0"
"1484",841361.707,819212.816,"75","5"
"1485",841357.329,819210.403,"75","10"
"1486",841353.197,819207.617,"75","15"
"1487",841349.450,819204.315,"75","20"
"1488",841346.103,819200.657,"75","25"
"1489",841343.911,819196.163,"75","30"
"1490",841342.277,819192.811,"76","0"
"1491",841340.364,819188.192,"76","5"
"1492",841338.510,819183.549,"76","10"
"1493",841336.759,819178.867,"76","15"
"1494",841333.943,819174.819,"76","20"
"1495",841330.593,819171.107,"76","25"
"1496",841327.031,819167.608,"76","30"
"1497",841323.307,819164.272,"76","35"
"1498",841319.582,819160.937,"76","40"
"1499",841315.858,819157.601,"76","45"
"1500",841312.133,819154.265,"76","50"
"1501",841308.362,819150.982,"76","55"
"1502",841304.586,819147.704,"76","60"
"1503",841300.810,819144.427,"76","65"
"1504",841297.002,819141.186,"76","70"
"1505",841293.194,819137.947,"76","75"
"1506",841289.385,819134.707,"76","80"
"1507",840948.044,818892.144,"77","0"
"1508",840953.022,818892.611,"77","5"
"1509",840957.989,818892.925,"77","10"
"1510",840962.849,818891.750,"77","15"
"1511",840967.690,818890.516,"77","20"
"1512",840972.273,818888.518,"77","25"
"1513",840976.595,818886.111,"77","30"
"1514",840980.332,818882.789,"77","35"
"1515",840984.069,818879.467,"77","40"
"1516",840923.331,818872.681,"78","0"
"1517",840926.209,818876.769,"78","5"
"1518",840929.088,818880.858,"78","10"
"1519",840932.337,818884.596,"78","15"
"1520",840936.257,818887.699,"78","20"
"1521",840940.665,818889.876,"78","25"
"1522",840945.444,818891.345,"78","30"
"1523",840921.159,818849.432,"79","0"
"1524",840920.652,818854.406,"79","5"
"1525",840920.470,818859.385,"79","10"
"1526",840920.839,818864.371,"79","15"
"1527",840922.078,818869.174,"79","20"
"1528",841663.933,819032.151,"80","0"
"1529",841659.835,819035.016,"80","5"
"1530",841655.738,819037.881,"80","10"
"1531",841651.640,819040.746,"80","15"
"1532",841647.542,819043.611,"80","20"
"1533",841643.444,819046.476,"80","25"
"1534",841639.346,819049.341,"80","30"
"1535",841635.248,819052.206,"80","35"
"1536",841631.151,819055.071,"80","40"
"1537",841627.053,819057.936,"80","45"
"1538",841622.955,819060.801,"80","50"
"1539",841618.857,819063.666,"80","55"
"1540",841614.759,819066.531,"80","60"
"1541",840317.403,819554.947,"81","0"
"1542",840321.805,819557.317,"81","5"
"1543",840325.884,819560.193,"81","10"
"1544",840329.491,819563.656,"81","15"
"1545",840333.098,819567.118,"81","20"
"1546",840336.712,819570.574,"81","25"
"1547",840340.355,819573.998,"81","30"
"1548",840343.999,819577.422,"81","35"
"1549",840347.642,819580.847,"81","40"
"1550",840351.285,819584.271,"81","45"
"1551",840354.617,819587.913,"81","50"
"1552",840356.573,819592.514,"81","55"
"1553",840357.385,819597.440,"81","60"
"1554",840356.374,819602.336,"81","65"
"1555",840353.839,819606.536,"81","70"
"1556",840350.325,819610.085,"81","75"
"1557",840346.743,819613.574,"81","80"
"1558",840343.161,819617.062,"81","85"
"1559",840339.579,819620.551,"81","90"
"1560",840335.998,819624.040,"81","95"
"1561",840332.416,819627.528,"81","100"
"1562",840328.834,819631.017,"81","105"
"1563",840325.252,819634.505,"81","110"
"1564",840321.670,819637.994,"81","115"
"1565",840318.089,819641.483,"81","120"
"1566",840314.507,819644.971,"81","125"
"1567",840310.925,819648.460,"81","130"
"1568",840307.343,819651.949,"81","135"
"1569",840303.761,819655.437,"81","140"
"1570",840300.180,819658.926,"81","145"
"1571",840296.598,819662.415,"81","150"
"1572",840293.016,819665.903,"81","155"
"1573",840289.434,819669.392,"81","160"
"1574",840285.852,819672.881,"81","165"
"1575",840282.271,819676.369,"81","170"
"1576",840278.689,819679.858,"81","175"
"1577",840275.107,819683.346,"81","180"
"1578",840271.525,819686.835,"81","185"
"1579",840267.943,819690.324,"81","190"
"1580",840264.362,819693.812,"81","195"
"1581",840260.780,819697.301,"81","200"
"1582",840257.189,819700.780,"81","205"
"1583",840253.567,819704.228,"81","210"
"1584",840249.946,819707.675,"81","215"
"1585",840246.325,819711.123,"81","220"
"1586",840242.703,819714.570,"81","225"
"1587",840239.082,819718.018,"81","230"
"1588",840235.460,819721.465,"81","235"
"1589",840231.839,819724.913,"81","240"
"1590",840228.218,819728.361,"81","245"
"1591",840224.596,819731.808,"81","250"
"1592",840220.975,819735.256,"81","255"
"1593",840217.353,819738.703,"81","260"
"1594",840213.732,819742.151,"81","265"
"1595",840210.111,819745.598,"81","270"
"1596",840206.489,819749.046,"81","275"
"1597",840202.868,819752.493,"81","280"
"1598",840199.246,819755.941,"81","285"
"1599",840195.625,819759.388,"81","290"
"1600",840192.004,819762.836,"81","295"
"1601",840188.382,819766.283,"81","300"
"1602",840184.761,819769.731,"81","305"
"1603",841613.415,819067.470,"82","0"
"1604",841609.317,819070.335,"82","5"
"1605",841605.220,819073.200,"82","10"
"1606",841601.122,819076.065,"82","15"
"1607",841597.024,819078.930,"82","20"
"1608",841592.926,819081.795,"82","25"
"1609",841588.828,819084.660,"82","30"
"1610",841584.730,819087.525,"82","35"
"1611",841580.633,819090.390,"82","40"
"1612",841576.535,819093.255,"82","45"
"1613",841572.437,819096.120,"82","50"
"1614",841568.339,819098.985,"82","55"
"1615",841564.241,819101.850,"82","60"
"1616",841560.144,819104.714,"82","65"
"1617",841556.046,819107.579,"82","70"
"1618",841551.948,819110.444,"82","75"
"1619",841547.850,819113.309,"82","80"
"1620",841543.752,819116.174,"82","85"
"1621",841539.654,819119.039,"82","90"
"1622",840434.296,819629.608,"83","0"
"1623",840431.807,819625.272,"83","5"
"1624",840428.798,819621.335,"83","10"
"1625",840425.256,819617.805,"83","15"
"1626",840421.714,819614.276,"83","20"
"1627",840418.173,819610.746,"83","25"
"1628",840414.629,819607.219,"83","30"
"1629",840411.083,819603.694,"83","35"
"1630",840407.536,819600.169,"83","40"
"1631",840403.990,819596.645,"83","45"
"1632",840400.444,819593.120,"83","50"
"1633",840396.979,819589.516,"83","55"
"1634",840393.539,819585.887,"83","60"
"1635",840390.100,819582.258,"83","65"
"1636",840386.660,819578.629,"83","70"
"1637",840383.221,819574.999,"83","75"
"1638",840379.782,819571.370,"83","80"
"1639",840376.342,819567.741,"83","85"
"1640",840372.903,819564.112,"83","90"
"1641",840369.423,819560.522,"83","95"
"1642",840365.915,819556.959,"83","100"
"1643",840362.407,819553.397,"83","105"
"1644",840363.260,819510.875,"84","0"
"1645",840368.259,819510.956,"84","5"
"1646",840373.259,819511.037,"84","10"
"1647",840378.219,819510.648,"84","15"
"1648",840383.135,819509.737,"84","20"
"1649",840359.494,819550.439,"85","0"
"1650",840355.986,819546.876,"85","5"
"1651",840352.478,819543.313,"85","10"
"1652",840348.969,819539.751,"85","15"
"1653",840345.461,819536.188,"85","20"
"1654",840341.953,819532.626,"85","25"
"1655",840359.494,819550.439,"86","0"
"1656",840358.929,819545.471,"86","5"
"1657",840358.365,819540.503,"86","10"
"1658",840358.666,819535.573,"86","15"
"1659",840359.857,819530.776,"86","20"
"1660",840363.415,819527.264,"86","25"
"1661",840366.974,819523.752,"86","30"
"1662",840370.713,819520.474,"86","35"
"1663",840375.030,819517.951,"86","40"
"1664",840379.346,819515.427,"86","45"
"1665",840383.662,819512.904,"86","50"
"1666",840387.064,819509.291,"86","55"
"1667",840084.000,819655.808,"87","0"
"1668",840087.603,819652.342,"87","5"
"1669",840091.206,819648.875,"87","10"
"1670",840094.809,819645.408,"87","15"
"1671",840098.412,819641.941,"87","20"
"1672",840102.015,819638.475,"87","25"
"1673",840105.618,819635.008,"87","30"
"1674",840109.221,819631.541,"87","35"
"1675",840112.824,819628.075,"87","40"
"1676",840116.427,819624.608,"87","45"
"1677",840120.030,819621.141,"87","50"
"1678",840123.614,819617.654,"87","55"
"1679",840127.180,819614.150,"87","60"
"1680",840130.747,819610.646,"87","65"
"1681",840134.332,819607.161,"87","70"
"1682",840137.920,819603.679,"87","75"
"1683",840141.509,819600.197,"87","80"
"1684",840145.098,819596.716,"87","85"
"1685",840148.686,819593.234,"87","90"
"1686",840152.275,819589.752,"87","95"
"1687",840155.863,819586.271,"87","100"
"1688",840159.452,819582.789,"87","105"
"1689",840163.040,819579.307,"87","110"
"1690",840166.629,819575.826,"87","115"
"1691",840170.218,819572.344,"87","120"
"1692",840173.806,819568.862,"87","125"
"1693",840177.395,819565.380,"87","130"
"1694",840180.983,819561.899,"87","135"
"1695",840184.572,819558.417,"87","140"
"1696",840188.160,819554.935,"87","145"
"1697",840191.749,819551.454,"87","150"
"1698",840195.338,819547.972,"87","155"
"1699",840198.926,819544.490,"87","160"
"1700",840202.515,819541.009,"87","165"
"1701",840206.103,819537.527,"87","170"
"1702",840209.692,819534.045,"87","175"
"1703",840213.281,819530.564,"87","180"
"1704",840216.869,819527.082,"87","185"
"1705",840220.458,819523.600,"87","190"
"1706",840224.046,819520.119,"87","195"
"1707",840227.635,819516.637,"87","200"
"1708",840231.223,819513.155,"87","205"
"1709",840234.812,819509.674,"87","210"
"1710",840238.401,819506.192,"87","215"
"1711",840241.989,819502.710,"87","220"
"1712",840245.578,819499.229,"87","225"
"1713",840249.166,819495.747,"87","230"
"1714",840252.755,819492.265,"87","235"
"1715",840256.344,819488.784,"87","240"
"1716",840259.932,819485.302,"87","245"
"1717",840263.521,819481.820,"87","250"
"1718",840267.109,819478.339,"87","255"
"1719",840270.698,819474.857,"87","260"
"1720",840274.286,819471.375,"87","265"
"1721",840277.875,819467.894,"87","270"
"1722",840281.464,819464.412,"87","275"
"1723",840285.052,819460.930,"87","280"
"1724",840288.641,819457.448,"87","285"
"1725",840292.229,819453.967,"87","290"
"1726",840295.818,819450.485,"87","295"
"1727",840299.407,819447.003,"87","300"
"1728",840302.634,819443.209,"87","305"
"1729",840305.557,819439.153,"87","310"
"1730",840308.481,819435.097,"87","315"
"1731",840311.405,819431.041,"87","320"
"1732",840314.329,819426.985,"87","325"
"1733",840317.252,819422.929,"87","330"
"1734",840320.176,819418.873,"87","335"
"1735",840323.227,819414.914,"87","340"
"1736",840326.362,819411.019,"87","345"
"1737",840329.660,819407.264,"87","350"
"1738",840333.039,819403.578,"87","355"
"1739",840336.482,819399.952,"87","360"
"1740",840339.925,819396.326,"87","365"
"1741",840343.505,819392.837,"87","370"
"1742",840347.094,819389.355,"87","375"
"1743",840350.683,819385.874,"87","380"
"1744",840551.970,819179.549,"88","0"
"1745",840555.865,819182.683,"88","5"
"1746",840559.761,819185.817,"88","10"
"1747",840563.657,819188.951,"88","15"
"1748",840567.553,819192.085,"88","20"
"1749",840571.449,819195.219,"88","25"
"1750",840575.345,819198.353,"88","30"
"1751",840579.241,819201.487,"88","35"
"1752",840583.137,819204.621,"88","40"
"1753",840587.033,819207.755,"88","45"
"1754",840590.928,819210.889,"88","50"
"1755",840594.824,819214.023,"88","55"
"1756",840598.720,819217.157,"88","60"
"1757",840602.566,819220.350,"88","65"
"1758",840606.270,819223.708,"88","70"
"1759",840609.974,819227.066,"88","75"
"1760",840613.679,819230.425,"88","80"
"1761",840617.383,819233.783,"88","85"
"1762",840621.087,819237.141,"88","90"
"1763",840624.462,819240.723,"88","95"
"1764",840626.095,819245.402,"88","100"
"1765",840623.658,819249.768,"88","105"
"1766",840233.697,819501.910,"89","0"
"1767",840229.831,819498.738,"89","5"
"1768",840225.966,819495.567,"89","10"
"1769",840222.100,819492.396,"89","15"
"1770",840218.234,819489.224,"89","20"
"1771",840213.648,819487.436,"89","25"
"1772",840210.073,819490.498,"89","30"
"1773",840206.666,819494.158,"89","35"
"1774",840203.258,819497.817,"89","40"
"1775",840199.851,819501.476,"89","45"
"1776",840196.443,819505.135,"89","50"
"1777",840193.036,819508.794,"89","55"
"1778",840189.628,819512.453,"89","60"
"1779",840186.221,819516.112,"89","65"
"1780",840182.813,819519.771,"89","70"
"1781",840179.406,819523.430,"89","75"
"1782",840175.998,819527.089,"89","80"
"1783",840172.610,819530.766,"89","85"
"1784",840169.264,819534.481,"89","90"
"1785",840165.918,819538.197,"89","95"
"1786",840162.572,819541.913,"89","100"
"1787",840159.227,819545.628,"89","105"
"1788",840155.881,819549.344,"89","110"
"1789",840152.535,819553.059,"89","115"
"1790",840150.258,819556.745,"89","120"
"1791",840153.803,819560.271,"89","125"
"1792",840157.349,819563.796,"89","130"
"1793",840160.894,819567.322,"89","135"
"1794",840832.961,819029.903,"90","0"
"1795",840836.810,819033.096,"90","5"
"1796",840840.658,819036.288,"90","10"
"1797",840844.506,819039.480,"90","15"
"1798",840848.354,819042.673,"90","20"
"1799",840852.203,819045.865,"90","25"
"1800",840856.051,819049.057,"90","30"
"1801",840859.899,819052.250,"90","35"
"1802",840863.747,819055.442,"90","40"
"1803",840867.596,819058.634,"90","45"
"1804",840871.444,819061.827,"90","50"
"1805",840875.292,819065.019,"90","55"
"1806",840879.140,819068.211,"90","60"
"1807",840882.989,819071.404,"90","65"
"1808",840886.837,819074.596,"90","70"
"1809",840890.685,819077.788,"90","75"
"1810",840894.533,819080.980,"90","80"
"1811",840898.382,819084.173,"90","85"
"1812",840902.230,819087.365,"90","90"
"1813",840906.078,819090.557,"90","95"
"1814",840910.212,819093.353,"90","100"
"1815",840914.462,819095.987,"90","105"
"1816",840918.712,819098.621,"90","110"
"1817",840922.362,819100.882,"91","0"
"1818",840926.225,819104.057,"91","5"
"1819",840930.087,819107.232,"91","10"
"1820",840933.950,819110.407,"91","15"
"1821",840937.813,819113.581,"91","20"
"1822",840941.676,819116.756,"91","25"
"1823",840945.528,819119.944,"91","30"
"1824",840949.371,819123.142,"91","35"
"1825",840953.214,819126.341,"91","40"
"1826",840957.057,819129.539,"91","45"
"1827",840960.900,819132.738,"91","50"
"1828",840964.744,819135.936,"91","55"
"1829",840968.587,819139.134,"91","60"
"1830",840972.430,819142.333,"91","65"
"1831",840976.273,819145.531,"91","70"
"1832",840980.116,819148.730,"91","75"
"1833",840983.959,819151.928,"91","80"
"1834",840987.803,819155.127,"91","85"
"1835",840991.656,819158.313,"91","90"
"1836",840995.518,819161.488,"91","95"
"1837",840999.380,819164.664,"91","100"
"1838",841003.242,819167.839,"91","105"
"1839",841007.105,819171.015,"91","110"
"1840",841010.967,819174.190,"91","115"
"1841",841014.829,819177.366,"91","120"
"1842",841018.691,819180.541,"91","125"
"1843",841022.553,819183.717,"91","130"
"1844",841026.416,819186.892,"91","135"
"1845",841030.278,819190.067,"91","140"
"1846",841034.140,819193.243,"91","145"
"1847",841038.002,819196.418,"91","150"
"1848",841041.008,819200.314,"91","155"
"1849",841044.229,819204.041,"91","160"
"1850",841048.027,819207.293,"91","165"
"1851",841051.826,819210.544,"91","170"
"1852",841055.624,819213.795,"91","175"
"1853",841059.423,819217.047,"91","180"
"1854",841063.221,819220.298,"91","185"
"1855",841067.020,819223.550,"91","190"
"1856",841070.818,819226.801,"91","195"
"1857",841074.616,819230.053,"91","200"
"1858",841078.415,819233.304,"91","205"
"1859",841082.213,819236.555,"91","210"
"1860",841085.857,819239.966,"91","215"
"1861",841089.210,819243.675,"91","220"
"1862",841092.562,819247.385,"91","225"
"1863",840749.275,818960.557,"92","0"
"1864",840753.624,818963.026,"92","5"
"1865",840757.972,818965.494,"92","10"
"1866",840762.110,818968.266,"92","15"
"1867",840765.948,818971.471,"92","20"
"1868",840769.786,818974.675,"92","25"
"1869",840773.624,818977.880,"92","30"
"1870",840777.462,818981.085,"92","35"
"1871",840781.300,818984.289,"92","40"
"1872",840785.138,818987.494,"92","45"
"1873",840788.976,818990.698,"92","50"
"1874",840792.814,818993.903,"92","55"
"1875",840796.652,818997.108,"92","60"
"1876",840800.490,819000.312,"92","65"
"1877",840804.328,819003.517,"92","70"
"1878",840808.166,819006.721,"92","75"
"1879",840812.004,819009.926,"92","80"
"1880",841027.434,818774.289,"93","0"
"1881",841030.670,818770.477,"93","5"
"1882",841034.045,818766.791,"93","10"
"1883",841037.493,818763.171,"93","15"
"1884",841040.941,818759.550,"93","20"
"1885",841044.390,818755.929,"93","25"
"1886",841047.838,818752.308,"93","30"
"1887",841051.286,818748.687,"93","35"
"1888",841054.565,818744.918,"93","40"
"1889",841057.729,818741.046,"93","45"
"1890",841060.892,818737.174,"93","50"
"1891",841064.056,818733.302,"93","55"
"1892",841065.164,818731.946,"94","0"
"1893",841068.328,818728.074,"94","5"
"1894",841071.491,818724.202,"94","10"
"1895",841074.655,818720.330,"94","15"
"1896",841077.818,818716.458,"94","20"
"1897",841080.999,818712.600,"94","25"
"1898",841084.230,818708.784,"94","30"
"1899",841087.460,818704.968,"94","35"
"1900",840792.929,819376.271,"95","0"
"1901",840788.395,819378.351,"95","5"
"1902",840784.144,819380.983,"95","10"
"1903",840831.087,819360.492,"96","0"
"1904",840826.466,819362.403,"96","5"
"1905",840821.846,819364.313,"96","10"
"1906",840817.225,819366.224,"96","15"
"1907",840812.605,819368.135,"96","20"
"1908",840807.984,819370.045,"96","25"
"1909",840803.364,819371.956,"96","30"
"1910",840798.743,819373.867,"96","35"
"1911",840794.123,819375.777,"96","40"
"1912",841454.785,818927.109,"97","0"
"1913",841451.605,818930.968,"97","5"
"1914",841448.426,818934.827,"97","10"
"1915",841445.246,818938.686,"97","15"
"1916",841442.067,818942.544,"97","20"
"1917",841438.887,818946.403,"97","25"
"1918",841435.708,818950.262,"97","30"
"1919",841432.528,818954.121,"97","35"
"1920",841429.349,818957.980,"97","40"
"1921",841426.169,818961.839,"97","45"
"1922",841422.990,818965.698,"97","50"
"1923",841419.810,818969.556,"97","55"
"1924",841416.631,818973.415,"97","60"
"1925",841413.451,818977.274,"97","65"
"1926",841410.272,818981.133,"97","70"
"1927",841407.092,818984.992,"97","75"
"1928",841403.913,818988.851,"97","80"
"1929",841400.733,818992.710,"97","85"
"1930",841397.554,818996.568,"97","90"
"1931",841394.374,819000.427,"97","95"
"1932",841391.195,819004.286,"97","100"
"1933",841387.996,819008.129,"97","105"
"1934",841384.795,819011.970,"97","110"
"1935",841381.593,819015.810,"97","115"
"1936",841378.392,819019.651,"97","120"
"1937",841375.190,819023.492,"97","125"
"1938",841371.989,819027.332,"97","130"
"1939",841368.787,819031.173,"97","135"
"1940",841365.586,819035.013,"97","140"
"1941",841362.384,819038.854,"97","145"
"1942",841359.183,819042.695,"97","150"
"1943",841355.981,819046.535,"97","155"
"1944",841352.780,819050.376,"97","160"
"1945",841349.578,819054.217,"97","165"
"1946",841346.377,819058.057,"97","170"
"1947",841343.175,819061.898,"97","175"
"1948",841339.974,819065.739,"97","180"
"1949",841336.772,819069.579,"97","185"
"1950",841333.571,819073.420,"97","190"
"1951",841330.369,819077.260,"97","195"
"1952",841327.238,819081.159,"97","200"
"1953",841324.117,819085.065,"97","205"
"1954",841320.996,819088.971,"97","210"
"1955",841317.875,819092.877,"97","215"
"1956",841314.754,819096.783,"97","220"
"1957",841312.292,819099.864,"98","0"
"1958",841309.171,819103.770,"98","5"
"1959",841306.050,819107.677,"98","10"
"1960",841302.929,819111.583,"98","15"
"1961",841299.808,819115.489,"98","20"
"1962",841296.686,819119.395,"98","25"
"1963",841293.565,819123.301,"98","30"
"1964",841290.444,819127.208,"98","35"
"1965",841287.323,819131.114,"98","40"
"1966",841127.284,818658.364,"99","0"
"1967",841131.655,818660.793,"99","5"
"1968",841136.026,818663.221,"99","10"
"1969",841140.297,818665.806,"99","15"
"1970",841144.350,818668.734,"99","20"
"1971",841148.403,818671.662,"99","25"
"1972",841152.455,818674.591,"99","30"
"1973",841156.347,818677.726,"99","35"
"1974",841160.181,818680.935,"99","40"
"1975",841164.016,818684.143,"99","45"
"1976",841167.851,818687.352,"99","50"
"1977",841171.686,818690.560,"99","55"
"1978",841175.521,818693.769,"99","60"
"1979",841179.356,818696.977,"99","65"
"1980",841183.190,818700.186,"99","70"
"1981",841187.025,818703.394,"99","75"
"1982",841190.860,818706.602,"99","80"
"1983",841194.695,818709.811,"99","85"
"1984",841198.530,818713.019,"99","90"
"1985",841202.365,818716.228,"99","95"
"1986",841206.199,818719.436,"99","100"
"1987",841210.034,818722.645,"99","105"
"1988",841213.869,818725.853,"99","110"
"1989",841217.704,818729.061,"99","115"
"1990",841221.539,818732.270,"99","120"
"1991",841329.549,818821.013,"100","0"
"1992",841333.443,818824.149,"100","5"
"1993",841337.338,818827.284,"100","10"
"1994",841341.233,818830.420,"100","15"
"1995",841345.127,818833.555,"100","20"
"1996",841349.022,818836.691,"100","25"
"1997",841352.917,818839.826,"100","30"
"1998",841356.811,818842.962,"100","35"
"1999",841360.706,818846.097,"100","40"
"2000",841364.601,818849.233,"100","45"
"2001",841368.495,818852.368,"100","50"
"2002",841372.390,818855.504,"100","55"
"2003",841376.285,818858.640,"100","60"
"2004",841380.180,818861.775,"100","65"
"2005",841384.276,818864.627,"100","70"
"2006",841388.509,818867.288,"100","75"
"2007",841392.742,818869.950,"100","80"
"2008",841396.975,818872.611,"100","85"
"2009",841401.208,818875.272,"100","90"
"2010",841405.441,818877.934,"100","95"
"2011",841409.674,818880.595,"100","100"
"2012",841413.907,818883.256,"100","105"
"2013",841418.218,818885.782,"100","110"
"2014",841422.647,818888.102,"100","115"
"2015",841427.076,818890.422,"100","120"
"2016",841431.475,818892.796,"100","125"
"2017",841435.817,818895.277,"100","130"
"2018",841440.158,818897.758,"100","135"
"2019",841442.587,818899.146,"101","0"
"2020",841444.565,818903.738,"101","5"
"2021",841447.356,818907.807,"101","10"
"2022",841450.719,818911.507,"101","15"
"2023",841452.647,818916.037,"101","20"
"2024",841453.976,818920.842,"101","25"
"2025",841454.616,818925.801,"101","30"
"2026",841225.366,818735.472,"102","0"
"2027",841229.230,818738.645,"102","5"
"2028",841233.095,818741.818,"102","10"
"2029",841236.959,818744.991,"102","15"
"2030",841240.823,818748.163,"102","20"
"2031",841244.688,818751.336,"102","25"
"2032",841248.552,818754.509,"102","30"
"2033",841252.416,818757.682,"102","35"
"2034",841256.280,818760.855,"102","40"
"2035",841260.145,818764.028,"102","45"
"2036",841264.009,818767.201,"102","50"
"2037",841267.873,818770.374,"102","55"
"2038",841271.738,818773.546,"102","60"
"2039",841275.602,818776.719,"102","65"
"2040",841279.466,818779.892,"102","70"
"2041",841283.331,818783.065,"102","75"
"2042",841287.195,818786.238,"102","80"
"2043",841291.059,818789.411,"102","85"
"2044",841294.924,818792.584,"102","90"
"2045",841298.788,818795.757,"102","95"
"2046",841302.652,818798.929,"102","100"
"2047",841306.517,818802.102,"102","105"
"2048",841310.381,818805.275,"102","110"
"2049",841314.245,818808.448,"102","115"
"2050",841318.109,818811.621,"102","120"
"2051",841321.974,818814.794,"102","125"
"2052",841325.838,818817.967,"102","130"
"2053",841157.089,819026.269,"103","0"
"2054",841160.306,819022.441,"103","5"
"2055",841163.522,819018.613,"103","10"
"2056",841166.738,819014.785,"103","15"
"2057",841169.955,819010.957,"103","20"
"2058",841173.171,819007.129,"103","25"
"2059",841176.388,819003.301,"103","30"
"2060",841179.604,818999.472,"103","35"
"2061",841182.821,818995.644,"103","40"
"2062",841186.037,818991.816,"103","45"
"2063",841189.254,818987.988,"103","50"
"2064",841192.470,818984.160,"103","55"
"2065",841195.686,818980.332,"103","60"
"2066",841198.903,818976.504,"103","65"
"2067",841202.119,818972.676,"103","70"
"2068",841205.336,818968.847,"103","75"
"2069",841208.552,818965.019,"103","80"
"2070",841211.769,818961.191,"103","85"
"2071",841214.985,818957.363,"103","90"
"2072",841218.202,818953.535,"103","95"
"2073",841221.418,818949.707,"103","100"
"2074",841224.635,818945.879,"103","105"
"2075",841227.851,818942.051,"103","110"
"2076",841231.067,818938.223,"103","115"
"2077",841234.284,818934.394,"103","120"
"2078",841237.500,818930.566,"103","125"
"2079",841240.717,818926.738,"103","130"
"2080",841243.933,818922.910,"103","135"
"2081",841247.150,818919.082,"103","140"
"2082",841250.366,818915.254,"103","145"
"2083",841253.583,818911.426,"103","150"
"2084",841256.799,818907.598,"103","155"
"2085",841260.015,818903.770,"103","160"
"2086",841263.232,818899.941,"103","165"
"2087",841266.448,818896.113,"103","170"
"2088",841269.665,818892.285,"103","175"
"2089",841272.881,818888.457,"103","180"
"2090",841276.098,818884.629,"103","185"
"2091",841279.314,818880.801,"103","190"
"2092",841282.531,818876.973,"103","195"
"2093",841285.747,818873.145,"103","200"
"2094",841288.963,818869.317,"103","205"
"2095",841292.180,818865.488,"103","210"
"2096",841295.396,818861.660,"103","215"
"2097",841298.613,818857.832,"103","220"
"2098",841301.829,818854.004,"103","225"
"2099",841305.046,818850.176,"103","230"
"2100",841308.262,818846.348,"103","235"
"2101",841311.479,818842.520,"103","240"
"2102",841314.695,818838.692,"103","245"
"2103",841317.912,818834.863,"103","250"
"2104",841321.128,818831.035,"103","255"
"2105",841324.344,818827.207,"103","260"
"2106",841327.561,818823.379,"103","265"
"2107",840820.977,818907.922,"104","0"
"2108",840817.037,818904.844,"104","5"
"2109",840813.097,818901.765,"104","10"
"2110",840809.157,818898.687,"104","15"
"2111",840805.216,818895.609,"104","20"
"2112",840801.276,818892.531,"104","25"
"2113",840797.336,818889.452,"104","30"
"2114",840793.396,818886.374,"104","35"
"2115",840789.456,818883.296,"104","40"
"2116",840785.516,818880.217,"104","45"
"2117",840781.415,818877.397,"104","50"
"2118",840776.923,818875.201,"104","55"
"2119",840833.678,818916.300,"105","0"
"2120",840829.651,818913.338,"105","5"
"2121",840825.616,818910.385,"105","10"
"2122",840821.200,818908.041,"105","15"
"2123",840876.848,818951.191,"106","0"
"2124",840872.959,818948.048,"106","5"
"2125",840869.070,818944.905,"106","10"
"2126",840865.182,818941.762,"106","15"
"2127",840861.293,818938.619,"106","20"
"2128",840857.404,818935.476,"106","25"
"2129",840853.516,818932.333,"106","30"
"2130",840849.627,818929.190,"106","35"
"2131",840845.738,818926.047,"106","40"
"2132",840841.849,818922.904,"106","45"
"2133",840837.961,818919.761,"106","50"
"2134",840834.072,818916.618,"106","55"
"2135",841196.663,818768.510,"107","0"
"2136",841199.853,818764.659,"107","5"
"2137",841202.838,818760.648,"107","10"
"2138",841205.814,818756.631,"107","15"
"2139",841208.791,818752.613,"107","20"
"2140",841211.836,818748.650,"107","25"
"2141",841215.029,818744.802,"107","30"
"2142",841218.610,818741.365,"107","35"
"2143",841222.479,818738.212,"107","40"
