1.1_avg_frame,1.1_frame_diff,1.1_avg_length,1.1_avg_turning_smoothed,1.2_avg_frame,1.2_frame_diff,1.2_avg_length,1.2_avg_turning_smoothed,1.3_avg_frame,1.3_frame_diff,1.3_avg_length,1.3_avg_turning_smoothed,1.4_avg_frame,1.4_frame_diff,1.4_avg_length,1.4_avg_turning_smoothed,1.5_avg_frame,1.5_frame_diff,1.5_avg_length,1.5_avg_turning_smoothed,1.6_avg_frame,1.6_frame_diff,1.6_avg_length,1.6_avg_turning_smoothed,1.7_avg_frame,1.7_frame_diff,1.7_avg_length,1.7_avg_turning_smoothed,2.1_avg_frame,2.1_frame_diff,2.1_avg_length,2.1_avg_turning_smoothed,2.2_avg_frame,2.2_frame_diff,2.2_avg_length,2.2_avg_turning_smoothed,2.3_avg_frame,2.3_frame_diff,2.3_avg_length,2.3_avg_turning_smoothed,2.4_avg_frame,2.4_frame_diff,2.4_avg_length,2.4_avg_turning_smoothed,2.5_avg_frame,2.5_frame_diff,2.5_avg_length,2.5_avg_turning_smoothed,2.6_avg_frame,2.6_frame_diff,2.6_avg_length,2.6_avg_turning_smoothed,2.7_avg_frame,2.7_frame_diff,2.7_avg_length,2.7_avg_turning_smoothed,3.1_avg_frame,3.1_frame_diff,3.1_avg_length,3.1_avg_turning_smoothed,3.2_avg_frame,3.2_frame_diff,3.2_avg_length,3.2_avg_turning_smoothed,3.3_avg_frame,3.3_frame_diff,3.3_avg_length,3.3_avg_turning_smoothed,3.4_avg_frame,3.4_frame_diff,3.4_avg_length,3.4_avg_turning_smoothed,3.5_avg_frame,3.5_frame_diff,3.5_avg_length,3.5_avg_turning_smoothed,3.6_avg_frame,3.6_frame_diff,3.6_avg_length,3.6_avg_turning_smoothed,3.7_avg_frame,3.7_frame_diff,3.7_avg_length,3.7_avg_turning_smoothed
1.35,1.1,1219.5113599625215,0.7381958435299861,1.6583333333333334,1.15,1044.5603205956354,0.4881876110102263,1.3416666666666666,1.25,956.88563475,0.6481832641937336,1.5083333333333333,1.3166666666666667,964.77483095,0.8330060834880331,1.9666666666666666,1.4,1016.6484885,0.6849417267255566,0.8166666666666667,1.4333333333333333,569.42832605,0.2688748869591414,0.7583333333333333,1.4833333333333334,996.3182224500001,0.43179477601243943,12.466666666666667,1.2666666666666666,893.9252687000001,1.4698135587805887,1.7416666666666667,1.2833333333333334,1148.6878878037546,1.1994998055480564,1.4416666666666667,1.3166666666666667,1155.8770299834491,1.0595776995775608,1.2916666666666667,1.5166666666666666,1041.0111883867617,1.468919007175395,7.758333333333334,1.55,899.67844765,1.510921639561539,1.3833333333333333,1.4666666666666666,1341.5500370017326,0.660310109911702,1.975,1.5833333333333333,1323.7860070000002,0.8924351006877281,44.53333333333333,1.7333333333333334,1081.8392760000002,1.4860319064840792,1.45,1.4666666666666666,869.0051791999999,0.5671101881659439,5.583333333333333,1.5666666666666667,825.5946372999999,1.530870671222374,1.8916666666666666,1.4166666666666667,1169.8750628512348,1.0804010258941663,2.0,1.3666666666666667,1033.69301565,1.3908429117790504,1.1416666666666666,1.1833333333333333,1112.8980323428582,0.7412579600286641,7.258333333333334,1.2166666666666666,1028.56813505,1.5069066841813457
2.45,1.1,1215.397595985739,0.7313574316942892,2.808333333333333,1.15,1058.6488190184546,0.48649729834254607,2.5833333333333335,1.2333333333333334,1200.7028705,0.6451265939798626,2.8333333333333335,1.3333333333333333,1263.7749655,0.8200284621850826,3.3583333333333334,1.3833333333333333,1019.9118834999999,0.6770989020763664,2.2416666666666667,1.4166666666666667,581.3099474,0.27157638971147924,2.25,1.5,970.1160776500001,0.42395265093133927,13.691666666666666,1.1833333333333333,916.5649942499999,1.4470752695897036,3.0083333333333333,1.25,1159.0778980520824,1.1886408614553103,2.75,1.3,1207.7800561136287,1.045674851147563,2.8,1.5,862.188255955071,1.4461048956008697,9.308333333333334,1.55,895.89654615,1.4907352511792955,2.85,1.4666666666666666,1356.5341983149992,0.6499893242454566,3.5416666666666665,1.55,1262.4476475000001,0.882215165851733,46.25833333333333,1.7166666666666666,990.9654796500001,1.4438596957449752,2.908333333333333,1.45,863.2498877,0.5614944475069288,7.141666666666667,1.55,928.8188692499999,1.4957523973890237,3.308333333333333,1.4166666666666667,1119.126703068646,1.0629670257277886,3.4,1.4333333333333333,983.5377748000001,1.3797601926938818,2.316666666666667,1.1666666666666667,1125.8305971678576,0.7331612439875334,8.483333333333333,1.2333333333333334,1031.25606855,1.4736784525488906
3.55,1.1,1291.1612727642514,0.7206647421766197,3.9583333333333335,1.15,747.2028855634483,0.4754701086234473,3.816666666666667,1.2333333333333334,1136.50177655,0.6374610880479716,4.166666666666667,1.3333333333333333,1211.756297,0.8077690621474838,4.75,1.4,1327.6083254999999,0.6640036771038338,3.6666666666666665,1.4333333333333333,1036.75825505,0.24713876079109012,3.75,1.5,1054.69119415,0.4187786795431301,14.9,1.2333333333333334,994.0113107,1.4184755021135758,4.266666666666667,1.2666666666666666,1161.9349061774594,1.1678901566496276,4.058333333333334,1.3166666666666667,1226.300672855092,1.0260651571181827,4.3,1.5,874.3261951666354,1.4125332943477893,10.858333333333333,1.55,1074.5636450000002,1.455953358377091,4.333333333333333,1.5,1298.902842268546,0.644191026221474,5.1,1.5666666666666667,1131.7885405000002,0.8703220543667576,47.975,1.7166666666666666,955.0871206500001,1.413093451116701,4.366666666666666,1.4666666666666666,988.07705725,0.5540171704728573,8.683333333333334,1.5333333333333334,1066.1770769999998,1.4688665301658466,4.708333333333333,1.3833333333333333,1124.4897168112661,1.043418557210158,4.783333333333333,1.3333333333333333,1038.59185415,1.3666484598297535,3.4916666666666667,1.1833333333333333,1125.5542624247032,0.7235564704732357,9.708333333333334,1.2166666666666666,1063.8325995,1.4513017576226253
4.65,1.1,1251.8976366397408,0.7025950940248509,5.108333333333333,1.15,974.2845034810834,0.47327932708583803,5.041666666666667,1.2166666666666666,1148.97968255,0.6293034103454708,5.5,1.3333333333333333,1114.576181,0.7987463261579505,6.133333333333334,1.3666666666666667,987.429807,0.6539687527067357,5.091666666666667,1.4166666666666667,1244.035649,0.26079377967860273,5.241666666666666,1.4833333333333334,1042.40520105,0.4116529154989395,16.116666666666667,1.2,962.97558025,1.3924063767005843,5.533333333333333,1.2666666666666666,1155.036953242263,1.1460561791622603,5.366666666666666,1.3,1252.9060636532517,1.008518957074632,5.783333333333333,1.4666666666666666,1067.499672570969,1.3759424697167608,12.4,1.5333333333333334,1034.3245709500002,1.424700778778143,5.816666666666666,1.4666666666666666,1013.1413579264577,0.632284821747839,6.675,1.5833333333333333,1208.2369845,0.8579484517811524,49.675,1.6833333333333333,1055.2361855,1.3865128822549353,5.825,1.45,988.3248162499999,0.545718845880475,10.225,1.55,957.5365194,1.4484803042794068,6.1,1.4,1188.3984741092386,1.025666652143732,6.141666666666667,1.3833333333333333,1064.938334,1.3265975670594776,4.675,1.1833333333333333,1116.028795590533,0.7205983439294035,10.908333333333333,1.1833333333333333,921.21954385,1.427127659245326
5.741666666666666,1.0833333333333333,1212.7083465400592,0.6992239088021087,6.258333333333334,1.15,1286.2239307367904,0.46994318456413214,6.266666666666667,1.2333333333333334,1321.54834,0.6240385379115742,6.825,1.3166666666666667,1267.9315215000001,0.7846788175403943,7.508333333333334,1.3833333333333333,1032.8041045,0.6519002642588068,6.508333333333334,1.4166666666666667,840.01274965,0.2556597684264802,6.733333333333333,1.5,697.13342655,0.4051885330373155,17.325,1.2166666666666666,1023.18077355,1.3792099698048226,6.791666666666667,1.25,1079.6491019135922,1.1234231797678425,6.666666666666667,1.3,1251.9979242723466,0.9967298848023837,7.258333333333334,1.4833333333333334,1085.3470179549342,1.3518039603753325,13.933333333333334,1.5333333333333334,1039.18609495,1.4034510447319295,7.283333333333333,1.4666666666666666,1077.126431518411,0.6293124223794732,8.241666666666667,1.55,1358.4747705,0.8437524520133455,51.36666666666667,1.7,1103.2065830000001,1.3466552249802872,7.283333333333333,1.4666666666666666,1100.5065854999998,0.5396234575804376,11.766666666666667,1.5333333333333334,810.8922183,1.4170485755325164,7.5,1.4,1192.6972268731238,1.0102241586536378,7.516666666666667,1.3666666666666667,1072.686106,1.3094341904444893,5.858333333333333,1.1833333333333333,1144.6226489328458,0.7074956223983041,12.1,1.2,929.38604085,1.4042708428848512
6.833333333333333,1.1,1185.9988836543143,0.6894684500455345,7.408333333333333,1.15,1045.3910973153556,0.4612883184184444,7.491666666666666,1.2166666666666666,1150.547452,0.6150040379655787,8.15,1.3333333333333333,1082.63597755,0.7758584157879153,8.9,1.4,1356.0034375,0.6461358291200756,7.925,1.4166666666666667,716.3024027,0.25411431632835024,8.233333333333333,1.5,1137.448868,0.40093854006512414,18.533333333333335,1.2,1038.77414425,1.3590491675626926,8.041666666666666,1.25,980.4942522817357,1.1033524334305185,7.975,1.3166666666666667,1192.661633140778,0.9780830995341553,8.725,1.45,1064.8218710744254,1.3229472505132003,15.458333333333334,1.5166666666666666,1064.4625664999999,1.3796065492539236,8.758333333333333,1.4833333333333334,991.6229680542453,0.6154660612973449,9.808333333333334,1.5833333333333333,1289.0578995,0.8349298724352341,53.05,1.6666666666666667,1099.990554,1.3213398765460667,8.741666666666667,1.45,827.86486895,0.529721002371965,13.291666666666666,1.5166666666666666,927.4988054,1.3959988501774752,8.891666666666667,1.3833333333333333,1196.2421387285235,0.9930210119188252,8.875,1.35,1053.0891799,1.2843527194490596,7.033333333333333,1.1666666666666667,1154.5147327658983,0.7014129514341265,13.3,1.2,1083.201779,1.3858599379288306
7.933333333333334,1.1,1217.2395586768848,0.6814324631156434,8.558333333333334,1.15,816.194884244454,0.45807992646392515,8.716666666666667,1.2333333333333334,1105.3896445,0.6082087529784852,9.483333333333333,1.3333333333333333,1082.7488270499998,0.765169025460282,10.283333333333333,1.3666666666666667,1356.3784615,0.629055761912837,9.341666666666667,1.4166666666666667,708.7418619,0.24845721896841025,9.725,1.4833333333333334,1048.7519141,0.3909651189786644,19.733333333333334,1.2,1029.63632075,1.3361460461503576,9.283333333333333,1.2333333333333334,976.293534826716,1.0959337727603586,9.275,1.2833333333333334,1122.7241691623599,0.9686198153248283,10.183333333333334,1.4666666666666666,1051.8133557330011,1.295301018743169,16.975,1.5166666666666666,1020.897826,1.3538885778986807,10.233333333333333,1.4666666666666666,993.3189538634667,0.6108480625440156,11.375,1.55,1272.2567735,0.8232471770433695,54.71666666666667,1.6666666666666667,1090.3969665,1.290107098860254,10.183333333333334,1.4333333333333333,896.71877095,0.5270542105399957,14.8,1.5,911.31107245,1.3672373390831276,10.283333333333333,1.4,1194.323228415024,0.9769629362047791,10.233333333333333,1.3666666666666667,1002.2639558999999,1.2642294911323133,8.2,1.1666666666666667,1363.915315390138,0.6870440192964742,14.491666666666667,1.1833333333333333,1077.7063885,1.3678140192249726
9.025,1.0833333333333333,1287.1595895606974,0.6655999557296616,9.708333333333334,1.15,1054.1348554176675,0.45500081658257346,9.941666666666666,1.2166666666666666,853.8392185499999,0.6007380715364896,10.808333333333334,1.3166666666666667,1353.5519989999998,0.7540144657013593,11.666666666666666,1.4,994.53280425,0.6207395046790695,10.758333333333333,1.4166666666666667,873.49217585,0.24564472229197465,11.216666666666667,1.5,1025.6651411,0.3859546725889385,20.925,1.1833333333333333,1033.750864,1.3161742145606101,10.525,1.25,1009.0882154856322,1.078512654301815,10.566666666666666,1.3,1150.6112561569867,0.9525825736458304,11.65,1.4666666666666666,1054.951229807626,1.2698341952559147,18.483333333333334,1.5,1050.634061,1.3244833648857366,11.7,1.4666666666666666,1054.4745300795794,0.6036847650590024,12.925,1.55,1336.9298165,0.8103123792763058,56.38333333333333,1.6666666666666667,1088.6476805,1.2674567896194808,11.633333333333333,1.4666666666666666,1103.6704275000002,0.5188768216557972,16.316666666666666,1.5333333333333334,922.69859045,1.3479398407199972,11.675,1.3833333333333333,1194.1615920602349,0.9577702540917977,11.591666666666667,1.35,999.3087646500001,1.2431593050555705,9.375,1.1833333333333333,1364.0462790152887,0.6836850031925552,15.675,1.1833333333333333,1084.096603,1.3364000173533113
10.108333333333333,1.0833333333333333,1198.1262800779273,0.65506949505322,10.858333333333333,1.15,1282.6741599140325,0.44637610467587424,11.166666666666666,1.2333333333333334,918.7374515500001,0.5959207319689686,12.133333333333333,1.3333333333333333,1185.4793475000001,0.7461525218314089,13.05,1.3666666666666667,995.8175652499999,0.612146456124913,12.175,1.4166666666666667,1069.8247780000002,0.24389601116601742,12.708333333333334,1.4833333333333334,1354.4685924999999,0.3797445436848024,22.108333333333334,1.1833333333333333,1026.915327,1.2900409960853971,11.766666666666667,1.2333333333333334,1098.3676524134526,1.0622805863515556,11.866666666666667,1.3,1269.2966539460926,0.9414819554564506,13.1,1.4333333333333333,1030.6097312908917,1.250163505560241,19.983333333333334,1.5,1016.28835665,1.3003514848639948,13.166666666666666,1.4666666666666666,1054.2974524402748,0.5947806912665804,14.483333333333333,1.5666666666666667,1343.7055115,0.8018883442876535,58.041666666666664,1.65,1115.225201,1.2456191573424051,13.091666666666667,1.45,844.6460973000001,0.5093794425584022,17.833333333333332,1.5,1097.9251785000001,1.3257753269054553,13.058333333333334,1.3833333333333333,1194.0811104682175,0.9413405763067924,12.933333333333334,1.3333333333333333,1045.0420041500001,1.2252229976254014,10.55,1.1666666666666667,1205.0011969454674,0.6717544112475548,16.875,1.2166666666666666,1109.3115575,1.3223889357536074
11.2,1.1,1200.3035050791746,0.6496285184496952,12.008333333333333,1.15,1218.9084373893756,0.44034179268593165,12.4,1.2333333333333334,1153.653875,0.5894527618089953,13.458333333333334,1.3166666666666667,1268.4447525,0.7337316547043665,14.425,1.3833333333333333,1375.0398915,0.6124436919169203,13.6,1.4333333333333333,947.7080386,0.24325880321455182,14.2,1.5,932.75186715,0.37271444526453745,23.291666666666668,1.1833333333333333,1032.6272035,1.2660004774058842,13.0,1.2333333333333334,1088.8367552841628,1.0359548919372314,13.158333333333333,1.2833333333333334,1325.2793738543214,0.9251016923710452,14.533333333333333,1.4333333333333333,1051.0363571804082,1.2254025561718913,21.483333333333334,1.5,994.92090565,1.2813822684675948,14.633333333333333,1.4666666666666666,1265.9835627548437,0.589657270093704,16.041666666666668,1.55,1284.5606215,0.7918858784318537,59.68333333333333,1.6333333333333333,1108.609318,1.2118805185394927,14.55,1.4666666666666666,911.3578003,0.5074544707658666,19.333333333333332,1.5,952.9074426499999,1.2964841346265592,14.441666666666666,1.3833333333333333,1169.7706881494908,0.9220172695952396,14.275,1.35,1072.2550999999999,1.2032555985331606,11.725,1.1833333333333333,1202.5375645559518,0.6666621346183729,18.058333333333334,1.15,1108.7847915,1.3080108215173505
