,min
8,1.2878534915123456
47,1.6577382330246913
86,1.600354938271605
126,1.553560474537037
166,1.705108024691358
185,3.815239197530864
204,1.6484013310185186
244,1.5394584297839506
283,1.5748297646604938
322,1.4795486111111111
361,1.6118706597222223
400,1.549979263117284
421,3.7045216049382717
439,1.550348186728395
458,3.6600163966049384
478,1.547359664351852
517,1.501917438271605
557,1.6663527199074073
595,1.50336612654321
634,1.5508690200617283
673,1.536066261574074
712,1.5239530285493827
750,1.6326369598765431
789,1.4673336226851852
828,1.587659625771605
866,1.5226249035493826
905,1.4122868441358025
944,1.5998543595679013
982,1.4583825231481482
1021,1.5459596836419753
1059,1.5324946952160494
1098,1.602250675154321
1136,1.5947969714506174
1175,1.5370712770061727
1213,1.478798225308642
1251,1.5849590084876544
1290,1.5845515046296297
1328,1.6119376929012346
1366,1.4643576388888888
1405,1.5130372299382715
1442,1.6196412037037038
1481,1.4121445794753087
1519,1.5898167438271604
1557,1.5485493827160495
1595,1.493686824845679
1634,1.5465518904320987
1672,1.5821985918209878
1710,1.624603587962963
1748,1.4399807098765431
1786,1.4451186342592592
1824,1.6827097800925925
1862,1.4445032793209878
1900,1.5777223186728395
1938,1.4796228780864198
1976,1.4600303819444445
2014,1.5561101466049383
2052,1.5337065972222221
2090,1.5138536844135801
2128,1.5770201581790124
2165,1.4711000192901234
2203,1.6221503665123458
2241,1.4978626543209876
2279,1.6185440779320988
2317,1.4653592785493827
2354,1.5691796875
2393,1.596195987654321
2430,1.4640716628086419
2468,1.450822723765432
2505,1.597013888888889
2543,1.4742983217592593
2580,1.5864520640432098
2618,1.4235445601851853
2656,1.40999324845679
2693,1.5960252700617283
2731,1.4316898148148147
2768,1.5306785300925927
2806,1.4399204282407407
2844,1.4953559027777779
2881,1.5368113425925927
2919,1.478960262345679
2956,1.4656235532407407
2994,1.543537326388889
3031,1.5647135416666667
3070,1.5927739197530864
3107,1.5153057484567902
3144,1.4743499228395063
3181,1.5451292438271604
3219,1.5136313657407408
3256,1.523089313271605
3294,1.502903163580247
3331,1.4924990354938272
3368,1.621117862654321
3406,1.4494825424382716
3444,1.5486588541666666
3481,1.5198837770061728
3518,1.4792857831790123
3556,1.6219892939814815
3593,1.4172318672839506
3630,1.5267959104938271
3668,1.4589906442901235
3705,1.4994111689814815
3743,1.4708198302469135
3780,1.523924575617284
3817,1.3671513310185186
3854,1.4978404706790123
3892,1.4637987075617285
3928,1.5084090470679012
3966,1.4804788773148148
4003,1.427526523919753
4040,1.5656235532407408
4078,1.3862929205246914
4115,1.3700250771604938
4153,1.4986173804012346
4190,1.4695134066358024
4226,1.522641300154321
4264,1.3488922646604937
4301,1.3930256558641976
4339,1.4764747299382717
4376,1.4846354166666667
4413,1.4379735725308642
4450,1.469050925925926
4487,1.4495158179012346
4525,1.556752025462963
4561,1.4660927854938273
4598,1.4089607445987655
4636,1.4594077932098766
4673,1.4043605324074073
4710,1.5201750578703703
4747,1.341328125
4784,1.3632643711419754
4822,1.5381717785493827
4858,1.4488179976851852
4895,1.3828698881172838
4933,1.4612697723765433
4969,1.485137924382716
5007,1.5421455439814815
5044,1.3751678240740741
5081,1.4064674961419754
5117,1.514611786265432
5155,1.4717105516975308
5192,1.4484153163580247
5229,1.440938464506173
5266,1.4451687885802469
5303,1.5126109182098766
5340,1.4563324652777778
5377,1.338647762345679
5414,1.4363840663580247
5451,1.4920799575617283
5488,1.4417066936728395
5525,1.3667708333333333
5562,1.4982093942901236
5600,1.519000289351852
5636,1.4116160300925926
5673,1.4895751350308641
5710,1.4506225887345678
5747,1.4908637152777777
5783,1.5563044945987654
5821,1.3881529706790123
5858,1.3806433256172839
5895,1.5291367669753086
5932,1.4966840277777778
5969,1.509138213734568
6005,1.3701697530864199
6043,1.4630820794753086
6080,1.471331500771605
6116,1.4023987268518519
6153,1.4066902970679012
6190,1.466403838734568
6227,1.441073013117284
6265,1.5347882908950616
6301,1.3389043209876543
6338,1.4556949266975308
6374,1.4532942708333334
6412,1.4989332561728395
6448,1.388842110339506
6485,1.409925250771605
6523,1.4657990933641976
6560,1.493310185185185
6596,1.3685218942901234
6633,1.4377541473765432
6670,1.4550385802469137
6706,1.4823017939814815
6743,1.4495587384259259
6780,1.492371238425926
6817,1.4651340663580248
6854,1.4907846257716049
6890,1.4453539737654322
6928,1.436447723765432
6965,1.4123765432098765
7001,1.4388126929012346
7039,1.4963898533950617
7075,1.3912355324074075
7112,1.4081298225308643
7148,1.5320018325617284
7186,1.4730357831790124
7222,1.443917824074074
7258,1.522721836419753
7295,1.4802830825617284
7333,1.4621918402777778
7369,1.4049098186728395
7406,1.3924122299382715
7444,1.5081206597222223
7480,1.4416227816358025
7517,1.4116970486111111
7553,1.409696662808642
7590,1.5071286651234568
7627,1.4655989583333333
7664,1.4653293788580246
7700,1.4134770447530864
7738,1.512604648919753
7774,1.4473177083333333
7811,1.395816936728395
7847,1.4026909722222223
7884,1.4946040702160495
7921,1.4603505979938272
7958,1.41324893904321
7994,1.4299078896604938
8032,1.4613585069444444
8068,1.4424845679012346
8105,1.4567467206790123
8141,1.353576388888889
8178,1.4817018711419754
8216,1.511235050154321
8252,1.495711323302469
8288,1.3865562307098764
8326,1.4579263117283952
8362,1.460493827160494
8398,1.5338594714506173
8435,1.3604176311728395
8472,1.4560358796296295
8509,1.4423331404320987
8545,1.4448558063271606
8582,1.4049445408950618
8620,1.4547868441358025
8656,1.4197926311728395
8693,1.4745529513888889
8729,1.4818687307098766
8766,1.4684958526234568
8803,1.5061795910493827
8839,1.491520061728395
8876,1.4534886188271605
8913,1.430643325617284
8950,1.422347125771605
8987,1.4967534722222222
9023,1.423621238425926
9060,1.4401972415123456
9097,1.4034910300925927
9133,1.4438589891975309
9170,1.418453414351852
9206,1.390669849537037
9244,1.4286381172839506
9280,1.465732060185185
9316,1.4243074845679011
9353,1.372046199845679
9390,1.4818195408950616
9427,1.4625747492283951
9464,1.4611492091049383
9500,1.414270351080247
