,min
1,1.2970447530864198
45,1.5367375578703704
64,2.597998649691358
91,1.4690272955246915
136,1.3706095679012347
154,2.578023726851852
180,1.3827604166666667
224,1.388065200617284
244,2.4171161265432097
270,1.5493561921296297
314,1.3440041473765432
334,2.4166169945987654
358,1.4364491705246913
383,2.4628819444444443
404,1.2961000192901235
425,2.424562114197531
448,1.4523075810185184
467,2.4193812692901235
494,1.3840673225308642
515,2.453182388117284
538,1.3476215277777779
583,1.2582011959876542
604,2.390423900462963
628,1.4360971257716049
673,1.3674131944444445
718,1.3817771026234569
762,1.375628375771605
806,1.375715663580247
851,1.421968074845679
896,1.3828202160493828
941,1.2530598958333334
985,1.3548548418209876
1030,1.3341116898148149
1075,1.3722829861111112
1120,1.2249836033950616
1165,1.316673900462963
1210,1.380042438271605
1253,1.3390215084876542
1298,1.3289713541666666
1343,1.318010223765432
1388,1.2664226466049382
1432,1.355736400462963
1477,1.2548905285493828
1522,1.3017158564814815
1567,1.3660927854938272
1612,1.4157474922839506
1655,1.3254427083333333
1700,1.2509992283950617
1745,1.2996503665123458
1789,1.384456500771605
1834,1.2380883487654322
1879,1.3586906828703704
1924,1.4041025270061729
1967,1.3240181327160494
2012,1.3371387924382716
2056,1.2828829089506173
2101,1.354464699074074
2146,1.384738136574074
2191,1.2758912037037038
2212,2.2492298418209877
2235,1.3563734567901236
2280,1.4553689236111111
2324,1.4164178240740741
2368,1.3504610339506173
2413,1.326060474537037
2458,1.3784837962962964
2501,1.3871556712962962
2546,1.3344603587962962
2591,1.2744960455246914
2635,1.3328038194444445
2681,1.4094343171296295
2725,1.3348519483024692
2768,1.241964699074074
2813,1.3487803819444444
2857,1.3849021026234567
2903,1.2949590084876543
2947,1.3333468364197532
2992,1.3293904320987655
3037,1.3695799575617285
3080,1.3409336419753086
3124,1.3031568287037036
3169,1.3581211419753085
3214,1.4172125771604938
3257,1.323980999228395
3302,1.2944965277777778
3347,1.375796199845679
3391,1.4103438464506173
3436,1.3387871334876542
3480,1.345958236882716
3524,1.361862461419753
3568,1.4313151041666667
3614,1.3612852044753085
3658,1.3239409722222222
3703,1.3808921682098765
3746,1.4069463734567902
3791,1.305457175925926
3835,1.3082431520061728
3880,1.3580324074074075
3923,1.4254957561728394
3968,1.3441203703703704
4013,1.2902589699074074
4057,1.3537336033950618
