,min
6,2.8948389274691357
28,1.4792361111111112
70,1.4716628086419754
91,3.1592925347222223
112,1.3969945987654322
155,1.3915403163580247
197,1.3256240354938271
217,3.0858656442901236
239,1.49207706404321
260,3.0445201581790124
281,1.3217148919753086
323,1.3499662422839507
365,1.3381182484567902
407,1.410336612654321
449,1.5252748842592592
491,1.480049189814815
533,1.3686564429012347
575,1.3951335841049384
616,1.3525154320987653
637,3.028726851851852
658,1.3121262538580247
700,1.3306954089506173
741,1.4315610532407408
783,1.3971648341049383
824,1.3238840663580247
866,1.3864766589506172
907,1.3995143711419753
949,1.4246990740740741
990,1.5117361111111112
1031,1.3722328317901236
1072,1.3756563464506173
1114,1.4315629822530864
1155,1.4551065779320989
1196,1.334131462191358
1237,1.2865099344135802
1278,1.4049266975308643
1319,1.5487210648148149
1360,1.3727806712962962
1401,1.4223046875
1442,1.3200588348765432
1483,1.2939448302469136
1524,1.3701369598765432
1544,2.8541203703703704
1565,1.2595317322530863
1606,1.3212553047839506
1646,1.3236766975308643
1687,1.2672477816358025
1727,1.4494020061728394
1768,1.389365837191358
1810,1.3682894483024692
1850,1.3279952739197531
1891,1.2898447145061729
1931,1.329495563271605
1972,1.2658887924382716
2013,1.3596272183641975
2053,1.2650935570987654
2094,1.403198302469136
2134,1.4122371720679012
2175,1.408136574074074
2215,1.3551818094135804
2255,1.336559124228395
2296,1.2944671103395062
2336,1.4009919945987654
2377,1.288752411265432
2417,1.2787104552469135
2458,1.3864023919753086
2498,1.2300245949074073
2538,1.4380386766975308
2578,1.3625081983024692
2618,1.359279513888889
2659,1.3496252893518519
2700,1.4817645640432098
2740,1.383272087191358
2780,1.3022202932098765
2820,1.4178713348765433
2860,1.3196040702160494
2900,1.2706134259259259
2940,1.3918610146604937
2980,1.3002189429012345
3020,1.3018161651234568
3061,1.4101914544753087
3100,1.3464805169753087
3140,1.3533135609567901
3181,1.388275462962963
3220,1.3645066550925926
3260,1.3543610146604939
3301,1.3060599922839506
3341,1.3350284529320988
3380,1.3898201195987654
3421,1.3936492091049382
3461,1.2955290316358026
3500,1.3678703703703703
3541,1.4249696180555556
3580,1.341030574845679
3620,1.364537037037037
3660,1.4678650655864198
3700,1.3534297839506173
3740,1.3409220679012346
3780,1.4170712770061729
3820,1.3544034529320987
3859,1.3587635030864198
3900,1.471429398148148
3939,1.4402936921296297
3979,1.3809061535493827
4018,1.447832272376543
4058,1.349152199074074
4099,1.4320722415123457
4138,1.3770216049382715
4178,1.3148837770061728
4217,1.365366512345679
4257,1.398946277006173
4297,1.4055545910493827
4337,1.3020298032407407
4376,1.3557137345679013
4416,1.3668639081790124
4456,1.3906587577160494
4496,1.308485725308642
4535,1.2486217206790124
4574,1.3244458912037036
4615,1.3569791666666666
4654,1.5731804591049383
4694,1.3107735339506172
4733,1.3098789544753087
4772,1.393765914351852
4813,1.2877970679012345
4852,1.2739988425925926
4892,1.281238425925926
4931,1.2992920524691358
4970,1.4170346257716049
5011,1.2783699845679013
5050,1.245772087191358
5089,1.3067906057098766
5130,1.4087876157407409
5169,1.3198967978395062
5209,1.3392698688271605
5248,1.2887056327160493
5288,1.3327430555555555
5327,1.296195023148148
5366,1.3441883680555555
5406,1.3193291859567902
5446,1.3527792245370371
5485,1.304594425154321
5525,1.310823688271605
5564,1.2815499614197532
5603,1.3259760802469136
5642,1.344700038580247
5683,1.4140441743827161
5722,1.338558063271605
5761,1.2791710069444444
5801,1.3063811728395063
5840,1.37608699845679
5881,1.400624035493827
5919,1.3558637152777777
5959,1.3422579089506173
5998,1.347990451388889
6037,1.2550385802469135
6076,1.352734375
6116,1.3363594714506173
6155,1.3608989197530865
6194,1.3618581211419754
6235,1.3807716049382717
6274,1.324401523919753
6313,1.3002522183641976
6352,1.3630897955246914
6392,1.3443108603395062
6431,1.3118233989197532
6470,1.3479909336419753
6510,1.3943918788580247
6550,1.4230025077160493
6589,1.3512548225308643
6628,1.3584360532407407
6668,1.3209616126543209
6707,1.3278650655864197
6746,1.3060300925925925
6785,1.2549729938271605
6824,1.3434100115740741
6863,1.360384837962963
6904,1.3591830632716049
6943,1.3874049961419752
6982,1.2965586419753086
7021,1.2860136959876542
7060,1.254723186728395
7099,1.305131172839506
7138,1.3177261766975308
7178,1.3278853202160494
7217,1.325294174382716
7258,1.3686930941358024
7295,1.3947825038580246
