,min
4,2.632126736111111
22,1.3405922067901235
70,1.3258193479938272
118,1.4307740162037037
164,1.388236400462963
212,1.3671006944444444
259,1.4231240354938273
306,1.3613961226851852
353,1.267824074074074
401,1.422761863425926
425,2.8353448109567903
447,1.3990538194444444
494,1.3091632908950617
541,1.268999324845679
587,1.4058227237654322
635,1.428894675925926
682,1.379818672839506
728,1.3503163580246913
776,1.3849175347222222
822,1.4010590277777777
868,1.5123857060185186
916,1.369759837962963
962,1.3019989390432098
1009,1.2981563464506174
1055,1.3948731674382715
1102,1.411808449074074
1124,2.7119902584876545
1149,1.3666097608024692
1195,1.3146513310185186
1243,1.3892983217592592
1288,1.4607851080246914
1336,1.4062861689814814
1382,1.3179947916666668
1429,1.3568986304012345
1475,1.3252396797839505
1522,1.3825978973765432
1567,1.362055362654321
1614,1.3394150270061729
1661,1.2735947145061728
1708,1.430708912037037
1754,1.3473837770061727
1801,1.3869536072530864
1846,1.2789679783950618
1892,1.377696277006173
1939,1.3907359182098766
1985,1.2967766203703703
2032,1.3692983217592594
2078,1.3132855902777778
2124,1.417781635802469
2171,1.359586226851852
2217,1.3812731481481482
2263,1.3024879436728396
2310,1.4371021412037037
2356,1.4359702932098766
2401,1.3402117091049384
2447,1.3813102816358025
2494,1.2942086226851852
2539,1.413738425925926
2587,1.383459201388889
2633,1.355925925925926
2678,1.2784702932098766
2725,1.372046199845679
2770,1.3325670331790123
2816,1.368885513117284
2863,1.3633965084876543
2908,1.3377179783950617
2954,1.3338252314814816
3001,1.3575
3047,1.2872762345679012
3092,1.3641353202160493
3139,1.3087061149691357
3184,1.3417438271604938
3230,1.3892746913580247
3277,1.3338126929012346
3322,1.2845191936728395
3368,1.3353250385802469
3415,1.3259866898148147
3461,1.3119319058641976
3506,1.2706105324074075
3553,1.3334124228395061
3598,1.3832923418209877
3644,1.327332175925926
3691,1.3562427662037038
3736,1.2744492669753087
3782,1.2902686149691358
3827,1.3494058641975308
3874,1.3131920331790123
3919,1.259221161265432
3964,1.3322029320987654
4010,1.3339742476851852
4057,1.3282055362654321
4102,1.2532325424382715
4149,1.3587909915123457
4193,1.3891575038580246
4240,1.2991324266975308
4286,1.3244777199074074
4331,1.264194637345679
4378,1.3710744598765432
4424,1.3613435570987655
4468,1.3032050540123457
4514,1.2541083140432099
4561,1.279015239197531
4607,1.3702637924382717
4652,1.3848099922839505
4697,1.4289824459876543
4742,1.3657286844135803
