,min
7,1.003080150462963
16,1.233868152006173
69,3.2208506944444446
83,2.879270351080247
100,2.331793499228395
146,2.7991411072530865
155,2.611146797839506
170,3.153199266975309
205,2.182863136574074
220,1.57475887345679
233,1.4417693865740742
268,1.345435474537037
287,1.3831838348765433
305,1.2976485339506172
323,1.2528187692901234
334,1.5418619791666666
358,1.3100318287037036
370,1.2559355709876543
380,1.2663980516975308
399,2.065212191358025
427,1.6366242283950618
454,1.576817611882716
481,1.3149715470679013
502,1.6789269868827161
532,1.360027488425926
551,1.2704938271604937
560,1.2784177276234567
575,1.3287080439814816
635,2.6647458526234566
691,1.31242862654321
773,1.2874257330246914
851,1.2975356867283951
875,2.6683579282407406
926,1.2747931134259258
998,1.4103178047839506
1067,1.2772998649691358
1135,1.3646412037037037
1200,1.3072188464506174
1264,1.335627411265432
1328,1.2582368827160493
1390,1.266340663580247
1451,1.30866512345679
1512,1.4184784915123456
1571,1.2974864969135802
1631,1.3470973186728394
1689,1.367160011574074
1747,1.2756351273148148
1804,1.2869695216049384
1861,1.3010947145061729
1918,1.3569338348765432
1974,1.3725535300925926
2029,1.367652874228395
2085,1.348907214506173
2140,1.3306346450617283
2194,1.339047550154321
2248,1.3546108217592592
2303,1.3634669174382716
2356,1.4116502700617284
2410,1.4363681520061728
2462,1.4298008294753086
2515,1.3989491705246913
2568,1.4064322916666667
2620,1.348331886574074
2672,1.293683449074074
2723,1.3847342785493828
2775,1.334246238425926
2827,1.3323823302469135
2851,2.8402006172839505
2878,1.3064414544753087
2929,1.2832489390432098
2953,2.8313618827160494
2980,1.2834389467592593
3004,2.805630304783951
3031,1.3167476851851851
3081,1.3623152970679013
3132,1.3437041859567902
3157,2.81182243441358
3182,1.4524049961419754
3232,1.3534596836419752
3283,1.456082175925926
3310,2.7982103587962963
3332,1.4323215663580247
3356,2.8064400077160494
3382,1.2895244984567902
3432,1.3642616705246913
3482,1.3770346257716048
3531,1.35289737654321
3554,2.760577739197531
3580,1.3214525462962963
3630,1.3541898148148148
3679,1.3235464891975308
3728,1.2582021604938272
3777,1.4649136766975308
3826,1.3054229359567902
3848,2.7372019675925925
3875,1.355504436728395
3901,2.6891203703703703
3923,1.3560108024691357
3972,1.3817891589506173
4021,1.3006775655864198
4069,1.3065489969135802
4118,1.2117717978395062
4166,1.2753481867283951
4214,1.3185517939814815
4263,1.399314236111111
4311,1.3462692901234568
4333,2.674898726851852
4359,1.411556712962963
4408,1.3980897955246914
4455,1.346337287808642
4503,1.40581356095679
4526,2.634394772376543
4551,1.3347554976851852
4598,1.319964313271605
4621,2.56025462962963
4646,1.3254716435185185
4673,2.6075815007716048
4694,1.2887770061728394
4715,2.575596547067901
4742,1.3068614969135803
4790,1.2948133680555556
4810,2.6003038194444446
4837,1.3433617862654321
4885,1.3746325231481482
4932,1.3695881558641976
4954,2.5465890239197533
4978,1.4481896219135801
5027,1.3206867283950616
5074,1.2386381172839507
5095,2.5535151427469134
5121,1.3146527777777777
5168,1.2472458526234569
5216,1.3243344907407408
5263,1.2642327353395062
5310,1.3831240354938272
5357,1.2696214313271605
5404,1.2396315586419753
5450,1.3670751350308643
5498,1.2761501736111112
5525,2.4513917824074074
5545,1.2844651813271606
5566,2.487508198302469
5591,1.3015046296296295
5638,1.3460865162037037
5685,1.3456804591049383
5732,1.2551938657407407
5779,1.2811265432098766
5804,2.3972063078703703
5825,1.2823090277777778
5872,1.2520597029320988
5918,1.3317645640432099
5965,1.293758198302469
6011,1.306603973765432
6058,1.2820109953703704
6104,1.3677912808641974
6151,1.2326649305555555
6197,1.301224922839506
6244,1.2597882908950617
6290,1.3185657793209877
6337,1.2920066550925926
6364,2.35276668595679
6383,1.3364549575617284
6429,1.3065962577160495
6451,2.2963425925925924
6476,1.299781539351852
6522,1.2839612268518519
6568,1.2380324074074074
6614,1.2767472029320988
6660,1.3398191550925926
6707,1.2795375192901235
6752,1.290342399691358
6799,1.291432773919753
6845,1.3012962962962964
6891,1.275665027006173
6937,1.2581037808641975
6983,1.2670645254629629
7029,1.3334495563271604
7075,1.2536115933641976
7121,1.2547400655864198
7167,1.2538425925925927
7213,1.3213459683641975
7258,1.5840904706790124
7305,1.3950154320987653
7351,1.2361130401234568
7397,1.669224537037037
7442,1.377694347993827
7489,1.329098186728395
7534,1.2809264081790124
7580,1.3099141589506174
7626,1.3153636188271605
7672,1.2668860918209877
7717,1.2371547067901234
7763,1.2173577353395062
7808,1.2800569058641975
7855,1.3236781442901235
7900,1.2693205054012346
7946,1.328644386574074
7991,1.2737736304012346
8036,1.3584514853395062
8083,1.2679817708333334
8128,1.2456814236111111
8174,1.2910450424382716
8220,1.3802199074074073
8264,1.2992399691358025
8311,1.2664573688271605
8356,1.2297135416666667
8402,1.293884548611111
8447,1.2527054398148147
8492,1.330427276234568
8539,1.276515239197531
8584,1.2563059413580246
8630,1.2830878665123457
8675,1.2278891782407408
8720,1.3447145061728396
8765,1.3328404706790122
8812,1.3404041280864198
8857,1.2658000578703703
8902,1.2567771026234569
8948,1.2324136766975309
8993,1.3121252893518518
9038,1.2751070601851853
9083,1.3027170138888888
9130,1.319745852623457
9175,1.2297482638888888
9220,1.2820915316358024
9266,1.2825453317901234
9311,1.2275390625
9356,1.2659563078703704
9401,1.311709587191358
9448,1.2988184799382716
9493,1.3177806712962963
9538,1.2571913580246914
9583,1.315591724537037
9628,1.2768214699074074
9674,1.277173514660494
9720,1.3248336226851851
9764,1.293612075617284
9811,1.2787128665123457
9855,1.3230357831790123
9901,1.2818547453703704
9946,1.317965374228395
9991,1.2365977044753087
10036,1.2629470486111112
10082,1.2457788387345679
10127,1.248809799382716
10172,1.2720119598765431
10217,1.2784331597222223
10262,1.2640760030864198
10307,1.288686824845679
10354,1.2587543402777779
10399,1.2731438078703703
10444,1.1959514853395061
10489,1.2273630401234568
10535,1.2263999807098764
10579,1.250654899691358
10625,1.2254947916666667
10669,1.3136212384259258
10715,1.1956954089506173
10760,1.2878959297839505
10805,1.2034977816358026
10850,1.2436699459876543
10895,1.3261332947530864
10941,1.4131655092592592
10987,1.4761072530864197
11032,1.4295384837962963
11047,2.024041763117284
11062,1.9721889467592593
