,min
1,2.077491801697531
30,1.509206211419753
64,1.363779899691358
98,1.377904610339506
133,1.301309799382716
167,1.3964973958333333
202,1.3690215084876542
236,1.410010127314815
271,1.3452256944444445
306,1.385619212962963
340,1.3202092978395061
375,1.3858492476851851
409,1.3337779706790123
444,1.3889308449074074
478,1.3678163580246914
513,1.374200424382716
547,1.3496031057098765
582,1.3705589313271604
616,1.3503751929012346
651,1.3793489583333334
685,1.3641160300925925
720,1.3895360725308643
754,1.3426683063271605
789,1.389315200617284
823,1.336255787037037
858,1.3990012538580248
892,1.2898717206790122
926,1.3857277199074074
961,1.319077449845679
995,1.348012635030864
1030,1.2749122299382716
1064,1.3467525077160494
1099,1.3580825617283951
1133,1.3572641782407406
1168,1.3679427083333333
1202,1.331075424382716
1237,1.3649257330246913
1271,1.2880155285493826
1306,1.3669203317901235
1340,1.2772781635802468
1375,1.3966984953703703
1408,1.4009645061728395
1443,1.3694251543209877
1477,1.3194921875
1511,1.3649059606481482
1546,1.3072251157407409
1580,1.3613416280864197
1615,1.2950675154320987
1650,1.4338204089506172
1684,1.349185474537037
1718,1.2933781828703703
1753,1.3529914158950618
1787,1.2992288773148148
1821,1.4013300540123457
1855,1.359877025462963
1890,1.3754957561728396
1924,1.334970100308642
1958,1.3535112847222222
1993,1.3619782021604938
2027,1.3324879436728394
2062,1.3538744212962963
2096,1.3644468557098766
2130,1.4107614776234567
2165,1.3392901234567902
2199,1.377596450617284
2233,1.325958236882716
2267,1.3446257716049383
2302,1.309561149691358
2336,1.306878375771605
2371,1.3354576581790123
2405,1.316603973765432
2439,1.371027199074074
2473,1.3431230709876543
2507,1.3900226658950616
2542,1.3433487654320988
2576,1.3285132137345679
2611,1.3159447337962964
2645,1.290318287037037
2680,1.3754817708333333
2713,1.3297694830246913
2747,1.3771571180555555
2782,1.3484283371913581
2816,1.361609760802469
2851,1.3676417824074074
2885,1.295029899691358
2918,1.3477956211419753
2953,1.3080290316358025
2987,1.3173456790123457
3022,1.338955439814815
3056,1.3277975501543209
3091,1.3940581597222221
3125,1.352864101080247
3158,1.3392833719135802
3193,1.2895447530864197
3227,1.2948090277777777
3262,1.365113811728395
3296,1.3150424382716048
3330,1.4098900462962962
3364,1.3217949459876543
3398,1.3370085841049382
3433,1.3367515432098764
3467,1.327286361882716
3501,1.3878462577160493
3535,1.3646460262345679
3570,1.4167684220679013
3604,1.3186000192901235
3638,1.2980719521604938
3673,1.3717062114197531
3707,1.341899112654321
3741,1.3800443672839506
3775,1.3151895254629629
3810,1.4483820408950616
3844,1.3575192901234567
3878,1.3329374035493826
3911,1.355537712191358
3946,1.3167959104938272
3980,1.3244989390432098
4015,1.3520433063271604
4048,1.374679301697531
4083,1.3691796875
4117,1.2961709104938273
4151,1.3204065393518518
4186,1.3410619212962962
4220,1.358975212191358
4253,1.3686607831790123
4288,1.3273341049382716
4322,1.3182185570987655
4357,1.3135551697530865
4391,1.2681794945987654
4424,1.3525877700617284
4459,1.2914824459876544
4493,1.339054301697531
4528,1.360372299382716
4562,1.3672154706790123
4596,1.378831500771605
4630,1.336517650462963
4664,1.3200877700617284
4699,1.3553578317901234
4733,1.317381847993827
4766,1.3379957561728395
4801,1.3335961612654321
4835,1.2875713734567902
4870,1.373376736111111
4891,2.0000761959876545
