,min
0,1.5984399112654322
38,1.4127146026234567
83,1.4173668981481482
127,1.3293311149691358
172,1.434519675925926
215,1.4133974729938272
260,1.368852237654321
304,1.310877700617284
349,1.468155864197531
392,1.4472010030864197
437,1.3920317322530864
481,1.3557315779320989
526,1.4557508680555555
569,1.5173148148148148
614,1.4223832947530863
658,1.4250212191358025
701,1.3444892939814814
745,1.4188069058641974
790,1.4231385030864196
833,1.3890277777777778
878,1.267650462962963
922,1.3088392168209877
967,1.397091049382716
1010,1.3209876543209877
1054,1.3690113811728395
1098,1.3833188657407407
1142,1.3635021219135803
1186,1.4699927662037038
1230,1.4142640817901235
1274,1.3295867091049383
1318,1.437550636574074
1362,1.3871180555555556
1406,1.4407518325617283
1450,1.43278018904321
1493,1.352995273919753
1538,1.3505295138888889
1582,1.4049797453703703
1625,1.3089930555555556
1669,1.3215726273148147
1713,1.3537311921296296
1757,1.4786106288580247
1778,2.5497820216049383
1801,1.3475795717592594
1845,1.4145847800925926
1888,1.3970105131172839
1932,1.4771079282407407
1976,1.4066242283950616
2020,1.3154957561728395
2064,1.3849903549382716
2108,1.396610725308642
2152,1.4002662037037037
2195,1.4346011766975308
2239,1.2771981095679013
2282,1.4037721836419752
2326,1.447199074074074
2371,1.4056626157407408
2414,1.3035344328703704
2458,1.3170211226851851
2502,1.3785416666666668
2546,1.4374922839506172
2589,1.3669034529320987
2633,1.3089086612654321
2677,1.365946662808642
2720,1.4091931905864197
2764,1.4095524691358026
2807,1.3222993827160494
2851,1.3410681905864197
2896,1.415226176697531
2938,1.392282986111111
2983,1.357863136574074
3026,1.3099961419753086
3070,1.360600887345679
3112,1.3965962577160493
3157,1.3352483603395062
3200,1.3037924382716048
3245,1.3285161072530864
3288,1.4061222029320988
3331,1.4184543788580246
3375,1.3487755594135802
3418,1.3915470679012345
3461,1.3878125
3506,1.4180796682098766
3550,1.3678785686728394
3593,1.3406664737654321
3637,1.3347579089506172
3680,1.4668489583333333
3724,1.3228071952160494
3767,1.3717500964506173
3811,1.3426957947530864
3854,1.4020433063271605
3898,1.4799353780864197
3942,1.383307773919753
3986,1.3600737847222222
4030,1.3930516975308642
4051,2.2083203125
4073,1.3779581404320989
4117,1.3943865740740742
4160,1.3367915702160493
4204,1.3896267361111112
4246,1.3960575810185185
4291,1.3770447530864198
4334,1.280210262345679
4378,1.3758820408950618
4421,1.3440813078703704
4465,1.412999614197531
4508,1.353284625771605
4552,1.3809167631172838
4594,1.366409625771605
4639,1.4003925540123456
4682,1.3209485918209876
4726,1.2919878472222222
4771,1.4006934799382715
4813,1.3986998456790123
4856,1.327917148919753
4900,1.2776417824074073
4943,1.3413025655864197
4987,1.3774098186728394
5029,1.3881703317901235
5074,1.3195114776234569
5117,1.2932335069444445
5161,1.406833526234568
5204,1.3461631944444445
5248,1.3683603395061728
5291,1.2994560185185184
5335,1.3954465663580247
5377,1.3615842013888888
5422,1.4004933449074075
5465,1.2885942322530863
5509,1.4358275462962964
5551,1.3357937885802469
5597,1.4090687692901234
5638,1.3743586033950617
5674,1.9336043595679013
