,min
8,1.1534722222222222
44,1.4757084297839507
81,1.3911940586419753
118,1.4208791473765432
155,1.3343441358024692
191,1.3545722415123458
228,1.428884548611111
265,1.3343518518518518
302,1.3538749035493827
339,1.4056037808641975
376,1.4162562692901235
412,1.3777006172839505
449,1.4697796103395062
486,1.4116054205246913
523,1.3139776234567901
559,1.3630131172839506
596,1.3327565586419754
633,1.3749295910493826
670,1.3579219714506172
706,1.3392775848765432
743,1.327238136574074
780,1.422628761574074
817,1.3780478395061728
853,1.347223186728395
890,1.2838917824074074
926,1.363415798611111
964,1.3834606481481482
1000,1.3012852044753087
1036,1.341264949845679
1073,1.3171662808641975
1110,1.3902473958333332
1147,1.4013850308641975
1183,1.306862461419753
1220,1.3857581018518519
1256,1.3627681327160495
1293,1.401922260802469
1329,1.400610050154321
1366,1.3465745563271605
1403,1.3318007330246913
1438,1.4501292438271605
1476,1.3844241898148149
1512,1.3553264853395062
1549,1.3342351466049382
1585,1.339609375
1622,1.3274131944444445
1658,1.362181712962963
1695,1.3816285686728396
1731,1.4120047260802469
1768,1.3349710648148148
1805,1.3248524305555556
1841,1.2764067322530863
1877,1.3577662037037037
1914,1.3519169560185185
1951,1.3910127314814815
1987,1.304350887345679
2023,1.3235209297839505
2060,1.328263888888889
2096,1.377611400462963
2133,1.3610542052469137
2169,1.3679349922839505
2206,1.3605936535493828
2243,1.373667052469136
2278,1.365180362654321
2315,1.2986824845679013
2351,1.3661766975308642
2387,1.4188155864197531
2425,1.4032228973765433
2461,1.3181843171296297
2497,1.3025535300925926
2533,1.3350072337962964
2570,1.3170442708333334
2606,1.2980531442901235
2642,1.3627560763888888
2680,1.3789081790123456
2716,1.3694883294753086
2752,1.3619728973765433
2788,1.3356828703703705
2824,1.320359760802469
2861,1.3455623070987655
2897,1.330054976851852
2933,1.3616565393518518
2970,1.444474826388889
3005,1.3859288194444443
3043,1.3316965663580247
3079,1.2957952353395061
3115,1.3085551697530864
3151,1.3244410686728396
3188,1.3087451774691359
3224,1.3180439814814815
3260,1.3725569058641975
3296,1.380005787037037
3333,1.3570785108024692
3370,1.3678018904320988
3406,1.354346064814815
3442,1.3422313850308643
3478,1.315952449845679
3514,1.3492558834876542
3551,1.3552416087962964
3587,1.3312398726851853
3623,1.3310257523148148
3660,1.382899787808642
3695,1.3530266203703705
3732,1.3775959683641976
3769,1.366234085648148
3805,1.3026822916666667
3841,1.2559587191358024
3878,1.3286467978395062
3913,1.309988425925926
3950,1.3102290702160493
3986,1.3299334490740742
4022,1.3450014467592593
4058,1.3073972800925926
4094,1.3668706597222222
4130,1.3774363425925926
4168,1.384372588734568
4204,1.312980324074074
4240,1.294270351080247
4276,1.2903968942901234
4312,1.3293952546296297
4348,1.390089699074074
4384,1.3993586033950618
4421,1.269410686728395
4457,1.276787712191358
4493,1.2880926890432098
4531,1.3895365547839507
4565,1.3050950038580247
4603,1.3284278549382715
4637,1.3710281635802468
4675,1.3397781635802468
4711,1.366183449074074
4747,1.3139385609567902
4784,1.3551003086419753
4819,1.3106042631172838
4855,1.3327927276234568
4891,1.3108752893518518
4928,1.3321011766975308
4964,1.3132470100308642
5000,1.2975612461419752
5036,1.3293581211419754
5072,1.330489486882716
5108,1.3189076967592592
5144,1.341339699074074
5180,1.3753014081790123
5218,1.3433989197530865
5254,1.3338054591049382
5290,1.325823688271605
5326,1.3320283564814814
5362,1.309901138117284
5398,1.3081611689814814
5434,1.3113802083333332
5471,1.3366628086419754
5507,1.2922145061728396
5543,1.2997501929012345
5578,1.3380232445987654
5615,1.2878023726851853
5651,1.3634611304012345
5687,1.3145862268518518
5723,1.3275501543209876
5761,1.3779157021604937
5795,1.3333868634259258
5831,1.4165461033950617
5858,1.8384881365740742
