,min
1,0.8176625192901235
49,1.277209201388889
91,1.3074946952160493
134,1.2944902584876543
175,1.5871894290123456
220,1.2639592978395062
260,1.3600491898148148
301,1.556205150462963
316,1.7698427854938272
346,1.2797685185185186
388,1.317051986882716
431,1.318524787808642
475,1.3205333719135803
517,1.2594593942901235
560,1.2212524112654322
604,1.3169314236111112
646,1.3162041859567901
688,1.3213527199074073
731,1.2318156828703704
773,1.313898051697531
815,1.294672550154321
857,1.2857807677469135
901,1.2079046103395061
944,1.3437263695987653
985,1.2958473186728394
1027,1.289868827160494
1070,1.2981211419753087
1114,1.3062905092592592
1157,1.3334384645061728
1198,1.3151798804012345
1241,1.2165075231481481
1283,1.3115846836419753
1328,1.26596981095679
1367,1.288495852623457
1411,1.2199590084876544
1453,1.292746913580247
1498,1.2972400655864198
1538,1.2705680941358024
1582,1.2552715084876542
1625,1.2963151041666667
1666,1.3156727430555555
1712,1.3515605709876544
1751,1.2565755208333333
1795,1.308917824074074
1837,1.3059090470679013
1879,1.305056423611111
1922,1.2545182291666668
1964,1.3070785108024692
2006,1.3059172453703705
2051,1.2911622299382717
2092,1.2219999035493827
2135,1.272346161265432
2176,1.314955150462963
2218,1.311454475308642
2263,1.308960262345679
2305,1.4006278935185186
2347,1.2667867476851853
2390,1.3013715277777778
2432,1.220880111882716
2474,1.3112736304012345
2516,1.3363536844135802
2558,1.297548225308642
2602,1.2572043788580247
2644,1.2847289737654322
2687,1.2931944444444445
2731,1.2752247299382715
2773,1.2445732060185186
2815,1.2773673804012347
2858,1.2701996527777777
2900,1.3042746913580248
2941,1.2157691936728394
2983,1.2843986304012345
3025,1.3074754050925925
3070,1.2851986882716049
3112,1.237380401234568
3155,1.2817042824074074
3196,1.3167168209876543
3238,1.2866295331790123
3281,1.205189525462963
3325,1.2857691936728395
3365,1.2661231674382716
3410,1.2839226466049383
3451,1.1994627700617284
3494,1.2242939814814815
3536,1.2853510802469137
3578,1.2532315779320988
3620,1.2078862847222223
3665,1.221781925154321
3704,1.2606119791666666
3746,1.2761882716049382
3791,1.1783772183641976
3833,1.2542216435185185
3877,1.2719767554012347
3917,1.262025462962963
3961,1.1829214891975308
4003,1.251432773919753
4045,1.2836554783950618
4088,1.2616676311728394
4130,1.2015190972222223
4174,1.2408695023148149
4216,1.265249324845679
4258,1.286046489197531
4300,1.1875212191358024
4342,1.2558588927469136
4384,1.271520061728395
4429,1.2871971450617283
