sampleid,x,y
0,840647.040574254,822070.621918181,0.0
1,838709.281303406,823927.982919482,1.4700903591968122e-05
2,837289.227778627,821871.069506068,0.0001989119269999235
3,838836.665952276,823840.54642841,1.744975766635612e-05
4,836904.045078734,823366.900424576,0.0
5,840739.434198239,822723.252352053,0.0
6,840075.515896351,821710.856878393,0.0
7,840374.344687395,824226.097089087,0.0
8,837313.930851482,822223.030632452,0.00016467581721958533
9,840069.365535435,822131.767622696,0.0
10,840651.497320246,824112.05805965,0.0
11,840196.072603468,824171.524152945,0.0
12,838775.314481012,822641.660801486,0.00013458317035446602
13,840074.191284032,823227.670441067,0.0
14,840255.565073598,822840.344862354,0.0
15,837118.46022204,822444.152249291,9.532137472584719e-05
16,839923.084083376,822616.645512385,0.0
17,838274.545738497,822278.799292831,0.00011007673095328742
18,840929.039630817,821757.859320951,0.0
19,839303.788500032,821821.84807224,0.0
20,839344.500015914,821701.594459109,0.0
21,838165.709038135,823083.673814845,0.00023828623472555696
22,837914.265146511,821345.309759498,9.880956808358745e-05
23,838031.427171947,821739.363976279,0.0001232849757849974
24,837477.051979942,822056.197588114,0.00019409668739899953
25,839212.563408842,822805.243883687,1.9894079480253128e-05
26,839753.876001913,821824.911461004,0.0
27,837867.495463226,823724.971441648,7.124345193347833e-05
28,840929.053158529,822644.576594036,0.0
29,840605.851441629,822293.158619716,0.0
30,839518.17842775,821772.573598454,0.0
31,838065.791848762,822690.28612339,0.00019192155307164052
32,840769.638346069,823065.959054911,0.0
33,840301.819994088,821692.044020217,0.0
34,837735.28017981,822535.84884192,0.0001680806887044472
35,836867.931637855,823171.612481309,0.0
36,838596.398004158,822011.961539859,2.032616894307567e-06
37,840697.254310951,823030.694928784,0.0
38,838757.435675716,823343.874753102,0.00015638684119733006
39,837896.198009175,821569.783004081,0.00014004036412603992
40,837397.071430177,822744.453264015,4.959100504784017e-05
41,839652.397520032,823208.537609148,0.0
42,838768.376370931,823180.635539467,0.00017321763023454213
43,839737.176210414,822438.316799693,0.0
44,840768.812662194,823799.574999705,0.0
45,840219.212458279,824206.025917565,0.0
46,838484.704821563,823631.626161857,0.00013552509780761303
47,838319.823326418,822542.676783846,0.00017179205393635217
48,840122.405818941,822127.784625559,0.0
49,840716.164436579,822397.0717302,0.0
50,840169.237557628,824187.637896905,0.0
51,839427.324265103,823878.551754697,0.0
52,837736.214566339,823365.81905901,0.00012640500719255334
53,840043.327082409,823783.741195647,0.0
54,839255.878436361,821899.85209904,0.0
55,837441.455421534,822394.290383214,0.00013191710406105074
56,837171.273896701,823466.540915647,0.0
57,839689.313340259,821870.004743843,0.0
58,838961.404759528,822569.383382179,6.863748572328863e-05
59,837502.275541849,823212.277432313,6.916819893117935e-05
60,837344.436160833,821804.178622939,0.0002026888336943116
61,837956.35579816,823483.905286227,0.0001543392661685077
62,840088.817709123,821887.222119333,0.0
63,839336.880490236,823838.9955613,0.0
64,837910.667785966,822247.637846727,0.0001610769229592833
65,837263.222818509,823011.718529463,0.0
66,837130.052533686,822905.781843576,0.0
67,840834.708321424,821695.560901837,0.0
68,840600.202220126,822911.422325585,0.0
69,838191.387275055,822601.129264865,0.00018402655667138792
70,838549.442726428,822380.620717233,0.00010712561372585441
71,839874.61744711,822630.555936018,0.0
72,840458.629823153,823896.079173162,0.0
73,839668.762472247,823498.160419328,0.0
74,840931.899292962,821944.377009493,0.0
75,840713.013943748,822183.829380795,0.0
76,840631.035736166,823598.883590829,0.0
77,838798.395612603,823568.981235763,9.92486583160029e-05
78,840352.941666755,824099.395573976,0.0
79,837552.920708762,822125.038852173,0.00018305704029856725
80,839156.894163592,821951.84170381,0.0
81,839333.884422229,823326.109692421,0.0
82,837919.064357856,821991.193581775,0.00014713263591364543
83,839182.439587055,822563.942149236,4.0886490786338064e-06
84,839240.752678604,822724.483477736,3.5759663429385365e-06
85,840285.457866749,821828.53661443,0.0
86,839242.204594543,821943.540145521,0.0
87,836997.237707373,823277.352002238,0.0
88,839050.8366433,823676.439856954,9.78349568283443e-06
89,837789.394871832,823332.593758299,0.00014626586871216364
90,839896.00101622,823385.403431972,0.0
91,838870.42936457,822327.094710363,3.1579430758701804e-05
92,838014.894535447,822321.135779926,0.00016526336731095524
93,839996.496614863,822809.511080439,0.0
94,840787.463366907,822742.144114143,0.0
95,838234.698624652,821521.941498008,4.9158956109912053e-05
96,840701.163815436,823935.527372046,0.0
97,838688.524851844,823368.483765283,0.00016807567773394886
98,838708.713524804,823258.038273745,0.00018018325535983266
99,839314.075560783,823290.807319153,0.0
100,840013.790305511,823533.169007091,0.0
101,839598.697709803,821846.670770804,0.0
102,837300.249271961,823050.4546198,1.1617255591503332e-06
103,838345.540482516,821547.784089371,1.9324390082300913e-05
104,837494.315054674,821966.875542528,0.00020163788953280707
105,840126.522230441,824192.985307222,0.0
106,840669.028085868,822379.810974189,0.0
107,837786.061575334,821962.175768319,0.00017439727426648503
108,838546.31606864,823099.082019024,0.0002240440146605469
109,839409.532994275,822151.004248849,0.0
