l,T
0.279,0.7985613144046978
0.28,0.7999911478046362
0.281,0.8014184302022259
0.28200000000000003,0.8028431752028665
0.28300000000000003,0.8042653962914488
0.28400000000000003,0.8056851068338436
0.28500000000000003,0.8071023200783668
0.28600000000000003,0.8085170491572229
0.28700000000000003,0.8099293070879234
0.28800000000000003,0.8113391067746855
0.28900000000000003,0.8127464610098066
0.29,0.8141513824750195
0.291,0.8155538837428256
0.292,0.8169539772778066
0.293,0.818351675437918
0.294,0.8197469904757615
0.295,0.8211399345398377
0.296,0.8225305196757805
0.297,0.8239187578275725
0.298,0.8253046608387419
0.299,0.826688240453541
0.3,0.8280695083181073
0.301,0.8294484759816083
0.302,0.8308251548973667
0.303,0.8321995564239709
0.304,0.8335716918263687
0.305,0.834941572276944
0.306,0.8363092088565783
0.307,0.8376746125556968
0.308,0.839037794275298
0.309,0.84039876482797
0.31,0.8417575349388912
0.311,0.8431141152468147
0.312,0.8444685163050424
0.313,0.8458207485823817
0.314,0.847170822464089
0.315,0.8485187482528018
0.316,0.8498645361694547
0.317,0.8512081963541839
0.318,0.8525497388672192
0.319,0.8538891736897619
0.32,0.8552265107248518
0.321,0.8565617597982211
0.322,0.8578949306591374
0.323,0.8592260329812329
0.324,0.8605550763633246
0.325,0.861882070330221
0.326,0.8632070243335191
0.327,0.8645299477523896
0.328,0.865850849894351
0.329,0.8671697399960349
0.33,0.8684866272239379
0.331,0.8698015206751664
0.332,0.8711144293781689
0.333,0.872425362293459
0.334,0.8737343283143303
0.335,0.8750413362675585
0.336,0.8763463949140974
0.337,0.8776495129497627
0.338,0.8789506990059093
0.339,0.8802499616500968
0.34,0.8815473093867496
0.341,0.8828427506578045
0.342,0.8841362938433526
0.343,0.8854279472622715
0.34400000000000003,0.8867177191728495
0.34500000000000003,0.8880056177734017
0.34600000000000003,0.8892916512028782
0.34700000000000003,0.8905758275414634
0.34800000000000003,0.8918581548111688
0.34900000000000003,0.8931386409764184
0.35000000000000003,0.8944172939446242
0.35100000000000003,0.8956941215667572
0.35200000000000004,0.8969691316379095
0.353,0.8982423318978492
0.354,0.8995137300315691
0.355,0.9007833336698272
0.356,0.9020511503896815
0.357,0.9033171877150177
0.358,0.9045814531170696
0.359,0.9058439540149339
0.36,0.9071046977760784
0.361,0.9083636917168427
0.362,0.9096209431029343
0.363,0.9108764591499181
0.364,0.9121302470236984
0.365,0.9133823138409971
0.366,0.9146326666698246
0.367,0.9158813125299452
0.368,0.917128258393337
0.369,0.9183735111846466
0.37,0.9196170777816367
0.371,0.9208589650156301
0.372,0.9220991796719473
0.373,0.9233377284903389
0.374,0.9245746181654132
0.375,0.9258098553470578
0.376,0.9270434466408577
0.377,0.9282753986085064
0.378,0.9295057177682137
0.379,0.9307344105951078
0.38,0.9319614835216332
0.381,0.9331869429379431
0.382,0.9344107951922883
0.383,0.9356330465914002
0.384,0.9368537034008704
0.385,0.9380727718455251
0.386,0.9392902581097959
0.387,0.9405061683380858
0.388,0.9417205086351302
0.389,0.9429332850663557
0.39,0.9441445036582323
0.391,0.9453541703986238
0.392,0.9465622912371331
0.393,0.9477688720854424
0.394,0.9489739188176524
0.395,0.9501774372706148
0.396,0.9513794332442622
0.397,0.9525799125019351
0.398,0.9537788807707029
0.399,0.9549763437416843
0.4,0.9561723070703606
0.401,0.9573667763768894
0.402,0.9585597572464105
0.403,0.9597512552293527
0.404,0.9609412758417336
0.405,0.9621298245654581
0.406,0.9633169068486133
0.40700000000000003,0.9645025281057592
0.40800000000000003,0.9656866937182169
0.40900000000000003,0.9668694090343545
0.41000000000000003,0.9680506793698678
0.41100000000000003,0.9692305100080596
0.41200000000000003,0.9704089062001151
0.41300000000000003,0.9715858731653751
0.41400000000000003,0.9727614160916053
0.41500000000000004,0.9739355401352626
0.41600000000000004,0.9751082504217603
0.41700000000000004,0.9762795520457278
0.418,0.9774494500712698
0.419,0.9786179495322207
0.42,0.9797850554323988
0.421,0.9809507727458547
0.422,0.9821151064171195
0.423,0.9832780613614496
0.424,0.9844396424650683
0.425,0.9855998545854053
0.426,0.9867587025513344
0.427,0.987916191163407
0.428,0.9890723251940851
0.429,0.99022710938797
0.43,0.9913805484620299
0.431,0.9925326471058249
0.432,0.9936834099817288
0.433,0.99483284172515
0.434,0.9959809469447484
0.435,0.9971277302226523
0.436,0.9982731961146704
0.437,0.9994173491505036
0.438,1.0005601938339543
0.439,1.0017017346431327
0.44,1.0028419760306613
0.441,1.0039809224238787
0.442,1.0051185782250385
0.443,1.0062549478115095
0.444,1.0073900355359706
0.445,1.008523845726607
0.446,1.0096563826873008
0.447,1.010787650697824
0.448,1.0119176540140244
0.449,1.0130463968680148
0.45,1.0141738834683567
0.451,1.0153001180002437
0.452,1.0164251046256825
0.453,1.0175488474836725
0.454,1.0186713506903837
0.455,1.0197926183393324
0.456,1.0209126545015552
0.457,1.0220314632257819
0.458,1.0231490485386052
0.459,1.0242654144446515
0.46,1.0253805649267471
0.461,1.026494503946083
0.462,1.0276072354423824
0.463,1.0287187633340593
0.464,1.0298290915183825
0.465,1.0309382238716331
0.466,1.032046164249264
0.467,1.033152916486054
0.468,1.0342584843962652
0.46900000000000003,1.0353628717737953
0.47000000000000003,1.0364660823923284
0.47100000000000003,1.0375681200054874
0.47200000000000003,1.0386689883469817
0.47300000000000003,1.0397686911307549
0.47400000000000003,1.0408672320511312
0.47500000000000003,1.0419646147829609
0.47600000000000003,1.0430608429817625
0.47700000000000004,1.0441559202838653
0.47800000000000004,1.0452498503065506
0.47900000000000004,1.0463426366481903
0.48000000000000004,1.0474342828883858
0.481,1.0485247925881047
0.482,1.049614169289815
0.483,1.0507024165176215
0.484,1.0517895377773967
0.485,1.0528755365569145
0.486,1.053960416325979
0.487,1.0550441805365554
0.488,1.056126832622897
0.489,1.0572083760016722
0.49,1.0582888140720914
0.491,1.0593681502160306
0.492,1.0604463877981551
0.493,1.061523530166042
0.494,1.0625995806503015
0.495,1.0636745425646967
0.496,1.064748419206264
0.497,1.0658212138554282
0.498,1.0668929297761227
0.499,1.0679635702159036
0.5,1.0690331384060645
0.501,1.070101637561751
0.502,1.071169070882072
0.503,1.0722354415502138
0.504,1.073300752733549
0.505,1.0743650075837463
0.506,1.0754282092368808
0.507,1.0764903608135397
0.508,1.0775514654189309
0.509,1.0786115261429878
0.51,1.079670546060476
0.511,1.0807285282310943
0.512,1.0817854756995806
0.513,1.0828413914958128
0.514,1.0838962786349113
0.515,1.0849501401173374
0.516,1.0860029789289947
0.517,1.0870547980413272
0.518,1.0881056004114176
0.519,1.0891553889820829
0.52,1.090204166681972
0.521,1.0912519364256605
0.522,1.0922987011137448
0.523,1.0933444636329372
0.524,1.0943892268561564
0.525,1.095432993642622
0.526,1.096475766837944
0.527,1.0975175492742142
0.528,1.0985583437700968
0.529,1.0995981531309147
0.53,1.1006369801487406
0.531,1.1016748276024828
0.532,1.102711698257972
0.533,1.1037475948680482
0.534,1.1047825201726456
0.535,1.105816476898876
0.536,1.106849467761115
0.537,1.1078814954610823
0.538,1.1089125626879264
0.539,1.1099426721183059
0.54,1.1109718264164694
0.541,1.112000028234337
0.542,1.1130272802115802
0.543,1.1140535849756994
0.544,1.1150789451421046
0.545,1.116103363314191
0.546,1.1171268420834177
0.547,1.1181493840293837
0.548,1.1191709917199029
0.549,1.1201916677110806
0.55,1.1212114145473868
0.551,1.1222302347617323
0.552,1.1232481308755395
0.553,1.1242651053988175
0.554,1.1252811608302322
0.555,1.1262962996571797
0.556,1.1273105243558565
0.557,1.12832383739133
0.558,1.1293362412176091
0.559,1.1303477382777116
0.56,1.1313583310037358
0.561,1.1323680218169265
0.562,1.1333768131277435
0.5630000000000001,1.1343847073359286
0.5640000000000001,1.1353917068305728
0.5650000000000001,1.136397813990181
0.5660000000000001,1.137403031182739
0.5670000000000001,1.1384073607657776
0.5680000000000001,1.1394108050864376
0.5690000000000001,1.1404133664815335
0.5700000000000001,1.1414150472776172
0.5710000000000001,1.1424158497910408
0.5720000000000001,1.143415776328019
0.5730000000000001,1.1444148291846916
0.5740000000000001,1.1454130106471847
0.5750000000000001,1.1464103229916713
0.5760000000000001,1.147406768484433
0.5770000000000001,1.1484023493819184
0.578,1.1493970679308043
0.579,1.1503909263680545
0.58,1.1513839269209778
0.581,1.1523760718072862
0.582,1.1533673632351542
0.583,1.1543578034032747
0.584,1.1553473945009154
0.585,1.1563361387079771
0.586,1.157324038195049
0.587,1.1583110951234628
0.588,1.1592973116453502
0.589,1.1602826899036964
0.59,1.161267232032394
0.591,1.162250940156298
0.592,1.1632338163912785
0.593,1.164215862844275
0.594,1.1651970816133468
0.595,1.1661774747877276
0.596,1.167157044447876
0.597,1.1681357926655282
0.598,1.169113721503748
0.599,1.1700908330169772
0.6,1.171067129251088
0.601,1.1720426122434306
0.602,1.1730172840228847
0.603,1.1739911466099078
0.604,1.1749642020165834
0.605,1.175936452246671
0.606,1.1769078992956534
0.607,1.1778785451507843
0.608,1.1788483917911365
0.609,1.1798174411876483
0.61,1.1807856953031701
0.611,1.1817531560925112
0.612,1.1827198255024862
0.613,1.1836857054719603
0.614,1.184650797931894
0.615,1.1856151048053891
0.616,1.186578628007733
0.617,1.1875413694464436
0.618,1.1885033310213127
0.619,1.1894645146244491
0.62,1.1904249221403242
0.621,1.1913845554458131
0.622,1.192343416410238
0.623,1.1933015068954111
0.624,1.1942588287556763
0.625,1.195215383837951
0.626,1.196171173981768
0.627,1.1971262010193167
0.628,1.1980804667754843
0.629,1.1990339730678956
0.63,1.1999867217069542
0.631,1.200938714495883
0.632,1.2018899532307628
0.633,1.2028404397005719
0.634,1.2037901756872276
0.635,1.2047391629656217
0.636,1.205687403303662
0.637,1.2066348984623096
0.638,1.2075816501956165
0.639,1.2085276602507653
0.64,1.2094729303681044
0.641,1.2104174622811876
0.642,1.2113612577168096
0.643,1.212304318395044
0.644,1.2132466460292781
0.645,1.214188242326252
0.646,1.215129108986092
0.647,1.2160692477023478
0.648,1.217008660162028
0.649,1.217947348045635
0.65,1.2188853130272004
0.651,1.219822556774319
0.652,1.2207590809481852
0.653,1.221694887203625
0.654,1.2226299771891325
0.655,1.223564352546902
0.656,1.2244980149128621
0.657,1.22543096591671
0.658,1.226363207181943
0.659,1.2272947403258934
0.66,1.2282255669597597
0.661,1.2291556886886394
0.662,1.2300851071115624
0.663,1.2310138238215218
0.664,1.231941840405506
0.665,1.2328691584445308
0.666,1.233795779513671
0.667,1.2347217051820896
0.668,1.2356469370130725
0.669,1.2365714765640554
0.67,1.2374953253866574
0.671,1.2384184850267093
0.672,1.239340957024285
0.673,1.2402627429137307
0.674,1.241183844223696
0.675,1.242104262477161
0.676,1.2430239991914689
0.677,1.2439430558783522
0.678,1.2448614340439639
0.679,1.2457791351889045
0.68,1.246696160808252
0.681,1.2476125123915904
0.682,1.248528191423036
0.683,1.2494431993812674
0.684,1.250357537739553
0.685,1.2512712079657786
0.686,1.2521842115224737
0.687,1.253096549866841
0.6880000000000001,1.2540082244507813
0.6890000000000001,1.254919236720922
0.6900000000000001,1.2558295881186434
0.6910000000000001,1.2567392800801056
0.6920000000000001,1.2576483140362744
0.6930000000000001,1.258556691412947
0.6940000000000001,1.25946441363078
0.6950000000000001,1.2603714821053136
0.6960000000000001,1.2612778982469985
0.6970000000000001,1.2621836634612202
0.6980000000000001,1.2630887791483254
0.6990000000000001,1.2639932467036474
0.7000000000000001,1.2648970675175306
0.7010000000000001,1.2658002429753554
0.7020000000000001,1.2667027744575639
0.7030000000000001,1.2676046633396827
0.7040000000000001,1.2685059109923496
0.705,1.2694065187813364
0.706,1.2703064880675732
0.707,1.2712058202071734
0.708,1.2721045165514557
0.709,1.27300257844697
0.71,1.2739000072355187
0.711,1.274796804254182
0.712,1.27569297083534
0.713,1.2765885083066963
0.714,1.277483417991301
0.715,1.2783777012075723
0.716,1.279271359269322
0.717,1.2801643934857738
0.718,1.2810568051615898
0.719,1.2819485955968906
0.72,1.2828397660872775
0.721,1.2837303179238548
0.722,1.284620252393252
0.723,1.2855095707776443
0.724,1.286398274354775
0.725,1.2872863643979782
0.726,1.2881738421761966
0.727,1.2890607089540065
0.728,1.2899469659916356
0.729,1.2908326145449869
0.73,1.2917176558656567
0.731,1.2926020912009573
0.732,1.2934859217939363
0.733,1.2943691488833968
0.734,1.2952517737039198
0.735,1.2961337974858809
0.736,1.2970152214554735
0.737,1.297896046834727
0.738,1.2987762748415264
0.739,1.2996559066896334
0.74,1.3005349435887041
0.741,1.3014133867443096
0.742,1.3022912373579556
0.743,1.3031684966271
0.744,1.3040451657451733
0.745,1.3049212459015973
0.746,1.3057967382818039
0.747,1.3066716440672532
0.748,1.3075459644354528
0.749,1.3084197005599767
0.75,1.3092928536104824
0.751,1.3101654247527297
0.752,1.3110374151485995
0.753,1.3119088259561111
0.754,1.3127796583294407
0.755,1.313649913418938
0.756,1.3145195923711461
0.757,1.3153886963288168
0.758,1.3162572264309302
0.759,1.3171251838127105
0.76,1.3179925696056436
0.761,1.3188593849374948
0.762,1.3197256309323269
0.763,1.3205913087105141
0.764,1.3214564193887626
0.765,1.3223209640801243
0.766,1.3231849438940162
0.767,1.324048359936234
0.768,1.3249112133089718
0.769,1.3257735051108364
0.77,1.3266352364368637
0.771,1.3274964083785363
0.772,1.3283570220237986
0.773,1.3292170784570725
0.774,1.330076578759274
0.775,1.3309355240078298
0.776,1.3317939152766904
0.777,1.3326517536363496
0.778,1.3335090401538559
0.779,1.3343657758928316
0.78,1.3352219619134862
0.781,1.3360775992726321
0.782,1.3369326890236997
0.783,1.3377872322167532
0.784,1.338641229898505
0.785,1.3394946831123304
0.786,1.3403475928982838
0.787,1.3411999602931117
0.788,1.3420517863302686
0.789,1.3429030720399315
0.79,1.343753818449014
0.791,1.3446040265811814
0.792,1.3454536974568643
0.793,1.346302832093273
0.794,1.3471514315044126
0.795,1.3479994967010964
0.796,1.3488470286909595
0.797,1.3496940284784733
0.798,1.3505404970649606
0.799,1.351386435448607
0.8,1.3522318446244757
0.801,1.3530767255845224
0.802,1.3539210793176069
0.803,1.3547649068095076
0.804,1.3556082090429353
0.805,1.3564509869975456
0.806,1.3572932416499524
0.807,1.358134973973742
0.808,1.358976184939485
0.809,1.3598168755147504
0.81,1.3606570466641177
0.811,1.3614966993491904
0.812,1.3623358345286083
0.8130000000000001,1.3631744531580618
0.8140000000000001,1.3640125561903018
0.8150000000000001,1.364850144575155
0.8160000000000001,1.3656872192595355
0.8170000000000001,1.3665237811874564
0.8180000000000001,1.3673598313000435
0.8190000000000001,1.3681953705355476
0.8200000000000001,1.3690303998293554
0.8210000000000001,1.3698649201140036
0.8220000000000001,1.3706989323191896
0.8230000000000001,1.3715324373717843
0.8240000000000001,1.3723654361958433
0.8250000000000001,1.3731979297126211
0.8260000000000001,1.3740299188405793
0.8270000000000001,1.374861404495402
0.8280000000000001,1.3756923875900056
0.8290000000000001,1.3765228690345508
0.8300000000000001,1.3773528497364544
0.8310000000000001,1.3781823306004006
0.8320000000000001,1.3790113125283538
0.8330000000000001,1.3798397964195674
0.834,1.3806677831705982
0.835,1.3814952736753154
0.836,1.382322268824913
0.837,1.3831487695079208
0.838,1.3839747766102157
0.839,1.3848002910150319
0.84,1.385625313602973
0.841,1.3864498452520229
0.842,1.3872738868375558
0.843,1.388097439232347
0.844,1.3889205033065861
0.845,1.389743079927884
0.846,1.3905651699612864
0.847,1.3913867742692836
0.848,1.3922078937118203
0.849,1.3930285291463071
0.85,1.3938486814276305
0.851,1.3946683514081637
0.852,1.3954875399377757
0.853,1.3963062478638437
0.854,1.3971244760312616
0.855,1.3979422252824498
0.856,1.3987594964573673
0.857,1.399576290393521
0.858,1.4003926079259734
0.859,1.401208449887357
0.86,1.4020238171078803
0.861,1.402838710415339
0.862,1.4036531306351268
0.863,1.4044670785902433
0.864,1.4052805551013052
0.865,1.406093560986556
0.866,1.4069060970618736
0.867,1.4077181641407823
0.868,1.4085297630344613
0.869,1.4093408945517534
0.87,1.4101515594991756
0.871,1.4109617586809282
0.872,1.4117714928989034
0.873,1.4125807629526954
0.874,1.413389569639609
0.875,1.4141979137546699
0.876,1.4150057960906313
0.877,1.415813217437986
0.878,1.4166201785849735
0.879,1.4174266803175897
0.88,1.4182327234195957
0.881,1.4190383086725262
0.882,1.4198434368556994
0.883,1.4206481087462248
0.884,1.421452325119012
0.885,1.4222560867467808
0.886,1.4230593944000678
0.887,1.423862248847236
0.888,1.4246646508544838
0.889,1.4254666011858534
0.89,1.4262681006032387
0.891,1.4270691498663932
0.892,1.427869749732941
0.893,1.4286699009583816
0.894,1.4294696042961013
0.895,1.4302688604973797
0.896,1.4310676703113985
0.897,1.4318660344852499
0.898,1.4326639537639436
0.899,1.4334614288904168
0.9,1.434258460605541
0.901,1.43505504964813
0.902,1.4358511967549485
0.903,1.4366469026607191
0.904,1.4374421680981322
0.905,1.438236993797851
0.906,1.4390313804885215
0.907,1.43982532889678
0.908,1.44061883974726
0.909,1.4414119137626002
0.91,1.4422045516634534
0.911,1.442996754168492
0.912,1.4437885219944173
0.913,1.4445798558559664
0.914,1.44537075646592
0.915,1.446161224535109
0.916,1.4469512607724238
0.917,1.4477408658848196
0.918,1.4485300405773254
0.919,1.4493187855530503
0.92,1.4501071015131914
0.921,1.4508949891570408
0.922,1.451682449181993
0.923,1.4524694822835524
0.924,1.4532560891553394
0.925,1.4540422704890985
0.926,1.454828026974705
0.927,1.4556133593001728
0.928,1.4563982681516598
0.929,1.4571827542134772
0.93,1.4579668181680938
0.931,1.4587504606961452
0.932,1.4595336824764398
0.933,1.4603164841859648
0.934,1.461098866499895
0.935,1.4618808300915977
0.936,1.4626623756326402
0.937,1.4634435037927975
0.9380000000000001,1.464224215240057
0.9390000000000001,1.4650045106406264
0.9400000000000001,1.4657843906589405
0.9410000000000001,1.4665638559576677
0.9420000000000001,1.4673429071977153
0.9430000000000001,1.4681215450382383
0.9440000000000001,1.4688997701366437
0.9450000000000001,1.4696775831485984
0.9460000000000001,1.470454984728035
0.9470000000000001,1.471231975527159
0.9480000000000001,1.4720085561964533
0.9490000000000001,1.4727847273846875
0.9500000000000001,1.473560489738921
0.9510000000000001,1.4743358439045118
0.9520000000000001,1.4751107905251217
0.9530000000000001,1.4758853302427226
0.9540000000000001,1.4766594636976025
0.9550000000000001,1.477433191528372
0.9560000000000001,1.4782065143719711
0.9570000000000001,1.4789794328636734
0.9580000000000001,1.4797519476370942
0.9590000000000001,1.4805240593241957
0.9600000000000001,1.4812957685552923
0.961,1.4820670759590588
0.962,1.4828379821625342
0.963,1.4836084877911275
0.964,1.4843785934686262
0.965,1.4851482998171994
0.966,1.4859176074574048
0.967,1.4866865170081953
0.968,1.4874550290869233
0.969,1.4882231443093472
0.97,1.4889908632896378
0.971,1.4897581866403828
0.972,1.4905251149725933
0.973,1.491291648895709
0.974,1.4920577890176048
0.975,1.4928235359445952
0.976,1.4935888902814405
0.977,1.4943538526313522
0.978,1.4951184235959993
0.979,1.4958826037755124
0.98,1.4966463937684904
0.981,1.4974097941720055
0.982,1.4981728055816088
0.983,1.4989354285913352
0.984,1.4996976637937094
0.985,1.5004595117797517
0.986,1.5012209731389816
0.987,1.5019820484594255
0.988,1.5027427383276195
0.989,1.5035030433286172
0.99,1.5042629640459921
0.991,1.505022501061846
0.992,1.505781654956812
0.993,1.5065404263100595
0.994,1.5072988156993015
0.995,1.508056823700797
0.996,1.5088144508893588
0.997,1.5095716978383567
0.998,1.5103285651197222
0.999,1.5110850533039561
1.0,1.5118411629601305
1.001,1.5125968946558963
1.002,1.5133522489574864
1.003,1.5141072264297208
1.004,1.5148618276360135
1.005,1.5156160531383742
1.006,1.5163699034974165
1.007,1.51712337927236
1.008,1.5178764810210366
1.009,1.5186292092998956
1.01,1.519381564664007
1.011,1.5201335476670683
1.012,1.5208851588614074
1.013,1.5216363987979875
1.014,1.5223872680264143
1.015,1.5231377670949366
1.016,1.523887896550455
1.017,1.5246376569385236
1.018,1.5253870488033558
1.019,1.5261360726878295
1.02,1.5268847291334906
1.021,1.5276330186805578
1.022,1.528380941867928
