l,T
1.023,1.529128499233179
1.024,1.529875691312577
1.025,1.5306225186410776
1.0259999999999998,1.5313689817523326
1.027,1.5321150811786943
1.0279999999999998,1.5328608174512186
1.029,1.5336061910996703
1.0299999999999998,1.5343512026525281
1.031,1.5350958526369876
1.0319999999999998,1.5358401415789666
1.033,1.5365840700031095
1.0339999999999998,1.537327638432791
1.035,1.5380708473901201
1.0359999999999998,1.5388136973959463
1.037,1.5395561889698615
1.0379999999999998,1.5402983226302054
1.039,1.5410400988940702
1.0399999999999998,1.541781518277303
1.041,1.5425225812945127
1.0419999999999998,1.5432632884590713
1.043,1.5440036402831205
1.0439999999999998,1.5447436372775736
1.045,1.5454832799521219
1.0459999999999998,1.5462225688152367
1.047,1.546961504374175
1.0479999999999998,1.547700087134982
1.049,1.5484383176024972
1.0499999999999998,1.5491761962803559
1.051,1.5499137236709963
1.0519999999999998,1.5506509002756594
1.053,1.5513877265943978
1.0539999999999998,1.5521242031260754
1.055,1.552860330368374
1.0559999999999998,1.5535961088177954
1.057,1.554331538969668
1.0579999999999998,1.555066621318147
1.059,1.5558013563562212
1.0599999999999998,1.556535744575716
1.061,1.5572697864672964
1.0619999999999998,1.5580034825204723
1.063,1.5587368332236011
1.0639999999999998,1.559469839063892
1.065,1.5602025005274096
1.0659999999999998,1.5609348180990783
1.067,1.5616667922626848
1.0679999999999998,1.5623984235008825
1.069,1.5631297122951968
1.0699999999999998,1.5638606591260247
1.071,1.5645912644726434
1.0719999999999998,1.5653215288132103
1.073,1.5660514526247682
1.0739999999999998,1.5667810363832488
1.075,1.5675102805634764
1.0759999999999998,1.5682391856391704
1.077,1.5689677520829513
1.0779999999999998,1.5696959803663415
1.079,1.5704238709597709
1.0799999999999998,1.5711514243325786
1.081,1.5718786409530197
1.0819999999999999,1.572605521288264
1.083,1.573332065804404
1.0839999999999999,1.5740582749664556
1.085,1.5747841492383627
1.0859999999999999,1.5755096890830012
1.087,1.5762348949621805
1.0879999999999999,1.5769597673366484
1.089,1.5776843066660953
1.0899999999999999,1.5784085134091546
1.091,1.5791323880234103
1.0919999999999999,1.5798559309653963
1.093,1.5805791426906024
1.0939999999999999,1.5813020236534765
1.095,1.5820245743074286
1.0959999999999999,1.5827467951048333
1.097,1.583468686497034
1.0979999999999999,1.5841902489343453
1.099,1.584911482866057
1.0999999999999999,1.5856323887404369
1.101,1.5863529670047347
1.1019999999999999,1.587073218105184
1.103,1.5877931424870075
1.1039999999999999,1.5885127405944173
1.105,1.5892320128706217
1.1059999999999999,1.5899509597578247
1.107,1.5906695816972325
1.1079999999999999,1.591387879129054
1.109,1.5921058524925062
1.1099999999999999,1.5928235022258148
1.111,1.59354082876622
1.1119999999999999,1.5942578325499774
1.113,1.5949745140123628
1.1139999999999999,1.5956908735876736
1.115,1.5964069117092339
1.1159999999999999,1.5971226288093954
1.117,1.5978380253195426
1.1179999999999999,1.5985531016700933
1.119,1.5992678582905044
1.1199999999999999,1.5999822956092724
1.121,1.6006964140539386
1.1219999999999999,1.60141021405109
1.123,1.6021236960263645
1.1239999999999999,1.6028368604044518
1.125,1.603549707609097
1.126,1.6042622380631044
1.127,1.6049744521883398
1.128,1.6056863504057328
1.129,1.606397933135281
1.13,1.6071092007960515
1.131,1.607820153806185
1.132,1.6085307925828973
1.133,1.6092411175424848
1.134,1.6099511291003232
1.135,1.6106608276708745
1.136,1.611370213667687
1.137,1.6120792875033993
1.138,1.6127880495897433
1.139,1.613496500337546
1.14,1.6142046401567334
1.141,1.6149124694563326
1.142,1.6156199886444742
1.143,1.6163271981283962
1.144,1.6170340983144458
1.145,1.6177406896080821
1.146,1.6184469724138797
1.147,1.6191529471355306
1.148,1.6198586141758469
1.149,1.6205639739367637
1.15,1.621269026819342
1.151,1.621973773223771
1.152,1.6226782135493707
1.153,1.6233823481945955
1.154,1.624086177557034
1.1549999999999998,1.6247897020334168
1.156,1.625492922019613
1.1569999999999998,1.6261958379106374
1.158,1.6268984501006512
1.1589999999999998,1.6276007589829644
1.16,1.628302764950039
1.1609999999999998,1.629004468393492
1.162,1.6297058697040958
1.1629999999999998,1.6304069692717842
1.164,1.6311077674856511
1.1649999999999998,1.631808264733956
1.166,1.6325084614041259
1.1669999999999998,1.6332083578827554
1.168,1.6339079545556132
1.1689999999999998,1.6346072518076409
1.17,1.6353062500229578
1.1709999999999998,1.6360049495848628
1.172,1.636703350875836
1.1729999999999998,1.6374014542775424
1.174,1.6380992601708333
1.1749999999999998,1.6387967689357494
1.176,1.639493980951523
1.1769999999999998,1.64019089659658
1.178,1.6408875162485435
1.1789999999999998,1.6415838402842342
1.18,1.6422798690796754
1.1809999999999998,1.6429756030100922
1.182,1.6436710424499168
1.1829999999999998,1.6443661877727895
1.184,1.645061039351561
1.1849999999999998,1.6457555975582943
1.186,1.6464498627642687
1.1869999999999998,1.64714383533998
1.188,1.647837515655145
1.1889999999999998,1.6485309040787015
1.19,1.6492240009788126
1.1909999999999998,1.649916806722867
1.192,1.6506093216774838
1.1929999999999998,1.6513015462085123
1.194,1.651993480681036
1.1949999999999998,1.6526851254593733
1.196,1.653376480907082
1.1969999999999998,1.654067547386958
1.198,1.6547583252610416
1.1989999999999998,1.6554488148906166
1.2,1.6561390166362147
1.2009999999999998,1.6568289308576152
1.202,1.65751855791385
1.2029999999999998,1.6582078981632038
1.204,1.6588969519632166
1.2049999999999998,1.6595857196706867
1.206,1.6602742016416723
1.2069999999999999,1.660962398231493
1.208,1.6616503097947335
1.2089999999999999,1.6623379366852438
1.21,1.6630252792561435
1.2109999999999999,1.6637123378598222
1.212,1.6643991128479418
1.2129999999999999,1.6650856045714395
1.214,1.6657718133805293
1.2149999999999999,1.666457739624704
1.216,1.6671433836527374
1.2169999999999999,1.6678287458126866
1.218,1.6685138264518937
1.2189999999999999,1.6691986259169875
1.22,1.669883144553888
1.2209999999999999,1.6705673827078038
1.222,1.6712513407232386
1.2229999999999999,1.6719350189439908
1.224,1.6726184177131567
1.2249999999999999,1.673301537373131
1.226,1.6739843782656112
1.2269999999999999,1.6746669407315968
1.228,1.6753492251113935
1.2289999999999999,1.6760312317446135
1.23,1.6767129609701796
1.2309999999999999,1.6773944131263248
1.232,1.678075588550596
1.2329999999999999,1.6787564875798544
1.234,1.679437110550279
1.2349999999999999,1.680117457797368
1.236,1.68079752965594
1.2369999999999999,1.6814773264601373
1.238,1.6821568485434266
1.2389999999999999,1.6828360962386009
1.24,1.6835150698777823
1.2409999999999999,1.6841937697924234
1.242,1.6848721963133093
1.2429999999999999,1.6855503497705595
1.244,1.6862282304936294
1.2449999999999999,1.6869058388113123
1.246,1.6875831750517418
1.2469999999999999,1.688260239542393
1.248,1.6889370326100848
1.2489999999999999,1.6896135545809814
1.25,1.6902898057805948
1.251,1.6909657865337846
1.252,1.6916414971647633
1.253,1.6923169379970946
1.254,1.6929921093536977
1.255,1.6936670115568475
1.256,1.694341644928178
1.257,1.695016009788682
1.258,1.6956901064587142
1.259,1.6963639352579933
1.26,1.6970374965056036
1.261,1.6977107905199953
1.262,1.698383817618988
1.263,1.699056578119772
1.264,1.6997290723389094
1.265,1.7004013005923364
1.266,1.7010732631953658
1.267,1.7017449604626866
1.268,1.7024163927083678
1.269,1.703087560245859
1.27,1.7037584633879925
1.271,1.7044291024469844
1.272,1.7050994777344384
1.273,1.7057695895613436
1.274,1.7064394382380805
1.275,1.7071090240744193
1.276,1.7077783473795238
1.277,1.7084474084619512
1.278,1.7091162076296562
1.279,1.70978474518999
1.28,1.7104530214497036
1.281,1.7111210367149485
1.2819999999999998,1.7117887912912797
1.283,1.7124562854836562
1.2839999999999998,1.7131235195964423
1.285,1.7137904939334103
1.2859999999999998,1.7144572087977414
1.287,1.7151236644920282
1.2879999999999998,1.7157898613182747
1.289,1.716455799577899
1.2899999999999998,1.7171214795717353
1.291,1.7177869016000344
1.2919999999999998,1.7184520659624656
1.293,1.7191169729581193
1.2939999999999998,1.719781622885507
1.295,1.7204460160425636
1.2959999999999998,1.721110152726649
1.297,1.7217740332345501
1.2979999999999998,1.7224376578624814
1.299,1.723101026906087
1.2999999999999998,1.723764140660442
1.301,1.7244269994200545
1.3019999999999998,1.7250896034788668
1.303,1.725751953130256
1.3039999999999998,1.726414048667038
1.305,1.7270758903814667
1.3059999999999998,1.7277374785652349
1.307,1.7283988135094794
1.3079999999999998,1.7290598955047791
1.309,1.729720724841157
1.3099999999999998,1.7303813018080838
1.311,1.7310416266944764
1.3119999999999998,1.731701699788702
1.313,1.7323615213785777
1.3139999999999998,1.733021091751373
1.315,1.733680411193811
1.3159999999999998,1.7343394799920695
1.317,1.7349982984317833
1.3179999999999998,1.735656866798044
1.319,1.7363151853754044
1.3199999999999998,1.7369732544478758
1.321,1.7376310742989334
1.3219999999999998,1.7382886452115156
1.323,1.7389459674680254
1.3239999999999998,1.7396030413503327
1.325,1.740259867139775
1.3259999999999998,1.7409164451171597
1.327,1.7415727755627641
1.3279999999999998,1.7422288587563375
1.329,1.7428846949771035
1.3299999999999998,1.7435402845037598
1.331,1.7441956276144808
1.3319999999999999,1.7448507245869178
1.333,1.7455055756982025
1.3339999999999999,1.7461601812249452
1.335,1.7468145414432394
1.3359999999999999,1.7474686566286604
1.337,1.748122527056269
1.3379999999999999,1.7487761530006107
1.339,1.7494295347357198
1.3399999999999999,1.7500826725351168
1.341,1.7507355666718143
1.3419999999999999,1.751388217418314
1.343,1.7520406250466112
1.3439999999999999,1.7526927898281948
1.345,1.7533447120340486
1.3459999999999999,1.753996391934653
1.347,1.7546478297999866
1.3479999999999999,1.7552990258995254
1.349,1.7559499805022476
1.3499999999999999,1.7566006938766316
1.351,1.7572511662906598
1.3519999999999999,1.7579013980118183
1.353,1.7585513893070985
1.3539999999999999,1.7592011404429986
1.355,1.7598506516855252
1.3559999999999999,1.7604999233001937
1.357,1.7611489555520305
1.3579999999999999,1.7617977487055738
1.359,1.7624463030248751
1.3599999999999999,1.7630946187734993
1.361,1.7637426962145275
1.3619999999999999,1.764390535610558
1.363,1.7650381372237067
1.3639999999999999,1.7656855013156088
1.365,1.7663326281474205
1.3659999999999999,1.7669795179798193
1.367,1.767626171073006
1.3679999999999999,1.768272587686705
1.369,1.7689187680801672
1.3699999999999999,1.7695647125121694
1.371,1.7702104212410168
1.3719999999999999,1.7708558945245427
1.373,1.7715011326201118
1.3739999999999999,1.7721461357846195
1.375,1.7727909042744945
1.376,1.7734354383456985
1.377,1.7740797382537297
1.378,1.7747238042536202
1.379,1.7753676365999418
1.38,1.7760112355468034
1.381,1.7766546013478546
1.382,1.777297734256285
1.383,1.7779406345248272
1.384,1.7785833024057562
1.385,1.779225738150892
1.386,1.7798679420115997
1.387,1.7805099142387912
1.388,1.7811516550829265
1.389,1.7817931647940144
1.39,1.7824344436216133
1.391,1.7830754918148335
1.392,1.7837163096223376
1.393,1.7843568972923416
1.394,1.7849972550726154
1.395,1.7856373832104864
1.396,1.7862772819528365
1.397,1.7869169515461076
1.398,1.7875563922362994
1.399,1.7881956042689724
1.4,1.7888345878892482
1.401,1.7894733433418104
1.402,1.7901118708709067
1.403,1.7907501707203486
1.404,1.7913882431335142
1.405,1.7920260883533474
1.406,1.7926637066223603
1.407,1.793301098182634
1.408,1.7939382632758187
1.4089999999999998,1.7945752021431371
1.41,1.795211915025383
1.4109999999999998,1.7958484021629226
1.412,1.7964846637956984
1.4129999999999998,1.7971207001632261
1.414,1.797756511504599
1.4149999999999998,1.7983920980584867
1.416,1.7990274600631382
1.4169999999999998,1.7996625977563814
1.418,1.8002975113756245
1.4189999999999998,1.8009322011578581
1.42,1.8015666673396544
1.4209999999999998,1.8022009101571694
1.422,1.802834929846144
1.4229999999999998,1.8034687266419038
1.424,1.804102300779363
1.4249999999999998,1.8047356524930214
1.426,1.8053687820169686
1.4269999999999998,1.8060016895848834
1.428,1.8066343754300354
1.4289999999999998,1.8072668397852858
1.43,1.8078990828830892
1.4309999999999998,1.8085311049554929
1.432,1.8091629062341392
1.4329999999999998,1.809794486950266
1.434,1.8104258473347088
1.4349999999999998,1.811056987617899
1.436,1.8116879080298678
1.4369999999999998,1.812318608800246
1.438,1.812949090158265
1.4389999999999998,1.8135793523327566
1.44,1.8142093955521568
1.4409999999999998,1.8148392200445036
1.442,1.8154688260374408
1.4429999999999998,1.816098213758216
1.444,1.8167273834336854
1.4449999999999998,1.81735633529031
1.446,1.8179850695541606
1.4469999999999998,1.8186135864509168
1.448,1.8192418862058686
1.4489999999999998,1.819869969043917
1.45,1.8204978351895749
1.4509999999999998,1.821125484866968
1.452,1.8217529182998362
1.4529999999999998,1.8223801357115343
1.454,1.8230071373250327
1.4549999999999998,1.8236339233629186
1.456,1.8242604940473968
1.4569999999999999,1.8248868496002904
1.458,1.825512990243042
1.4589999999999999,1.8261389161967154
1.46,1.8267646276819942
1.4609999999999999,1.827390124919185
1.462,1.8280154081282183
1.4629999999999999,1.8286404775286467
1.464,1.8292653333396491
1.4649999999999999,1.8298899757800298
1.466,1.8305144050682196
1.4669999999999999,1.8311386214222776
1.468,1.8317626250598904
1.4689999999999999,1.8323864161983738
1.47,1.8330099950546754
1.4709999999999999,1.8336333618453722
1.472,1.834256516786674
1.4729999999999999,1.8348794600944234
1.474,1.8355021919840968
1.4749999999999999,1.8361247126708045
1.476,1.8367470223692932
1.4769999999999999,1.8373691212939454
1.478,1.8379910096587813
1.4789999999999999,1.8386126876774582
1.48,1.8392341555632734
1.4809999999999999,1.8398554135291632
1.482,1.8404764617877047
1.4829999999999999,1.8410973005511166
1.484,1.8417179300312603
1.4849999999999999,1.8423383504396391
1.486,1.8429585619874018
1.4869999999999999,1.8435785648853407
1.488,1.8441983593438946
1.4889999999999999,1.8448179455731488
1.49,1.8454373237828354
1.4909999999999999,1.8460564941823352
1.492,1.8466754569806778
1.4929999999999999,1.8472942123865423
1.494,1.847912760608259
1.4949999999999999,1.8485311018538089
1.496,1.8491492363308264
1.4969999999999999,1.8497671642465974
1.498,1.8503848858080632
1.4989999999999999,1.851002401221819
