buildingid,ib1000buil,TYPEOFBUIL,height,floor,gfa,x,y
"358","1108240320",T,45.8,"15","32936",841174.312,818908.322
"359","1108240319",T,43.9,"14","12882",841275.539,818921.823
"360","1108240438",T,11.0,"3","622",840901.638,818857.011
"361","1108240376",T,45.7,"15","59917",841228.970,818870.645
"362","1108240467",T,42.8,"14","11992",841177.986,818839.973
"363","1108240704",T,36.9,"12","4685",841169.872,818772.750
"364","1108240699",T,44.9,"14","11659",841227.125,818767.593
"365","1108241136",T,45.8,"15","44077",840985.618,818650.183
"366","1108240372",T,47.3,"15","28110",841139.059,818884.198
"367","1108239488",T,10.0,"3","4399",841010.058,819205.330
"368","1108239115",T,167.5,"55","150940",840948.675,819281.224
"369","1109609176",T,70.3,"23","7653",840344.706,819555.304
"370","1108239297",T,31.8,"10","7583",840735.714,819245.456
"371","1108239382",T,33.4,"11","7376",840840.832,819226.533
"372","1108239374",T,30.9,"10","6694",840755.778,819230.155
"373","1108238966",T,30.8,"10","10776",840747.450,819318.741
"374","1108239184",T,20.3,"6","2648",840706.408,819284.494
"375","1108239206",T,29.7,"9","2618",840694.165,819274.439
"376","1108239323",T,34.3,"11","7234",840827.183,819239.581
"377","1108246804",P,14.8,"4","3483",840736.228,819245.719
"378","1810106528",P,15.0,"5","10053",840774.831,818939.212
"379","1810165880",T,88.0,"29","63996",840828.338,818956.798
"380","1810165870",P,5.1,"1","3081",840823.149,818962.460
"381","1810084767",T,80.7,"26","13579",841144.711,818779.762
"382","1108246501",P,14.4,"4","1310",840184.132,819748.256
"383","1108246729",P,22.0,"7","12556",840419.589,819385.396
"384","1108246826",P,15.2,"5","8923",841292.563,819191.266
"385","1108246803",P,16.0,"5","4361",841129.547,819251.647
"386","1108246943",P,14.6,"4","11449",840870.896,818897.534
"387","1108246980",P,14.2,"4","3705",841119.812,818805.607
"388","1810104354",P,17.3,"5","3953",840790.321,819279.852
"389","1108238522",T,29.1,"9","4016",840500.140,819416.766
"390","1108238248",T,31.8,"10","4181",840499.269,819466.545
"391","1108237728",T,31.1,"10","3835",840316.967,819577.296
"392","1108239151",T,48.2,"16","15418",840492.024,819278.354
"393","1108238841",T,47.1,"15","7872",840500.617,819346.590
"394","1108238788",T,28.3,"9","2973",840481.966,819360.345
"395","1108238600",T,51.5,"17","5372",840507.792,819403.544
"396","1108237665",T,33.5,"11","2935",840338.279,819594.018
"397","1108237516",T,31.3,"10","2757",840312.624,819619.989
"398","1108237469",T,21.2,"7","9529",840394.624,819615.514
"399","1108237399",T,27.8,"9","5831",840373.073,819628.818
"400","1108237425",T,28.6,"9","2221",840299.054,819632.176
"401","1108237345",T,28.8,"9","4272",840359.264,819640.518
"402","1108237212",T,26.1,"8","6585",840336.496,819654.971
"403","1108237255",T,32.4,"10","4897",840279.675,819651.099
"404","1108237076",T,32.9,"10","2871",840300.092,819684.024
"405","1108237005",T,20.0,"6","1562",840286.977,819695.226
"406","1108236705",T,28.5,"9","2488",840195.927,819734.354
