sampleid,x,y
1151,840294.969,819446.275
1152,840305.928,819432.761
1153,840345.661,819385.771
1154,840332.018,819399.573
1155,840312.019,819424.252
1156,840318.790,819415.223
1157,840336.750,819394.688
1158,840324.568,819407.605
1159,840357.220,819374.204
1160,840341.840,819389.595
1161,840315.746,819419.237
1162,840328.214,819403.499
1163,840309.035,819428.421
1164,840302.941,819436.935
1165,840988.330,818871.319
1166,840988.914,818865.692
1167,840988.947,818855.629
1168,840986.367,818844.663
1169,840985.062,818878.219
1170,840988.552,818850.336
1171,840989.316,818860.668
1172,840930.753,818833.601
1173,840926.618,818838.136
1174,840923.820,818842.332
1175,840935.584,818829.512
1176,840921.803,818847.500
1177,840974.480,818830.399
1178,840969.619,818827.468
1179,840982.464,818838.702
1180,840978.617,818833.857
1181,840952.407,818824.665
1182,840957.448,818823.954
1183,840945.725,818826.089
1184,840937.053,818828.691
1185,840965.181,818825.114
1186,840574.000,819572.519
1187,840550.215,819561.437
1188,840557.551,819566.132
1189,840561.271,819569.794
1190,840579.471,819572.119
1191,840568.904,819572.892
1192,840967.514,818730.163
1193,840963.215,818735.987
1194,841423.107,819200.309
1195,841497.474,819145.133
1196,841404.503,819212.263
1197,841493.425,819148.139
1198,841436.864,819190.103
1199,841507.517,819137.601
1200,841534.864,819121.312
1201,841418.067,819203.737
1202,841464.649,819169.489
1203,841408.839,819209.537
1204,841427.516,819197.038
1205,841479.365,819158.571
1206,841398.004,819215.377
1207,841457.028,819175.143
1208,841444.770,819184.237
1209,841472.444,819163.706
1210,841487.139,819152.803
1211,841501.526,819142.094
1212,841516.839,819130.755
1213,841523.853,819126.306
1214,841432.717,819193.180
1215,841449.143,819180.993
1216,841529.644,819123.468
1217,841512.630,819133.766
1218,841413.714,819206.473
1219,841198.239,819235.076
1220,841186.513,819259.006
1221,841205.556,819225.283
1222,841185.497,819252.982
1223,841194.303,819265.101
1224,841189.881,819246.261
1225,841192.879,819242.249
1226,841210.495,819218.674
1227,841202.467,819229.418
1228,841213.678,819214.414
1229,841189.836,819262.823
1230,841234.276,819206.830
1231,841224.673,819217.496
1232,841195.356,819254.323
1233,841240.444,819204.779
1234,841228.552,819213.069
1235,841199.945,819247.440
1236,841209.749,819234.898
1237,841218.035,819225.073
1238,841206.621,819238.900
1239,841214.012,819229.665
1240,841194.046,819263.523
1241,841203.069,819243.444
1242,841221.335,819221.306
1243,841240.992,819204.220
1244,841203.113,819218.475
1245,841235.853,819200.135
1246,841209.136,819211.215
1247,841220.852,819198.032
1248,841198.599,819223.902
1249,841213.838,819205.544
1250,841226.241,819196.331
1251,841189.540,819234.795
1252,841195.374,819227.781
1253,841231.383,819197.215
1254,841217.080,819201.633
1255,840197.699,819672.094
1256,840251.058,819619.875
1257,840289.422,819582.330
1258,840296.032,819575.861
1259,840220.413,819649.865
1260,840308.600,819563.562
1261,840243.056,819627.706
1262,840216.738,819653.462
1263,840236.041,819634.571
1264,840176.478,819692.862
1265,840230.841,819639.661
1266,840186.865,819682.697
1267,840266.674,819604.593
1268,840256.455,819614.594
1269,840275.695,819595.765
1270,840206.846,819663.142
1271,840172.537,819696.719
1272,840163.227,819705.830
1273,840167.589,819701.561
1274,840304.702,819567.377
1275,840225.467,819644.920
1276,840157.900,819711.043
1277,840247.297,819623.556
1278,840193.433,819676.269
1279,840300.059,819571.920
1280,840279.884,819591.665
1281,840313.601,819558.668
1282,840260.570,819610.566
1283,840285.011,819586.647
1284,840152.228,819710.917
1285,840181.930,819687.526
1286,840271.449,819599.919
1287,840210.803,819659.270
1288,840201.296,819668.574
1289,840317.294,819555.053
1290,840364.299,819377.917
1291,840358.874,819372.694
1292,840915.454,818718.356
1293,840927.508,818695.824
1294,840922.552,818701.519
1295,840941.355,818753.286
1296,840956.604,818691.548
1297,840915.490,818726.265
1298,840946.698,818689.206
1299,840938.603,818690.074
1300,840921.161,818736.101
1301,840926.904,818741.591
1302,840916.422,818712.971
1303,840946.794,818757.687
1304,840932.301,818745.959
1305,840976.881,818701.378
1306,840971.507,818698.773
1307,840919.263,818706.112
1308,840936.616,818749.451
1309,840984.547,818705.095
1310,840963.971,818695.120
1311,840932.264,818692.463
1312,840917.330,818731.680
1313,840951.765,818689.826
1314,840827.656,819017.031
1315,840855.408,818977.413
1316,840843.146,818992.411
1317,840832.740,819005.139
1318,840873.706,818955.033
1319,840866.999,818963.237
1320,840838.844,818997.673
1321,840870.445,818959.021
1322,840858.914,818973.125
1323,840829.664,819010.513
1324,840848.252,818986.166
1325,840863.440,818967.590
1326,840851.929,818981.668
1327,840729.413,818931.055
1328,840720.621,818941.422
1329,840704.753,818958.804
1330,840738.850,818919.860
1331,840734.812,818924.650
1332,840714.565,818948.043
1333,840703.560,818964.382
1334,840709.904,818953.137
1335,840724.068,818937.396
1336,840729.117,818950.941
1337,840717.446,818953.201
1338,840708.181,818961.131
1339,840746.452,818958.970
1340,840735.747,818952.952
1341,840723.579,818951.284
1342,840703.495,818965.427
1343,840713.347,818956.394
1344,840740.997,818955.904
1345,840990.632,818885.818
1346,841009.971,818904.107
1347,841036.071,818926.910
1348,841048.615,818937.870
1349,841024.029,818916.389
1350,841018.782,818911.805
1351,841031.830,818923.205
1352,840985.167,818879.331
1353,840994.108,818889.942
1354,841000.955,818896.230
1355,841004.942,818899.714
1356,841027.802,818919.686
1357,841040.978,818931.198
1358,841014.104,818907.718
1359,841044.748,818934.492
1360,841015.325,819403.791
1361,840961.369,819425.159
1362,841035.185,819395.926
1363,840980.197,819417.702
1364,841021.706,819401.264
1365,840987.095,819414.971
1366,840969.830,819421.808
1367,840997.573,819410.821
1368,841010.045,819405.882
1369,840952.090,819428.833
1370,841003.517,819408.467
1371,841042.402,819397.699
1372,841029.979,819397.988
1373,840992.353,819412.889
1374,840974.598,819419.920
1375,841048.196,819400.249
1376,840945.708,819428.530
1377,840902.413,819354.050
1378,840907.776,819367.725
1379,840890.072,819336.240
1380,840898.867,819345.006
1381,840936.353,819424.392
1382,840928.808,819415.123
1383,840924.588,819406.854
1384,840931.412,819419.476
1385,840914.624,819385.187
1386,840911.253,819376.592
1387,840921.808,819401.406
1388,840917.402,819392.271
1389,840904.247,819358.726
1390,840951.787,819428.951
1391,840896.991,819340.306
1392,840919.533,819396.950
1393,840940.919,819427.034
1394,841252.320,819213.350
1395,841265.681,819224.839
1396,841286.886,819266.329
1397,841301.991,819271.521
1398,841281.077,819253.624
1399,841260.497,819220.336
1400,841270.534,819231.080
1401,841272.960,819236.162
1402,841246.976,819208.916
1403,841275.115,819240.679
1404,841294.311,819271.336
1405,841283.189,819258.449
1406,841277.568,819245.977
1407,841308.365,819271.530
1408,841242.845,819205.679
1409,841256.715,819217.051
1410,841343.090,819194.200
1411,841351.301,819206.081
1412,841360.773,819212.343
1413,841365.989,819214.984
1414,841346.012,819200.431
1415,841355.848,819209.562
1416,841214.800,819309.757
1417,841195.724,819268.071
1418,841204.756,819287.809
1419,841216.929,819314.410
1420,841211.324,819302.161
1421,841200.309,819278.091
1422,841198.172,819273.421
1423,841208.773,819296.586
1424,841202.568,819283.026
1425,841328.154,819168.614
1426,841315.484,819157.266
1427,841338.202,819182.497
1428,841291.774,819136.739
1429,841306.361,819149.245
1430,841299.169,819143.029
1431,841340.993,819189.602
1432,841322.617,819163.655
1433,841311.569,819153.766
1434,841334.334,819175.251
1435,841286.452,819132.212
1436,840149.386,819712.033
1437,840144.870,819716.452
1438,841193.644,818639.443
1439,841172.361,818610.489
1440,841185.890,818633.103
1441,841175.009,818624.169
1442,841180.295,818628.509
1443,841173.391,818618.267
1444,841189.762,818636.280
1445,840297.153,819450.641
1446,840302.752,819455.868
1447,841346.078,819189.390
1448,841354.833,819187.562
1449,840974.490,818887.552
1450,840982.208,818881.122
1451,840950.510,818892.375
1452,840962.921,818891.733
1453,840968.541,818890.145
1454,840955.673,818892.859
1455,840978.438,818884.473
1456,840925.859,818876.273
1457,840937.756,818888.886
1458,840932.633,818884.830
1459,840943.727,818890.817
1460,840929.228,818881.057
1461,840920.491,818859.669
1462,840920.714,818853.802
1463,840922.795,818871.181
1464,840920.874,818864.841
1465,841237.956,819078.421
1466,841232.590,819086.403
1467,840938.915,818705.277
1468,840948.754,818726.546
1469,840970.055,818705.138
1470,840949.134,818700.132
1471,840957.314,818732.204
1472,840983.219,818706.058
1473,840936.765,818712.167
1474,840939.280,818718.477
1475,840959.351,818702.577
1476,840975.330,818706.400
1477,840962.813,818735.839
1478,840943.600,818701.254
1479,840943.432,818723.028
1480,840965.168,818703.969
1481,840953.114,818729.428
1482,840954.015,818701.300
1483,841639.129,819049.493
1484,841628.297,819057.066
1485,841660.420,819034.607
1486,841624.108,819059.995
1487,841644.658,819045.628
1488,841652.306,819040.280
1489,841634.661,819052.617
1490,841618.915,819063.625
1491,841614.730,819066.551
1492,840744.942,819280.704
1493,840751.770,819286.935
1494,840651.121,819340.391
1495,840660.839,819349.822
1496,840656.495,819345.607
1497,840167.757,819752.887
1498,840177.620,819763.127
1499,840166.635,819747.202
1500,840173.950,819759.479
1501,840182.196,819767.677
1502,840198.296,819756.845
1503,840243.140,819714.154
1504,840354.823,819588.397
1505,840343.582,819616.652
1506,840321.488,819557.147
1507,840209.438,819746.238
1508,840330.902,819629.003
1509,840278.118,819680.414
1510,840345.129,819578.485
1511,840185.722,819768.815
1512,840190.960,819763.829
1513,840333.491,819567.496
1514,840285.481,819673.243
1515,840296.758,819662.258
1516,840221.946,819734.331
1517,840236.869,819720.125
1518,840314.744,819644.740
1519,840357.176,819595.991
1520,840338.395,819572.156
1521,840255.658,819702.238
1522,840205.251,819750.225
1523,840300.989,819658.138
1524,840260.817,819697.264
1525,840273.890,819684.532
1526,840229.369,819727.265
1527,840270.243,819688.084
1528,840355.533,819604.360
1529,840309.094,819650.244
1530,840338.705,819621.403
1531,840233.155,819723.660
1532,840327.638,819561.877
1533,840321.597,819638.066
1534,840249.291,819708.299
1535,840266.179,819692.042
1536,840349.102,819582.219
1537,840217.327,819738.728
1538,840213.244,819742.615
1539,840305.091,819654.142
1540,840327.239,819632.570
1541,840351.814,819608.635
1542,840292.492,819666.414
1543,840334.786,819625.219
1544,840194.635,819760.331
1545,840225.686,819730.771
1546,840281.729,819676.897
1547,840348.114,819612.238
1548,841595.120,819080.261
1549,841575.691,819093.845
1550,841612.028,819068.440
1551,841589.432,819084.238
1552,841540.124,819118.711
1553,841568.718,819098.720
1554,841603.022,819074.737
1555,841556.104,819107.539
1556,841581.114,819090.053
1557,841561.374,819103.854
1558,841548.572,819112.804
1559,841607.288,819071.754
1560,841544.334,819115.768
1561,841585.224,819087.180
1562,840395.952,819588.432
1563,840373.544,819564.789
1564,840363.845,819554.857
1565,840388.456,819580.523
1566,840401.824,819594.492
1567,840431.706,819625.097
1568,840423.058,819615.615
1569,840381.154,819572.818
1570,840408.158,819600.787
1571,840384.851,819576.720
1572,840377.627,819569.097
1573,840414.716,819607.305
1574,840427.003,819619.546
1575,840369.792,819560.896
1576,840434.265,819629.554
1577,840418.581,819611.153
1578,840392.330,819584.611
1579,840360.126,819551.080
1580,840380.811,819510.168
1581,840364.203,819510.890
1582,840386.999,819509.022
1583,840369.208,819510.971
1584,840374.402,819511.056
1585,840350.412,819541.216
1586,840343.161,819533.853
1587,840356.907,819547.811
1588,840346.874,819537.624
1589,840359.718,819530.913
1590,840368.634,819522.113
1591,840358.214,819537.771
1592,840373.993,819518.557
1593,840386.756,819509.655
1594,840364.672,819526.024
1595,840359.291,819548.656
1596,840378.927,819515.672
1597,840358.625,819542.789
1598,840084.328,819651.401
1599,840157.279,819580.900
1600,840121.425,819616.773
1601,840104.062,819632.562
1602,840137.949,819600.241
1603,840111.551,819625.803
1604,840093.276,819642.608
1605,840146.689,819591.496
1606,840126.055,819612.141
1607,840131.513,819606.680
1608,840164.536,819573.639
1609,840152.128,819586.054
1610,840088.637,819647.166
1611,840116.724,819621.135
1612,840142.814,819595.373
1613,840099.958,819636.266
1614,840160.866,819577.312
1615,840107.809,819629.180
1616,840272.060,819469.253
1617,840251.730,819488.900
1618,840287.528,819454.143
1619,840257.091,819483.719
1620,840261.355,819479.598
1621,840293.176,819448.170
1622,840279.432,819462.128
1623,840246.712,819493.749
1624,840237.836,819502.327
1625,840242.239,819498.073
1626,840266.394,819474.728
1627,840283.684,819458.018
1628,840275.799,819465.639
1629,840222.641,819517.012
1630,840173.442,819564.728
1631,840201.515,819537.429
1632,840229.027,819510.841
1633,840186.510,819551.931
1634,840209.909,819529.318
1635,840196.907,819541.883
1636,840181.535,819556.739
1637,840205.992,819533.103
1638,840216.978,819522.486
1639,840192.441,819546.199
1640,840169.146,819569.026
1641,840234.442,819505.608
1642,840177.743,819560.425
1643,840566.042,819192.095
1644,840556.084,819184.427
1645,840588.668,819209.516
1646,840616.144,819232.660
1647,840550.246,819179.932
1648,840572.847,819197.334
1649,840631.804,819241.458
1650,840562.016,819188.994
1651,840599.860,819218.133
1652,840622.671,819238.577
1653,840611.200,819228.178
1654,840580.031,819202.865
1655,840595.757,819214.974
1656,840604.755,819222.335
1657,840584.619,819206.398
1658,840945.493,819309.545
1659,840223.556,819493.552
1660,840177.386,819525.599
1661,840165.117,819539.087
1662,840229.823,819498.654
1663,840165.363,819571.324
1664,840172.994,819530.339
1665,840193.429,819508.372
1666,840154.855,819550.483
1667,840213.911,819487.509
1668,840153.127,819559.502
1669,840157.510,819563.737
1670,840159.702,819545.100
1671,840204.250,819496.751
1672,840186.529,819515.781
1673,840234.719,819502.641
1674,840198.787,819502.619
1675,840180.891,819521.836
1676,840161.656,819567.743
1677,840169.389,819534.343
1678,840208.582,819492.100
1679,840150.706,819555.090
1680,840218.560,819489.484
1681,840189.973,819512.083
1682,841099.877,819255.321
1683,841096.476,819251.481
1684,841102.444,819260.465
1685,841105.774,819267.713
1686,840859.179,819052.247
1687,840919.478,819099.096
1688,840881.186,819070.230
1689,840904.341,819089.152
1690,840889.421,819076.960
1691,840876.806,819066.651
1692,840865.282,819057.234
1693,840843.745,819039.636
1694,840911.272,819094.010
1695,840839.240,819035.955
1696,840848.906,819043.853
1697,840834.003,819031.675
1698,840869.324,819060.538
1699,840896.831,819083.015
1700,840826.471,819025.520
1701,840854.534,819048.452
1702,840885.224,819073.531
1703,841058.183,819215.986
1704,841037.125,819195.697
1705,840929.426,819106.688
1706,840989.868,819156.843
1707,840925.482,819103.447
1708,841063.199,819220.279
1709,841088.387,819242.765
1710,841005.140,819169.400
1711,840943.744,819118.459
1712,840983.052,819151.173
1713,840936.194,819112.251
1714,841015.927,819178.269
1715,840969.284,819139.714
1716,841095.020,819250.105
1717,841048.420,819207.629
1718,841081.853,819236.247
1719,841077.815,819232.791
1720,841071.968,819227.785
1721,840978.560,819147.435
1722,840998.702,819164.106
1723,841042.302,819202.392
1724,841052.718,819211.308
1725,840950.653,819124.209
1726,841028.804,819188.856
1727,840962.730,819134.260
1728,840957.097,819129.572
1729,841024.881,819185.630
1730,841011.197,819174.380
1731,841068.045,819224.428
1732,841032.950,819192.264
1733,840993.936,819160.188
1734,841020.266,819181.836
1735,840974.628,819144.162
1736,840790.911,818995.703
1737,840795.108,818999.232
1738,840785.521,818991.171
1739,840764.387,818973.402
1740,840802.835,819005.729
1741,840814.556,819015.584
1742,840770.697,818978.707
1743,840819.368,819019.629
1744,840750.636,818961.720
1745,840756.410,818966.654
1746,840809.840,819011.618
1747,840775.726,818982.935
1748,840798.956,819002.467
1749,840760.488,818970.124
1750,840781.506,818987.795
1751,841050.158,818749.872
1752,841028.884,818772.581
1753,841064.617,818732.615
1754,841036.495,818764.219
1755,841045.423,818754.844
1756,841055.195,818744.148
1757,841058.738,818739.811
1758,841040.837,818759.659
1759,841032.902,818767.991
1760,841076.848,818717.645
1761,841071.222,818724.531
1762,841082.359,818710.994
1763,841088.966,818703.189
1764,841067.019,818729.676
1765,841085.726,818707.016
1766,840792.743,819376.348
1767,840784.655,819380.667
1768,841021.312,818643.909
1769,841008.809,818633.546
1770,840991.160,818618.980
1771,841043.462,818662.451
1772,840973.770,818604.816
1773,841057.994,818674.660
1774,841075.103,818689.244
1775,841029.163,818650.437
1776,840980.426,818610.274
1777,841001.349,818627.363
1778,841080.564,818693.952
1779,841014.949,818638.635
1780,841062.096,818678.107
1781,841050.302,818668.198
1782,840987.198,818615.767
1783,841033.347,818653.953
1784,840996.273,818623.155
1785,841037.757,818657.657
1786,841069.723,818684.606
1787,841084.415,818697.273
1788,841025.201,818647.133
1789,840793.989,819375.833
1790,840805.693,819370.993
1791,840810.858,819368.857
1792,840826.024,819362.586
1793,840817.742,819366.010
1794,840830.682,819360.659
1795,840798.978,819373.769
1796,841466.302,818913.573
1797,841462.685,818917.824
1798,841455.801,818925.915
1799,841469.913,818909.329
1800,841459.374,818921.716
1801,841375.661,819022.927
1802,841399.616,818994.066
1803,841346.779,819057.575
1804,841350.036,819053.668
1805,841317.049,819093.911
1806,841391.212,819004.265
1807,841367.116,819033.178
1808,841424.447,818963.929
1809,841444.580,818939.494
1810,841420.898,818968.236
1811,841313.335,819098.558
1812,841386.577,819009.832
1813,841326.161,819082.506
1814,841340.432,819065.189
1815,841403.991,818988.756
1816,841359.258,819042.605
1817,841321.537,819088.293
1818,841441.228,818943.563
1819,841432.234,818954.479
1820,841335.915,819070.608
1821,841354.268,819048.591
1822,841332.223,819075.036
1823,841408.115,818983.750
1824,841428.716,818958.748
1825,841436.387,818949.439
1826,841371.893,819027.447
1827,841447.883,818935.486
1828,841363.170,819037.912
1829,841412.262,818978.718
1830,841381.247,819016.225
1831,841417.154,818972.780
1832,841453.507,818928.660
1833,841395.697,818998.823
1834,841292.705,819124.378
1835,841311.505,819100.850
1836,841297.711,819118.113
1837,841288.804,819129.261
1838,841301.567,819113.287
1839,841304.997,819108.994
1840,841308.299,819104.862
1841,841317.715,819104.006
1842,841312.389,819099.938
1843,840663.822,819353.585
1844,840658.688,819358.482
1845,840679.340,819338.782
1846,840671.633,819346.134
1847,840667.765,819349.824
1848,840675.564,819342.384
1849,840683.762,819337.805
1850,840688.364,819342.339
1851,841130.578,818660.194
1852,841205.688,818719.008
1853,841159.315,818680.210
1854,841220.248,818731.190
1855,841224.360,818734.630
1856,841176.133,818694.281
1857,841167.196,818686.804
1858,841146.614,818670.370
1859,841200.947,818715.041
1860,841196.088,818710.976
1861,841183.731,818700.638
1862,841163.242,818683.495
1863,841211.644,818723.991
1864,841188.920,818704.979
1865,841142.500,818667.398
1866,841150.899,818673.466
1867,841135.539,818662.950
1868,841171.769,818690.630
1869,841215.942,818727.588
1870,841155.368,818676.908
1871,841372.310,818855.439
1872,841395.400,818871.621
1873,841337.156,818827.138
1874,841419.050,818886.218
1875,841411.500,818881.743
1876,841426.568,818890.156
1877,841400.473,818874.810
1878,841354.740,818841.294
1879,841349.102,818836.755
1880,841362.559,818847.589
1881,841344.014,818832.659
1882,841438.689,818896.919
1883,841384.888,818865.012
1884,841378.147,818860.139
1885,841332.938,818823.742
1886,841406.018,818878.296
1887,841432.750,818893.524
1888,841367.942,818851.923
1889,841389.801,818868.101
1890,841358.643,818844.436
1891,841465.497,818907.477
1892,841456.860,818903.792
1893,841443.048,818899.155
1894,841450.940,818900.342
1895,841445.238,818905.300
1896,841449.478,818910.141
1897,841443.039,818900.194
1898,841454.047,818921.394
1899,841452.716,818916.252
1900,841454.752,818926.853
1901,841230.819,818739.949
1902,841286.347,818785.542
1903,841292.455,818790.556
1904,841266.764,818769.463
1905,841245.785,818752.238
1906,841309.169,818804.280
1907,841323.189,818815.791
1908,841276.823,818777.722
1909,841328.303,818819.990
1910,841261.916,818765.482
1911,841250.251,818755.904
1912,841281.409,818781.487
1913,841301.970,818798.369
1914,841297.932,818795.054
1915,841254.500,818759.393
1916,841318.950,818812.311
1917,841239.862,818747.375
1918,841272.645,818774.292
1919,841314.294,818808.488
1920,841225.955,818735.955
1921,841235.650,818743.916
1922,841251.043,818914.448
1923,841192.196,818984.486
1924,841307.182,818847.633
1925,841218.412,818953.284
1926,841259.080,818904.883
1927,841290.149,818867.905
1928,841268.464,818893.714
1929,841327.540,818823.404
1930,841169.065,819012.015
1931,841222.084,818948.915
1932,841200.597,818974.487
1933,841195.556,818980.487
1934,841318.431,818834.245
1935,841275.128,818885.783
1936,841264.261,818898.717
1937,841282.123,818877.458
1938,841180.342,818998.594
1939,841204.203,818970.195
1940,841186.813,818990.892
1941,841157.587,819025.677
1942,841209.490,818963.903
1943,841164.420,819017.544
1944,841213.527,818959.099
1945,841228.716,818941.021
1946,841278.456,818881.822
1947,841312.224,818841.633
1948,841295.104,818862.009
1949,841237.216,818930.905
1950,841323.027,818828.775
1951,841173.665,819006.541
1952,841247.819,818918.286
1953,841241.246,818926.108
1954,841286.657,818872.061
1955,841300.508,818855.576
1956,841255.032,818909.700
1957,841244.520,818922.212
1958,841233.003,818935.919
1959,841271.685,818889.881
1960,841160.997,819021.618
1961,841303.833,818851.619
1962,840860.315,818860.471
1963,840850.095,818873.682
1964,840855.979,818866.075
1965,840866.956,818851.886
1966,840827.343,818903.092
1967,840879.984,818835.046
1968,840847.007,818877.673
1969,840875.264,818841.147
1970,840836.451,818891.318
1971,840831.669,818897.499
1972,840872.087,818845.254
1973,840841.031,818885.398
1974,840823.983,818907.434
1975,840863.539,818856.302
1976,840782.109,818876.140
1977,840803.946,818892.829
1978,840817.738,818903.582
1979,840809.057,818896.813
1980,840822.817,818907.541
1981,840786.872,818879.518
1982,840813.322,818900.138
1983,840796.332,818886.893
1984,840776.150,818873.887
1985,840791.718,818883.296
1986,840833.591,818916.229
1987,840823.516,818908.087
1988,840829.023,818912.538
1989,840871.666,818947.003
1990,840847.540,818927.504
1991,840843.521,818924.255
1992,840854.739,818933.322
1993,840835.353,818917.653
1994,840875.705,818950.267
1995,840866.895,818943.147
1996,840862.662,818939.725
1997,840839.622,818921.104
1998,840858.630,818936.466
1999,840839.512,818909.305
2000,840835.700,818913.876
2001,841220.511,818739.965
2002,841201.655,818762.244
2003,841214.371,818745.595
2004,841196.712,818768.450
2005,841207.003,818755.026
2006,841224.425,818736.365
2007,841210.776,818749.935
2008,841069.395,818921.058
2009,841065.521,818925.600
2010,841053.125,818940.134
2011,841073.099,818916.720
2012,841059.107,818933.121
2013,841077.089,818912.049
2014,841080.351,818908.230
2015,840910.653,819112.405
2016,840920.020,819103.187
2017,840881.795,819140.803
2018,840890.185,819132.546
2019,840873.781,819148.689
2020,840905.158,819117.812
2021,840915.655,819107.482
2022,840898.451,819124.412
2023,840894.299,819128.498
2024,840885.714,819136.947
2025,840878.207,819144.334
2026,840804.730,819216.632
2027,840790.146,819230.978
2028,840823.962,819197.713
2029,840757.183,819263.405
2030,840794.063,819227.125
2031,840872.012,819150.431
2032,840856.660,819165.537
2033,840817.265,819204.301
2034,840846.193,819175.838
2035,840812.018,819209.463
2036,840746.123,819274.285
2037,840838.056,819183.845
2038,840785.864,819235.191
2039,840780.136,819240.825
2040,840829.158,819192.601
2041,840752.339,819268.171
2042,840770.367,819250.435
2043,840761.614,819259.046
2044,840863.934,819158.379
2045,840797.725,819223.523
2046,840766.139,819254.594
2047,840774.363,819246.504
2048,840842.526,819179.447
2049,840833.725,819188.107
2050,840851.889,819170.232
2051,840742.228,819278.116
2052,840867.535,819154.835
2053,840808.384,819213.038
2054,840860.345,819161.911
2055,840613.177,819400.233
2056,840619.565,819395.593
2057,840590.204,819420.950
2058,840594.731,819416.644
2059,840601.186,819410.705
2060,840605.154,819407.128
2061,840609.088,819403.552
2062,840586.955,819425.312
2063,840578.728,819434.167
2064,840586.095,819426.244
2065,840546.438,819467.855
2066,840515.248,819500.166
2067,840504.360,819514.738
2068,840561.210,819452.552
2069,840522.107,819493.060
2070,840570.584,819442.842
2071,840537.239,819477.384
2072,840556.515,819457.416
2073,840550.704,819463.436
2074,840533.052,819481.722
2075,840567.005,819446.549
2076,840507.876,819509.384
2077,840528.765,819486.163
2078,840574.946,819438.234
2079,840541.084,819473.401
2080,840582.643,819429.956
2081,840511.231,819504.609
2082,840997.217,819009.245
2083,841039.051,818957.492
2084,841033.441,818964.431
2085,841026.462,818973.065
2086,841011.769,818991.242
2087,841045.407,818949.628
2088,840936.067,819084.781
2089,840986.868,819022.046
2090,840977.328,819033.848
2091,840946.892,819071.501
2092,840993.563,819013.764
2093,841000.861,819004.736
2094,841022.609,818977.831
2095,840952.361,819064.734
2096,840942.530,819076.897
2097,841007.113,818997.002
2098,841018.700,818982.668
2099,841015.500,818986.627
2100,840965.851,819048.046
2101,840959.767,819055.573
2102,840939.328,819080.858
2103,841030.245,818968.385
2104,840928.515,819093.654
2105,840973.265,819038.874
2106,840924.941,819097.852
2107,840970.061,819042.838
2108,841050.090,818943.836
2109,840956.094,819060.117
2110,840981.212,819029.043
2111,840932.564,819088.897
2112,840990.068,819018.088
2113,841042.233,818953.556
2114,840726.183,819293.900
2115,840739.081,819281.212
2116,840733.240,819286.958
2117,840714.264,819305.077
2118,840722.392,819297.630
2119,840718.614,819301.138
2120,840682.570,819335.701
2121,840691.032,819327.630
2122,840702.451,819316.482
2123,840694.764,819324.070
2124,840709.658,819309.337
2125,840687.111,819331.370
2126,840698.472,819320.427
2127,840706.027,819312.936
2128,841093.108,819251.137
2129,841026.597,819280.234
2130,840994.003,819293.392
2131,841035.237,819276.629
2132,841004.170,819289.288
2133,840978.581,819299.618
2134,841062.341,819265.013
2135,841076.182,819259.081
2136,841012.597,819285.886
2137,840999.007,819291.372
2138,840964.074,819305.500
2139,841071.001,819261.302
2140,840949.379,819311.576
2141,841052.711,819269.140
2142,841041.862,819273.790
2143,840958.464,819307.820
2144,841087.813,819253.892
2145,841017.718,819283.818
2146,841057.373,819267.142
2147,840983.255,819297.731
2148,840972.877,819301.921
2149,841047.145,819271.525
2150,841082.879,819256.211
2151,840988.833,819295.480
2152,840844.766,819354.836
2153,840851.441,819352.075
2154,840833.418,819359.528
2155,840839.768,819356.902
2156,840860.446,819348.352
2157,840880.798,819339.936
2158,840873.272,819343.048
2159,840888.819,819336.619
2160,840854.838,819350.671
2161,840865.914,819346.091
2162,840900.183,819331.920
2163,840906.824,819329.173
2164,840891.446,819335.532
2165,841150.693,819184.569
2166,841130.572,819208.605
2167,841160.831,819172.458
2168,841126.932,819212.954
2169,841134.232,819204.234
2170,841103.358,819241.565
2171,841171.297,819159.955
2172,841121.965,819218.887
2173,841147.415,819188.485
2174,841155.011,819179.410
2175,841165.212,819167.224
2176,841112.451,819230.446
2177,841096.110,819249.282
2178,841144.079,819192.469
2179,841109.244,819234.367
2180,841118.172,819223.450
2181,841140.115,819197.205
2182,841099.903,819245.790
2183,840743.157,819340.056
2184,840767.713,819362.771
2185,840733.694,819331.303
2186,840722.816,819320.622
2187,840715.718,819313.424
2188,840755.043,819351.051
2189,840781.517,819377.974
2190,840762.072,819357.552
2191,840772.434,819367.137
2192,840727.035,819324.902
2193,840738.926,819336.143
2194,840747.713,819344.270
2195,840776.333,819370.744
2196,840711.135,819308.774
2197,840719.300,819317.057
2198,840650.863,819262.322
2199,840645.469,819259.557
2200,840656.927,819265.985
2201,840691.583,819294.290
2202,840671.220,819277.141
2203,840637.448,819257.940
2204,840703.658,819303.634
2205,840699.489,819300.854
2206,840664.511,819271.791
2207,840680.386,819284.860
2208,840675.877,819281.063
2209,840687.055,819290.477
2210,840707.823,819306.411
2211,840695.529,819297.614
2212,841214.740,819108.058
2213,841223.380,819097.736
2214,841178.036,819151.905
2215,841187.460,819140.647
2216,841181.474,819147.798
2217,841191.964,819135.266
2218,841229.940,819089.899
2219,841202.711,819122.427
2220,841209.484,819114.336
2221,841220.016,819101.755
2222,841196.977,819129.278
2223,841173.889,819156.858
2224,841226.591,819093.900
2225,841206.201,819118.259
2226,841166.511,819153.368
