distance,kmb1,mtr1,hr,income
0.000000000000000,5.612426280975342,9.958564758300781,,36430.000
1.000000000000000,5.633095741271974,9.984346389770508,,36430.000
2.000000000000000,5.633095741271974,10.032913208007812,,36430.000
3.000000000000000,5.653185367584230,10.058434486389160,,36430.000
4.000000000000000,5.657307147979736,10.106446266174316,,36430.000
5.000000000000000,5.676264762878418,10.154049873352051,,36430.000
6.000000000000000,5.679475784301758,10.179134368896484,,36430.000
7.000000000000000,5.697281360626222,10.201233863830566,,36430.000
8.000000000000000,5.697281360626222,10.226155281066895,,36430.000
9.000000000000000,5.714460849761964,10.272753715515137,,36430.000
10.000000000000000,5.716225147247314,10.297379493713377,,36430.000
11.000000000000000,5.732227325439454,10.343377113342285,,36430.000
12.000000000000000,5.733089923858644,10.367697715759277,,39145.000
13.000000000000000,5.747907161712646,10.388936042785645,,39145.000
14.000000000000000,5.762277603149414,10.413080215454102,,39145.000
15.000000000000000,5.762066364288330,10.458013534545898,,39145.000
16.000000000000000,5.775561809539796,10.502498626708984,,39145.000
17.000000000000000,5.774465560913086,10.526141166687012,,39145.000
18.000000000000000,5.786759853363038,10.569978713989258,,39145.000
19.000000000000000,5.784791469573976,10.569978713989258,,39145.000
20.000000000000000,5.795887947082520,10.613353729248047,,39145.000
21.000000000000000,5.795887947082520,10.636469841003418,,39145.000
22.000000000000000,5.806381702423096,10.679180145263672,,39145.000
23.000000000000000,5.803062438964844,10.701948165893555,,39145.000
24.000000000000000,5.812633037567140,10.743981361389160,,31000.000
25.000000000000000,5.821914196014404,10.743981361389160,,31000.000
26.000000000000000,5.817184925079346,10.785532951354980,,31000.000
27.000000000000000,5.830669879913330,10.826596260070801,,31000.000
28.000000000000000,5.825245380401612,10.848597526550291,,31000.000
29.000000000000000,5.832831859588624,10.888958930969238,,31000.000
30.000000000000000,5.826279640197754,10.910586357116699,,31000.000
31.000000000000000,5.832880020141602,10.928819656372070,,31000.000
32.000000000000000,5.825254917144776,10.950234413146973,,31000.000
33.000000000000000,5.839489936828614,10.989375114440918,,31000.000
34.000000000000000,5.831233501434326,11.010404586791992,,31000.000
35.000000000000000,5.837411403656006,11.048816680908203,,31000.000
36.000000000000000,5.843892097473146,11.069456100463867,,31000.000
37.000000000000000,5.834016799926758,11.086710929870605,,31000.000
38.000000000000000,5.840318679809570,11.124085426330566,,31000.000
39.000000000000000,5.840318679809570,11.144271850585938,,31000.000
40.000000000000000,5.846986770629884,11.180892944335938,,31000.000
41.000000000000000,5.835491657257080,11.200672149658203,,31000.000
42.000000000000000,5.841865062713624,11.236530303955078,,31000.000
43.000000000000000,5.829438209533692,11.255896568298340,,31000.000
44.000000000000000,5.835460662841798,11.271852493286133,,31000.000
45.000000000000000,5.835460662841798,11.290981292724609,,31000.000
46.000000000000000,5.841709136962892,11.325526237487791,,31000.000
47.000000000000000,5.848404407501222,11.359526634216309,,31000.000
48.000000000000000,5.834229469299316,11.377990722656250,,31000.000
49.000000000000000,5.841494560241700,11.411198616027832,,31000.000
50.000000000000000,5.827085018157960,11.411198616027832,,31000.000
51.000000000000000,5.849562168121338,11.443852424621582,,31000.000
52.000000000000000,5.834919929504396,11.461635589599609,,31000.000
53.000000000000000,5.843489646911622,11.493484497070312,,31000.000
54.000000000000000,5.828567504882812,11.510822296142578,,31000.000
55.000000000000000,5.837753295898438,11.541857719421387,,31000.000
56.000000000000000,5.822877407073976,11.541857719421387,,31000.000
57.000000000000000,5.832955360412598,11.572326660156250,,31000.000
58.000000000000000,5.858903408050538,11.602229118347168,,31000.000
59.000000000000000,5.843908309936524,11.618607521057127,,31000.000
60.000000000000000,5.855689525604248,11.647676467895508,,31000.000
61.000000000000000,5.840731143951416,11.663595199584959,,31000.000
62.000000000000000,5.853189945220948,11.676174163818359,,31000.000
63.000000000000000,5.838253498077394,11.691829681396484,,31000.000
64.000000000000000,5.866386413574220,11.719484329223633,,31000.000
65.000000000000000,5.851502418518066,11.734671592712402,,31000.000
66.000000000000000,5.865686416625978,11.761479377746582,,31000.000
67.000000000000000,5.851139545440674,11.776196479797363,,31000.000
