originid,destinationid,distance,duration
19,11,3313,2538
19,12,4108,3132
19,13,3523,2690
19,14,3016,2289
19,15,3071,2335
19,16,2382,1753
19,17,3671,2951
19,18,4108,3132
19,20,3354,2568
19,21,1218,883
19,22,2382,1753
19,23,3685,2741
19,24,632,418
19,25,2982,2256
19,26,3014,2318
19,27,2779,2058
19,28,3394,2598
19,29,2826,2246
19,30,2382,1753
19,31,2928,2217
19,32,2382,1753
19,33,3013,2232
19,34,2816,2216
19,35,3137,2345
19,36,2666,1987
19,37,3081,2282
19,38,3228,2413
19,39,2826,2246
19,40,2470,1818
19,41,3081,2282
19,42,3850,2972
19,43,2235,1666
19,44,2988,2261
19,45,2382,1753
19,46,4108,3132
19,47,2044,1614
19,48,2382,1753
19,49,4108,3132
19,51,1932,1432
19,52,2819,2089
19,53,4108,3132
19,54,3052,2305
19,55,2165,1598
19,56,2780,2180
19,57,2826,2246
19,58,3096,2381
19,59,2453,1805
19,60,2586,1916
19,61,2917,2203
19,62,2988,2261
19,63,3162,2414
19,64,3014,2318
19,65,1904,1412
19,66,2165,1598
19,67,1635,1239
19,68,3137,2345
19,69,2622,1942
19,70,3125,2367
19,71,4108,3132
19,72,3605,2776
19,73,3354,2568
19,74,2403,1765
19,75,4108,3132
19,76,2382,1753
19,77,3055,2346
19,78,2357,1746
19,79,2728,2159
19,80,4108,3132
19,81,1817,1416
19,82,3286,2452
19,83,1635,1239
19,84,3354,2568
19,86,901,629
20,1,2014,1631
20,2,1196,911
20,3,779,715
20,4,1323,969
20,5,1643,1328
20,6,982,882
20,7,871,684
20,8,771,659
20,9,1318,1180
20,10,1009,815
20,11,41,29
20,12,1435,1108
20,13,845,707
20,14,771,659
20,15,616,491
20,16,1009,815
20,17,279,354
20,18,1435,1108
20,19,3353,2700
20,21,3357,2626
20,22,1009,815
20,23,1330,984
20,24,2714,2120
20,25,713,606
20,26,340,244
20,27,1175,893
20,28,2,2
20,29,1270,1141
20,30,1009,815
20,31,805,680
20,32,1009,815
20,33,785,624
20,34,1321,1183
20,35,662,481
20,36,836,661
20,37,904,710
20,38,686,500
20,39,1270,1141
20,40,1215,968
20,41,904,710
20,42,1194,1036
20,43,1118,866
20,44,719,612
20,45,1009,815
20,46,1435,1108
20,47,2216,1845
20,48,1009,815
20,49,1435,1108
20,51,1563,1193
20,52,1158,882
20,53,1435,1108
20,54,605,511
20,55,1512,1152
20,56,1145,1004
20,57,1269,1140
20,58,967,856
20,59,1231,979
20,60,894,706
20,61,777,651
20,62,719,612
20,63,808,704
20,64,340,244
20,65,1720,1370
20,66,1512,1152
20,67,2018,1642
20,68,662,481
20,69,840,663
20,70,564,446
20,71,1435,1108
20,72,949,841
20,73,0,0
20,74,1176,940
20,75,1435,1108
20,76,1009,815
20,77,298,213
20,78,1092,847
20,79,1383,1235
20,80,1435,1108
20,81,2108,1743
20,82,763,552
20,83,2018,1642
20,84,0,0
20,86,2468,1940
21,1,1489,1173
21,2,3872,2998
21,3,3418,2705
21,4,3201,2449
21,5,4319,3415
21,6,3178,2529
21,7,2665,2052
21,8,3019,2369
21,9,2823,2298
21,10,2386,1832
21,11,3316,2617
21,12,4112,3212
21,13,3527,2770
21,14,3019,2369
21,15,3075,2415
21,16,2386,1832
21,17,3675,3030
21,18,4112,3212
21,19,1167,971
21,20,3357,2647
21,22,2386,1832
21,23,3689,2820
21,24,636,497
21,25,2986,2335
21,26,3018,2397
21,27,2783,2137
21,28,3398,2678
21,29,2830,2325
21,30,2386,1832
21,31,2932,2296
21,32,2386,1832
21,33,3017,2312
21,34,2820,2296
21,35,3141,2425
21,36,2670,2066
21,37,3085,2361
21,38,3232,2492
21,39,2830,2325
21,40,2474,1897
21,41,3085,2361
21,42,3854,3051
21,43,2239,1746
21,44,2992,2341
21,45,2386,1832
21,46,4112,3212
21,47,2048,1694
21,48,2386,1832
21,49,4112,3212
21,51,1936,1511
21,52,2823,2169
21,53,4112,3212
21,54,3056,2385
21,55,2169,1677
21,56,2784,2260
21,57,2830,2325
21,58,3100,2460
21,59,2457,1885
21,60,2590,1995
21,61,2921,2283
21,62,2992,2341
21,63,3166,2494
21,64,3018,2397
21,65,1908,1491
21,66,2169,1677
21,67,1639,1318
21,68,3141,2425
21,69,2626,2021
21,70,3129,2447
21,71,4112,3212
21,72,3609,2855
21,73,3357,2647
21,74,2407,1844
21,75,4112,3212
21,76,2386,1832
21,77,3059,2426
21,78,2361,1825
21,79,2732,2238
21,80,4112,3212
21,81,1820,1495
21,82,3289,2531
21,83,1639,1318
21,84,3357,2647
21,86,905,708
22,1,1043,820
22,2,1908,1535
22,3,1108,941
22,4,1547,1216
22,5,2355,1951
22,6,1033,905
22,7,749,600
22,8,710,606
22,9,1037,947
22,10,0,0
22,11,968,799
22,12,2147,1732
22,13,1217,1006
22,14,710,606
22,15,734,616
22,16,0,0
22,17,1326,1212
22,18,2147,1732
22,19,2382,1888
22,20,1009,829
22,21,2386,1815
22,23,2050,1593
22,24,1743,1308
22,25,676,572
22,26,669,579
22,27,1074,840
22,28,1050,860
22,29,985,907
22,30,0,0
22,31,622,533
22,32,0,0
22,33,1065,824
22,34,1037,949
22,35,1210,977
22,36,461,388
22,37,1185,910
22,38,1301,1045
22,39,985,907
22,40,354,303
22,41,1185,910
22,42,1545,1288
22,43,743,594
22,44,683,577
22,45,0,0
22,46,2147,1732
22,47,1419,1211
22,48,0,0
22,49,2147,1732
22,51,1189,921
22,52,1117,871
22,53,2147,1732
22,54,746,621
22,55,1138,880
22,56,962,857
22,57,985,907
22,58,942,825
22,59,338,290
22,60,632,514
22,61,612,520
22,62,683,577
22,63,857,730
22,64,669,579
22,65,711,556
22,66,1138,880
22,67,1009,827
22,68,1210,977
22,69,465,391
22,70,788,648
22,71,2147,1732
22,72,1300,1092
22,73,1009,829
22,74,204,156
22,75,2147,1732
22,76,0,0
22,77,710,607
22,78,717,574
22,79,978,906
22,80,2147,1732
22,81,1191,1012
22,82,1339,1067
22,83,1009,827
22,84,1009,829
22,86,1497,1128
23,1,2900,2283
23,2,829,651
23,3,1974,1629
23,4,914,668
23,5,1275,1067
23,6,2177,1796
23,7,1286,983
23,8,1967,1573
23,9,2514,2094
23,10,2050,1599
23,11,1340,1017
23,12,1068,864
23,13,2040,1621
23,14,1967,1573
23,15,1812,1405
23,16,2050,1599
23,17,1391,1205
23,18,1068,864
23,19,3741,2956
23,20,1330,1008
23,21,3745,2882
23,22,2050,1599
23,24,3100,2374
23,25,1908,1520
23,26,1373,1045
23,27,989,762
23,28,1328,1006
23,29,2465,2055
23,30,2050,1599
23,31,2000,1594
23,32,2050,1599
23,33,1123,844
23,34,2516,2097
23,35,928,703
23,36,1629,1208
23,37,1104,845
23,38,952,722
23,39,2465,2055
23,40,2410,1882
23,41,1104,845
23,42,2125,1769
23,43,2004,1518
23,44,1915,1526
23,45,2050,1599
23,46,1068,864
23,47,3298,2690
23,48,2050,1599
23,49,1068,864
23,51,1931,1482
23,52,929,717
23,53,1068,864
23,54,1800,1425
23,55,2096,1580
23,56,2340,1918
23,57,2465,2054
23,58,2163,1770
23,59,2426,1893
23,60,1403,1074
23,61,1972,1565
23,62,1915,1526
23,63,2004,1618
23,64,1373,1045
23,65,2761,2154
23,66,2096,1580
23,67,2888,2315
23,68,928,703
23,69,1570,1198
23,70,1759,1360
23,71,1068,864
23,72,2144,1755
23,73,1330,1008
23,74,2254,1751
23,75,1068,864
23,76,2050,1599
23,77,1332,1014
23,78,1805,1361
23,79,2578,2149
23,80,1068,864
23,81,3070,2492
23,82,766,584
23,83,2888,2315
23,84,1330,1008
23,86,3033,2343
24,1,846,670
24,2,3227,2494
24,3,2774,2201
24,4,2556,1945
24,5,3674,2911
24,6,2534,2026
24,7,2020,1548
24,8,2376,1866
24,9,2180,1795
24,10,1743,1329
24,11,2673,2114
24,12,3467,2708
24,13,2883,2267
24,14,2376,1866
24,15,2432,1912
24,16,1743,1329
24,17,3032,2527
24,18,3467,2708
24,19,632,574
24,20,2714,2144
24,21,636,501
24,22,1743,1329
24,23,3044,2316
24,25,2342,1832
24,26,2374,1894
24,27,2138,1634
24,28,2755,2175
24,29,2187,1822
24,30,1743,1329
24,31,2289,1793
24,32,1743,1329
24,33,2372,1808
24,34,2177,1793
24,35,2496,1921
24,36,2026,1563
24,37,2440,1857
24,38,2587,1988
24,39,2187,1822
24,40,1830,1394
24,41,2440,1857
24,42,3211,2548
24,43,1596,1243
24,44,2349,1838
24,45,1743,1329
24,46,3467,2708
24,47,1405,1191
24,48,1743,1329
24,49,3467,2708
24,51,1291,1007
24,52,2178,1665
24,53,3467,2708
24,54,2412,1882
24,55,1524,1173
24,56,2141,1757
24,57,2187,1822
24,58,2456,1957
24,59,1814,1382
24,60,1945,1492
24,61,2278,1780
24,62,2349,1838
24,63,2523,1991
24,64,2374,1894
24,65,1265,988
24,66,1524,1173
24,67,995,815
24,68,2496,1921
24,69,1981,1517
24,70,2485,1944
24,71,3467,2708
24,72,2966,2352
24,73,2714,2144
24,74,1763,1341
24,75,3467,2708
24,76,1743,1329
24,77,2416,1923
24,78,1716,1321
24,79,2089,1735
24,80,3467,2708
24,81,1177,992
24,82,2644,2027
24,83,995,815
24,84,2714,2144
24,86,261,205
25,1,1708,1302
25,2,1774,1361
25,3,428,365
25,4,1833,1362
25,5,2183,1764
25,6,349,327
25,7,1382,1077
25,8,111,93
25,9,668,624
25,10,676,581
25,11,672,510
25,12,1699,1369
25,13,593,473
25,14,111,93
25,15,388,278
25,16,676,581
25,17,1030,923
25,18,1699,1369
25,19,3047,2370
25,20,713,540
25,21,3051,2297
25,22,676,581
25,23,1908,1434
25,24,2408,1790
25,26,784,591
25,27,1686,1285
25,28,754,571
25,29,619,584
25,30,676,581
25,31,155,123
25,32,676,581
25,33,1296,1016
25,34,671,626
25,35,1240,929
25,36,1137,965
25,37,1415,1102
25,38,1264,948
25,39,619,584
25,40,578,449
25,41,1415,1102
25,42,921,754
25,43,1420,1171
25,44,7,6
25,45,676,581
25,46,1699,1369
25,47,1566,1289
25,48,676,581
25,49,1699,1369
25,51,1865,1498
25,52,1668,1275
25,53,1699,1369
25,54,201,139
25,55,1814,1457
25,56,495,447
25,57,619,584
25,58,333,304
25,59,594,460
25,60,1308,1091
25,61,144,110
25,62,7,6
25,63,176,154
25,64,784,591
25,65,1376,1038
25,66,1814,1457
25,67,1640,1305
25,68,1240,929
25,69,1141,968
25,70,413,303
25,71,1699,1369
25,72,675,558
25,73,713,540
25,74,613,489
25,75,1699,1369
25,76,676,581
25,77,743,560
25,78,1394,1151
25,79,733,678
25,80,1699,1369
25,81,1458,1187
25,82,1341,1000
25,83,1640,1305
25,84,713,540
25,86,2162,1610
26,1,1674,1389
26,2,1239,960
26,3,851,774
26,4,1296,953
26,5,1686,1376
26,6,1054,942
26,7,784,630
26,8,843,718
26,9,1390,1240
26,10,669,573
26,11,299,222
26,12,1478,1157
26,13,917,766
26,14,843,718
26,15,688,550
26,16,669,573
26,17,657,635
26,18,1478,1157
26,19,3014,2458
26,20,340,252
26,21,3018,2384
26,22,669,573
26,23,1373,1033
26,24,2374,1878
26,25,784,666
26,27,1109,871
26,28,381,282
26,29,1341,1200
26,30,669,573
26,31,877,739
26,32,669,573
26,33,758,607
26,34,1393,1242
26,35,706,528
26,36,496,419
26,37,878,693
26,38,730,547
26,39,1341,1200
26,40,1024,874
26,41,878,693
26,42,1266,1096
26,43,779,624
26,44,791,671
26,45,669,573
26,46,1478,1157
26,47,2088,1783
26,48,669,573
26,49,1478,1157
26,51,1224,951
26,52,1131,865
26,53,1478,1157
26,54,677,571
26,55,1173,910
26,56,1217,1063
26,57,1341,1200
26,58,1039,915
26,59,1007,861
26,60,667,545
26,61,848,711
26,62,791,671
26,63,880,763
26,64,0,0
26,65,1380,1128
26,66,1173,910
26,67,1679,1400
26,68,706,528
26,69,500,421
26,70,636,505
26,71,1478,1157
26,72,1021,900
26,73,340,252
26,74,873,725
26,75,1478,1157
26,76,669,573
26,77,41,28
26,78,752,605
26,79,1455,1294
26,80,1478,1157
26,81,1860,1585
26,82,806,599
26,83,1679,1400
26,84,340,252
26,86,2129,1698
27,1,1939,1545
27,2,1194,963
27,3,1752,1487
27,4,502,399
27,5,1640,1379
27,6,1955,1655
27,7,325,245
27,8,1784,1471
27,9,2108,1816
27,10,1074,869
27,11,1134,892
27,12,1433,1176
27,13,1818,1479
27,14,1784,1471
27,15,1590,1263
27,16,1074,869
27,17,1321,1168
27,18,1433,1176
27,19,2779,2213
27,20,1175,922
27,21,2783,2139
27,22,1074,869
27,23,989,768
27,24,2138,1631
27,25,1686,1379
27,26,1148,895
27,28,1216,953
27,29,2059,1776
27,30,1074,869
27,31,1697,1398
27,32,1074,869
27,33,369,281
27,34,2111,1818
27,35,597,465
27,36,756,568
27,37,322,238
27,38,688,533
27,39,2059,1776
27,40,1429,1170
27,41,322,238
27,42,2167,1809
27,43,1044,781
27,44,1692,1384
27,45,1074,869
27,46,1433,1176
27,47,2337,1953
27,48,1074,869
27,49,1433,1176
27,51,970,739
27,52,60,45
27,53,1433,1176
27,54,1578,1284
27,55,1134,837
27,56,2037,1722
27,57,2059,1776
27,58,1941,1628
27,59,1412,1157
27,60,449,339
27,61,1686,1384
27,62,1692,1384
27,63,1781,1476
27,64,1148,895
27,65,1785,1425
27,66,1134,837
27,67,1927,1577
27,68,597,465
27,69,609,461
27,70,1537,1218
27,71,1433,1176
27,72,1922,1613
27,73,1175,922
27,74,1278,1021
27,75,1433,1176
27,76,1074,869
27,77,1107,864
27,78,844,620
27,79,2052,1775
27,80,1433,1176
27,81,2109,1754
27,82,746,572
27,83,1927,1577
27,84,1175,922
27,86,2072,1600
28,1,2055,1660
28,2,1193,909
28,3,820,744
28,4,1363,998
28,5,1640,1326
28,6,1023,911
28,7,912,713
28,8,812,688
28,9,1359,1209
28,10,1050,844
28,11,82,58
28,12,1433,1107
28,13,886,736
28,14,812,688
28,15,657,520
28,16,1050,844
28,17,277,352
28,18,1433,1107
28,19,3394,2729
28,20,2,2
28,21,3398,2655
28,22,1050,844
28,23,1328,982
28,24,2755,2149
28,25,754,635
28,26,380,273
28,27,1216,922
28,29,1310,1169
28,30,1050,844
28,31,846,709
28,32,1050,844
28,33,826,653
28,34,1362,1212
28,35,660,479
28,36,877,690
28,37,945,739
28,38,684,498
28,39,1310,1169
28,40,1256,997
28,41,945,739
28,42,1235,1065
28,43,1159,895
28,44,760,641
28,45,1050,844
28,46,1433,1107
28,47,2257,1874
28,48,1050,844
28,49,1433,1107
28,51,1604,1222
28,52,1199,911
28,53,1433,1107
28,54,646,540
28,55,1553,1181
28,56,1186,1033
28,57,1310,1169
28,58,1008,885
28,59,1272,1008
28,60,935,735
28,61,817,680
28,62,760,641
28,63,849,733
28,64,380,273
28,65,1761,1399
28,66,1553,1181
28,67,2059,1671
28,68,660,479
28,69,881,692
28,70,605,475
28,71,1433,1107
28,72,990,870
28,73,2,2
28,74,1217,969
28,75,1433,1107
28,76,1050,844
28,77,339,242
28,78,1133,876
28,79,1424,1264
28,80,1433,1107
28,81,2149,1772
28,82,760,550
28,83,2059,1671
28,84,2,2
28,86,2509,1969
29,1,1503,1088
29,2,2331,1774
29,3,861,634
29,4,2390,1774
29,5,2727,2122
29,6,505,360
29,7,1737,1340
29,8,649,448
29,9,49,40
29,10,988,741
29,11,1229,923
29,12,2243,1727
29,13,1027,747
29,14,649,448
29,15,945,691
29,16,988,741
29,17,1587,1336
29,18,2243,1727
29,19,2843,2153
29,20,1270,953
29,21,2846,2079
29,22,988,741
29,23,2465,1847
29,24,2203,1573
29,25,619,461
29,26,1341,1004
29,27,2062,1581
29,28,1310,983
29,30,988,741
29,31,464,344
29,32,988,741
29,33,1853,1429
29,34,52,42
29,35,1797,1342
29,36,1449,1129
29,37,1972,1515
29,38,1821,1361
29,39,0,0
29,40,707,511
29,41,1972,1515
29,42,1355,1028
29,43,1732,1334
29,44,626,466
29,45,988,741
29,46,2243,1727
29,47,1134,860
29,48,988,741
29,49,2243,1727
29,51,2177,1662
29,52,2105,1612
29,53,2243,1727
29,54,750,549
29,55,2126,1621
29,56,125,113
29,57,0,0
29,58,427,297
29,59,724,522
29,60,1620,1255
29,61,495,364
29,62,626,466
29,63,586,406
29,64,1341,1004
29,65,1506,1100
29,66,2126,1621
29,67,1208,883
29,68,1797,1342
29,69,1453,1131
29,70,969,716
29,71,2243,1727
29,72,1110,832
29,73,1270,953
29,74,1023,788
29,75,2243,1727
29,76,988,741
29,77,1300,973
29,78,1706,1315
29,79,140,112
29,80,2243,1727
29,81,1026,759
29,82,1898,1413
29,83,1208,883
29,84,1270,953
29,86,1957,1393
30,1,1043,820
30,2,1908,1535
30,3,1108,941
30,4,1547,1216
30,5,2355,1951
30,6,1033,905
30,7,749,600
30,8,710,606
30,9,1037,947
30,10,0,0
30,11,968,799
30,12,2147,1732
30,13,1217,1006
30,14,710,606
30,15,734,616
30,16,0,0
30,17,1326,1212
30,18,2147,1732
30,19,2382,1888
30,20,1009,829
30,21,2386,1815
30,22,0,0
30,23,2050,1593
30,24,1743,1308
30,25,676,572
30,26,669,579
30,27,1074,840
30,28,1050,860
30,29,988,907
30,31,622,533
30,32,0,0
30,33,1065,824
30,34,1037,949
30,35,1210,977
30,36,461,388
30,37,1185,910
30,38,1301,1045
30,39,985,907
30,40,354,303
30,41,1185,910
30,42,1545,1288
30,43,743,594
30,44,683,577
30,45,0,0
30,46,2147,1732
30,47,1419,1211
30,48,0,0
30,49,2147,1732
30,51,1189,921
30,52,1117,871
30,53,2147,1732
30,54,746,621
30,55,1138,880
30,56,962,857
30,57,985,907
30,58,942,825
30,59,338,290
30,60,632,514
30,61,612,520
30,62,683,577
30,63,857,730
30,64,669,579
30,65,711,556
30,66,1138,880
30,67,1009,827
30,68,1210,977
30,69,465,391
30,70,788,648
30,71,2147,1732
30,72,1300,1092
30,73,1009,829
30,74,204,156
30,75,2147,1732
30,76,0,0
30,77,710,607
30,78,717,574
30,79,978,906
30,80,2147,1732
30,81,1191,1012
30,82,1339,1067
30,83,1009,827
30,84,1009,829
30,86,1497,1128
31,1,1654,1257
31,2,1866,1430
31,3,587,486
31,4,1926,1431
31,5,2298,1849
31,6,445,397
31,7,1372,1132
31,8,189,151
31,9,513,501
31,10,622,536
31,11,764,579
31,12,1814,1454
31,13,696,552
31,14,189,151
31,15,480,347
31,16,622,536
31,17,1123,992
31,18,1814,1454
31,19,2994,2326
31,20,805,609
31,21,2998,2252
31,22,622,536
31,23,2000,1503
31,24,2354,1745
31,25,155,117
31,26,877,661
31,27,1697,1372
31,28,846,640
31,29,464,461
31,30,622,536
31,32,622,536
31,33,1388,1086
31,34,516,503
31,35,1333,998
31,36,1083,920
31,37,1508,1171
31,38,1357,1017
31,39,464,461
31,40,524,404
31,41,1508,1171
31,42,1024,833
31,43,1366,1126
31,44,162,123
31,45,622,536
31,46,1814,1454
31,47,1411,1166
31,48,622,536
31,49,1814,1454
31,51,1811,1453
31,52,1761,1344
31,53,1814,1454
31,54,286,206
31,55,1760,1412
31,56,340,324
31,57,464,461
31,58,367,328
31,59,540,415
31,60,1255,1046
31,61,31,21
31,62,162,123
31,63,335,275
31,64,877,661
31,65,1322,993
31,66,1760,1412
31,67,1485,1182
31,68,1333,998
31,69,1088,923
31,70,505,373
31,71,1814,1454
31,72,779,637
31,73,805,609
31,74,559,444
31,75,1814,1454
31,76,622,536
31,77,835,629
31,78,1340,1106
31,79,578,555
31,80,1814,1454
31,81,1303,1064
31,82,1433,1069
31,83,1485,1182
31,84,805,609
31,86,2109,1565
32,1,1043,820
32,2,1908,1535
32,3,1108,941
32,4,1547,1216
32,5,2355,1951
32,6,1033,905
32,7,749,600
32,8,710,606
32,9,1037,947
32,10,0,0
32,11,968,799
32,12,2147,1732
32,13,1217,1006
32,14,710,606
32,15,734,616
32,16,0,0
32,17,1326,1212
32,18,2147,1732
32,19,2382,1888
32,20,1009,829
32,21,2386,1815
32,22,0,0
32,23,2050,1593
32,24,1743,1308
32,25,676,572
32,26,669,579
32,27,1074,840
32,28,1050,860
32,29,985,907
32,30,0,0
32,31,622,533
32,33,1065,824
32,34,1037,949
32,35,1210,977
32,36,461,388
32,37,1185,910
32,38,1301,1045
32,39,985,907
32,40,354,303
32,41,1185,910
32,42,1545,1288
32,43,743,594
32,44,683,577
32,45,0,0
32,46,2147,1732
32,47,1419,1211
32,48,0,0
32,49,2147,1732
32,51,1189,921
32,52,1117,871
32,53,2147,1732
32,54,746,621
32,55,1138,880
32,56,962,857
32,57,985,907
32,58,942,825
32,59,338,290
32,60,632,514
32,61,612,520
32,62,683,577
32,63,857,730
32,64,669,579
32,65,711,556
32,66,1138,880
32,67,1009,827
32,68,1210,977
32,69,465,391
32,70,788,648
32,71,2147,1732
32,72,1300,1092
32,73,1009,829
32,74,204,156
32,75,2147,1732
32,76,0,0
32,77,710,607
32,78,717,574
32,79,978,906
32,80,2147,1732
32,81,1191,1012
32,82,1339,1067
32,83,1009,827
32,84,1009,829
32,86,1497,1128
33,1,1930,1520
33,2,1035,835
33,3,1362,1210
33,4,730,560
33,5,1482,1252
33,6,1565,1377
33,7,369,274
33,8,1354,1154
33,9,1901,1675
33,10,1065,843
33,11,744,614
33,12,1274,1033
33,13,1428,1201
33,14,1354,1154
33,15,1199,986
33,16,1065,843
33,17,965,906
33,18,1274,1033
33,19,3013,2374
33,20,785,644
33,21,3017,2300
33,22,1065,843
33,23,1123,851
33,24,2372,1792
33,25,1296,1101
33,26,758,618
33,27,369,286
33,28,826,675
33,29,1853,1635
33,30,1065,843
33,31,1388,1174
33,32,1065,843
33,34,1904,1677
33,35,241,204
33,36,604,439
33,37,120,86
33,38,332,271
33,39,1853,1635
33,40,1420,1145
33,41,120,86
33,42,1777,1531
33,43,1034,755
33,44,1302,1107
33,45,1065,843
33,46,1274,1033
33,47,2328,1927
33,48,1065,843
33,49,1274,1033
33,51,1203,900
33,52,355,261
33,53,1274,1033
33,54,1188,1006
33,55,1429,1041
33,56,1728,1499
33,57,1852,1635
33,58,1550,1350
33,59,1403,1132
33,60,486,365
33,61,1360,1146
33,62,1302,1107
33,63,1391,1199
33,64,758,618
33,65,1776,1399
33,66,1429,1041
33,67,1918,1551
33,68,241,204
33,69,647,473
33,70,1147,941
33,71,1274,1033
33,72,1532,1335
33,73,785,644
33,74,1269,995
33,75,1274,1033
33,76,1065,843
33,77,717,586
33,78,870,644
33,79,1966,1730
33,80,1274,1033
33,81,2100,1729
33,82,390,310
33,83,1918,1551
33,84,785,644
33,86,2305,1760
34,1,1477,1051
34,2,2439,1812
34,3,845,618
34,4,2498,1813
34,5,2711,2106
34,6,488,343
34,7,1789,1373
34,8,633,431
34,9,3,2
34,10,1040,773
34,11,1337,961
34,12,2227,1710
34,13,1011,730
34,14,633,431
34,15,1053,730
34,16,1040,773
34,17,1695,1374
34,18,2227,1710
34,19,2816,2116
34,20,1378,991
34,21,2820,2043
34,22,1040,773
34,23,2573,1885
34,24,2177,1536
34,25,707,481
34,26,1449,1043
34,27,2114,1614
34,28,1419,1022
34,29,52,33
34,30,1040,773
34,31,516,376
34,32,1040,773
34,33,1961,1468
34,35,1905,1380
34,36,1501,1162
34,37,2080,1553
34,38,1929,1399
34,39,52,33
34,40,759,544
34,41,2080,1553
34,42,1338,1011
34,43,1783,1367
34,44,701,477
34,45,1040,773
34,46,2227,1710
34,47,1107,824
34,48,1040,773
34,49,2227,1710
34,51,2228,1694
34,52,2157,1645
34,53,2227,1710
34,54,802,582
34,55,2358,1720
34,56,176,146
34,57,52,33
34,58,410,280
34,59,775,555
34,60,1672,1288
34,61,547,397
34,62,701,477
34,63,570,389
34,64,1449,1043
34,65,1557,1133
34,66,2358,1720
34,67,1182,846
34,68,1905,1380
34,69,1505,1164
34,70,1078,755
34,71,2227,1710
34,72,1093,815
34,73,1378,991
34,74,1075,820
34,75,2227,1710
34,76,1040,773
34,77,1408,1011
34,78,1757,1347
34,79,88,70
34,80,2227,1710
34,81,1000,722
34,82,2006,1451
34,83,1182,846
34,84,1378,991
34,86,1931,1356
35,1,2073,1647
35,2,794,632
35,3,1306,1125
35,4,787,570
35,5,1241,1048
35,6,1510,1292
35,7,492,384
35,8,1299,1069
35,9,1846,1590
35,10,1210,988
35,11,673,514
35,12,1033,829
35,13,1373,1117
35,14,1299,1069
35,15,1144,901
35,16,1210,988
35,17,724,703
35,18,1033,829
35,19,3137,2485
35,20,662,506
35,21,3141,2411
35,22,1210,988
35,23,928,705
35,24,2496,1903
35,25,1240,1016
35,26,706,541
35,27,597,461
35,28,660,504
35,29,1797,1551
35,30,1210,988
35,31,1333,1090
35,32,1210,988
35,33,241,202
35,34,1849,1593
35,36,746,566
35,37,361,287
35,38,91,68
35,39,1797,1551
35,40,1564,1289
35,41,361,287
35,42,1722,1446
35,43,1177,882
35,44,1247,1022
35,45,1210,988
35,46,1033,829
35,47,2470,2054
35,48,1210,988
35,49,1033,829
35,51,1327,1011
35,52,580,451
35,53,1033,829
35,54,1133,921
35,55,1492,1110
35,56,1673,1414
35,57,1797,1550
35,58,1495,1266
35,59,1548,1277
35,60,610,476
35,61,1304,1061
35,62,1247,1022
35,63,1336,1114
35,64,706,541
35,65,1921,1544
35,66,1492,1110
35,67,2061,1678
35,68,0,0
35,69,777,600
35,70,1092,856
35,71,1033,829
35,72,1476,1251
35,73,662,506
35,74,1414,1140
35,75,1033,829
35,76,1210,988
35,77,664,510
35,78,993,755
35,79,1910,1645
35,80,1033,829
35,81,2242,1855
35,82,149,107
35,83,2061,1678
35,84,662,506
35,86,2429,1871
36,1,1326,1081
36,2,1540,1197
36,3,1347,1214
36,4,1230,931
36,5,1987,1613
36,6,1494,1305
36,7,432,315
36,8,1171,1006
36,9,1495,1351
36,10,461,404
36,11,795,661
36,12,1780,1394
36,13,1413,1205
36,14,1171,1006
36,15,1195,1017
36,16,461,404
36,17,1153,1074
36,18,1780,1394
36,19,2666,2150
36,20,836,691
36,21,2670,2076
36,22,461,404
36,23,1629,1213
36,24,2026,1570
36,25,1137,972
36,26,496,441
36,27,756,556
36,28,877,722
36,29,1446,1311
36,30,461,404
36,31,1083,933
36,32,461,404
36,33,604,436
36,34,1498,1353
36,35,746,565
36,37,724,522
36,38,838,633
36,39,1446,1311
36,40,815,705
36,41,724,522
36,42,1762,1535
36,43,430,316
36,44,1144,978
36,45,461,404
36,46,1780,1394
36,47,1724,1488
36,48,461,404
36,49,1780,1394
36,51,880,649
36,52,799,587
36,53,1780,1394
36,54,1207,1022
36,55,825,602
36,56,1423,1258
36,57,1446,1311
36,58,1403,1225
36,59,799,693
36,60,314,233
36,61,1073,920
36,62,1144,978
36,63,1318,1131
36,64,496,441
36,65,1172,960
36,66,825,602
36,67,1314,1112
36,68,746,565
36,69,147,110
36,70,1132,945
36,71,1780,1394
36,72,1517,1339
36,73,836,691
36,74,665,556
36,75,1780,1394
36,76,461,404
36,77,537,470
36,78,388,281
36,79,1439,1311
36,80,1780,1394
36,81,1496,1289
36,82,895,672
36,83,1314,1112
36,84,836,691
36,86,1781,1389
37,1,2050,1606
37,2,1155,921
37,3,1481,1295
37,4,616,479
37,5,1601,1337
37,6,1684,1463
37,7,488,359
37,8,1474,1240
37,9,2021,1761
37,10,1185,929
37,11,864,700
37,12,1394,1118
37,13,1548,1287
37,14,1474,1240
37,15,1319,1071
37,16,1185,929
37,17,1084,992
37,18,1394,1118
37,19,3081,2437
37,20,904,730
37,21,3085,2364
37,22,1185,929
37,23,1104,848
37,24,2440,1855
37,25,1415,1187
37,26,878,703
37,27,322,237
37,28,945,761
37,29,1972,1721
37,30,1185,929
37,31,1508,1260
37,32,1185,929
37,33,120,86
37,34,2024,1763
37,35,361,289
37,36,724,525
