,frame,length,turning_smoothed,turning
2090,2090,,-0.2804191368057508,-0.2790979982894411
2091,2091,,-0.3175874584218169,-0.314599754189421
2092,2092,,-0.3510957917142963,-0.3488700036825836
2093,2093,,-0.3810977785996249,-0.3836372372644295
2094,2094,,-0.408916556471035,-0.4016832411457989
2095,2095,,-0.43231508910367206,-0.4371158387125791
2096,2096,,-0.44992297660643704,-0.4528760327988361
2097,2097,,-0.46384579975532475,-0.4716277956413955
2098,2098,,-0.47469427597436464,-0.4708813787930019
2099,2099,,-0.48071403460550727,-0.4884023442716919
2100,2100,,-0.48344943951582786,-0.4884066994921858
2101,2101,,-0.4808152113213339,-0.4712810485182991
2102,2102,,-0.4753346851373474,-0.4712050054833322
2103,2103,,-0.4648766979851824,-0.4536479423141408
2104,2104,,-0.4509261163739587,-0.4533090916626179
2105,2105,,-0.4314801495246332,-0.4191529421968119
2106,2106,,-0.4078857314295083,-0.4196313921092112
2107,2107,,-0.38115306912477687,-0.3835853205389039
2108,2108,,-0.3509439600998797,-0.3494895417480731
2109,2109,,-0.3169768827597427,-0.3307152694110392
2110,2110,,-0.28037209535816043,-0.2956695131058899
2111,2111,,-0.24014960183629108,-0.2283616956316599
2112,2112,,-0.19795814988514682,-0.1921147640034129
2113,2113,,-0.1532877169226869,-0.1573705163387136
2114,2114,,-0.1073771717211786,-0.1054098930233516
2115,2115,,-0.05923674851879475,-0.0531414088449354
2116,2116,,-0.010517534279132046,0.0
2117,2117,,0.03753319266439055,0.0348291153845301
2118,2118,,0.08557963895601846,0.0847386746190995
2119,2119,,0.13220970504791846,0.1201613477623712
2120,2120,,0.17750294460427538,0.1746721990082397
2121,2121,,0.21958689344011578,0.2261266545633737
2122,2122,,0.2607300360706006,0.2610200677735079
2123,2123,,0.29886709246430004,0.2968160610731204
2124,2124,,0.3336092997281978,0.3315541618759381
2125,2125,,0.3654210305589771,0.3664491962638954
2126,2126,,0.3941869351412292,0.4000969375753488
2127,2127,,0.4179447671033749,0.4191198135409688
2128,2128,,0.437040741810677,0.4361478883429288
2129,2129,,0.4532774205459403,0.4533627916594785
2130,2130,,0.46564203095357304,0.4702736854115911
2131,2131,,0.4727025196407374,0.4708938589807033
2132,2132,,0.4744233857284792,0.4712310554910525
2133,2133,,0.47307117975810326,0.4708813787930019
2134,2134,,0.46642554326987784,0.4712375960770235
2135,2135,,0.45629688028567184,0.4532267964749524
2136,2136,,0.44170977903633735,0.4361908596667056
2137,2137,,0.42378701366083277,0.4194056639381379
2138,2138,,0.4010341447289111,0.4009846583846994
2139,2139,,0.37413845436766785,0.3827762345003187
2140,2140,,0.3443235093914945,0.3491677764767216
2141,2141,,0.3111958191118485,0.3117780835471941
2142,2142,,0.2745210432519594,0.280388210688452
2143,2143,,0.23580880187295283,0.2270624916016925
2144,2144,,0.19418484374057393,0.1901157413975056
2145,2145,,0.15076237608312446,0.157053616147191
2146,2146,,0.105242244039003,0.1048769387302338
2147,2147,,0.05864252818979143,0.0519976958241423
2148,2148,,0.012035908154608269,0.0196824973050799
2149,2149,,-0.03479243112448101,-0.0358269572196655
