BUILDINGID,BASELEVEL,ROOFLEVEL,gfa,height,x,y
"1108221926",48.500000000000000,113.699996948242188,13612.244,65.200,837040.099,822373.648
"1108221928",43.400001525878906,116.500000000000000,15349.510,73.100,837123.488,822372.890
"1108220437",87.000000000000000,99.800003051757812,2373.914,12.800,839290.743,823082.505
"1108220427",86.300003051757812,109.900001525878906,7838.604,23.600,839139.337,823070.501
"1108220410",68.000000000000000,166.500000000000000,36321.917,98.500,838718.473,823083.139
"1108220432",86.300003051757812,97.699996948242188,1513.937,11.400,839108.306,823091.752
"1108220429",87.000000000000000,102.599998474121094,6451.055,15.600,839226.057,823091.596
"1108220407",81.000000000000000,104.800003051757812,2275.598,23.800,838830.554,823098.916
"1108220458",86.300003051757812,110.000000000000000,3255.994,23.700,839106.646,823071.913
"1108220403",68.000000000000000,166.600006103515625,36324.514,98.600,838645.636,823088.256
"1108220512",68.300003051757812,131.100006103515625,14089.682,62.800,838717.429,823025.471
"1108222044",43.400001525878906,116.400001525878906,15319.513,73.000,837149.279,822331.615
"1108221997",26.200000762939453,87.199996948242188,17351.123,61.000,837494.771,822358.084
"1108222004",48.500000000000000,114.199996948242188,13667.976,65.700,836998.963,822350.795
"1108222151",25.799999237060547,87.599998474121094,17349.588,61.800,837492.761,822300.711
"1108222177",43.500000000000000,116.199996948242188,15330.479,72.700,837115.243,822289.266
"1108222311",53.799999237060547,152.500000000000000,20610.937,98.700,837216.464,822254.330
"1108222309",26.799999237060547,85.300003051757812,21878.966,58.500,837399.860,822262.923
"1108221657",42.799999237060547,48.099998474121094,325.893,5.300,839605.770,822465.202
"1108220492",68.099998474121094,73.000000000000000,115.218,4.900,838616.102,823051.323
"1108220479",87.099998474121094,107.199996948242188,10617.965,20.100,839246.329,823036.573
"1108220499",84.199996948242188,111.699996948242188,18418.063,27.500,839308.523,823014.802
"1108220578",88.000000000000000,116.199996948242188,14587.970,28.200,839089.130,822964.727
"1108222403",42.700000762939453,50.599998474121094,2024.718,7.900,837141.475,822226.932
"1108222483",53.799999237060547,152.899993896484375,21270.846,99.100,837215.063,822209.106
"1108224440",10.600000381469727,14.199999809265137,213.293,3.600,837810.970,821766.118
"1108220574",87.599998474121094,104.300003051757812,4544.257,16.700,839199.800,822975.173
"1108220716",86.300003051757812,114.000000000000000,17790.862,27.700,839052.512,822844.342
"1108220674",50.500000000000000,148.000000000000000,52106.142,97.500,838774.771,822865.619
"1108221004",39.900001525878906,137.600006103515625,52421.961,97.700,838885.169,822719.153
"1108220741",35.400001525878906,133.000000000000000,39435.112,97.600,838645.606,822829.729
"1108220708",89.300003051757812,117.300003051757812,14590.583,28.000,839187.449,822851.577
"1108220809",89.300003051757812,112.599998474121094,11331.403,23.300,839120.084,822811.831
"1108220940",40.000000000000000,137.600006103515625,52525.345,97.600,838810.132,822752.639
"1108220988",63.700000762939453,69.500000000000000,72.701,5.800,839532.908,822757.548
"1108221005",24.700000762939453,87.199996948242188,23560.987,62.500,838714.928,822719.559
"1108221158",60.900001525878906,66.699996948242188,203.398,5.800,839559.004,822676.157
"1108221009",63.700000762939453,70.400001525878906,554.770,6.700,839535.046,822735.615
"1108221166",60.900001525878906,65.699996948242188,650.159,4.800,839534.142,822663.598
"1108221092",24.700000762939453,87.199996948242188,23672.680,62.500,838648.893,822698.366
"1108221192",54.799999237060547,116.300003051757812,32105.288,61.500,839590.450,822624.207
"1108221179",60.900001525878906,116.199996948242188,29672.351,55.300,839505.157,822629.514
"1108221331",18.000000000000000,128.000000000000000,27240.383,110.000,838724.937,822589.797
"1108221324",18.000000000000000,128.600006103515625,27076.067,110.600,838669.312,822596.506
"1108221360",19.899999618530273,128.800003051757812,26619.128,108.900,838773.503,822575.037
"1108221310",18.000000000000000,128.100006103515625,26989.814,110.100,838608.315,822602.047
"1108221468",25.500000000000000,159.199996948242188,22376.477,133.700,838834.730,822537.521
"1108221376",61.000000000000000,82.599998474121094,7970.699,21.600,839542.995,822573.788
"1108221463",25.500000000000000,159.300003051757812,23141.361,133.800,838868.655,822540.416
"1108221450",39.700000762939453,149.399993896484375,23750.853,109.700,839437.061,822543.272
"1108221545",39.700000762939453,148.800003051757812,23828.185,109.100,839450.674,822505.293
"1810044605",107.699996948242188,216.000000000000000,19357.262,108.300,840096.974,822196.098
"1810044562",107.699996948242188,215.199996948242188,21655.422,107.500,840028.907,822296.695
"1810044582",107.699996948242188,215.199996948242188,19312.465,107.500,840047.070,822272.626
"1810044603",107.699996948242188,215.199996948242188,18258.761,107.500,840064.321,822246.743
"1108221640",38.799999237060547,148.199996948242188,22939.000,109.400,839466.236,822466.059
"1108221573",25.600000381469727,38.700000762939453,1024.230,13.100,838867.872,822494.847
"1108221634",25.600000381469727,39.200000762939453,1028.676,13.600,838899.505,822474.610
"1108221681",38.700000762939453,148.899993896484375,21936.560,110.200,839430.140,822450.359
"1108221713",37.900001525878906,147.100006103515625,23839.362,109.200,839391.716,822439.543
"1108221747",37.200000762939453,117.000000000000000,15539.331,79.800,839353.682,822430.531
"1810045882",17.500000000000000,28.399999618530273,313.934,10.900,838708.119,822534.851
"1108221878",37.799999237060547,51.099998474121094,9049.690,13.300,839383.793,822366.752
"1108221836",55.900001525878906,156.699996948242188,17944.195,100.800,839447.965,822402.635
"1108221841",48.200000762939453,124.000000000000000,8075.761,75.800,839601.836,822407.271
"1108221800",48.200000762939453,124.800003051757812,8067.127,76.600,839568.408,822421.478
"1108221951",48.200000762939453,54.099998474121094,79.154,5.900,839631.225,822379.364
"1108221884",37.799999237060547,43.500000000000000,250.590,5.700,839362.770,822394.258
"1108221882",48.200000762939453,124.400001525878906,8175.934,76.200,839638.266,822391.866
"1108222065",34.799999237060547,47.900001525878906,718.595,13.100,839338.015,822333.969
"1108222117",34.799999237060547,54.700000762939453,2920.509,19.900,839358.737,822312.569
"1108222139",27.000000000000000,34.000000000000000,1023.427,7.000,839445.579,822299.598
"1108222451",27.100000381469727,41.799999237060547,3411.649,14.700,839476.536,822217.209
"1108224865",6.300000190734864,25.500000000000000,2778.597,19.200,838165.648,821673.805
"1109609274",25.000000000000000,170.000000000000000,29727.935,145.000,837879.063,821318.303
"1108220864",35.099998474121094,45.599998474121094,1038.687,10.500,838173.786,822798.557
"1108220870",35.099998474121094,42.599998474121094,238.826,7.500,838181.477,822813.552
"1108220975",37.200000762939453,142.699996948242188,29017.858,105.500,837815.982,822745.234
"1108221176",28.399999618530273,46.900001525878906,11622.426,18.500,837630.375,822634.820
"1108221474",37.599998474121094,83.000000000000000,23052.425,45.400,837841.454,822541.520
"1108221609",27.600000381469727,85.900001525878906,24612.114,58.300,838115.912,822473.449
"1108221745",13.699999809265137,30.799999237060547,3991.247,17.100,838061.354,822433.623
"1108221741",14.600000381469727,31.100000381469727,4886.473,16.500,837975.393,822428.851
"1109609190",27.600000381469727,85.599998474121094,25095.857,58.000,837989.274,822471.866
"1108219866",534.099975585937500,538.099975585937500,108.480,4.000,840315.662,824196.315
"1108219864",527.400024414062500,531.599975585937500,259.000,4.200,840192.335,824194.795
"1108220669",55.099998474121094,82.300003051757812,12556.761,27.200,838869.955,822875.144
"1810035302",90.199996948242188,96.300003051757812,236.288,6.100,839254.315,822836.105
"1108220859",60.000000000000000,63.599998474121094,1053.228,3.600,837245.983,822797.134
"1108224261",23.899999618530273,107.199996948242188,12713.853,83.300,838234.786,821790.951
"1108224429",10.399999618530273,84.900001525878906,7428.758,74.500,838277.156,821757.333
"1108224392",23.899999618530273,107.199996948242188,12681.119,83.300,838216.728,821764.823
"1108224560",10.399999618530273,84.900001525878906,7396.581,74.500,838263.335,821737.353
"1108219959",127.800003051757812,243.100006103515625,25136.440,115.300,838594.454,823624.548
"1108219951",126.099998474121094,243.399993896484375,25794.690,117.300,838553.708,823640.314
"1108219858",541.099975585937500,545.900024414062500,111.849,4.800,840417.793,824238.694
"1108220553",51.599998474121094,72.400001525878906,1590.297,20.800,838519.967,822998.459
"1108220510",59.900001525878906,72.400001525878906,511.085,12.500,838613.492,823032.040
"1108220498",90.699996948242188,157.100006103515625,11915.905,66.400,837476.830,823038.031
"1108220256",71.599998474121094,179.500000000000000,44970.362,107.900,838572.540,823224.237
"1108220349",89.199996948242188,203.500000000000000,25346.791,114.300,838845.292,823172.039
"1108220363",89.300003051757812,203.699996948242188,25347.341,114.400,839035.708,823158.805
"1108220315",67.800003051757812,175.500000000000000,42195.067,107.700,838464.632,823183.834
"1108220663",46.299999237060547,68.000000000000000,3874.995,21.700,838678.611,822895.621
"1108220612",46.099998474121094,70.500000000000000,543.638,24.400,838435.680,822961.671
"1108220597",52.099998474121094,57.599998474121094,75.993,5.500,838302.935,822975.151
"1108220606",46.700000762939453,69.699996948242188,439.329,23.000,838436.590,822967.782
"1108220649",49.099998474121094,71.300003051757812,1617.991,22.200,838666.740,822920.719
"1108220648",46.000000000000000,57.400001525878906,2602.812,11.400,838263.449,822922.559
"1108219982",122.400001525878906,196.699996948242188,27437.383,74.300,838666.617,823573.305
"1108219974",124.000000000000000,239.100006103515625,25159.530,115.100,838538.909,823599.669
"1108219996",121.900001525878906,180.800003051757812,30252.161,58.900,838752.248,823554.113
"1108220480",63.900001525878906,162.500000000000000,51044.908,98.600,837838.480,823026.885
"1108220357",89.300003051757812,203.500000000000000,25348.746,114.200,838892.686,823168.753
"1108220365",89.400001525878906,203.600006103515625,25347.344,114.200,838987.510,823162.178
"1108220579",63.900001525878906,162.100006103515625,51679.450,98.200,837794.363,822962.026
"1108220631",41.099998474121094,66.800003051757812,962.612,25.700,838415.011,822922.087
"1108220749",38.900001525878906,60.400001525878906,342.231,21.500,838334.701,822849.404
"1108220763",37.799999237060547,59.900001525878906,332.328,22.100,838371.850,822848.974
"1108220717",44.900001525878906,55.200000762939453,3266.984,10.300,838028.846,822856.200
"1108220671",41.700000762939453,64.199996948242188,635.295,22.500,838455.712,822901.535
"1108220752",38.099998474121094,55.400001525878906,266.616,17.300,838362.288,822849.369
"1108220025",120.400001525878906,233.100006103515625,49415.363,112.700,838942.396,823480.476
"1108220047",103.800003051757812,201.100006103515625,20634.084,97.300,838597.233,823443.938
"1108220083",94.400001525878906,191.399993896484375,20702.023,97.000,838579.878,823386.790
"1108220141",82.199996948242188,86.900001525878906,91.090,4.700,838563.763,823332.399
"1108220147",103.400001525878906,106.599998474121094,116.738,3.200,838785.450,823327.032
"1108220082",143.699996948242188,155.899993896484375,272.929,12.200,837993.561,823399.954
"1108220213",91.099998474121094,96.400001525878906,174.655,5.300,839175.745,823258.024
"1108220360",89.300003051757812,203.500000000000000,25340.652,114.200,838940.089,823165.472
"1108220625",51.799999237060547,66.400001525878906,4676.447,14.600,837981.987,822938.466
"1108220575",69.900001525878906,168.899993896484375,52841.621,99.000,837676.017,822957.455
"1108220607",47.099998474121094,69.699996948242188,1496.129,22.600,838460.814,822959.857
"1108220666",98.400001525878906,101.699996948242188,107.180,3.300,836974.728,822905.305
"1108220577",49.900001525878906,71.900001525878906,1888.516,22.000,838534.011,822978.541
"1108220608",50.700000762939453,74.599998474121094,596.761,23.900,838685.011,822963.915
"1108220632",47.700000762939453,54.200000762939453,270.013,6.500,838337.929,822942.060
"1108220642",41.900001525878906,66.699996948242188,1101.729,24.800,838432.793,822926.354
"1108220610",46.000000000000000,67.300003051757812,13530.764,21.300,838318.617,822951.289
"1108220605",71.400001525878906,94.400001525878906,9268.646,23.000,837545.683,822948.985
"1108220214",89.699996948242188,197.300003051757812,41350.992,107.600,838842.139,823242.941
"1108220244",89.699996948242188,197.500000000000000,40832.015,107.800,839045.298,823228.770
"1108220227",87.800003051757812,162.899993896484375,27830.723,75.100,838780.867,823234.402
"1108220526",52.599998474121094,73.199996948242188,1557.590,20.600,838504.639,823017.563
"1108220611",49.599998474121094,147.899993896484375,51757.872,98.300,838729.650,822933.945
"1108220624",85.400001525878906,101.599998474121094,1622.396,16.200,837315.399,822943.778
"1108220627",46.500000000000000,68.500000000000000,538.562,22.000,838459.566,822948.489
"1108220084",129.500000000000000,151.100006103515625,8193.708,21.600,838026.386,823377.967
"1108220127",109.900001525878906,217.800003051757812,46604.412,107.900,839014.412,823341.354
"1108220076",109.900001525878906,115.800003051757812,274.853,5.900,839101.454,823397.281
"1108220108",110.900001525878906,117.199996948242188,132.048,6.300,838326.318,823373.940
"1108220119",109.800003051757812,217.600006103515625,58671.025,107.800,839090.919,823342.192
"1108220070",140.199996948242188,159.699996948242188,2057.121,19.500,838012.846,823408.487
"1108220139",82.099998474121094,95.199996948242188,6711.240,13.100,838582.769,823311.883
"1108220074",94.300003051757812,190.899993896484375,20702.024,96.600,838528.476,823398.305
"1108220115",110.000000000000000,223.000000000000000,59698.688,113.000,838937.713,823346.773
"1108220217",89.599998474121094,103.300003051757812,10334.574,13.700,838943.562,823236.989
"1108220446",57.799999237060547,72.300003051757812,9902.960,14.500,838549.052,823068.139
"1108220382",66.500000000000000,86.699996948242188,12430.933,20.200,838289.544,823119.858
"1108220459",55.299999237060547,70.099998474121094,6703.398,14.800,838186.295,823046.251
"1108220462",55.500000000000000,153.399993896484375,51288.238,97.900,837963.670,823042.751
"1108220402",60.799999237060547,85.199996948242188,2792.115,24.400,838487.861,823114.880
"1108220237",89.800003051757812,197.500000000000000,39618.993,107.700,838991.532,823232.566
"1108220222",89.800003051757812,197.300003051757812,39737.711,107.500,838896.084,823239.182
"1108220261",67.900001525878906,175.600006103515625,42325.083,107.700,838504.387,823220.006
"1108220417",55.000000000000000,68.099998474121094,3080.119,13.100,838390.452,823089.820
"1108220465",71.599998474121094,79.699996948242188,307.911,8.100,838758.540,823064.239
"1108220419",73.099998474121094,97.599998474121094,2280.147,24.500,838793.609,823096.898
"1108220445",66.199996948242188,83.800003051757812,3897.723,17.600,838283.552,823078.406
"1108220440",98.300003051757812,186.000000000000000,15509.443,87.700,837465.689,823083.066
"1108220404",75.000000000000000,143.000000000000000,3167.294,68.000,838794.467,823114.934
"1108220449",66.000000000000000,70.400001525878906,92.335,4.400,838319.267,823081.531
"1108220431",74.900001525878906,97.800003051757812,503.889,22.900,838815.154,823100.969
"1108220384",67.699996948242188,175.899993896484375,43859.095,108.200,838551.882,823119.264
"1108220383",71.800003051757812,76.300003051757812,120.159,4.500,838344.906,823138.405
"1108220461",55.500000000000000,153.199996948242188,51593.932,97.700,838046.684,823044.058
"1108219888",221.000000000000000,228.000000000000000,303.955,7.000,838619.279,823812.514
"1108219885",228.199996948242188,242.500000000000000,1236.061,14.300,838630.437,823828.709
"1108220390",60.900001525878906,85.099998474121094,6050.830,24.200,838472.181,823128.030
"1108220397",68.099998474121094,87.800003051757812,527.045,19.700,838696.131,823122.973
"1108220434",58.400001525878906,63.599998474121094,148.242,5.200,838370.172,823086.568
"1108220450",55.500000000000000,158.199996948242188,23874.968,102.700,838154.538,823064.830
"1108220447",74.300003051757812,96.500000000000000,481.782,22.200,838813.918,823085.058
"1108220385",55.299999237060547,153.500000000000000,51343.563,98.200,838110.446,823108.105
"1108220399",60.900001525878906,69.300003051757812,1229.000,8.400,838452.384,823107.134
"1108220436",74.599998474121094,96.500000000000000,826.895,21.900,838814.687,823093.033
"1108220544",53.799999237060547,81.300003051757812,3192.661,27.500,838591.236,823009.358
"1108220482",65.300003051757812,83.300003051757812,8138.532,18.000,838287.298,823051.135
"1108220521",76.099998474121094,108.199996948242188,11278.836,32.100,839379.618,822984.804
"1108220567",82.699996948242188,149.100006103515625,11898.809,66.400,837494.139,822988.849
"1108220055",110.000000000000000,223.199996948242188,59611.132,113.200,838912.943,823419.703
"1108220015",119.900001525878906,233.500000000000000,60148.266,113.600,838876.752,823504.735
"1108220067",106.800003051757812,120.699996948242188,1786.431,13.900,838855.607,823413.782
"1108220005",124.000000000000000,239.000000000000000,25163.083,115.000,838604.870,823541.039
"1108220000",123.900001525878906,239.100006103515625,25157.498,115.200,838524.386,823558.485
"1108219986",124.000000000000000,239.300003051757812,25143.958,115.300,838619.401,823582.232
"1108220062",110.000000000000000,222.899993896484375,48598.564,112.900,839060.550,823411.034
"1108220068",94.500000000000000,114.000000000000000,7899.912,19.500,838616.135,823387.912
"1108220044",103.699996948242188,201.300003051757812,20705.740,97.600,838558.228,823457.568
"1108220039",102.900001525878906,199.699996948242188,20698.263,96.800,838495.419,823464.077
"1108220063",94.800003051757812,192.000000000000000,20698.265,97.200,838457.043,823417.380
"1108220045",110.000000000000000,117.199996948242188,520.593,7.200,838857.773,823464.217
"1108219994",121.900001525878906,128.500000000000000,444.595,6.600,838495.235,823573.670
"1108220558",56.000000000000000,67.900001525878906,1499.828,11.900,838276.660,822990.378
"1108220522",46.700000762939453,76.599998474121094,17095.534,29.900,838365.703,823013.933
"1108220555",55.400001525878906,153.300003051757812,50609.309,97.900,838171.774,822971.988
"1108220559",55.500000000000000,154.199996948242188,52362.346,98.700,838088.932,822970.176
"1108220564",55.500000000000000,153.399993896484375,51832.124,97.900,837922.307,822968.358
"1108221159",22.899999618530273,135.500000000000000,48045.823,112.600,837826.151,822660.015
"1108221193",37.799999237060547,64.400001525878906,24498.108,26.600,837330.821,822643.107
"1108221233",26.000000000000000,42.700000762939453,2625.126,16.700,837963.316,822637.319
"1108221191",43.299999237060547,58.900001525878906,19382.045,15.600,837233.802,822649.761
"1108221208",24.700000762939453,34.099998474121094,413.543,9.400,837980.395,822655.492
"1108221234",22.899999618530273,32.099998474121094,155.361,9.200,838014.862,822646.790
"1108221285",19.899999618530273,49.299999237060547,346.904,29.400,838292.513,822625.685
"1108220347",87.000000000000000,108.300003051757812,12870.376,21.300,839117.901,823154.391
"1108221297",22.899999618530273,135.800003051757812,62888.366,112.900,837764.898,822603.461
"1108221336",23.100000381469727,28.500000000000000,229.355,5.400,837710.759,822599.805
"1108221296",17.899999618530273,22.399999618530273,94.953,4.500,838216.327,822622.740
"1108221318",17.700000762939453,29.500000000000000,687.002,11.800,838032.477,822607.528
"1108221325",17.299999237060547,25.600000381469727,104.153,8.300,838226.661,822609.858
"1108221344",17.000000000000000,23.000000000000000,123.854,6.000,838220.408,822598.776
"1108221298",22.899999618530273,135.899993896484375,48243.264,113.000,837826.125,822602.925
"1108221329",20.799999237060547,30.000000000000000,121.104,9.200,837936.297,822608.032
"1108221315",20.799999237060547,29.399999618530273,432.065,8.600,837924.703,822611.504
"1810082903",47.099998474121094,146.199996948242188,12743.777,99.100,838306.150,822330.598
"1810082904",47.099998474121094,146.199996948242188,13287.541,99.100,838330.471,822332.114
"1810082910",47.099998474121094,146.100006103515625,10446.743,99.000,838371.527,822399.329
"1810082911",47.099998474121094,146.100006103515625,11364.726,99.000,838417.777,822397.555
"1810082921",47.099998474121094,146.100006103515625,10146.156,99.000,838323.758,822410.595
"1810082922",47.099998474121094,146.100006103515625,9684.544,99.000,838325.914,822396.369
"1810082923",47.099998474121094,146.100006103515625,9099.232,99.000,838369.824,822413.332
"1810082924",47.099998474121094,146.100006103515625,10683.817,99.000,838417.080,822411.946
"1108220695",88.199996948242188,93.000000000000000,88.439,4.800,839185.129,822887.160
"1108220760",38.900001525878906,61.599998474121094,340.824,22.700,838320.994,822849.162
"1108220762",37.900001525878906,59.900001525878906,335.871,22.000,838367.217,822848.983
"1108220768",37.799999237060547,59.099998474121094,309.413,21.300,838270.581,822848.966
"1108220697",81.199996948242188,91.000000000000000,260.673,9.800,839032.701,822884.713
"1108220718",55.000000000000000,79.000000000000000,2983.973,24.000,838848.260,822870.402
"1108220765",37.299999237060547,59.900001525878906,335.868,22.600,838381.034,822848.927
"1108220766",38.900001525878906,61.000000000000000,332.982,22.100,838330.206,822848.956
"1108220750",38.799999237060547,60.400001525878906,347.639,21.600,838339.539,822849.448
"1108220761",38.900001525878906,61.599998474121094,327.545,22.700,838325.580,822849.140
"1108220729",92.699996948242188,97.599998474121094,119.664,4.900,837077.180,822861.387
"1108220727",45.799999237060547,61.799999237060547,253.453,16.000,837543.333,822866.368
"1108220753",37.000000000000000,57.799999237060547,576.790,20.800,838387.905,822849.848
"1108220756",37.000000000000000,57.000000000000000,295.732,20.000,838242.814,822849.429
"1108220713",44.900001525878906,119.199996948242188,18970.700,74.300,838067.515,822867.937
"1108220754",45.200000762939453,69.199996948242188,6761.964,24.000,837594.690,822845.089
"1108220706",39.900001525878906,46.500000000000000,150.607,6.600,838534.443,822882.681
"1108220712",50.400001525878906,61.799999237060547,263.532,11.400,837543.278,822876.206
"1108220680",43.599998474121094,69.400001525878906,1219.189,25.800,838247.246,822894.466
"1108220676",39.799999237060547,61.500000000000000,478.562,21.700,838430.471,822899.118
