id,x,y,routeid,distance,accessibility,occupancy,flow,relativeSpeed
394,840862.994,818982.952,23.0,40.0,0.0225419445710439,0.1111199938708954,1139.213942379758,10252.105878473609
2665,840411.565,819323.7,134.0,60.0,0.0038104622093449,0.30160735476473005,720.0096001280018,2387.2415203191845
2694,840515.099,819222.21,134.0,205.0,0.0081783486485402,0.08113150967913885,347.8492653183621,4287.4743326488815
1107,841591.574,818915.997,59.0,45.0,0.0484246441312879,0.07762502490535987,406.4554692169755,5236.139630390127
2417,841192.95,819134.088,123.0,60.0,0.0297307989491823,0.5851287913329952,346.7829459853452,592.660882735459
589,840558.12,819329.285,36.0,130.0,0.0521525155602761,0.29307562532091275,1308.322719604169,4464.113036256694
1899,841087.46,818704.968,94.0,35.0,0.0443228018530661,0.1860871325401904,916.7722304206444,4926.5750828991
1850,841048.027,819207.293,91.0,165.0,0.0375328895797349,0.8859111689968636,239.22173196533944,270.0290281205229
2549,840692.09,819332.558,129.0,130.0,0.0617651149960137,0.7798197327436968,250.24246376283895,320.8978347885512
2091,841279.314,818880.801,103.0,190.0,0.0447248705188965,0.20911137641710534,407.0488624913119,1946.5648854961833
2513,840624.866,819441.322,127.0,90.0,0.0735834337318883,0.15408983216528307,572.593071226204,3715.9692056255676
1904,840826.466,819362.403,96.0,5.0,0.0488106804459822,0.2859127730224792,619.4989197009579,2166.7409719126167
1868,840769.786,818974.675,92.0,25.0,0.0321771622888973,0.7576219512195125,359.4632016189158,474.46249549699934
1261,840264.983,819606.235,68.0,165.0,0.0180703927637986,0.13511370526582303,1103.4041617526536,8166.485846730453
1938,841371.989,819027.332,97.0,130.0,0.043346703930989,0.3710002282040341,583.4085745185391,1572.5288831835694
1754,840590.928,819210.889,88.0,50.0,0.0097390254785028,0.27685940759282457,180.2252816020025,650.9631844154586
2716,840318.131,819409.371,135.0,50.0,0.0338705584077675,0.2121155632192331,719.0245233965919,3389.77731046279
2437,841093.566,818892.759,125.0,20.0,0.0369178776584341,0.05892367380344003,224.91144112005898,3816.996236017592
1210,841464.24,819169.792,67.0,90.0,0.0335418093286194,0.5361580048604879,561.4253967016258,1047.1267641480288
49,841110.531,818988.423,2.0,60.0,0.0411864004132806,0.45451320690266794,768.5688197541893,1690.9713691086981
2461,841170.219,818800.433,125.0,140.0,0.0475561729053401,0.08525163094128632,287.57821861270133,3373.287002693936
499,841048.761,819391.063,30.0,115.0,0.0374187121502515,0.3555059080528253,750.6702412868633,2111.5548976342743
1015,840710.952,819149.716,57.0,155.0,0.0046527016596768,0.3357564092745091,1030.9449996170586,3070.514727759595
2131,840845.738,818926.047,106.0,40.0,0.0226178382699817,0.22969426497035955,767.3349763538267,3340.6797355295134
2393,840669.354,819277.669,122.0,45.0,0.0677542356063447,0.44503237072302837,521.8852445513402,1172.690525193598
2595,840101.482,819673.679,131.0,25.0,0.0445964840858017,0.6077672685583259,611.8898598252315,1006.783174218455
1375,840608.676,819100.662,71.0,95.0,0.0118882665497348,0.07790497213987785,468.1701018036553,6009.502204340168
421,841388.404,819215.531,24.0,5.0,0.0446981282153106,0.3650937161982233,1254.590466296032,3436.3518478495726
