id,x,y,routeid,distance,accessibility,occupancy,flow,relativeSpeed
632,840553.412,819319.551,37.0,115.0,0.0202252986577409,0.13612408071658968,1034.0059715848745,7596.0547622552895
1804,840871.444,819061.827,90.0,50.0,0.0428265548754574,0.46081320762265454,516.089455505621,1119.9536970047752
105,840622.72,819555.504,5.0,30.0,0.030711803177626,0.22669130894986025,728.6506359102658,3214.2857142857174
2354,841118.105,819223.531,120.0,85.0,0.0387285395523252,0.7981955287733258,275.6646080601934,345.3597497393118
2175,840767.12,819253.63,111.0,35.0,0.02944619502562,0.07264413174331255,407.9483265453042,5615.70930445953
22,841212.236,819072.101,1.0,25.0,0.0515173211443429,0.5038995587211167,1045.6032186624332,2075.0230885618266
1700,840202.515,819541.009,87.0,165.0,0.0211276514409583,0.056253457111820185,383.86436792333376,6823.8360383841145
1283,840854.694,818978.287,69.0,35.0,0.0,0.2576662963222456,960.8936310769016,3729.217382296588
2308,840993.957,819293.411,116.0,110.0,0.05066319184735,0.24214827555352236,489.14826561148504,2020.0361307275464
2252,840973.12,819039.054,114.0,80.0,0.0353681622573805,0.409901911886949,395.01246882793015,963.6755949966747
239,840756.693,819506.631,12.0,210.0,0.0089910406621125,0.16655242636467574,1287.4385337505587,7729.929619467932
2328,840871.248,819343.885,118.0,20.0,0.055671932981959,0.2364416219181722,790.0118036275375,3341.2552207112885
1823,840945.528,819119.944,91.0,30.0,0.0288570913375339,0.5898708341254041,336.1714474381935,569.9068812863612
841,840504.357,819601.371,49.0,10.0,0.0089211621422049,0.10594876819432691,556.3099422318813,5250.744786494547
433,841259.152,819110.302,25.0,35.0,0.0646622101254402,0.6521878947211379,835.4412754403471,1280.9824932392598
2491,840708.767,819455.159,126.0,105.0,0.0618285092135042,0.10243495905500398,474.34267305272454,4630.671768980931
1495,841330.593,819171.107,76.0,25.0,0.0443108303030964,0.5142811430247552,707.9740409518317,1376.6284269881405
458,841312.052,819269.516,27.0,30.0,0.0256128804251899,0.13967324424642386,864.4120364040191,6188.8161978893195
1075,840746.746,819123.595,58.0,180.0,0.0263971934556932,0.6079912133264552,611.0732056381156,1005.0691395600902
2481,840744.412,819420.099,126.0,55.0,0.0556675048608547,0.32012350342426366,1099.7060224342656,3435.2554894315635
2979,840644.75,819368.371,158.0,90.0,0.0508130415987388,0.6753950458223348,310.00871071484164,459.0035307963905
2062,841186.037,818991.816,103.0,45.0,0.0346540699854555,0.298794865077286,294.7340843594446,986.409469530907
1735,840323.227,819414.914,87.0,340.0,0.0325193662780344,0.42626178912996643,250.61742719331687,587.9425122876874
2567,840438.647,819536.126,130.0,70.0,0.004554057472908,0.14458771932701986,247.98837472486738,1715.141340351196
138,841208.642,819320.33,7.0,10.0,0.0308158864221317,0.15463521087493623,796.0084215383727,5147.653092943739
2373,840749.863,819345.261,121.0,55.0,0.0485992804408055,0.08425378204172264,95.44166625242333,1132.7879169288856
2201,840859.79,819162.458,111.0,165.0,0.0406075233864203,0.06623531857395286,257.2497661365762,3883.876029815611
2643,840197.428,819536.327,133.0,50.0,0.0405910102915368,0.09232441063626907,889.6295427975807,9635.908170618695
159,841000.888,818805.562,9.0,40.0,0.0319385494836884,0.37907844585021283,1077.6077108818424,2842.70372710044
290,840528.027,819534.92,15.0,20.0,0.0464406307774594,0.2766286615339352,380.8226695272444,1376.6565887118938
1336,840605.495,819096.214,70.0,225.0,0.0116265982482632,0.08456108500995872,670.3175030673011,7927.021075809967
212,840882.056,819456.548,12.0,75.0,0.0027880190552433,0.21287386172788875,1180.589831159754,5545.959572382222
2041,841283.331,818783.065,102.0,75.0,0.0560647501784015,0.3081253542796984,816.2604259454206,2649.118011900009
2004,841380.18,818861.775,100.0,65.0,0.0582759354770873,0.3225681245890069,900.7361786075157,2792.390536898737
