ROOFLEVEL,SAMPLE_1,y
,484.000000000000000,815113.317
,484.000000000000000,815113.965
,481.000000000000000,815114.612
,481.000000000000000,815115.260
,481.000000000000000,815115.907
,481.000000000000000,815116.555
,481.000000000000000,815117.203
,481.000000000000000,815117.850
,478.000000000000000,815118.498
,478.000000000000000,815119.145
,478.000000000000000,815119.793
,478.000000000000000,815120.441
,478.000000000000000,815121.088
,478.000000000000000,815121.736
,478.000000000000000,815122.384
,476.000000000000000,815123.031
,476.000000000000000,815123.679
,476.000000000000000,815124.326
,476.000000000000000,815124.974
,476.000000000000000,815125.622
,476.000000000000000,815126.269
,476.000000000000000,815126.917
,472.000000000000000,815127.565
,472.000000000000000,815128.212
,472.000000000000000,815128.860
,472.000000000000000,815129.507
,472.000000000000000,815130.155
,472.000000000000000,815130.803
,474.000000000000000,815131.450
,474.000000000000000,815132.098
,473.000000000000000,815132.745
,473.000000000000000,815133.393
,473.000000000000000,815134.041
,473.000000000000000,815134.688
,473.000000000000000,815135.336
,480.000000000000000,815135.984
,480.000000000000000,815136.631
,480.000000000000000,815137.279
,478.000000000000000,815137.926
,478.000000000000000,815138.574
,478.000000000000000,815139.222
,481.000000000000000,815139.869
,481.000000000000000,815140.517
,481.000000000000000,815141.164
,481.000000000000000,815141.812
,481.000000000000000,815142.460
,478.000000000000000,815143.107
,478.000000000000000,815143.755
,480.000000000000000,815144.403
,480.000000000000000,815145.050
,480.000000000000000,815145.698
,480.000000000000000,815146.345
,480.000000000000000,815146.993
493.100006103515625,482.000000000000000,815147.641
493.100006103515625,483.000000000000000,815148.288
493.100006103515625,483.000000000000000,815148.936
493.100006103515625,483.000000000000000,815149.584
493.100006103515625,483.000000000000000,815150.231
493.100006103515625,483.000000000000000,815150.879
493.100006103515625,483.000000000000000,815151.526
493.100006103515625,483.000000000000000,815152.174
493.100006103515625,483.000000000000000,815152.822
493.100006103515625,483.000000000000000,815153.469
493.100006103515625,483.000000000000000,815154.117
493.100006103515625,483.000000000000000,815154.764
493.100006103515625,483.000000000000000,815155.412
493.100006103515625,483.000000000000000,815156.060
493.100006103515625,483.000000000000000,815156.707
493.100006103515625,483.000000000000000,815157.355
,483.000000000000000,815158.003
,483.000000000000000,815158.650
,483.000000000000000,815159.298
,483.000000000000000,815159.945
,483.000000000000000,815160.593
494.200012207031250,483.000000000000000,815161.241
494.200012207031250,483.000000000000000,815161.888
494.200012207031250,483.000000000000000,815162.536
494.200012207031250,483.000000000000000,815163.183
494.200012207031250,483.000000000000000,815163.831
494.200012207031250,483.000000000000000,815164.479
494.200012207031250,483.000000000000000,815165.126
494.200012207031250,483.000000000000000,815165.774
494.899993896484375,483.000000000000000,815166.422
494.899993896484375,483.000000000000000,815167.069
494.899993896484375,483.000000000000000,815167.717
494.899993896484375,483.000000000000000,815168.364
494.899993896484375,483.000000000000000,815169.012
494.899993896484375,483.000000000000000,815169.660
494.899993896484375,483.000000000000000,815170.307
494.899993896484375,483.000000000000000,815170.955
494.899993896484375,483.000000000000000,815171.603
494.899993896484375,483.000000000000000,815172.250
494.899993896484375,483.000000000000000,815172.898
,483.000000000000000,815173.545
,482.000000000000000,815174.193
,482.000000000000000,815174.841
,482.000000000000000,815175.488
,482.000000000000000,815176.136
,482.000000000000000,815176.783
,482.000000000000000,815177.431
,482.000000000000000,815178.079
,482.000000000000000,815178.726
,482.000000000000000,815179.374
,482.000000000000000,815180.022
,482.000000000000000,815180.669
,482.000000000000000,815181.317
494.299987792968750,482.000000000000000,815181.964
494.299987792968750,482.000000000000000,815182.612
494.299987792968750,482.000000000000000,815183.260
,482.000000000000000,815183.907
,482.000000000000000,815184.555
,482.000000000000000,815185.202
,482.000000000000000,815185.850
,482.000000000000000,815186.498
,482.000000000000000,815187.145
,482.000000000000000,815187.793
,482.000000000000000,815188.441
,482.000000000000000,815189.088
,482.000000000000000,815189.736
,482.000000000000000,815190.383
,481.000000000000000,815191.031
,481.000000000000000,815191.679
,481.000000000000000,815192.326
,480.000000000000000,815192.974
,480.000000000000000,815193.622
,480.000000000000000,815194.269
,480.000000000000000,815194.917
,477.000000000000000,815195.564
,477.000000000000000,815196.212
,477.000000000000000,815196.860
,475.000000000000000,815197.507
,475.000000000000000,815198.155
,475.000000000000000,815198.802
,471.000000000000000,815199.450
,471.000000000000000,815200.098
,471.000000000000000,815200.745
,471.000000000000000,815201.393
,471.000000000000000,815202.041
,469.000000000000000,815202.688
,469.000000000000000,815203.336
,465.000000000000000,815203.983
,465.000000000000000,815204.631
,465.000000000000000,815205.279
,465.000000000000000,815205.926
,465.000000000000000,815206.574
,465.000000000000000,815207.221
,459.000000000000000,815207.869
,459.000000000000000,815208.517
,459.000000000000000,815209.164
,459.000000000000000,815209.812
,459.000000000000000,815210.460
,459.000000000000000,815211.107
,459.000000000000000,815211.755
,455.000000000000000,815212.402
,453.000000000000000,815213.050
,453.000000000000000,815213.698
,453.000000000000000,815214.345
,453.000000000000000,815214.993
,453.000000000000000,815215.640
,448.000000000000000,815216.288
,448.000000000000000,815216.936
,447.000000000000000,815217.583
,447.000000000000000,815218.231
,447.000000000000000,815218.879
,447.000000000000000,815219.526
,447.000000000000000,815220.174
,442.000000000000000,815220.821
,442.000000000000000,815221.469
,442.000000000000000,815222.117
,441.000000000000000,815222.764
,441.000000000000000,815223.412
,441.000000000000000,815224.060
,441.000000000000000,815224.707
,437.000000000000000,815225.355
,437.000000000000000,815226.002
,437.000000000000000,815226.650
,437.000000000000000,815227.298
,436.000000000000000,815227.945
,436.000000000000000,815228.593
,432.000000000000000,815229.240
,432.000000000000000,815229.888
,432.000000000000000,815230.536
,432.000000000000000,815231.183
,432.000000000000000,815231.831
,432.000000000000000,815232.479
,431.000000000000000,815233.126
,427.000000000000000,815233.774
,427.000000000000000,815234.421
,427.000000000000000,815235.069
,427.000000000000000,815235.717
,427.000000000000000,815236.364
,427.000000000000000,815237.012
,422.000000000000000,815237.659
,422.000000000000000,815238.307
,422.000000000000000,815238.955
,422.000000000000000,815239.602
,422.000000000000000,815240.250
,422.000000000000000,815240.898
,422.000000000000000,815241.545
,417.000000000000000,815242.193
,415.000000000000000,815242.840
,415.000000000000000,815243.488
,415.000000000000000,815244.136
,415.000000000000000,815244.783
,415.000000000000000,815245.431
,411.000000000000000,815246.079
,411.000000000000000,815246.726
,411.000000000000000,815247.374
,408.000000000000000,815248.021
,408.000000000000000,815248.669
,408.000000000000000,815249.317
,408.000000000000000,815249.964
,403.000000000000000,815250.612
,403.000000000000000,815251.259
,403.000000000000000,815251.907
,400.000000000000000,815252.555
,400.000000000000000,815253.202
,400.000000000000000,815253.850
,394.000000000000000,815254.498
,394.000000000000000,815255.145
,394.000000000000000,815255.793
,394.000000000000000,815256.440
,394.000000000000000,815257.088
,390.000000000000000,815257.736
,390.000000000000000,815258.383
,385.000000000000000,815259.031
,385.000000000000000,815259.678
,385.000000000000000,815260.326
,385.000000000000000,815260.974
,385.000000000000000,815261.621
,385.000000000000000,815262.269
,382.000000000000000,815262.917
,378.000000000000000,815263.564
,378.000000000000000,815264.212
,378.000000000000000,815264.859
,378.000000000000000,815265.507
,378.000000000000000,815266.155
,378.000000000000000,815266.802
,373.000000000000000,815267.450
,370.000000000000000,815268.098
,370.000000000000000,815268.745
,370.000000000000000,815269.393
,370.000000000000000,815270.040
,370.000000000000000,815270.688
,370.000000000000000,815271.336
,366.000000000000000,815271.983
,363.000000000000000,815272.631
,363.000000000000000,815273.278
,363.000000000000000,815273.926
,363.000000000000000,815274.574
,363.000000000000000,815275.221
,360.000000000000000,815275.869
,360.000000000000000,815276.517
,360.000000000000000,815277.164
,359.000000000000000,815277.812
,359.000000000000000,815278.459
,359.000000000000000,815279.107
,359.000000000000000,815279.755
,357.000000000000000,815280.402
,357.000000000000000,815281.050
,357.000000000000000,815281.697
,357.000000000000000,815282.345
,355.000000000000000,815282.993
,355.000000000000000,815283.640
,350.000000000000000,815284.288
,350.000000000000000,815284.936
,350.000000000000000,815285.583
,350.000000000000000,815286.231
,350.000000000000000,815286.878
,348.000000000000000,815287.526
,348.000000000000000,815288.174
,345.000000000000000,815288.821
,345.000000000000000,815289.469
,345.000000000000000,815290.117
,345.000000000000000,815290.764
,345.000000000000000,815291.412
,345.000000000000000,815292.059
,343.000000000000000,815292.707
,340.000000000000000,815293.355
,340.000000000000000,815294.002
,340.000000000000000,815294.650
,340.000000000000000,815295.297
,340.000000000000000,815295.945
,340.000000000000000,815296.593
,335.000000000000000,815297.240
,333.000000000000000,815297.888
,333.000000000000000,815298.536
,333.000000000000000,815299.183
,333.000000000000000,815299.831
,333.000000000000000,815300.478
,333.000000000000000,815301.126
,328.000000000000000,815301.774
,328.000000000000000,815302.421
,326.000000000000000,815303.069
,326.000000000000000,815303.716
,326.000000000000000,815304.364
,326.000000000000000,815305.012
,323.000000000000000,815305.659
,323.000000000000000,815306.307
,323.000000000000000,815306.955
,323.000000000000000,815307.602
,323.000000000000000,815308.250
,323.000000000000000,815308.897
,323.000000000000000,815309.545
,321.000000000000000,815310.193
,321.000000000000000,815310.840
,321.000000000000000,815311.488
,321.000000000000000,815312.135
,320.000000000000000,815312.783
,320.000000000000000,815313.431
,316.000000000000000,815314.078
,316.000000000000000,815314.726
,316.000000000000000,815315.374
,316.000000000000000,815316.021
,316.000000000000000,815316.669
,316.000000000000000,815317.316
,313.000000000000000,815317.964
,309.000000000000000,815318.612
,309.000000000000000,815319.259
,309.000000000000000,815319.907
,309.000000000000000,815320.555
,309.000000000000000,815321.202
,309.000000000000000,815321.850
,306.000000000000000,815322.497
,306.000000000000000,815323.145
,306.000000000000000,815323.793
,306.000000000000000,815324.440
,306.000000000000000,815325.088
,306.000000000000000,815325.735
,306.000000000000000,815326.383
,302.000000000000000,815327.031
,302.000000000000000,815327.678
,302.000000000000000,815328.326
,302.000000000000000,815328.974
,302.000000000000000,815329.621
,302.000000000000000,815330.269
,302.000000000000000,815330.916
,296.000000000000000,815331.564
,296.000000000000000,815332.212
,295.000000000000000,815332.859
,295.000000000000000,815333.507
,295.000000000000000,815334.154
,295.000000000000000,815334.802
,291.000000000000000,815335.450
,291.000000000000000,815336.097
,291.000000000000000,815336.745
,291.000000000000000,815337.393
,289.000000000000000,815338.040
,289.000000000000000,815338.688
,289.000000000000000,815339.335
,286.000000000000000,815339.983
,286.000000000000000,815340.631
,286.000000000000000,815341.278
,286.000000000000000,815341.926
,284.000000000000000,815342.574
,284.000000000000000,815343.221
,281.000000000000000,815343.869
,281.000000000000000,815344.516
,281.000000000000000,815345.164
,281.000000000000000,815345.812
,281.000000000000000,815346.459
,281.000000000000000,815347.107
,279.000000000000000,815347.754
,277.000000000000000,815348.402
,277.000000000000000,815349.050
,277.000000000000000,815349.697
,277.000000000000000,815350.345
,277.000000000000000,815350.993
,277.000000000000000,815351.640
,273.000000000000000,815352.288
,271.000000000000000,815352.935
,271.000000000000000,815353.583
,271.000000000000000,815354.231
,271.000000000000000,815354.878
,271.000000000000000,815355.526
,271.000000000000000,815356.173
,268.000000000000000,815356.821
,268.000000000000000,815357.469
,266.000000000000000,815358.116
,266.000000000000000,815358.764
,266.000000000000000,815359.412
,266.000000000000000,815360.059
,266.000000000000000,815360.707
,264.000000000000000,815361.354
,264.000000000000000,815362.002
,263.000000000000000,815362.650
,263.000000000000000,815363.297
,263.000000000000000,815363.945
,263.000000000000000,815364.593
,261.000000000000000,815365.240
,261.000000000000000,815365.888
,261.000000000000000,815366.535
,261.000000000000000,815367.183
,260.000000000000000,815367.831
,260.000000000000000,815368.478
,260.000000000000000,815369.126
,257.000000000000000,815369.773
,257.000000000000000,815370.421
,257.000000000000000,815371.069
,257.000000000000000,815371.716
,257.000000000000000,815372.364
,255.000000000000000,815373.012
,251.000000000000000,815373.659
,251.000000000000000,815374.307
,251.000000000000000,815374.954
,251.000000000000000,815375.602
,251.000000000000000,815376.250
,251.000000000000000,815376.897
,251.000000000000000,815377.545
,247.000000000000000,815378.192
,247.000000000000000,815378.840
,247.000000000000000,815379.488
,247.000000000000000,815380.135
,247.000000000000000,815380.783
,247.000000000000000,815381.431
,244.000000000000000,815382.078
,242.000000000000000,815382.726
,242.000000000000000,815383.373
,242.000000000000000,815384.021
,242.000000000000000,815384.669
,242.000000000000000,815385.316
,242.000000000000000,815385.964
,239.000000000000000,815386.612
,239.000000000000000,815387.259
,238.000000000000000,815387.907
,238.000000000000000,815388.554
,238.000000000000000,815389.202
,238.000000000000000,815389.850
,238.000000000000000,815390.497
,238.000000000000000,815391.145
,238.000000000000000,815391.792
,238.000000000000000,815392.440
,235.000000000000000,815393.088
,235.000000000000000,815393.735
,235.000000000000000,815394.383
,232.000000000000000,815395.031
,232.000000000000000,815395.678
,232.000000000000000,815396.326
,232.000000000000000,815396.973
,229.000000000000000,815397.621
,229.000000000000000,815398.269
,229.000000000000000,815398.916
,227.000000000000000,815399.564
,227.000000000000000,815400.211
,227.000000000000000,815400.859
,227.000000000000000,815401.507
,227.000000000000000,815402.154
,225.000000000000000,815402.802
,223.000000000000000,815403.450
,223.000000000000000,815404.097
,223.000000000000000,815404.745
,223.000000000000000,815405.392
,223.000000000000000,815406.040
,223.000000000000000,815406.688
,223.000000000000000,815407.335
,218.000000000000000,815407.983
,218.000000000000000,815408.630
,218.000000000000000,815409.278
,218.000000000000000,815409.926
,218.000000000000000,815410.573
,218.000000000000000,815411.221
,215.000000000000000,815411.869
,214.000000000000000,815412.516
,214.000000000000000,815413.164
,214.000000000000000,815413.811
,214.000000000000000,815414.459
,214.000000000000000,815415.107
,214.000000000000000,815415.754
,211.000000000000000,815416.402
,211.000000000000000,815417.050
,209.000000000000000,815417.697
,209.000000000000000,815418.345
,209.000000000000000,815418.992
,209.000000000000000,815419.640
,206.000000000000000,815420.288
,206.000000000000000,815420.935
,206.000000000000000,815421.583
,206.000000000000000,815422.230
,205.000000000000000,815422.878
,205.000000000000000,815423.526
,205.000000000000000,815424.173
,203.000000000000000,815424.821
,203.000000000000000,815425.469
,203.000000000000000,815426.116
,203.000000000000000,815426.764
,203.000000000000000,815427.411
,203.000000000000000,815428.059
,203.000000000000000,815428.707
,203.000000000000000,815429.354
,203.000000000000000,815430.002
,203.000000000000000,815430.649
,203.000000000000000,815431.297
,203.000000000000000,815431.945
,194.000000000000000,815432.592
,190.000000000000000,815433.240
,190.000000000000000,815433.888
,190.000000000000000,815434.535
,190.000000000000000,815435.183
,190.000000000000000,815435.830
,190.000000000000000,815436.478
,190.000000000000000,815437.126
,187.000000000000000,815437.773
,187.000000000000000,815438.421
,187.000000000000000,815439.069
,187.000000000000000,815439.716
,187.000000000000000,815440.364
,187.000000000000000,815441.011
,187.000000000000000,815441.659
,187.000000000000000,815442.307
,186.000000000000000,815442.954
,186.000000000000000,815443.602
,186.000000000000000,815444.249
,186.000000000000000,815444.897
,186.000000000000000,815445.545
,185.000000000000000,815446.192
,185.000000000000000,815446.840
,185.000000000000000,815447.488
,183.000000000000000,815448.135
,183.000000000000000,815448.783
,183.000000000000000,815449.430
,180.000000000000000,815450.078
,180.000000000000000,815450.726
252.199996948242188,180.000000000000000,815451.373
252.199996948242188,180.000000000000000,815452.021
252.199996948242188,177.000000000000000,815452.668
,177.000000000000000,815453.316
,177.000000000000000,815453.964
,176.000000000000000,815454.611
,176.000000000000000,815455.259
,176.000000000000000,815455.907
,176.000000000000000,815456.554
,176.000000000000000,815457.202
,175.000000000000000,815457.849
185.699996948242188,175.000000000000000,815458.497
,175.000000000000000,815459.145
,175.000000000000000,815459.792
,175.000000000000000,815460.440
,175.000000000000000,815461.088
,175.000000000000000,815461.735
,175.000000000000000,815462.383
,173.000000000000000,815463.030
,173.000000000000000,815463.678
,173.000000000000000,815464.326
,173.000000000000000,815464.973
,173.000000000000000,815465.621
,173.000000000000000,815466.268
,173.000000000000000,815466.916
,170.000000000000000,815467.564
,170.000000000000000,815468.211
,170.000000000000000,815468.859
,170.000000000000000,815469.507
,170.000000000000000,815470.154
,170.000000000000000,815470.802
,168.000000000000000,815471.449
,168.000000000000000,815472.097
,163.000000000000000,815472.745
,163.000000000000000,815473.392
,163.000000000000000,815474.040
,163.000000000000000,815474.687
,163.000000000000000,815475.335
,156.000000000000000,815475.983
,156.000000000000000,815476.630
,156.000000000000000,815477.278
,148.000000000000000,815477.926
,148.000000000000000,815478.573
,148.000000000000000,815479.221
,144.000000000000000,815479.868
,144.000000000000000,815480.516
,144.000000000000000,815481.164
,144.000000000000000,815481.811
,144.000000000000000,815482.459
,141.000000000000000,815483.107
,141.000000000000000,815483.754
,140.000000000000000,815484.402
,140.000000000000000,815485.049
,140.000000000000000,815485.697
,140.000000000000000,815486.345
,140.000000000000000,815486.992
,140.000000000000000,815487.640
,140.000000000000000,815488.287
,140.000000000000000,815488.935
,140.000000000000000,815489.583
,140.000000000000000,815490.230
,140.000000000000000,815490.878
,140.000000000000000,815491.526
,140.000000000000000,815492.173
,140.000000000000000,815492.821
,140.000000000000000,815493.468
,140.000000000000000,815494.116
,140.000000000000000,815494.764
,140.000000000000000,815495.411
,140.000000000000000,815496.059
,140.000000000000000,815496.706
,140.000000000000000,815497.354
,140.000000000000000,815498.002
,140.000000000000000,815498.649
,140.000000000000000,815499.297
,140.000000000000000,815499.945
,140.000000000000000,815500.592
152.300003051757812,140.000000000000000,815501.240
152.300003051757812,140.000000000000000,815501.887
