distance,kmb1,mtr1,hr,income
0.000000000000000,5.813823699951172,11.362752914428709,,31000.000
1.000000000000000,5.820036888122560,11.396265983581541,,31000.000
2.000000000000000,5.805828571319580,11.414354324340820,,31000.000
3.000000000000000,5.812653064727784,11.447067260742188,,31000.000
4.000000000000000,5.798201084136964,11.464718818664551,,31000.000
5.000000000000000,5.805550098419190,11.479226112365723,,31000.000
6.000000000000000,5.790889263153076,11.496624946594238,,31000.000
7.000000000000000,5.813727378845216,11.527966499328613,,31000.000
8.000000000000000,5.799035072326660,11.544919013977051,,31000.000
9.000000000000000,5.808143138885498,11.575444221496582,,31000.000
10.000000000000000,5.793549537658692,11.591942787170410,,31000.000
11.000000000000000,5.803500652313232,11.621639251708984,,31000.000
12.000000000000000,5.788979530334474,11.621639251708984,,31000.000
13.000000000000000,5.814299106597900,11.650763511657715,,31000.000
14.000000000000000,5.799691200256348,11.666542053222656,,31000.000
15.000000000000000,5.811189651489258,11.694827079772949,,31000.000
16.000000000000000,5.823572635650636,11.710138320922852,,31000.000
17.000000000000000,5.809206485748292,11.737579345703123,,31000.000
18.000000000000000,5.822580814361572,11.749656677246094,,31000.000
19.000000000000000,5.808178424835206,11.764434814453123,,31000.000
20.000000000000000,5.836537361145020,11.790703773498535,,31000.000
21.000000000000000,5.821832180023194,11.805006980895996,,31000.000
22.000000000000000,5.835967540740968,11.830416679382324,,31000.000
23.000000000000000,5.820817947387696,11.844239234924316,,31000.000
24.000000000000000,5.835026264190674,11.868784904479980,,31000.000
25.000000000000000,5.819388866424562,11.868784904479980,,31000.000
26.000000000000000,5.833567619323730,11.892738342285156,,31000.000
27.000000000000000,5.833567619323730,11.905797958374023,,31000.000
28.000000000000000,5.848029136657716,11.928875923156738,,31000.000
29.000000000000000,5.831453800201416,11.941446304321291,,31000.000
30.000000000000000,5.845727443695068,11.963647842407227,,31000.000
31.000000000000000,5.860237598419190,11.963647842407227,,31000.000
32.000000000000000,5.842581272125244,11.985244750976562,,31000.000
33.000000000000000,5.874960422515870,11.997038841247559,,31000.000
34.000000000000000,5.856798648834230,12.017751693725586,,31000.000
35.000000000000000,5.871168613433838,12.037857055664062,,31000.000
36.000000000000000,5.852322101593018,12.048867225646973,,31000.000
37.000000000000000,5.866256713867188,12.068081855773926,,31000.000
38.000000000000000,5.846703529357910,12.068081855773926,,31000.000
39.000000000000000,5.860129833221436,12.086686134338377,,41860.000
40.000000000000000,5.860129833221436,12.096905708312988,,41860.000
41.000000000000000,5.873551845550538,12.114612579345703,,41860.000
42.000000000000000,5.852702617645264,12.124323844909668,,41860.000
43.000000000000000,5.865499019622804,12.141127586364746,,41860.000
44.000000000000000,5.843896389007568,12.141127586364746,,41860.000
45.000000000000000,5.856008529663086,12.157320022583008,,41860.000
46.000000000000000,5.856008529663086,12.166228294372559,,41860.000
47.000000000000000,5.867987632751466,12.181515693664551,,41860.000
48.000000000000000,5.879799842834474,12.189906120300291,,41860.000
49.000000000000000,5.856223583221436,12.204286575317383,,41860.000
50.000000000000000,5.867222309112550,12.218045234680176,,41860.000
51.000000000000000,5.842866897583008,12.218045234680176,,41860.000
52.000000000000000,5.853013038635254,12.231188774108887,,41860.000
53.000000000000000,5.853013038635254,12.238478660583496,,41860.000
54.000000000000000,5.862893581390382,12.250709533691406,,41860.000
55.000000000000000,5.837140560150146,12.257476806640623,,41860.000
56.000000000000000,5.846106529235840,12.268793106079102,,41860.000
57.000000000000000,5.819586753845216,12.275041580200195,,41860.000
58.000000000000000,5.827614784240724,12.279490470886230,,41860.000
59.000000000000000,5.827614784240724,12.285444259643555,,41860.000
60.000000000000000,5.835304737091064,12.295226097106934,,41860.000
61.000000000000000,5.842637538909912,12.300653457641602,,41860.000
62.000000000000000,5.814125537872314,12.309518814086914,,41860.000
63.000000000000000,5.820469379425050,12.312928199768066,,41860.000
64.000000000000000,5.791232585906982,12.317766189575195,,41860.000
65.000000000000000,5.826423645019532,12.325389862060547,,41860.000
66.000000000000000,5.796579360961914,12.329701423645020,,41860.000
67.000000000000000,5.801529407501222,12.336410522460938,,41860.000
68.000000000000000,5.806069850921632,12.338783264160156,,41860.000
69.000000000000000,5.774944782257080,12.342502593994141,,41860.000
70.000000000000000,5.810190677642822,12.347970962524414,,41860.000
71.000000000000000,5.778481006622314,12.351161956787109,,41860.000
72.000000000000000,5.781596183776856,12.355719566345215,,41860.000
73.000000000000000,5.784285545349122,12.358385086059570,,41860.000
74.000000000000000,5.751384735107422,12.359658241271973,,41860.000
75.000000000000000,5.786545276641846,12.362978935241699,,41860.000
76.000000000000000,5.753089904785156,12.365051269531250,,41860.000
77.000000000000000,5.754371643066406,12.367462158203123,,41860.000
78.000000000000000,5.720368862152100,12.369009017944336,,41860.000
79.000000000000000,5.720703601837158,12.369257926940918,,47290.000
80.000000000000000,5.720626354217530,12.370438575744627,,47290.000
81.000000000000000,5.720626354217530,12.371395111083984,,47290.000
82.000000000000000,5.720142364501954,12.371667861938477,,47290.000
83.000000000000000,5.684654712677002,12.372101783752441,,47290.000
84.000000000000000,5.683295726776124,12.371468544006348,,47290.000
85.000000000000000,5.681555271148682,12.371468544006348,,47290.000
86.000000000000000,5.681555271148682,12.370227813720703,,47290.000
87.000000000000000,5.679441928863526,12.368377685546877,,47290.000
88.000000000000000,5.642686843872070,12.367700576782227,,47290.000
89.000000000000000,5.639800071716310,12.364953041076660,,47290.000
90.000000000000000,5.602775573730470,12.364953041076660,,47290.000
91.000000000000000,5.636581420898438,12.361600875854492,,47290.000
