distance,kmb1,mtr1,hr
"3487",10.275956153869627,1.792808532714844,30.500
"3488",10.269147872924805,1.811593651771545,30.500
"3489",10.262663841247559,1.830484390258789,30.500
"3490",10.256514549255373,1.849479675292969,30.500
"3491",10.250714302062988,1.868577003479004,30.500
"3492",10.245270729064941,1.887774944305420,30.500
"3493",10.240193367004395,1.907071590423584,30.500
"3494",10.235537528991699,1.926465034484863,30.500
"3495",10.231454849243164,1.945953369140625,30.500
"3496",10.227968215942383,1.965535044670105,30.500
"3497",10.242231369018555,1.985208153724670,30.500
"3498",10.240202903747559,2.009936094284058,30.500
"3499",10.238797187805176,2.029824256896973,30.500
"3500",10.238029479980469,2.049798488616943,30.500
"3501",10.237904548645020,2.069856405258179,30.500
"3502",10.238438606262209,2.089997053146362,30.500
"3503",10.239639282226562,2.110218524932861,30.500
"3504",10.241525650024414,2.130518913269043,30.500
"3505",10.244076728820801,2.150896549224854,30.500
"3506",10.247159004211426,2.171349048614502,30.500
"3507",10.250761032104492,2.191875934600830,30.500
"3508",10.273223876953123,2.212474584579468,30.500
"3509",10.278092384338377,2.238431692123413,30.500
"3510",10.283308029174805,2.259204626083374,30.500
"3511",10.288686752319336,2.280044317245483,30.500
"3512",10.294238090515137,2.300949096679688,30.500
"3513",10.299965858459473,2.321917295455933,30.500
"3514",10.323919296264648,2.348326683044434,30.500
"3515",10.330169677734377,2.369450569152832,30.500
"3516",10.336617469787598,2.390632629394531,30.500
"3517",10.343269348144531,2.411871194839478,30.500
"3518",10.350135803222656,2.433164834976196,30.500
"3519",10.374639511108398,2.454511642456055,30.500
"3520",10.381772041320801,2.481404781341553,30.500
"3521",10.388934135437012,2.502885580062866,30.500
"3522",10.396137237548828,2.524415016174316,30.500
"3523",10.403384208679199,2.545990943908691,30.500
"3524",10.410681724548340,2.567611455917358,30.500
"3525",10.435158729553223,2.594842433929443,30.500
"3526",10.442715644836426,2.616580247879028,30.500
"3527",10.450344085693359,2.638357639312744,30.500
"3528",10.450344085693359,2.660173654556274,30.500
"3529",10.458055496215820,2.682026147842407,30.500
"3530",10.465857505798340,2.703914642333984,30.500
"3531",10.490320205688477,2.731496334075928,30.500
"3532",10.498459815979004,2.753480434417725,30.500
"3533",10.506596565246582,2.775495290756226,30.500
"3534",10.514657020568848,2.797538757324219,30.500
"3535",10.522648811340332,2.819609642028809,30.500
"3536",10.546563148498535,2.841706275939941,30.500
"3537",10.554563522338867,2.869570255279541,30.500
"3538",10.562516212463377,2.891742944717407,30.667
"3539",10.570430755615234,2.913937091827393,30.667
"3540",10.578313827514648,2.936150550842285,30.500
"3541",10.586175918579102,2.958382129669189,30.500
"3542",10.609552383422852,2.986416578292847,30.500
"3543",10.617522239685059,3.008707761764526,30.500
"3544",10.625497817993164,3.031012773513794,30.500
"3545",10.633490562438965,3.031012773513794,30.500
"3546",10.641511917114258,3.053329706192017,30.500
"3547",10.649567604064941,3.075657129287720,30.500
"3548",10.672751426696777,3.103814840316772,30.500
"3549",10.681040763854980,3.126186132431030,30.500
"3550",10.689328193664551,3.148562908172607,30.500
"3551",10.697497367858887,3.170944452285767,30.500
"3552",10.705558776855469,3.193329334259033,30.500
"3553",10.728015899658203,3.215716123580933,30.500
"3554",10.735957145690918,3.243977546691895,30.500
"3555",10.743474006652832,3.266388654708862,30.500
"3556",10.750511169433594,3.288797616958618,30.500
"3557",10.757076263427734,3.311202287673950,30.500
"3558",10.763171195983887,3.333601713180542,30.500
"3559",10.782616615295410,3.355994224548340,30.500
"3560",10.787592887878418,3.384295940399170,30.500
"3561",10.791911125183105,3.406694889068604,30.500
"3562",10.795571327209473,3.429082870483398,30.500
"3563",10.798581123352051,3.451458692550659,30.500
"3564",10.800940513610840,3.473820209503174,30.500
"3565",10.815837860107422,3.502093315124512,30.500
"3566",10.816983222961426,3.524446964263916,30.500
"3567",10.817489624023438,3.546782732009888,30.500
"3568",10.817361831665041,3.569098949432373,30.500
"3569",10.816605567932127,3.591394901275635,30.500
"3570",10.815220832824709,3.613668441772461,30.500
"3571",10.825689315795898,3.641869544982910,30.500
"3572",10.823141098022459,3.664117813110352,30.500
"3573",10.819985389709473,3.686339855194092,30.500
"3574",10.816224098205566,3.708535194396973,30.500
"3575",10.811865806579590,3.730701684951782,30.500
"3576",10.806914329528809,3.752838134765625,30.500
"3577",10.813136100769041,3.780908584594727,30.500
"3578",10.807088851928709,3.803003311157227,30.500
"3579",10.800470352172852,3.825063467025757,30.500
"3580",10.793285369873047,3.847089052200317,30.500
"3581",10.785542488098145,3.869078159332275,30.500
"3582",10.788238525390623,3.891030073165894,30.500
"3583",10.779471397399902,3.918913364410400,30.500
"3584",10.770172119140623,3.940807104110718,30.500
"3585",10.760345458984377,3.962658882141113,30.500
"3586",10.750000000000000,3.984468460083008,30.500
"3587",10.739146232604980,4.006234169006348,30.500
"3588",10.738095283508301,4.027954578399658,30.500
"3589",10.726321220397949,4.055596351623535,30.500
"3590",10.714064598083496,4.077242851257324,30.500
"3591",10.701338768005373,4.098840713500977,30.500
"3592",10.688149452209473,4.120388507843018,30.500
"3593",10.674510955810547,4.141885757446289,30.500
"3594",10.684080123901367,4.169267177581787,30.500
"3595",10.670073509216309,4.190677165985108,30.500
"3596",10.655634880065918,4.212032794952393,30.500
"3597",10.640774726867676,4.233332633972168,30.500
"3598",10.625370025634766,4.254575252532959,30.500
"3599",10.609224319458008,4.275760650634766,30.500
"3600",10.601075172424316,4.302803039550781,30.500
"3601",10.583383560180664,4.323886394500733,30.500
"3602",10.564918518066406,4.344908237457276,30.500
"3603",10.545688629150391,4.365867137908937,30.500
"3604",10.525595664978027,4.386762619018555,30.500
"3605",10.504558563232422,4.407593250274658,30.500
"3606",10.490214347839355,4.434247016906739,30.500
"3607",10.467269897460938,4.454961776733399,30.500
"3608",10.443394660949709,4.475608825683594,30.500
"3609",10.418590545654297,4.496185302734375,30.500
"3610",10.392867088317873,4.516693115234376,30.500
"3611",10.372598648071291,4.537128925323486,30.500
"3612",10.345012664794922,4.542965888977052,30.500
"3613",10.316518783569336,4.563345909118652,30.500
"3614",10.287124633789062,4.583651542663574,30.500
"3615",10.256834983825684,4.603883743286134,30.500
"3616",10.225658416748047,4.624039173126222,30.500
"3617",10.198674201965332,4.644119262695312,30.500
"3618",10.165768623352051,4.669914722442628,30.500
"3619",10.132183074951172,4.689853668212892,30.500
"3620",10.097927093505859,4.709712505340576,30.500
"3621",10.063111305236816,4.729491233825684,30.500
"3622",10.027838706970215,4.749186992645264,30.500
"3623",9.996024131774902,4.768801212310792,30.500
"3624",9.960135459899902,4.794075489044190,30.500
"3625",9.924147605895996,4.813535213470460,30.500
"3626",9.888078689575195,4.832909584045410,30.500
"3627",9.851921081542969,4.852197647094728,30.500
"3628",9.815673828125000,4.871397972106934,30.500
"3629",9.782452583312988,4.896182060241700,30.500
"3630",9.746067047119141,4.915217876434326,30.500
"3631",9.709671020507812,4.934163570404054,30.500
"3632",9.673355102539062,4.953018188476562,30.500
"3633",9.637120246887209,4.971780300140382,30.500
"3634",9.601108551025391,4.990448951721192,30.500
"3635",9.568212509155273,5.014632225036622,30.500
"3636",9.532819747924805,5.033124446868896,30.500
"3637",9.497662544250488,5.051521301269532,30.500
"3638",9.462738037109377,5.069821357727052,30.667
"3639",9.428033828735352,5.088023185729980,30.667
"3640",9.393575668334959,5.106127738952638,30.667
"3641",9.362045288085938,5.129668235778810,30.667
"3642",9.328364372253418,5.147583961486816,30.500
"3643",9.295042991638184,5.165398597717286,30.500
"3644",9.262081146240234,5.183111667633058,30.500
"3645",9.229466438293459,5.200721740722656,30.500
"3646",9.199065208435059,5.218227863311768,30.500
"3647",9.167154312133791,5.241088390350342,30.500
"3648",9.135567665100098,5.258395195007324,30.500
"3649",9.104301452636719,5.275597095489502,30.500
"3650",9.073346138000488,5.292690753936768,30.500
"3651",9.042697906494141,5.309677600860596,30.500
"3652",9.013504028320312,5.326555252075196,30.500
"3653",8.983473777770996,5.348698139190674,30.500
"3654",8.953740119934082,5.365366458892822,30.500
"3655",8.924426078796388,5.381924152374268,30.500
"3656",8.895577430725098,5.398369789123536,30.500
"3657",8.867185592651367,5.414702892303468,30.500
"3658",8.839836120605471,5.436197757720948,30.500
"3659",8.812399864196777,5.452312469482422,30.500
"3660",8.785401344299316,5.468313217163086,30.500
"3661",8.785401344299316,5.484198093414308,30.500
"3662",8.758833885192873,5.499967575073242,30.500
"3663",8.732693672180176,5.515619277954102,30.500
"3664",8.706970214843750,5.536332130432130,30.500
"3665",8.681722640991213,5.551756381988526,30.500
"3666",8.656885147094728,5.567061901092530,30.500
"3667",8.632453918457031,5.582246780395508,30.500
"3668",8.608427047729492,5.597311973571778,30.500
"3669",8.584797859191896,5.612256050109864,30.500
"3670",8.560982704162598,5.632155418395996,30.500
"3671",8.538194656372070,5.646862983703614,30.500
"3672",8.515799522399902,5.661446571350098,30.500
"3673",8.493790626525881,5.675907135009766,30.500
"3674",8.472169876098635,5.690242290496826,30.500
"3675",8.449680328369142,5.704452514648438,30.500
"3676",8.428875923156738,5.723507404327394,30.500
"3677",8.408454895019531,5.737473011016846,30.500
"3678",8.388415336608888,5.751311779022218,30.500
"3679",8.368758201599123,5.751311779022218,30.500
"3680",8.349482536315918,5.765021800994874,30.500
"3681",8.328724861145020,5.778603553771974,30.500
"3682",8.310388565063478,5.796908378601074,30.500
"3683",8.292527198791504,5.810238838195802,30.500
"3684",8.275141716003418,5.823439121246338,30.500
"3685",8.258232116699221,5.836507797241212,30.500
"3686",8.241798400878906,5.849445819854736,30.500
"3687",8.223997116088867,5.862251758575440,30.500
"3688",8.208653450012209,5.879661083221436,30.500
"3689",8.193787574768066,5.892207145690918,30.500
"3690",8.179400444030762,5.904620170593262,30.500
"3691",8.165494918823242,5.916898727416992,30.500
"3692",8.152071952819824,5.929042816162110,30.500
"3693",8.137272834777832,5.945659637451172,30.500
"3694",8.124956130981445,5.957538604736328,30.500
"3695",8.113130569458008,5.969280719757080,30.500
"3696",8.101799011230471,5.980885505676270,30.500
"3697",8.090968132019045,5.992353439331056,30.500
"3698",8.080637931823730,6.003684043884278,30.500
"3699",8.068908691406250,6.019359111785890,30.500
"3700",8.059725761413574,6.030416965484620,30.500
"3701",8.051043510437012,6.041335582733154,30.500
"3702",8.042867660522463,6.052114009857178,30.500
"3703",8.035194396972656,6.062753200531006,30.500
"3704",8.028028488159180,6.073250770568848,30.500
"3705",8.019548416137695,6.087960720062256,30.500
"3706",8.013545036315918,6.098180294036866,30.500
"3707",8.008049964904785,6.108257293701172,30.500
"3708",8.003019332885742,6.118192672729492,30.500
"3709",7.998313903808594,6.127984046936036,30.500
"3710",7.991980075836182,6.137632369995118,30.500
"3711",7.988019943237306,6.151357173919678,30.500
"3712",7.984372615814210,6.160721302032472,30.500
"3713",7.981037616729736,6.169941425323486,30.500
"3714",7.978243350982666,6.179016113281250,30.500
"3715",7.976028442382812,6.187945365905762,30.500
"3716",7.972707271575928,6.196728229522706,30.500
"3717",7.971810340881348,6.209448337554932,30.500
"3718",7.971428871154786,6.217942714691162,30.500
"3719",7.971554756164552,6.226290702819824,30.500
"3720",7.972185611724854,6.234490394592286,30.500
"3721",7.973312854766846,6.242542743682862,30.500
"3722",7.974040031433106,6.254385471343994,30.500
"3723",7.976409912109376,6.262144565582276,30.500
"3724",7.979264736175538,6.269755363464356,30.500
"3725",7.982600212097168,6.277216911315918,30.500
"3726",7.986410140991212,6.284528732299806,30.500
"3727",7.990694999694824,6.291691780090332,30.500
"3728",7.990233898162842,6.302499294281006,30.500
"3729",7.995244026184082,6.309364318847656,30.500
"3730",8.000722885131836,6.316079616546632,30.500
"3731",8.006666183471680,6.322642803192140,30.500
"3732",8.013072967529299,6.329055786132812,30.500
"3733",8.019942283630373,6.335316658020020,30.500
"3734",8.027468681335449,6.345074653625488,30.500
"3735",8.035511016845703,6.351035118103028,30.500
"3736",8.044012069702148,6.356842517852784,30.500
"3737",8.052973747253418,6.362498283386230,30.500
"3738",8.062393188476562,6.368001461029054,30.500
"3739",8.072273254394531,6.373351097106934,30.500
"3740",8.083445549011230,6.382046699523926,30.500
"3741",8.094498634338381,6.387092590332032,30.500
"3742",8.106016159057617,6.391984462738038,30.500
"3743",8.117999076843262,6.396723270416260,30.500
"3744",8.130451202392578,6.401307582855226,30.500
"3745",8.144574165344238,6.405737876892090,30.500
"3746",8.158218383789062,6.409081935882568,30.500
"3747",8.172339439392090,6.413359642028810,30.500
"3748",8.186943054199221,6.417483329772950,30.500
"3749",8.202030181884766,6.421451568603516,30.500
"3750",8.217607498168945,6.425265789031982,30.500
"3751",8.235500335693359,6.428924560546876,30.500
"3752",8.252318382263184,6.435617446899414,30.500
"3753",8.269520759582520,6.438967227935792,30.500
"3754",8.287033081054688,6.442161560058594,30.500
"3755",8.304858207702638,6.445200443267822,30.500
"3756",8.322996139526367,6.448082923889160,30.500
"3757",8.343811988830566,6.453842163085938,30.500
"3758",8.362825393676758,6.456414222717286,30.500
"3759",8.382164955139160,6.458830356597900,30.500
"3760",8.401837348937988,6.461091041564942,30.500
"3761",8.421847343444824,6.463194370269776,30.500
"3762",8.444853782653810,6.468014240264894,30.500
"3763",8.465787887573242,6.469806671142578,30.500
"3764",8.487075805664062,6.471442222595216,
"3765",8.508725166320803,6.472921371459962,
"3766",8.530743598937988,6.474243640899658,
"3767",8.553136825561523,6.475409984588624,
"3768",8.579060554504396,6.479130268096924,
"3769",8.602225303649902,6.479983806610108,
"3770",8.625595092773438,6.480679512023926,31.000
"3771",8.649175643920898,6.481219291687012,31.000
"3772",8.672971725463867,6.481601238250732,31.000
"3773",8.700254440307617,6.484377384185792,31.000
"3774",8.724735260009766,6.484446048736572,31.000
"3775",8.749638557434082,6.484358787536622,31.000
"3776",8.774975776672363,6.484114170074464,31.000
"3777",8.800750732421877,6.483712673187256,31.000
"3778",8.830452919006348,6.483154773712158,31.000
"3779",8.857334136962892,6.484827041625978,31.000
"3780",8.884670257568359,6.483955860137940,31.000
"3781",8.912467002868652,6.482927799224854,31.000
"3782",8.940727233886721,6.481742858886720,31.000
"3783",8.969264030456545,6.480401039123536,31.000
"3784",9.001710891723635,6.481126785278320,31.000
"3785",9.030772209167480,6.479472160339356,31.000
"3786",9.060113906860352,6.477662086486816,31.000
"3787",9.089734077453613,6.475693702697754,31.000
"3788",9.119636535644531,6.473570346832276,31.000
"3789",9.153655052185059,6.471289634704590,31.000
"3790",9.153655052185059,6.470914363861084,31.000
"3791",9.184448242187500,6.468321800231934,31.000
"3792",9.215665817260742,6.465574741363526,31.000
"3793",9.247160911560059,6.462670803070068,31.000
"3794",9.278907775878906,6.459611415863038,31.000
"3795",9.314940452575684,6.458292007446290,31.000
"3796",9.347374916076660,6.454921245574952,31.000
"3797",9.380046844482422,6.451395988464356,31.000
"3798",9.412939071655273,6.447715759277344,31.000
"3799",9.445899009704590,6.443879604339600,31.000
"3800",9.483020782470703,6.441619873046876,31.000
"3801",9.516203880310059,6.437475204467774,31.000
"3802",9.549388885498047,6.433176040649414,31.000
"3803",9.582562446594238,6.428722858428956,31.000
"3804",9.615715026855469,6.424115180969238,31.000
"3805",9.652861595153809,6.419353485107422,31.000
"3806",9.685780525207520,6.420918464660646,31.000
"3807",9.718442916870117,6.416003227233888,31.000
"3808",9.750833511352541,6.410934925079346,31.000
"3809",9.782941818237305,6.405713081359864,31.000
"3810",9.814756393432617,6.400338172912598,31.000
"3811",9.850386619567873,6.396210670471192,31.000
"3812",9.881714820861816,6.390530586242676,31.000
"3813",9.912714004516602,6.384697914123536,31.000
"3814",9.943368911743164,6.378713607788086,31.000
"3815",9.973673820495605,6.372577190399170,31.000
"3816",10.007514953613281,6.366288661956788,31.000
"3817",10.037212371826172,6.361085891723634,31.000
"3818",10.066529273986816,6.354495525360108,31.000
"3819",10.095451354980469,6.347754001617432,31.000
"3820",10.123970985412598,6.340862751007080,31.000
"3821",10.152080535888672,6.333821296691896,31.000
"3822",10.183503150939941,6.327702045440674,31.000
"3823",10.210886001586914,6.320361137390138,31.000
"3824",10.237831115722656,6.312871456146240,31.000
"3825",10.264328956604004,6.305232048034668,31.000
"3826",10.290376663208008,6.297444820404054,31.000
"3827",10.319351196289062,6.289508819580078,31.000
"3828",10.344587326049805,6.282334327697754,31.000
"3829",10.369345664978027,6.274103164672852,31.000
"3830",10.393622398376465,6.265725612640382,31.000
"3831",10.417413711547852,6.257200717926026,31.000
"3832",10.440711021423340,6.248529434204102,31.000
"3833",10.466621398925781,6.240458011627198,31.000
"3834",10.489023208618164,6.231495380401612,31.000
"3835",10.510918617248535,6.222386837005616,31.000
"3836",10.532295227050781,6.213133811950684,31.000
"3837",10.553153038024902,6.203736305236816,31.000
"3838",10.576173782348633,6.194779872894288,31.000
"3839",10.596088409423828,6.185094833374024,31.000
"3840",10.615471839904785,6.175266742706300,31.000
"3841",10.634320259094238,6.165295600891114,31.000
"3842",10.652629852294922,6.155182361602784,31.000
"3843",10.672625541687012,6.144927501678468,31.000
"3844",10.689954757690430,6.134955406188966,31.000
"3845",10.706737518310547,6.124418258666992,31.000
"3846",10.722972869873047,6.113740444183350,31.000
"3847",10.738659858703613,6.102921962738038,31.000
"3848",10.738659858703613,6.091964721679688,31.000
"3849",10.755544662475586,6.081134319305420,31.000
"3850",10.770227432250977,6.069899082183838,31.000
"3851",10.784359931945801,6.058526515960694,31.000
"3852",10.797940254211426,6.047015666961670,31.000
"3853",10.810965538024902,6.035367965698242,31.000
"3854",10.824691772460938,6.023583412170410,31.000
"3855",10.836711883544922,6.011773586273194,31.000
"3856",10.848176956176758,5.999717712402344,31.000
"3857",10.859090805053709,5.987527370452882,31.000
"3858",10.869455337524414,5.975202560424806,31.000
"3859",10.879270553588867,5.962743759155274,31.000
"3860",10.889395713806152,5.950107097625732,31.000
"3861",10.898217201232910,5.937382698059082,31.000
"3862",10.906496047973633,5.924526214599610,31.000
"3863",10.914235115051270,5.911538124084474,31.000
"3864",10.921437263488770,5.911538124084474,31.000
"3865",10.928466796875000,5.898418426513672,31.000
"3866",10.934703826904297,5.884971618652344,31.000
"3867",10.940412521362305,5.871593475341798,31.000
"3868",10.945601463317873,5.858084678649902,31.000
"3869",10.950271606445312,5.844448566436768,31.000
"3870",10.954428672790527,5.830683708190918,31.000
"3871",10.958049774169922,5.816442966461182,31.000
"3872",10.961252212524414,5.802425384521484,31.000
"3873",10.963773727416992,5.788281440734864,31.000
"3874",10.965609550476074,5.774012565612794,31.000
"3875",10.966764450073242,5.759617805480958,31.000
"3876",10.966519355773926,5.744602203369142,31.000
"3877",10.966372489929199,5.729962348937988,31.000
"3878",10.965557098388672,5.715198993682862,31.000
"3879",10.964073181152344,5.700312614440918,31.000
"3880",10.961927413940430,5.685305595397950,31.000
"3881",10.957698822021484,5.670177459716798,31.000
"3882",10.954238891601562,5.654287338256836,31.000
"3883",10.950010299682617,5.638921737670898,31.000
"3884",10.945018768310547,5.623436927795410,31.000
"3885",10.939264297485352,5.607833862304688,31.000
"3886",10.932757377624512,5.592114448547364,31.000
"3887",10.924180030822754,5.575492382049562,31.000
"3888",10.916683197021484,5.559542179107666,31.000
"3889",10.908621788024902,5.543476581573486,31.000
"3890",10.900001525878906,5.527296543121338,31.000
"3891",10.890817642211914,5.511003017425538,31.000
"3892",10.879658699035645,5.494597434997560,31.000
"3893",10.869671821594238,5.477155208587646,31.000
"3894",10.859137535095215,5.460528373718262,31.000
"3895",10.848042488098145,5.443790912628174,31.000
"3896",10.836384773254395,5.426942825317384,31.000
"3897",10.824163436889648,5.409986495971680,31.000
"3898",10.810232162475586,5.391861438751222,31.000
"3899",10.797088623046877,5.374692440032960,31.000
"3900",10.783376693725586,5.357416629791260,31.000
"3901",10.769091606140137,5.340034961700440,31.000
"3902",10.754239082336426,5.322548866271974,31.000
"3903",10.737715721130373,5.304958343505860,31.000
"3904",10.721932411193848,5.286074161529542,31.000
"3905",10.705580711364746,5.268281459808350,31.000
"3906",10.688656806945801,5.250387191772462,31.000
"3907",10.688656806945801,5.232392311096192,31.000
"3908",10.671178817749023,5.214297771453858,31.000
"3909",10.652290344238281,5.194783210754396,31.000
"3910",10.634273529052734,5.176495075225830,31.000
"3911",10.615879058837891,5.158110141754150,31.000
"3912",10.597105979919434,5.139628887176514,31.000
"3913",10.577999114990234,5.121051788330078,31.000
"3914",10.557935714721680,5.100933074951172,31.000
"3915",10.538715362548828,5.082172870635986,31.000
"3916",10.519303321838377,5.063319683074952,31.000
"3917",10.499696731567383,5.044374465942384,31.000
"3918",10.479894638061523,5.025339126586914,31.000
"3919",10.459450721740723,5.006213665008546,31.000
"3920",10.439519882202148,4.985433578491212,31.000
"3921",10.419388771057127,4.966135501861572,31.000
"3922",10.399051666259766,4.966135501861572,31.000
"3923",10.378515243530273,4.946750640869142,31.000
"3924",10.357894897460938,4.927280426025392,31.000
"3925",10.337461471557617,4.906035423278810,31.000
"3926",10.317112922668459,4.886400699615480,31.000
"3927",10.296747207641602,4.866683483123780,31.000
"3928",10.276363372802734,4.846883296966554,31.000
"3929",10.255962371826172,4.827003002166748,31.000
"3930",10.236178398132324,4.807042121887208,31.000
"3931",10.216025352478027,4.785203456878662,31.000
"3932",10.195850372314453,4.765090942382812,31.000
"3933",10.175648689270020,4.744901657104492,31.000
"3934",10.155426025390623,4.724636554718018,31.000
"3935",10.135175704956055,4.704296588897706,31.000
"3936",10.116289138793945,4.681973457336426,31.000
"3937",10.096286773681641,4.661492347717286,31.000
"3938",10.076265335083008,4.640940189361572,31.000
"3939",10.056240081787109,4.620316982269288,31.000
"3940",10.036348342895508,4.599624633789062,31.000
"3941",10.018370628356934,4.576847553253174,31.000
"3942",9.998902320861816,4.556025505065918,31.000
"3943",9.979501724243164,4.535137176513672,31.000
"3944",9.960165023803709,4.514183998107910,31.000
"3945",9.940890312194824,4.493165969848633,31.000
"3946",9.923580169677734,4.472085475921631,31.000
"3947",9.904668807983398,4.448833465576172,31.000
"3948",9.885816574096680,4.427636623382569,31.000
"3949",9.867020606994627,4.406380176544189,31.000
"3950",9.848284721374512,4.385066032409668,31.000
"3951",9.831595420837402,4.363694667816162,31.000
"3952",9.813215255737305,4.340060710906983,31.000
"3953",9.794895172119141,4.318585872650146,31.000
"3954",9.776633262634277,4.297056198120117,31.000
"3955",9.758432388305664,4.275474548339844,31.000
"3956",9.740293502807617,4.253840923309326,31.000
"3957",9.724530220031738,4.229860782623291,31.000
"3958",9.706763267517090,4.208136081695557,31.000
"3959",9.689066886901855,4.186363697052002,31.000
"3960",9.671442031860352,4.164544105529785,31.000
"3961",9.653891563415527,4.142679214477539,31.000
"3962",9.638811111450195,4.118388175964355,31.000
"3963",9.638811111450195,4.096445083618164,31.000
"3964",9.621664047241209,4.074459552764893,31.000
"3965",9.604603767395020,4.052433967590332,31.000
"3966",9.587640762329102,4.030368804931641,31.000
"3967",9.573219299316406,4.008265972137451,31.000
"3968",9.557063102722168,3.983672618865967,31.000
"3969",9.541194915771484,3.961506843566895,31.000
"3970",9.525613784790041,3.939306497573853,31.000
"3971",9.510328292846680,3.917073249816895,31.000
"3972",9.495335578918459,3.894808292388916,31.000
"3973",9.483606338500977,3.869985103607178,31.000
"3974",9.469509124755859,3.847692489624023,31.000
"3975",9.455725669860840,3.825461387634277,31.000
"3976",9.442316055297852,3.803299188613892,31.000
"3977",9.429313659667969,3.781205415725708,31.000
"3978",9.420418739318848,3.778666734695435,31.000
"3979",9.408633232116699,3.756671905517578,31.000
"3980",9.397267341613770,3.734746694564819,31.000
"3981",9.386270523071291,3.712892770767212,31.000
"3982",9.375589370727541,3.691110372543335,31.000
"3983",9.369540214538574,3.669399499893188,31.000
"3984",9.359788894653320,3.645279407501221,31.000
"3985",9.350360870361328,3.623743772506714,31.000
"3986",9.341260910034180,3.602282047271729,31.000
"3987",9.332496643066406,3.580894947052002,31.000
"3988",9.324069976806641,3.559583663940430,31.000
"3989",9.320931434631348,3.535895347595215,31.000
"3990",9.313474655151367,3.514765262603760,31.000
"3991",9.306392669677734,3.493713140487671,31.000
"3992",9.299836158752441,3.472738504409790,31.000
"3993",9.293834686279297,3.451842784881592,31.000
"3994",9.293758392333984,3.428606748580933,31.000
"3995",9.289184570312500,3.407900094985962,31.000
"3996",9.285179138183594,3.387274265289307,31.000
"3997",9.281748771667480,3.366730213165283,31.000
"3998",9.278895378112791,3.346268892288208,31.000
"3999",9.282422065734863,3.323505640029907,31.000
"4000",9.281037330627441,3.303240776062012,31.000
"4001",9.280246734619141,3.283060789108276,31.000
"4002",9.280057907104492,3.262966632843018,31.000
"4003",9.280476570129395,3.242958307266235,31.000
"4004",9.287730216979980,3.223037242889404,31.000
"4005",9.289627075195312,3.200888156890869,31.000
"4006",9.291987419128418,3.181173801422119,31.000
"4007",9.294817924499512,3.161548852920532,31.000
"4008",9.298124313354492,3.142014503479004,31.000
"4009",9.301908493041992,3.122571229934692,31.000
"4010",9.313556671142578,3.100945711135864,31.000
"4011",9.318693161010742,3.081718444824219,31.000
"4012",9.324330329895020,3.062584400177002,31.000
"4013",9.330473899841309,3.043545722961426,31.000
"4014",9.337168693542480,3.024602174758911,31.000
"4015",9.353008270263672,3.003525733947754,31.000
"4016",9.361897468566895,2.984807014465332,31.000
"4017",9.371573448181152,2.966186761856079,31.000
"4018",9.381958961486816,2.947665691375732,31.000
"4019",9.381958961486816,2.929244279861450,31.000
"4020",9.402059555053709,2.910924434661865,31.000
"4021",9.414416313171387,2.890557765960693,31.000
"4022",9.427502632141113,2.872473955154419,31.000
"4023",9.441279411315918,2.854494333267212,31.000
"4024",9.455628395080566,2.836619377136230,31.000
"4025",9.470470428466797,2.818850755691528,31.000
"4026",9.496271133422852,2.799093008041382,31.000
"4027",9.512475967407227,2.781570911407471,31.000
"4028",9.529158592224123,2.764162778854370,32.000
"4029",9.546315193176270,2.746900081634521,32.500
"4030",9.563898086547852,2.729790210723877,32.500
"4031",9.593045234680176,2.710862874984741,32.500
"4032",9.611522674560547,2.694110155105591,32.500
"4033",9.630165100097656,2.677512168884277,32.500
"4034",9.648861885070801,2.677512168884277,32.500
"4035",9.667597770690918,2.661069393157959,32.500
"4036",9.698141098022459,2.642919301986694,32.500
"4037",9.717238426208496,2.626823663711548,32.500
"4038",9.736352920532227,2.610836744308472,33.000
"4039",9.755474090576172,2.594957590103149,34.000
"4040",9.774634361267090,2.579187393188477,34.000
"4041",9.806177139282227,2.563525915145874,34.000
"4042",9.826010704040527,2.546285390853882,34.000
"4043",9.845998764038086,2.530887603759766,34.000
"4044",9.866137504577637,2.515600442886353,34.000
"4045",9.886413574218750,2.500423669815063,34.000
"4046",9.906821250915527,2.485357761383057,34.000
"4047",9.940444946289062,2.468842744827271,34.000
"4048",9.961416244506836,2.454045057296753,34.000
"4049",9.982495307922363,2.439359903335571,34.000
"4050",10.003670692443848,2.424787282943726,34.000
"4051",10.024936676025391,2.410328149795532,34.000
"4052",10.059845924377441,2.394551277160645,34.000
"4053",10.081593513488770,2.380364894866943,34.000
"4054",10.103323936462402,2.366293191909790,34.000
"4055",10.124919891357422,2.352336645126343,34.000
"4056",10.146372795104980,2.338495969772339,34.000
"4057",10.181632041931152,2.324771881103516,34.000
"4058",10.203347206115723,2.309908151626587,34.000
"4059",10.225079536437988,2.296462535858154,34.000
"4060",10.246826171875000,2.283135414123535,34.000
"4061",10.268574714660645,2.269933223724365,34.000
"4062",10.290315628051758,2.256894588470459,34.000
"4063",10.326591491699219,2.242902278900146,34.000
"4064",10.348589897155762,2.230247735977173,34.000
"4065",10.370551109313965,2.217762470245361,34.000
"4066",10.392472267150877,2.205446958541870,34.000
"4067",10.414337158203123,2.193301677703857,34.000
"4068",10.450972557067873,2.180339574813843,34.000
"4069",10.473003387451172,2.168580532073975,34.000
