distance,kmb1,mtr1,hr
"1944",4.909349441528320,17.765901565551758,38.500
"1945",4.885864734649658,17.780595779418945,38.500
"1946",4.862447738647462,17.794885635375977,38.500
"1947",4.839107036590576,17.808769226074219,38.500
"1948",4.815850257873536,17.822248458862305,38.500
"1949",4.792342662811280,17.835315704345703,38.500
"1950",4.769246101379396,17.831018447875977,38.500
"1951",4.746257781982422,17.843233108520508,38.500
"1952",4.723386287689210,17.855039596557617,38.500
"1953",4.700640678405762,17.866436004638672,38.500
"1954",4.678030967712402,17.877422332763672,38.500
"1955",4.655565738677980,17.887992858886719,38.500
"1956",4.633254528045654,17.898159027099609,38.500
"1957",4.611107349395752,17.907905578613281,38.500
"1958",4.589134693145752,17.917240142822266,38.500
"1959",4.567345619201660,17.926156997680664,38.500
"1960",4.545751571655274,17.934667587280273,38.500
"1961",4.524361610412598,17.942760467529297,38.500
"1962",4.503161907196045,17.950437545776367,38.500
"1963",4.482060432434082,17.957700729370117,38.500
"1964",4.461055278778076,17.964546203613281,38.500
"1965",4.439068794250489,17.970977783203125,38.500
"1966",4.418327331542969,17.959150314331055,38.500
"1967",4.397707939147949,17.964721679687500,38.500
"1968",4.377220153808594,17.969875335693359,38.500
"1969",4.356873512268067,17.974613189697266,38.500
"1970",4.336668491363526,17.978937149047852,38.500
"1971",4.316613674163819,17.982839584350586,38.500
"1972",4.296718597412110,17.986330032348633,38.500
"1973",4.276990890502930,17.989395141601562,38.500
"1974",4.257441997528076,17.992050170898438,38.500
"1975",4.238080501556396,17.994287490844727,38.500
"1976",4.218915939331055,17.996107101440430,38.500
"1977",4.199965000152588,17.997509002685547,38.500
"1978",4.181372642517090,17.998491287231445,39.333
"1979",4.163200855255127,17.999055862426758,39.333
"1980",4.145106792449951,17.999204635620117,39.333
"1981",4.127902984619141,17.980318069458008,39.333
"1982",4.110991001129151,17.979614257812500,39.333
"1983",4.094450950622559,17.978488922119141,39.333
"1984",4.078355789184571,17.976947784423828,39.333
"1985",4.062707901000977,17.974990844726562,39.333
"1986",4.047509670257569,17.972618103027344,39.333
"1987",4.032748699188233,17.969829559326172,39.333
"1988",4.018282413482666,17.966627120971680,39.333
"1989",4.004074096679689,17.963005065917969,39.333
"1990",3.990123510360718,17.958971023559570,39.333
"1991",3.976433753967285,17.954521179199219,41.500
"1992",3.963129758834839,17.949657440185547,41.500
"1993",3.950277805328369,17.944377899169922,41.500
"1994",3.937875986099243,17.938686370849609,41.500
"1995",3.926924228668213,17.932582855224609,41.500
"1996",3.915550470352173,17.926063537597656,41.500
"1997",3.904620409011841,17.899812698364258,41.500
"1998",3.894132852554321,17.892456054687500,41.500
"1999",3.884086132049561,17.884689331054688,41.500
"2000",3.874500989913940,17.876504898071289,41.500
"2001",3.865522623062134,17.867923736572266,41.500
"2002",3.857173204421997,17.858921051025391,41.500
"2003",3.849450588226318,17.849515914916992,41.500
"2004",3.842350006103516,17.839700698852539,41.500
"2005",3.835868597030640,17.829481124877930,41.500
"2006",3.830002784729004,17.818851470947266,41.500
"2007",3.824766635894775,17.807817459106445,41.500
"2008",3.820303916931152,17.807817459106445,41.500
"2009",3.816644430160522,17.796379089355469,41.500
"2010",3.813781738281250,17.784534454345703,41.500
"2011",3.814600229263306,17.772287368774414,41.500
"2012",3.813480138778687,17.739730834960938,41.500
"2013",3.813140869140625,17.726669311523438,41.500
"2014",3.813579320907593,17.713207244873047,41.500
"2015",3.814790248870850,17.699344635009766,41.500
"2016",3.816769838333130,17.685081481933594,41.500
"2017",3.819513797760010,17.670421600341797,41.500
"2018",3.823018312454224,17.655364990234375,41.500
"2019",3.827279567718506,17.639913558959961,41.500
"2020",3.832294702529907,17.624061584472656,41.500
"2021",3.838059425354004,17.607818603515625,41.500
"2022",3.844570875167847,17.591184616088867,41.500
"2023",3.851826906204224,17.574157714843750,39.000
"2024",3.859824419021606,17.556739807128906,39.000
"2025",3.868560314178467,17.538930892944336,39.000
"2026",3.882732152938843,17.520734786987305,39.000
"2027",3.893095731735229,17.481748580932617,39.000
"2028",3.904191493988037,17.462776184082031,39.000
"2029",3.916017532348633,17.443414688110352,39.000
"2030",3.928572893142700,17.423673629760742,39.000
"2031",3.941855669021606,17.403551101684570,39.000
"2032",3.955864667892456,17.383047103881836,39.000
"2033",3.970599651336670,17.362161636352539,39.000
"2034",3.986059188842773,17.340898513793945,39.000
"2035",4.002243041992189,17.319263458251953,39.000
"2036",4.019150257110596,17.297245025634766,39.000
"2037",4.036781787872314,17.274858474731445,39.000
"2038",4.055137157440187,17.252096176147461,39.000
"2039",4.074216365814209,17.228965759277344,39.000
"2040",4.094019412994385,17.205465316772461,39.000
"2041",4.114548206329346,17.181592941284180,39.000
"2042",4.142371654510498,17.157360076904297,39.000
"2043",4.164503574371338,17.111957550048828,39.000
"2044",4.187364578247071,17.086997985839844,39.000
"2045",4.210953712463379,17.061677932739258,39.000
"2046",4.235273838043213,17.035995483398438,39.000
"2047",4.260326385498047,17.009952545166016,37.500
"2048",4.286113739013672,16.983558654785156,37.500
"2049",4.312637805938721,16.956808090209961,37.500
"2050",4.339900970458985,16.929704666137695,37.500
"2051",4.367905616760254,16.902250289916992,37.500
"2052",4.396654129028321,16.874444961547852,37.500
"2053",4.426060199737549,16.846292495727539,37.500
"2054",4.456017971038819,16.817794799804688,38.667
"2055",4.486527919769287,16.788955688476562,38.667
"2056",4.517578125000000,16.759773254394531,38.667
"2057",4.557108879089356,16.730251312255859,38.667
"2058",4.589020252227784,16.679306030273438,38.667
"2059",4.621279716491700,16.649118423461914,38.667
"2060",4.653884887695312,16.618598937988281,38.667
"2061",4.686829566955566,16.587743759155273,38.667
"2062",4.719977855682374,16.556560516357422,38.667
"2063",4.753267765045166,16.525051116943359,38.667
"2064",4.786696434020996,16.493215560913086,38.667
"2065",4.820259094238282,16.461055755615234,38.667
"2066",4.853951930999756,16.428573608398438,38.667
"2067",4.887771606445312,16.395774841308594,38.667
"2068",4.921713829040528,16.362657546997070,37.500
"2069",4.955776214599610,16.329225540161133,37.500
"2070",4.989846706390382,16.295480728149414,37.500
"2071",5.023831844329834,16.261425018310547,37.500
"2072",5.057724952697754,16.227062225341797,37.500
"2073",5.100354671478272,16.192392349243164,37.500
"2074",5.134098529815674,16.136184692382812,37.500
"2075",5.167734146118164,16.100927352905273,37.500
"2076",5.201255321502686,16.065372467041016,37.500
"2077",5.234656810760498,16.029523849487305,37.500
"2078",5.267933845520020,15.993376731872559,37.500
"2079",5.301080703735352,15.956940650939941,37.500
"2080",5.334093093872070,15.920216560363770,37.500
"2081",5.366966724395752,15.883206367492676,37.500
"2082",5.399688720703126,15.845910072326660,37.500
"2083",5.432115554809570,15.808336257934570,37.500
"2084",5.464186191558838,15.770482063293459,37.500
"2085",5.495892524719238,15.732349395751953,37.500
"2086",5.527229309082032,15.693947792053223,37.500
"2087",5.558187961578370,15.655274391174316,37.500
"2088",5.597637653350830,15.616334915161133,37.500
"2089",5.627859115600586,15.555848121643066,37.500
"2090",5.657682418823242,15.516402244567873,37.500
"2091",5.687101364135742,15.476696014404297,37.500
"2092",5.716109275817872,15.436735153198242,37.500
"2093",5.744699954986572,15.396517753601074,37.500
"2094",5.772866725921632,15.356052398681641,37.500
"2095",5.800604820251466,15.315337181091309,37.500
"2096",5.827907562255860,15.274376869201660,37.500
"2097",5.854769229888916,15.233172416687012,37.500
"2098",5.881184577941896,15.191727638244627,37.500
"2099",5.907147884368896,15.150049209594727,37.500
"2100",5.932653903961182,15.108136177062988,37.500
"2101",5.957696437835694,15.065992355346680,37.500
"2102",5.982272148132324,15.023618698120117,37.500
"2103",6.006374835968018,14.981020927429199,37.500
"2104",6.038735866546632,14.938201904296877,37.500
"2105",6.061905384063722,14.873999595642090,37.500
"2106",6.084587574005128,14.830780982971191,37.500
"2107",6.106777191162110,14.787348747253418,37.500
"2108",6.128470420837402,14.743707656860352,38.667
"2109",6.149661540985108,14.699857711791992,38.667
"2110",6.170348644256592,14.655807495117188,38.667
"2111",6.190526008605958,14.611559867858887,38.667
"2112",6.210189819335938,14.567113876342773,38.667
"2113",6.229336738586426,14.522476196289062,38.667
"2114",6.247962951660156,14.477646827697754,38.667
"2115",6.266064643859864,14.432635307312012,38.667
"2116",6.283638954162598,14.387438774108887,38.667
"2117",6.300681114196778,14.342063903808594,38.667
"2118",6.317189216613770,14.296510696411133,38.667
"2119",6.341557502746582,14.250785827636719,38.667
"2120",6.357007026672364,14.183951377868652,38.667
"2121",6.371912002563478,14.137932777404785,38.667
"2122",6.386271476745606,14.091747283935547,41.000
"2123",6.400096893310548,14.045410156250000,41.000
"2124",6.413533210754396,13.998916625976562,41.000
"2125",6.426608085632324,13.952271461486816,41.000
"2126",6.439317226409912,13.905478477478027,41.000
"2127",6.451654434204102,13.858540534973145,41.000
"2128",6.463616371154786,13.811464309692383,41.000
"2129",6.475197315216064,13.764250755310059,41.000
"2130",6.486392974853516,13.716905593872070,41.000
"2131",6.497197628021240,13.669425964355469,41.000
"2132",6.507608890533448,13.621827125549316,41.000
"2133",6.517620563507080,13.574103355407715,41.000
"2134",6.535390853881836,13.526262283325195,41.000
"2135",6.544624805450440,13.457717895507812,41.000
"2136",6.553447246551514,13.409699440002441,41.000
"2137",6.561855792999268,13.361577987670898,41.000
"2138",6.569845199584962,13.313343048095703,41.000
"2139",6.577412128448486,13.264971733093262,41.000
"2140",6.584553241729736,13.216464042663574,41.000
"2141",6.591266632080078,13.167822837829590,41.000
"2142",6.597548007965088,13.119050025939941,41.000
"2143",6.603394508361816,13.070153236389160,41.000
"2144",6.608803749084474,13.021136283874512,41.000
"2145",6.613772869110108,12.971999168395996,41.000
"2146",6.618299484252930,12.922746658325195,41.000
"2147",6.622381210327148,12.873382568359377,41.000
"2148",6.626015186309814,12.823917388916016,41.000
"2149",6.629200458526612,12.774341583251953,41.000
"2150",6.639944553375244,12.724670410156250,41.000
"2151",6.642579555511476,12.654604911804199,41.000
"2152",6.644949913024902,12.604775428771973,41.000
"2153",6.647049903869630,12.554823875427246,41.000
"2154",6.648877143859864,12.504739761352541,41.000
"2155",6.650425910949708,12.454534530639648,41.000
"2156",6.651692867279054,12.404208183288574,41.000
"2157",6.652674198150636,12.353764533996582,41.000
"2158",6.653366565704346,12.303208351135254,41.000
"2159",6.653763771057130,12.252541542053223,41.000
"2160",6.653865337371826,12.201768875122070,41.000
"2161",6.653666019439698,12.150895118713377,41.000
"2162",6.653165340423584,12.099921226501465,41.000
"2163",6.652357101440430,12.048855781555176,41.000
"2164",6.651239871978760,11.997696876525877,41.000
"2165",6.657591342926026,11.946452140808105,41.000
"2166",6.655885219573976,11.875418663024902,41.000
"2167",6.653861045837402,11.824075698852541,41.000
"2168",6.651517868041992,11.772653579711914,41.000
"2169",6.648853302001954,11.721164703369141,37.000
"2170",6.645864009857178,11.669607162475586,37.000
"2171",6.642549991607666,11.617985725402832,37.000
"2172",6.638908863067628,11.566304206848145,37.000
"2173",6.634938716888428,11.514571189880373,37.000
"2174",6.630638122558594,11.462782859802246,37.000
"2175",6.626007080078126,11.410948753356934,37.000
"2176",6.621043682098390,11.359070777893066,37.000
"2177",6.615746498107910,11.307153701782227,37.000
"2178",6.610115528106690,11.255205154418945,37.000
"2179",6.604150772094728,11.203222274780273,37.000
"2180",6.597849845886230,11.151213645935059,37.000
"2181",6.598751068115234,11.099184989929199,37.000
"2182",6.591808795928956,11.028214454650877,37.000
"2183",6.584528446197510,10.976157188415527,33.000
"2184",6.576912403106690,10.924050331115723,33.000
"2185",6.568961620330812,10.871895790100098,33.000
"2186",6.560675621032716,10.819698333740234,33.000
"2187",6.552053928375244,10.767458915710449,33.000
"2188",6.543099403381348,10.715188026428223,33.000
"2189",6.533811092376710,10.662883758544922,33.000
"2190",6.524190902709962,10.610551834106445,33.000
"2191",6.514240741729736,10.558197975158691,33.000
"2192",6.503960609436036,10.505825042724609,33.000
"2193",6.493352890014648,10.453436851501465,33.000
"2194",6.482418537139894,10.401036262512209,33.000
"2195",6.471159458160400,10.348628044128418,33.000
"2196",6.466716766357422,10.296219825744627,33.000
"2197",6.454835891723634,10.225491523742676,33.000
"2198",6.442635059356690,10.173150062561035,33.000
"2199",6.430119514465332,10.120819091796877,33.000
"2200",6.417289733886720,10.068499565124512,33.000
"2201",6.404148101806642,10.016201972961426,33.000
"2202",6.390698909759522,9.963925361633301,33.000
"2203",6.376944541931152,9.911678314208984,33.000
"2204",6.362886428833008,9.859460830688477,33.000
"2205",6.348531246185304,9.807281494140623,33.000
"2206",6.333879947662354,9.755141258239746,33.000
"2207",6.318936347961426,9.703046798706055,33.000
"2208",6.303705692291260,9.651000976562500,33.000
"2209",6.288189888000488,9.599008560180664,33.000
"2210",6.272394657135010,9.547074317932127,33.000
"2211",6.256322383880616,9.495204925537109,33.000
"2212",6.246649265289308,9.443400382995605,33.000
"2213",6.230053901672364,9.374147415161133,33.000
"2214",6.213195323944092,9.322558403015137,33.000
"2215",6.196078300476074,9.271052360534668,33.000
"2216",6.178709030151368,9.219631195068359,33.000
"2217",6.161089897155762,9.168299674987791,33.000
"2218",6.143229961395264,9.117064476013184,33.000
"2219",6.125130653381348,9.065928459167480,33.000
"2220",6.106800556182862,9.014895439147949,33.000
"2221",6.088243484497070,8.963973045349123,33.000
"2222",6.069466114044190,8.913165092468262,33.000
"2223",6.050474166870118,8.862473487854004,33.000
"2224",6.031274318695068,8.811906814575195,33.000
"2225",6.011962413787842,8.761463165283203,33.000
"2226",5.992650985717774,8.711136817932131,33.000
"2227",5.979466915130616,8.660937309265138,33.000
"2228",5.960178375244142,8.594119071960449,33.000
"2229",5.940901756286622,8.544229507446291,33.000
"2230",5.921641826629640,8.494440078735352,33.000
"2231",5.902402877807618,8.444745063781738,33.000
"2232",5.883189678192140,8.395147323608398,33.000
"2233",5.864005565643312,8.345650672912598,33.000
"2234",5.844855308532716,8.296260833740234,33.000
"2235",5.825769424438478,8.246981620788574,33.000
"2236",5.806900024414062,8.197813987731934,33.000
"2237",5.788275718688966,8.148727416992188,33.000
"2238",5.769899368286134,8.099713325500488,33.000
"2239",5.751772880554200,8.050737380981445,33.000
"2240",5.733901500701904,8.001796722412109,33.000
"2241",5.716285228729248,7.952876567840576,33.000
"2242",5.704426288604736,7.903950214385986,33.000
"2243",5.687336444854736,7.855018615722656,33.000
"2244",5.670512676239014,7.790060520172120,33.000
"2245",5.653959274291992,7.741190433502198,33.000
"2246",5.637679100036622,7.692328453063966,33.000
"2247",5.621676921844482,7.643475532531738,33.000
"2248",5.605957031250000,7.594638347625732,33.000
"2249",5.590523242950440,7.545816421508790,33.000
"2250",5.575381278991700,7.497016906738282,33.000
"2251",5.560534000396730,7.448242187500000,33.000
"2252",5.545989036560060,7.399495124816896,33.000
"2253",5.531750202178956,7.350780010223390,33.000
"2254",5.517821311950684,7.302101612091064,33.000
"2255",5.504209995269776,7.253460884094238,33.000
"2256",5.490921974182130,7.204864025115968,33.000
"2257",5.477961540222168,7.156312942504884,33.000
"2258",5.470166683197022,7.107813835144044,33.000
"2259",5.457711696624756,7.044064521789552,33.000
"2260",5.445400238037110,6.995720386505128,33.000
"2261",5.433235168457032,6.947396755218506,33.000
"2262",5.421219348907472,6.899096012115480,41.000
"2263",5.409358501434326,6.850821018218994,41.000
"2264",5.397656917572022,6.802576541900636,41.000
"2265",5.386115550994874,6.754365921020508,41.000
"2266",5.374742507934570,6.706192016601562,41.000
"2267",5.363511562347412,6.658058166503906,41.000
"2268",5.352276802062988,6.609968662261964,41.000
"2269",5.341018676757812,6.561927318572998,41.000
"2270",5.329738616943360,6.513935565948486,41.000
"2271",5.318439006805420,6.466000080108644,41.000
"2272",5.307122707366944,6.418122291564942,41.000
"2273",5.299904346466064,6.370306491851808,41.000
"2274",5.288554191589356,6.308370113372804,41.000
"2275",5.277192115783692,6.260778903961182,49.000
"2276",5.265689849853516,6.213262081146240,49.000
"2277",5.253980159759522,6.165819644927980,49.000
"2278",5.242063522338868,6.118458747863770,49.000
"2279",5.229940891265870,6.071183204650880,49.000
"2280",5.217612743377686,6.023993492126466,49.000
"2281",5.205078601837158,5.976896762847900,49.000
"2282",5.192339897155762,5.929895401000978,49.000
"2283",5.179397106170654,5.882993221282960,49.000
"2284",5.166252613067628,5.836193561553956,49.000
"2285",5.152904987335206,5.789500713348390,49.000
"2286",5.139358043670654,5.742918491363526,49.000
"2287",5.125612258911134,5.696451187133790,41.000
"2288",5.111669063568116,5.650101184844972,41.000
"2289",5.100813388824464,5.603873729705812,41.000
"2290",5.086468696594238,5.544925212860108,41.000
"2291",5.071931362152100,5.499051570892334,41.000
"2292",5.057204246520996,5.453311443328858,41.000
"2293",5.042289257049562,5.407709598541260,41.000
"2294",5.027188301086426,5.362249851226808,41.000
"2295",5.011905193328858,5.316936492919922,41.000
"2296",4.996441841125488,5.271772384643556,41.000
"2297",4.980801105499268,5.226762771606446,41.000
"2298",4.964984416961670,5.181910514831544,41.000
"2299",4.948997020721436,5.137198925018312,41.000
"2300",4.932841300964356,5.092603206634522,41.000
"2301",4.916520595550538,5.048126220703126,41.000
"2302",4.900037765502930,5.003773212432862,41.000
"2303",4.883396625518800,4.959546566009522,41.000
"2304",4.869038105010986,4.915449619293214,41.000
"2305",4.852078914642334,4.860005378723146,41.000
"2306",4.834972381591798,4.816284179687500,41.000
"2307",4.817723274230958,4.772706031799316,41.000
"2308",4.800335884094238,4.729273319244386,41.000
"2309",4.782815456390382,4.685989379882812,41.000
"2310",4.765164375305176,4.642860412597656,41.000
"2311",4.747388839721680,4.599887847900392,41.000
"2312",4.729493141174316,4.557076930999756,41.000
"2313",4.711482524871826,4.514430522918702,41.000
"2314",4.693361759185792,4.471952915191651,41.000
"2315",4.675135612487794,4.429648399353028,33.000
"2316",4.656810283660890,4.387520313262939,33.000
"2317",4.638390541076660,4.345573902130127,33.000
"2318",4.619883060455322,4.303810596466064,33.000
"2319",4.601292610168458,4.262236595153809,33.000
"2320",4.584210395812988,4.220855236053467,33.000
"2321",4.565458297729492,4.169776916503906,33.000
"2322",4.546642303466798,4.128902912139893,33.000
"2323",4.527766227722168,4.088232994079590,33.000
"2324",4.508838653564454,4.047772884368896,33.000
"2325",4.489865303039551,4.007524967193605,33.000
"2326",4.470852851867676,3.967494249343872,33.000
"2327",4.451808452606201,3.927684307098389,33.000
"2328",4.432741641998291,3.888099908828735,33.000
"2329",4.413780689239502,3.848743915557861,33.000
"2330",4.395002365112305,3.809621334075928,33.000
"2331",4.376409530639649,3.770736455917358,33.000
"2332",4.358007907867432,3.732092618942261,33.000
"2333",4.339801788330078,3.693694829940796,33.000
"2334",4.321796417236328,3.655546665191650,33.000
"2335",4.304975509643555,3.617652416229248,33.000
"2336",4.287400245666504,3.571743249893188,33.000
"2337",4.270100593566896,3.534488439559937,33.000
"2338",4.253215312957764,3.497500181198120,33.000
"2339",4.236751079559326,3.460783481597900,33.000
"2340",4.220710754394531,3.424347400665283,33.000
"2341",4.205098152160646,3.388234853744507,33.000
"2342",4.189915657043457,3.352454900741577,33.000
"2343",4.175166130065918,3.317013263702393,33.000
"2344",4.160853862762451,3.281912326812744,33.000
"2345",4.146982669830323,3.247156620025635,33.000
"2346",4.133555412292480,3.212714195251465,33.000
"2347",4.120576858520508,3.178543329238892,33.000
"2348",4.108049869537355,3.144646167755127,33.000
"2349",4.095980167388916,3.111014127731323,33.000
"2350",4.084371566772461,3.077631711959839,33.000
"2351",4.073797225952149,3.044502496719360,33.000
"2352",4.063134670257569,3.004955053329468,33.000
"2353",4.052947521209717,2.972417831420898,33.000
"2354",4.043240547180176,2.940143108367920,33.000
"2355",4.034019470214844,2.908133983612061,33.000
"2356",4.025289058685303,2.876393318176270,33.000
"2357",4.025289058685303,2.844924926757812,33.000
"2358",4.017055988311768,2.813731193542480,33.000
"2359",4.009324550628662,2.782815694808960,25.500
"2360",4.002102851867676,2.752181529998779,25.500
"2361",3.995394706726074,2.721832275390625,25.500
"2362",3.989207744598389,2.691770553588867,25.500
"2363",3.983547210693359,2.662000179290771,25.500
"2364",3.978420972824097,2.632524013519287,25.500
"2365",3.973835468292236,2.603345155715942,25.500
"2366",3.969953536987305,2.574467897415161,25.500
"2367",3.966480493545532,2.540320873260498,25.500
"2368",3.963568925857544,2.512137174606323,25.500
"2369",3.961226701736450,2.484264373779297,25.500
"2370",3.959460735321045,2.456705331802368,25.500
"2371",3.958279609680176,2.429439067840576,25.500
"2372",3.957690477371216,2.402453899383545,18.000
"2373",3.957701683044434,2.375752210617065,18.000
"2374",3.958322048187256,2.349337816238403,18.000
"2375",3.959558725357056,2.323193788528442,18.000
"2376",3.961419105529785,2.297292470932007,18.000
"2377",3.963784694671631,2.271636962890625,18.000
"2378",3.966590166091919,2.246229410171509,18.000
"2379",3.969840526580811,2.221073389053345,18.000
"2380",3.973543643951416,2.196171045303345,18.000
