12,Po Lung Building,114.1658095618969,22.32746514528446,5.1,51.0,45.9,ok
12,Man Hoi Mansion,114.16552975330835,22.328539804825333,5.1,46.900002,41.800002,ok
13,Hang Shing Building,114.16696986469778,22.327421511727508,5.3,51.299999,45.999999,ok
13,Emerald Twenty Eight,114.16768314813704,22.327294575974875,5.8,129.0,123.2,ok
13,United Chinese Bank Building,114.16777116259262,22.327142293869965,5.5,51.299999,45.799999,ok
13,Cheung Shing Building,114.1672263982778,22.326674423451646,5.3,48.5,43.2,ok
13,Galloway Mansion,114.16710521529015,22.326746869406826,5.2,51.400002,46.200002,ok
13,Yue Wah Building,114.16690899555554,22.326898377708286,5.3,51.400002,46.100002,ok
13,Wah Tao Building,114.1678323724941,22.32702438271916,5.5,51.0,45.5,ok
13,Cheung Fung Commercial Building,114.16663618449766,22.327087386490035,5.3,49.400002,44.100002,ok
14,Tai Sang Bank Building,114.16827153801744,22.325730507899053,5.5,51.400002,45.900002,ok
14,Lei Yin Building,114.16830129853051,22.32562429884348,5.5,50.900002,45.400002,ok
14,Hanley House,114.16833440661456,22.325485077654644,5.2,51.299999,46.099999,ok
14,Sin Hua Bank Building,114.16836301494588,22.325344038185353,5.1,49.599998,44.499998,ok
14,Union Park Centre,114.16788422417774,22.325299443883207,5.2,49.200001,44.000001,ok
14,Amber House,114.16784613604287,22.325510682309584,5.2,51.5,46.3,ok
14,Lee May Building,114.16824694463521,22.325907964725207,5.2,50.799999,45.599999,ok
14,Prosperity Commercial Building,114.16826470964408,22.3258015468178,5.5,48.5,43.0,ok
14,Lee Tat Building,114.16780017911184,22.325763284382813,5.3,48.900002,43.600002,ok
15,Bijou Apartments,114.16877447747777,22.323856218203936,5.5,99.599998,94.099998,ok
15,Cosmopolitan Centre,114.16882859484018,22.323507675218693,5.4,50.700001,45.300001,ok
15,Allied Plaza,114.1688285951016,22.323507675270076,5.4,20.700001,15.300001,ok
15,European Asian Bank Building,114.1682432385154,22.323496594492283,5.6,49.200001,43.600001,ok
15,Hing Pong Commercial Building,114.16820612490416,22.323603755822834,5.4,51.400002,46.000002,ok
15,Edward Mansion,114.16809495136435,22.323729427331884,5.3,50.0,44.7,ok
15,Kwan Ngan House,114.16814957705249,22.324209122457166,5.4,48.599998,43.199998,ok
16,Mascot House,114.16905848195744,22.321924046434617,5.4,58.0,52.6,ok
16,Kingland Apartments,114.16861030975953,22.321768885328304,4.8,60.599998,55.799998,ok
16,Carprio Mansion,114.1684318724778,22.322146329397693,5.3,48.700001,43.400001,ok
16,Pioneer Centre,114.16904847653737,22.322558411315374,5.4,92.0,86.6,ok
16,Lee Wah Building,114.16910439374847,22.321714542526593,5.3,55.799999,50.499999,ok
16,Lee Fat Building,114.16835663482773,22.321788647727992,5.2,40.700001,35.500001,ok
17,Le Diamant,114.16889789051096,22.320320378710317,4.9,96.900002,92.000002,ok
17,T.O.P This is our place,114.16945199766857,22.320580045005002,4.9,75.699997,70.79999699999999,ok
17,Argyle Centre Phase 1,114.16962665389875,22.319971635411733,4.7,72.599998,67.899998,ok
17,Hua Chiao Commercial Centre,114.16949407413281,22.31985951210802,4.7,76.400002,71.700002,ok
17,Winner Mansion,114.16896738932819,22.319973544503448,4.8,56.599998,51.799998,ok
17,Punfet Building,114.16893373002561,22.320105171839312,4.9,84.199997,79.29999699999999,ok
17,Trade Department Tower,114.16945199766857,22.320580045005002,4.9,75.699997,70.79999699999999,ok
17,Silvercorp Intl Tower,114.1688830851041,22.320447291928367,4.9,83.800003,78.900003,ok
18,Toa Tak Building,114.16974022635021,22.318646098394556,4.9,56.200001,51.300001,ok
18,"Bank of East Asia Building, Mongkok",114.16977295585383,22.31849424997408,4.6,42.700001,38.100001,ok
18,Wu Sang House,114.16927470092828,22.318500947699054,4.8,91.099998,86.299998,ok
18,Rex House,114.16972377201708,22.31873572529107,5.0,56.900002,51.900002,ok
18,Yau Shing Commercial Centre,114.16996303674065,22.318614758244465,5.0,73.699997,68.699997,ok
18,Bank Centre,114.169938367983,22.318198457969107,4.9,90.300003,85.400003,ok
18,One Grand Tower,114.16927225915286,22.317946675329555,4.5,75.900002,71.400002,ok
19,Hollywood Plaza,114.17020670987417,22.31690278613092,4.7,85.099998,80.399998,ok
19,President Commercial Centre,114.17023288382666,22.316441309592815,4.7,74.599998,69.899998,ok
19,Chong Hing Square,114.1697223725459,22.3162530197765,4.5,81.199997,76.699997,ok
19,Sun Hing Building,114.16956897467088,22.316845571976007,4.5,88.099998,83.599998,ok
19,Foo Tai Building,114.17040708611052,22.316530058082492,5.0,45.400002,40.400002,ok
19,Mongkok Metro,114.17026396202044,22.316291625894756,4.9,86.199997,81.29999699999999,ok
19,South China Cinemas 1 & 2,114.16941399123162,22.3167518092523,4.3,40.299999,35.999999,ok
20,Kelly Commercial Centre,114.17051164519002,22.31506029024095,5.1,74.699997,69.599997,ok
20,Kiu Kin Building,114.170533810529,22.31492183431256,5.0,68.599998,63.599998,ok
20,Ming Fong Building,114.17054231936368,22.314881503332042,5.0,68.599998,63.599998,ok
20,Bank Of Communications Building,114.1700818590438,22.314626631950023,4.9,74.300003,69.400003,ok
20,Ginza Square,114.17005618769716,22.31474893975631,4.8,83.699997,78.899997,ok
20,Full Win Commercial Centre,114.17001289872012,22.314952945541137,4.8,88.400002,83.600002,ok
20,Wofoo Commercial Building,114.17048873955052,22.315171308585313,5.1,82.300003,77.20000300000001,ok
20,Grand Place,114.17063345682116,22.314467248798632,5.0,90.300003,85.300003,ok
20,Ladder Dundas,114.16997840163404,22.315117152218697,4.8,94.0,89.2,ok
21,Wing Kiu Building,114.17085271439649,22.313356660313456,4.8,58.0,53.2,ok
21,Onward Building,114.17088559865259,22.313215783426976,4.7,49.200001,44.500001,ok
21,Jade Mansion,114.1710135501935,22.312786793624205,5.0,50.900002,45.900002,ok
21,Lai Kee Mansion,114.17045887393675,22.312755156708818,4.5,49.799999,45.299999,ok
21,Wing Tak Building,114.17014355352845,22.313111700048093,4.2,56.0,51.8,ok
21,Bell House,114.17032843782576,22.31343910548756,4.4,70.400002,66.000002,ok
22,Ek Nam Building,114.17120573524498,22.31148500761659,5.5,46.799999,41.299999,ok
22,Hung Hsing Building,114.17122898854474,22.311351638594545,5.5,57.700001,52.200001,ok
22,S. B. Commercial Building,114.17125873825903,22.311205266282446,5.6,73.800003,68.20000300000001,ok
22,Quality Education Tower,114.17128293310627,22.31109695722954,5.7,73.5,67.8,ok
22,Hong Lok House,114.17080262298632,22.3111024175158,5.4,57.0,51.6,ok
22,Camy House,114.17077652499098,22.311220606916233,5.4,42.0,36.6,ok
22,Casa Deluxe Hotel,114.17075512189568,22.311339701505094,5.4,51.299999,45.899999,ok
22,Shing Hing Building,114.17072476534649,22.311497227294712,5.4,54.799999,49.399999,ok
22,Oxford Commercial Building,114.17116500454475,22.31167462974161,5.4,79.5,74.1,ok
22,Bangkok Bank Building,114.17118609509674,22.311567017084972,5.5,77.199997,71.699997,ok
22,Ruby Commercial Building,114.17124608883178,22.3112730003934,5.5,56.5,51.0,ok
22,Bridal Tea House Hotel,114.17061569454634,22.31112185356879,5.1,80.900002,75.800002,ok
22,Prospect Building,114.1706918975078,22.311654897330374,5.2,57.700001,52.500001,ok
23,Tang's Mansion,114.17153828668854,22.309790242803846,5.9,45.599998,39.699998,ok
23,Nathan Commercial Building,114.17159191793964,22.3096448609016,6.0,87.5,81.5,ok
23,Kowloon Government Offices,114.17092270258352,22.309456103002216,5.3,67.599998,62.299998,ok
23,Chak Fung House,114.17151916766053,22.3098508941914,6.0,55.099998,49.099998,ok
23,Tin Hau Temple,114.1706830996666,22.309911576560197,6.1,14.3,8.200000000000001,ok
24,Hang Shing Building,114.17106759508472,22.30796113681751,5.1,60.700001,55.600001,ok
24,Nathan Hotel,114.17166499065937,22.307628166383918,5.5,59.700001,54.200001,ok
24,Wing On Kowloon Centre,114.17108159874178,22.30744805077342,4.9,59.099998,54.199998,ok
24,Map Publications Centre,114.17164399197556,22.308286815124553,3.1,7.1,3.9999999999999996,ok
24,Eaton Hotel,114.17182350272483,22.308042351500873,3.1,73.900002,70.800002,ok
24,Excelsior Building,114.17170898460483,22.30736849682797,5.5,51.299999,45.799999,ok
25,CHI Residences 314,114.17176864940242,22.30622698527029,7.0,51.400002,44.400002,ok
25,May Ming Building,114.17180843477794,22.306039692033195,7.1,47.799999,40.699999,ok
25,New Lucky House,114.17190461107413,22.305734247921073,7.5,57.599998,50.099998,ok
25,Champion Building,114.17129356621781,22.305653585371836,7.4,60.299999,52.899999,ok
25,Hong Kiu Mansion,114.17128640822531,22.30606425494057,6.8,55.200001,48.400001,ok
25,Backingham Building,114.171257636219,22.30633976652555,6.1,51.400002,45.300002,ok
26,Prudential Hotel,114.17197808211259,22.30433141430884,9.4,66.0,56.6,ok
26,Fourseas Building,114.17199783509011,22.303842140697142,12.1,59.400002,47.300002,ok
26,Hanford House,114.1714697769185,22.303856046069207,11.4,58.200001,46.800001,ok
26,Shamrock Hotel,114.17143900210826,22.30412979208633,9.5,48.799999,39.299999,ok
26,Pearl Oriental Tower,114.17137332661842,22.30446197499399,9.5,79.0,69.5,ok
27,Pacific Mansion,114.17211144729411,22.30247308542248,13.5,59.900002,46.400002,ok
27,St. Andrew's Church Life Centre,114.1721201617835,22.302083670142736,13.4,20.4,6.999999999999998,ok
27,Ancillarybldg 'B' Substation,114.17137037482215,22.30204024744242,14.2,24.0,9.8,ok
27,Ancillary Building C Substation,114.17132777650694,22.302158365871048,15.8,22.200001,6.400001,ok
27,Good Results Building,114.17210356399934,22.302578957184366,13.6,56.900002,43.300002,ok
27,Park Lane Shopper's Boulevard,114.17157964883894,22.301785777541003,12.0,16.9,4.899999999999999,ok
27,Tsim Sha Tsui Police Station,114.17121091130824,22.302608932375556,16.0,48.799999,32.799999,ok
28,Miramar Shopping Centre,114.17256646725471,22.300910321615618,10.7,61.0,50.3,ok
28,Hotel Miramar,114.17243273222088,22.300162104145397,8.8,60.700001,51.900001,ok
28,Park Lane Shopper's Boulevard,114.17164406970727,22.30084346943604,11.4,17.0,5.6,ok
29,Comfort Building,114.17234958359082,22.299002368350088,7.6,50.799999,43.199999,ok
29,Majestic House,114.17238736547212,22.298579478074465,6.3,56.599998,50.299998,ok
29,Kowloon Mosque and Islamic Centre,114.17169251422266,22.298729151199964,10.3,26.4,16.099999999999998,ok
29,HSBC Building Tsim Sha Tsui,114.17245342942431,22.298851263970604,5.9,60.099998,54.199998,ok
29,Manson House,114.1724036128488,22.298366636976045,5.9,56.799999,50.899999,ok
30,Mirador Mansion,114.17261413168946,22.29734715306152,4.5,55.5,51.0,ok
30,Holiday Inn Golden Mile Hong Kong,114.17275219371518,22.2968155072222,4.3,57.200001,52.900001,ok
30,Chungking Mansions Block A,114.1728482145265,22.29640218563291,4.0,59.799999,55.799999,ok
30,Kar Lock Building,114.17149063003465,22.2967652512501,4.5,29.0,24.5,ok
30,Harilela Mansion,114.1718191443447,22.29747102376477,5.6,60.599998,54.999998,ok
30,Alpha House,114.17198716522516,22.29626422543459,4.0,59.799999,55.799999,ok
31,Sheraton Hong Kong Hotel & Towers,114.17282598410085,22.29519842119334,3.7,60.599998,56.899998,ok
31,The Peninsula,114.17177474251577,22.2952252608099,3.2,44.299999,41.099999,ok
31,The Peninsula Hotel Office Tower,114.17176113170788,22.295387616158656,3.2,120.0,116.8,ok
