buildingid,gfa,height,x,y,buildingnameid,lastupdated,buildingname
1108220713,18970.7,74.3,838067.515,822867.937,1109617350,01/07/2014,Lai Yuen House
1108220754,6761.964,24,837594.69,822845.089,1109616816,01/07/2014,Baptist Rainbow Primary School
1108220706,150.607,6.6,838534.443,822882.681,,,
1108220712,263.532,11.4,837543.278,822876.206,,,
1108220680,1219.189,25.8,838247.246,822894.466,,,
1108220676,478.562,21.7,838430.471,822899.118,1109617568,01/07/2014,Yau Hing House
1108220758,306.516,20.6,838302.705,822849.254,,,
1108220764,326.83,22.3,838376.426,822848.978,,,
1108220691,4539.412,23.7,838230.623,822876.343,1109617419,01/07/2014,Our Lady's Primary School
1108220682,3533.936,26.8,838285.21,822893.487,,,
1108220755,249.36,19.8,838238.291,822850.035,1109617421,01/07/2014,Dragon Glory Court
1108220683,15422.672,22.5,838314.494,822875.937,1109617479,01/07/2014,Our Lady's College
1108220721,33394.052,50.7,837797.878,822860.545,1109617155,01/07/2014,Wah Yuen House
1108220726,16318.519,26.8,837983.605,822839.751,,,
1108220759,280.942,20.6,838307.374,822849.229,,,
1108220767,314.336,23.6,838265.956,822848.971,,,
1108220821,12820.597,60.1,837301.898,822814.61,1109616258,01/07/2014,Wang Yuen House
1108220785,279.189,21,838311.908,822848.349,,,
1108220822,464.446,22.4,838412.522,822832.095,,,
1108220836,616.087,26.9,838374.318,822824.214,1109617511,01/07/2014,Golden Phoenix Building
1108220780,298.594,21.5,838348.535,822848.576,,,
1108220772,261.769,20.5,838284.215,822848.857,,,
1108220827,490.442,24.1,838255.6,822826.408,,,
1108220812,637.025,23.9,837615.168,822835.068,,,
1108220779,302.702,21.2,838343.969,822848.593,,,
1108220778,258.389,20.8,838261.305,822848.81,,,
1108220838,1297.838,27.6,838387.135,822823.845,1109617515,01/07/2014,Golden Phoenix Building
1108220826,568.707,24.2,838249.798,822825.44,,,
1108220782,306.343,23.4,838357.654,822848.549,,,
1108220837,673.784,27.2,838379.395,822824.242,1109617512,01/07/2014,Golden Phoenix Building
1108220853,252.701,5.4,839504.182,822806.199,,,
1108220816,838.958,10.5,838178.722,822828.055,1109617393,01/07/2014,Our Lady's Kindergarten
1108220776,287.889,22.4,838252.199,822848.829,,,
1108220844,312.118,20.2,838452.586,822827.094,,,
1108220793,967.22,23.1,838412.432,822841.681,1109617539,01/07/2014,
1108220896,561.845,26.2,838314.014,822804.588,,,
1108220956,1072.099,22.7,838413.056,822770.223,,,
1108220935,712.218,22.5,838413.036,822788.369,,,
1108220831,572.338,26.2,838346.999,822824.986,,,
1108220951,486.391,22.3,838453.818,822778.12,,,
1108220947,129.917,6.6,838177.913,822779.149,,,
1108220887,419.644,21.7,838285.158,822805.049,,,
1108220964,875.756,22.2,838240.687,822766.411,1109617425,01/07/2014,
1108220889,430.527,21.9,838289.683,822805.093,,,
1108220877,435.857,20.5,838347.242,822804.84,,,
1108220769,297.772,23.3,838275.092,822848.899,,,
1108220857,451.627,22.5,838412.374,822819.63,1109617538,01/07/2014,
1108220794,22762.983,71.1,838469.309,822806.768,1109617604,01/07/2014,Fung Cheung House
1108220829,487.746,23.3,838266.495,822825.435,,,
1108220777,253.219,20.7,838256.7,822848.848,,,
1108220789,35087.342,53.2,837897.377,822832.901,1109617251,01/07/2014,Sau Yuen House
1108220775,309.695,22.6,838247.59,822848.919,,,
1108220786,232.012,19.9,838316.426,822848.332,,,
1108220839,12288.046,19.2,838781.258,822806.63,,,
1108220833,599.163,26.3,838357.972,822824.432,1109617498,01/07/2014,Golden Phoenix Building
1108220835,609.977,26.6,838368.822,822824.339,1109617508,01/07/2014,Golden Phoenix Building
1108220868,446.969,20,838429.212,822815.745,1109617555,01/07/2014,
1108220796,12162.9,59.8,837344.597,822827.391,1109616356,01/07/2014,Wang King House
1108220888,541.024,23.7,838244.269,822805.138,,,
1108220966,2297.115,21.2,838292.26,822767.793,1109617464,01/07/2014,Wing Wah Building
1108220905,510.231,22.1,838411.796,822804.501,,,
1108220890,435.179,22.1,838294.292,822805.015,,,
1108220886,439.518,21.8,838280.585,822805.101,,,
1108220946,505.154,22.5,838412.298,822780.913,,,
1108220957,391.36,19.6,838493.083,822772.747,,,
1108220910,371.348,19.2,838453.676,822803.078,,,
1108220884,455.902,23.8,838238.788,822805.7,,,
1108220901,404.403,22.6,838298.971,822804.461,,,
1108220876,604.063,23.5,838250.048,822806.112,,,
1108220897,550.509,25.7,838319.529,822804.506,,,
1108220883,421.25,22.1,838271.474,822805.137,,,
1108220885,425.488,21.9,838275.981,822805.126,,,
1108220900,459.174,21.8,838330.752,822804.167,,,
1108220881,470.24,22.1,838255.427,822804.83,,,
1108220895,428.655,25.6,838309.043,822804.036,,,
1108220894,422.808,19.7,838261.006,822804.904,,,
1108220869,475.296,22,838453.98,822814.83,,,
1108220920,548.802,22.9,838411.771,822796.629,,,
1108220949,721.057,4.8,837537.905,822763.771,,,
1108220893,493.979,22.3,838266.492,822804.893,,,
1108220899,393.852,20.6,838336.134,822804.144,,,
1108220878,5171.946,27.8,838371.691,822804.965,1109617506,01/07/2014,Fung Wong Building
1108220909,19516.037,81.2,838513.279,822785.858,1109617646,01/07/2014,Fu Yau Building
1108220924,369.363,19.9,838452.833,822796.585,1109617580,01/07/2014,Kin Wong Building
1108220882,423.603,20.1,838453.997,822808.982,1810011226,01/07/2014,
1108220892,395.558,20.3,838341.756,822804.173,,,
1108220942,776.066,22.6,838493.359,822782.721,1109617626,01/07/2014,
1108221053,5697.219,31.4,838254.502,822720.934,1109617432,01/07/2014,Rainbow Home
1108221010,751.862,17.5,838412.588,822740.231,,,
1108221056,493.473,17.5,838410.258,822720.076,,,
1108220969,14435.591,28.9,838366.219,822758.008,1109617505,01/07/2014,Sheung Fung Street Market
1108221025,1112.329,24.8,838470.601,822733.217,,,
1108220979,11066.822,77.3,838508.214,822753.926,1109617643,01/07/2014,Hang On Building
1810074379,6942.655,19.4,837978.08,821435.013,1810016361,01/07/2014,Wong Tai Sin District Office - Tung Tau Community Centre
1810074385,401.195,6.4,838005.413,821409.106,,,
1810074396,29809.944,105,838020.157,821450.097,1810016371,01/07/2014,Wui Yan House
1810074404,26225.513,94.2,838052.534,821488.692,1810016372,01/07/2014,Wui Sum House
1108220834,646.428,26.3,838363.562,822824.229,1109617503,01/07/2014,Golden Phoenix Building
1108220781,296.345,23.2,838353.061,822848.554,,,
1108220832,497.377,26.6,838353.262,822824.905,1109617496,01/07/2014,Golden Phoenix Building
1108220854,452.607,18.8,838429.159,822821.85,,,
1108220856,484.612,21.8,838454.081,822821.111,1810011224,01/07/2014,
1108220784,3809.883,16.7,838519.518,822827.821,1109617649,01/07/2014,St. Bonaventure Church
1108220771,310.171,23.2,838279.619,822848.879,,,
1108220848,463.316,22.2,838412.426,822825.765,,,
1108220976,328.357,19.6,838491.754,822766.567,1109617624,01/07/2014,Hing Lung Building
1108221033,1026.019,21.7,838487.688,822729.175,,,
1108221040,949.054,23.8,838503.489,822729.333,1109617637,01/07/2014,Cheung Lok Building
1108220974,97.329,3.6,836969.407,822761.737,,,
1108221031,1039.653,13.2,837581.405,822731.091,,,
1108221015,1001.943,24.4,838452.361,822737.399,,,
1108221028,893.645,22.8,838479.141,822731.155,,,
1108221003,75.616,5.8,837561.484,822748.696,,,
1108221060,386.541,17.6,838441.271,822718.034,1109617574,01/07/2014,Mei Tak Building
1108220995,838.863,23.3,838241.411,822748.266,1109617423,01/07/2014,
1108221021,1226.663,24.8,838461.207,822734.687,,,
1108221059,416.949,22.6,838502.773,822722.731,1109617635,01/07/2014,Ho King Building
1108220980,396.889,18.7,838454.163,822766.181,1109617586,01/07/2014,Kin Hong House
1108221105,686.171,19.8,838239.055,822701.672,1109617422,01/07/2014,
1108221112,478.313,21.9,838319.606,822703.314,1109617481,01/07/2014,
1108221073,656.929,10.8,837581.856,822714.625,,,
1108221154,9738.652,29.7,837737.593,822658.186,1109617070,01/07/2014,Po Sin House
1108221110,354.213,19.3,838306.81,822702.049,1109617474,01/07/2014,On Lok Building
1108221085,516.739,21.9,838485.527,822708.38,1109617619,01/07/2014,Chun On Building
1108221137,434.943,6.3,837795.631,822687.553,1109617120,01/07/2014,Upper Wong Tai Sin Estate Refuse Collection Point
1108221117,2467.242,22.4,838274.456,822700.685,1109617445,01/07/2014,Fung Ning Building
1108221121,352.974,21.8,838326.186,822702.741,,,
1108221113,407.075,20.1,838333.493,822704.812,1109617490,01/07/2014,Ying Cheung Building
1108221160,48625.442,113.2,837887.118,822659.943,1109617235,01/07/2014,Tat Sin House
1108220641,22489.262,39.5,839380.126,822890.475,,,
1108221534,119.689,11.2,837940.122,822525.203,,,
1108221502,29969.82,75,837300.753,822522.418,1109616262,01/07/2014,Wang Lai House
1108221559,5486.921,9.5,837617.498,822475.262,1109616842,01/07/2014,Morse Park Swimming Pool
1810035283,806.015,7.1,839257.41,822861.599,,,
1108221654,12450.698,26.5,838441.116,822455.044,,,
1108221631,16628.386,61.4,837495.706,822475.552,1109616653,01/07/2014,Wang Hau House
1108221636,1877.176,9.6,837340.269,822452.43,1109616337,01/07/2014,Wang Fai Centre
1108221532,94.848,11.7,837954.153,822525.374,,,
1108221511,272.969,9.9,839553.787,822529.376,,,
1108221523,147.214,9.6,838159.288,822530.224,,,
1108221619,29995.311,75.1,837220.201,822479.601,1109616064,01/07/2014,Wang Cho House
1108221623,18839.001,69.2,837908.125,822475.447,1109617258,01/07/2014,Lung On House
1108221580,113.689,6.7,837696.482,822498.126,1109617013,01/07/2014,Morse Park Swimming Pool Substation
1108221624,14704.851,56.6,837388.001,822478.565,1109616427,01/07/2014,Wang Leung House
1108221600,25535.159,48.6,837299.848,822453.144,1109616249,01/07/2014,Wang Fai House
1108221589,661.547,5.5,837733.148,822483.675,,,
1108221673,18860.682,74.2,837875.256,822455.8,1109617218,01/07/2014,Lung Lok House
1108221670,20317.042,94.4,838710.054,822450.331,1109617718,01/07/2014,Lung Wan House
1108221758,186.814,5.3,839416.495,822437.031,,,
1108221453,1138.092,8.9,839101.287,822543.713,,,
1108221397,29092.262,29.7,839482.285,822497.269,1109617980,01/07/2014,Grand View Garden Commercial and Car Park Block
1108221409,1135.94,9.5,837989.183,822568.613,,,
1108221373,90.119,3.9,838415.554,822587.313,,,
1108221405,247.795,10,838843.679,822573.65,,,
1108221424,27178.486,109.1,838634.543,822550.046,1109617693,01/07/2014,Lung Cheung House
1108221370,144.312,8,838214.785,822588.765,,,
1108221398,110.009,8.4,838402.611,822581.294,,,
1108221521,26579.359,109.3,838736.745,822512.676,1109617729,01/07/2014,Lung Bik House
1108221518,576.772,10.9,839119.207,822525.233,,,
1108221485,28876.347,74.9,837221.932,822534.756,1109616069,01/07/2014,Wang Yiu House
1108221552,4301.896,10.8,839736.839,822492.155,,,
1108222773,23469.968,52.1,838701.487,822132.404,1109617712,01/07/2014,The William Industrial Building
1108222785,316.769,7.2,837363.669,822155.976,,,
1108222857,34375.788,54.6,838746.19,822102.18,1109617732,01/07/2014,Wing Hin Factory Building
1108221972,13422.054,48.1,837211.07,822345.683,1109616060,01/07/2014,Wang Hing House
1108222008,38334.893,97.4,838169.446,822338.889,1109617391,01/07/2014,Lung Tat House
1108221996,8677.802,24,838366.909,822352.528,1109617509,01/07/2014,Canossa Primary School
1108221976,4088.869,21.3,838438.956,822364.951,1109617577,01/07/2014,Shek On Building
1108222164,111.991,5.2,841019.219,822302.464,,,
1108222108,17642.858,68.9,837906.685,822304.183,1109617271,01/07/2014,Lung Gut House
1108222070,19597.521,87.2,838257.138,822330.184,1109617434,01/07/2014,Wong Tai Sin Disciplined Services Quarters Tower 1
1108222124,136.921,17.8,839500.683,822322.065,,,
1108222157,24906.749,74.9,837976.459,822288.941,1109617315,01/07/2014,Lung Chi House
1108222074,114.498,4.9,839051.517,822333.533,,,
1108222080,1653.393,26.7,839486.025,822327.569,,,
1108222198,1577.82,13.7,838303.929,822284.758,,,
1108222190,38545.113,97.4,838164.167,822274.607,1109617386,01/07/2014,Lung Yue House
1108222788,34756.805,18.5,839329.164,822092.754,1109617918,01/07/2014,Hammer Hill Road Swimming Pool
1108222781,312.479,7.2,837350.729,822154.61,,,
1108222189,5163.506,23.8,838254.702,822285.969,1109617427,01/07/2014,Calvary Church Social Service Centre
1108222191,17986.556,66.6,837764.83,822280.056,1109617093,01/07/2014,Lung Fook House
1108222259,252.385,4.8,839155.162,822274.696,1109617843,01/07/2014,Rockery
1108222244,641.513,10.3,838333.277,822280.932,,,
1108222901,65.294,5.5,839516.492,822122.736,1109617987,01/07/2014,Hung Sean Chau College Substation
1108222364,20374.985,74.3,838033.767,822235.243,1109617339,01/07/2014,Lung Wing House
1108222303,25327.762,62.3,837507.327,822235.527,1109616650,01/07/2014,Wang Tak House
1108222313,12411.329,21.9,838288.411,822242.176,,,
1108222293,181.45,14,838908.189,822274.206,,,
1108222318,162.14,10.7,839454.127,822267.249,,,
1108222275,138.544,13.7,838901.17,822278.436,,,
1108221728,164.047,3.5,837896.803,822443.816,,,
1108221760,67.212,5.3,838310.369,822439.535,,,
1108221736,4952.961,18.9,838020.554,822425.558,1109617333,01/07/2014,Wong Tai Sin Catholic Primary School
1108221763,207.51,4.4,838735.56,822430.525,,,
1108221735,32494.148,75,837220.154,822427.593,1109616061,01/07/2014,Wang Wai House
1108222436,665.589,9.3,839199.67,822233.257,1109617860,01/07/2014,Song Cha Xie
1108222425,283.982,10.5,839091.816,822239.018,1109617830,01/07/2014,Pavilion of Absoulte Perfection
1108222410,150.243,3.9,837648.951,822239.36,,,
1108222401,25122.507,75.1,837896.037,822223.337,1109617236,01/07/2014,Lung Hei House
1108222453,38642.738,97.5,838190.866,822210.103,1109617401,01/07/2014,Lung Yat House
1108222460,97.651,8.2,839253.09,822231.321,1109617888,01/07/2014,The Mill
1108222532,89.412,4.5,838255.497,822208.232,,,
1108221718,124.947,3.2,838320.772,822448.903,,,
1108221796,14949.835,56.6,837386.518,822423.597,1109616419,01/07/2014,Wang Chiu House
1108222480,2605.031,13.7,839255.797,822202.024,1109617891,01/07/2014,Long Men Lou
1108222547,97.946,5.1,837948.582,822205.335,1109617294,01/07/2014,Wong Tai Sin 'B' Substation
1108221803,24699.99,74.9,837797.025,822396.665,1109617127,01/07/2014,Lung Tai House
1108221805,393.695,7.4,837876.687,822424.909,,,
1108221806,16517.908,61.3,837494.18,822420.531,1109616645,01/07/2014,Wang Chung House
1108221961,16527.404,51.3,837273.943,822368.218,1109616213,01/07/2014,Wang Fu House
1108221925,25902.571,74.9,837744.011,822353.544,1109617069,01/07/2014,Lung Cheung House
1108222589,14378.053,24.7,839495.393,822157.982,1109617982,01/07/2014,Buddhist Hung Sean Chau Memorial College
1108222586,12857.965,36.6,838620.947,822176.629,1109617691,01/07/2014,Wah Mow Factory Building
1108221881,152.195,4.6,838269.188,822397.232,,,
1108221906,157.446,11.3,838720.344,822392.015,,,
1108221968,17209.299,54.4,837346.396,822365.929,1109616343,01/07/2014,Wang On House
1108221915,19696.839,87.7,838256.106,822380.682,1109617431,01/07/2014,Wong Tai Sin Disciplined Services Quarters Tower 2
1108221909,18096.086,74.5,837911.047,822381.523,1109617269,01/07/2014,Lung Hing House
1108221919,187.634,12.2,838727.591,822387.735,,,
1108222724,24341.336,56.9,838680.2,822144.12,1109617706,01/07/2014,Ka Wing Factory Building
1108222677,2217.917,14.5,839110.655,822169.254,1109617836,01/07/2014,
1108222881,371.84,9.6,837312.877,822126.174,,,
1108221980,19162.457,75.5,837877.699,822361.552,1109617226,01/07/2014,Lung Shing House
1108221994,25827.711,75.2,838014.695,822343.439,1109617331,01/07/2014,Lung Wai House
1108222006,2640.657,26,839485.76,822350.097,,,
1108221971,3794.936,28.6,839514.857,822364.419,,,
1108222763,278.493,8.7,837378.364,822159.501,,,
1108222823,22849.732,50.1,838722.872,822120.653,1109617719,01/07/2014,Wing Chai Industrial Building
1108222955,6041.984,40.8,838525.56,822097.912,1109617651,01/07/2014,Po Shing Industrial Building
1108222936,286.568,15.6,837382.978,822116.475,,,
1108222871,17524.417,46.5,838599.549,822109.825,1109617682,01/07/2014,Lee Ka Industrial Building
1108220077,3674.21,9.7,838869.603,823388.967,1109617772,01/07/2014,Commercial Complex
1108220733,19615.543,75.6,838100.812,822848.567,1109617365,01/07/2014,Nga Yuen House
1108221247,449.712,10.2,837997.017,822638.882,1810009324,01/07/2014,
1108221695,13628.809,24.3,837129.505,822439.682,1109615944,01/07/2014,Kit Sam Lam Bing Yim Secondary School
1108221992,18648.876,55.8,837409.382,822338.255,1109616498,01/07/2014,Wang Chak House
1108222056,334.843,10.1,837110.941,822339.685,,,
1108222005,7454.952,13.2,837087.569,822335.772,,,
1108222077,12786.718,56.9,837369.879,822312.977,1109616398,01/07/2014,Wang Hin House
1108222133,8328.957,39,837053.565,822303.475,1109615869,01/07/2014,Fu Yue House
1108222072,11767.265,48.1,837247.833,822316.7,1109616160,01/07/2014,Wang Kwong House
1108223133,652.497,23.7,837281.854,822068.467,,,
1108222972,150.997,16.4,837374.7,822110.003,,,
1108223068,301.699,11.5,838343.637,822082.649,,,
1108222997,3924.679,25.1,838534.772,822089.665,1109617658,01/07/2014,Tai Yau Building
1108223037,19621.199,46.8,838661.376,822070.328,1109617703,01/07/2014,Lead On Industrial Building
1108223083,17775.573,41,838681.987,822057.337,1109617708,01/07/2014,Van Fat Factory Building
1108223110,351.092,10.3,839393.625,822069.672,,,
1108223089,221.644,3.7,838308.056,822074.672,,,
1108223218,24407.272,25.2,838893.578,822003.565,,,
1108223235,602.525,7.9,837496.95,822028.782,,,
1108223243,157.969,11.9,838270.462,822040.609,,,
1108223322,17049.945,45,838562.623,821998.961,,,
1108223355,18857.249,80.8,838665.702,821999.72,1109617704,01/07/2014,Max Trade Centre
1108222125,150.819,3.6,838390.656,822313.262,1810022854,01/07/2014,C.C. Chien Memorial Chinese Medicine Clinic
1108221094,261.474,6.4,837314.086,822708.715,,,
1108222968,29454.853,66.7,837556.895,822082.171,1109616751,01/07/2014,Lok Tung House
1810044604,19089.352,108.3,840080.939,822221.074,1810008286,01/07/2014,Aria Tower 5
1108223091,417.985,8.4,839090.687,822078.039,1109617829,01/07/2014,Tai Hom Substation
1108225587,437.554,5.2,837888.723,821500.828,,,
1108225637,244.555,10.3,837388.103,821508.832,,,
1108225636,9845.181,37.3,837822.192,821501.928,1109617162,01/07/2014,Mau Tung House
1108223792,18280.276,82.8,838843.879,821883.816,1109617760,01/07/2014,Rhythm Garden Block 9
1108223890,1249.619,8.9,839601.092,821862.658,1810013426,01/07/2014,Fire Services Department Wing Ting Road Fire Services Married Quarters Car Park
1108223955,18280.266,82.8,838907.59,821849.962,1109617782,01/07/2014,Rhythm Garden Block 7
1108224305,3450.716,10.4,837627.291,821774.797,1109616879,01/07/2014,Bishop Ford Memorial School
1108224280,168.195,10.2,839544.464,821795.486,,,
1108224301,224.283,10,839496.907,821790.486,,,
1108224269,167.132,10.2,839561.597,821797.456,,,
1108224298,15764.301,39.3,838482.303,821771.202,1109617618,01/07/2014,Kai Tak Factory Building Stage I
1108224281,118.347,5.8,839146.695,821793.972,,,
1108224282,376.718,19.1,838186.931,821794.967,,,
1108224331,168.082,10,839502.492,821786.049,,,
1108224295,168.16,10,839514.862,821791.777,,,
1108224278,168.147,10.1,839510.085,821795.577,,,
1108224296,168.303,10.1,839549.242,821791.686,,,
1108224337,17936.187,69.1,839921.143,821768.53,1109618152,01/07/2014,Yuk Lun House
1108224707,596.709,27.1,838382.582,821714.333,,,
1108224693,671.92,27.6,838391.124,821718.663,1109617520,01/07/2014,Cheong Tai Building
1108224789,5140.69,24.9,838292.515,821686.127,1109617476,01/07/2014,On Keung Building
1108224821,513.057,26.5,838333.972,821689.87,,,
1108224867,603.412,27.3,838321.742,821682.504,,,
1108224771,18568.709,74,840033.012,821690.001,1109618205,01/07/2014,Sze Yu House
1108224806,349.6,22.5,838213.1,821696.205,,,
1108224781,506.829,24.9,838350.054,821698.848,,,
1108224779,8431.548,20,838432.734,821670.086,1109617548,01/07/2014,Cognitio College
1108224822,587.097,21.8,838216.025,821689.203,,,
1108224834,415.988,21.9,838208.788,821690.028,,,
1108223878,32738.478,54.8,838375.165,821852.323,1109617507,01/07/2014,Efficiency House
1108223945,168.28,10.2,839478.25,821865.751,,,
1108223958,87.264,5.6,839517.418,821860.622,,,
1108223905,13987.251,64.2,838996.299,821858.457,1109617815,01/07/2014,Rhythm Garden Block 5
1108223874,4871.63,21.7,838189.265,821863.612,1109617400,01/07/2014,Cambridge Building
1108223963,168.338,9.9,839474.437,821860.964,,,
1108224321,168.281,10,839554.021,821787.886,,,
1108224365,168.25,10.4,839566.599,821777.875,,,
1108224356,167.937,10.6,839583.744,821779.819,,,
1108224286,5344.229,22.8,837399.452,821787.759,1109616502,01/07/2014,Luen Hop Building
1108224277,2179.667,21.1,838178.527,821788.52,1109617396,01/07/2014,
1108224338,168.045,10.6,839578.967,821783.62,,,
1108224348,168.183,10.4,839561.818,821781.677,,,
1108224299,167.766,10.4,839569.42,821791.222,,,
1108224318,112.028,7.2,839519.642,821787.977,,,
1108224324,18771.145,74.1,839882.934,821772.21,1109618138,01/07/2014,Pak Fung House
1108224346,168.168,10,839507.274,821782.245,,,
1108224361,112.082,7.8,839512.056,821778.445,,,
1108224325,167.938,10.6,839574.191,821787.422,,,
1108224292,2330.22,11.8,839700.707,821780.181,1109618066,01/07/2014,St. Joseph's Home for the Aged
1108224304,12943.29,46.5,838118.594,821765.877,1109617373,01/07/2014,Yan Oi Building
1108224375,23672.992,54.7,838452.31,821757.309,1109617584,01/07/2014,Kai Tak Factory Building Stage II
1108224451,168.18,10.4,839585.705,821762.668,,,
1108224422,168.068,10.4,839580.928,821766.468,,,
1108224444,114.776,4.1,837551.634,821762.203,,,
1108224785,575.781,27.2,838346.118,821696.645,,,
1108224845,565.536,21.8,838221.207,821686.429,,,
1108224853,579.424,27.2,838325.683,821684.986,,,
1108224811,572.285,27.2,838338.088,821692.157,,,
1108224835,603.218,27.2,838329.972,821687.453,,,
1108224801,504.945,24.6,838341.991,821694.375,,,
1108224830,10354.22,36.8,837757.076,821663.558,1109617084,01/07/2014,Ying Tung House
1108224829,17485.586,69.2,840069.7,821677.891,1109618220,01/07/2014,Kam Lam House
1108224866,610.543,21.9,838225.514,821682.671,,,
1108224947,553.244,25.1,838298.302,821667.601,1109617468,01/07/2014,On Fook Building
1108224906,581.826,27.7,838310.039,821675.287,1109617475,01/07/2014,On Fook Building
1108224933,508.033,22.1,838246.783,821671.401,,,
1108224887,597.483,21.9,838230.194,821679.427,,,
1108224877,18490.47,74,840203.042,821671.101,1109618292,01/07/2014,Fei Fung House
1108224390,111.283,3.5,840634.161,821767.112,1109618553,01/07/2014,Good Hope School Changing Room
1108224431,2293.298,20.6,837594.192,821755.108,,,
1108224434,168.344,9.8,839602.852,821764.605,,,
1108224404,8149.917,8.1,839396.495,821727.136,1810013406,01/07/2014,Choi Hung Estate Multi-storey Car Park
1108224391,5799.311,13.1,837391.286,821753.413,1109616411,01/07/2014,Bishop Walsh Primary School
1108224374,168.045,10.3,839588.519,821776.016,,,
1108224459,168.289,10.2,839545.611,821761.861,,,
1108224393,117.182,20.3,837383.5,821775.788,,,
1108224407,168.258,10.4,839576.152,821770.272,,,
1108224468,111.493,8.8,839521.808,821759.194,,,
1108224394,168.045,10.3,839593.296,821772.213,,,
1108224416,167.938,10.4,839598.071,821768.41,,,
1108224929,555.847,25,838302.101,821670.463,1109617469,01/07/2014,On Fook Building
1108224902,553.536,22,838235.637,821676.942,,,
1108224936,16833.434,69.4,840239.407,821658.858,1109618322,01/07/2014,Yau Lung House
1108224881,566.151,25.2,838317.296,821680.478,1109617480,01/07/2014,On Fook Building
1108224917,602.253,22,838239.807,821672.866,,,
1108224898,512.486,25.1,838313.601,821677.739,1109617477,01/07/2014,On Fook Building
1108224916,567.161,25.2,838305.889,821673.115,1109617473,01/07/2014,On Fook Building
1108224960,977.313,25.2,838290.962,821664.693,1109617461,01/07/2014,On Fook Building
1108224878,26374.224,52.7,839412.882,821655.717,1109617950,01/07/2014,Chi Mei House
1108223937,15108.833,28.2,838100.258,821839.255,1109617362,01/07/2014,Yin Hing Building
1108223943,1827.912,18.4,838277.625,821861.119,1109617450,01/07/2014,Wei Shun Mansion
1108223957,99.36,8.7,839548.914,821862.252,,,
1108223949,81.638,8.7,839546.148,821865.352,,,
1108223941,615.518,7.2,840422.453,821860.638,1109618465,01/07/2014,Caritas Pelletier Hall Hostel
1108223948,18769.521,53.4,837322.512,821845.679,1109616288,01/07/2014,Lok Tsui House
1108223930,14189.402,64.3,838950.949,821856.54,1109617802,01/07/2014,Rhythm Garden Block 6
1108224381,167.975,10.4,839571.375,821774.073,,,
1108224428,168.142,9.7,839540.491,821765.936,,,
1108224445,111.562,8,839525.799,821763.811,,,
1108224410,168.217,9.5,839535.372,821770.007,,,
1108224971,289.6,22,838242.416,821665.144,,,
1810090270,5297.293,76.8,839573.253,821899.703,1810022969,01/07/2014,Wealth Garden
1108224058,1133.605,22.2,839296.051,821838.282,,,
1108224003,167.278,10.3,839483.995,821853.347,,,
1108224027,109.329,9.7,839561.736,821848.762,,,
1108225048,165.394,6.9,840178.323,821643.39,,,
1108225131,301.27,10.4,837733.318,821623.141,1109617060,01/07/2014,Tung Tau (II) Estate Public Latrine
1108224990,440.463,25.1,838291.334,821659.115,1109617462,01/07/2014,On Fook Building
1108223334,15799.405,79.2,838466.034,822005.411,1109617603,01/07/2014,Winning Centre
1108224018,18280.274,82.7,838861.902,821839.078,1109617767,01/07/2014,Rhythm Garden Block 8
1108223999,101.167,4.8,839524.143,821850.568,1109617989,01/07/2014,
1108224030,167.143,10.2,839480.211,821848.563,,,
1108223989,2904.99,19.1,838300.365,821846.154,1109617467,01/07/2014,Tong An Mansion
1108224019,112.291,7.4,839466.809,821851.382,,,
1108224066,3028.547,20.9,838138.374,821828.179,1109617377,01/07/2014,Foo Yuen Building
1108224041,4256.682,21.6,838211.661,821830.575,1109617413,01/07/2014,Man Yue Mansion
1108224050,167.114,10.2,839476.426,821843.782,,,
1108224057,183.908,6.9,839572.809,821840.071,,,
1108225120,147.319,3.2,840324.936,821621.194,,,
1108225100,3476.8,8.8,840290.991,821618.637,1109618365,01/07/2014,Choi Wan Market
1108225200,18771.117,74.3,840002.567,821594.333,1109618187,01/07/2014,Sau Man House
1108223329,26069.087,71.7,837255.854,822001.594,1109616154,01/07/2014,Lok Tai House
1108223429,13987.228,64.3,838954.265,821978.978,1109617806,01/07/2014,Rhythm Garden Block 2
1108223982,3383.775,11.8,840342.664,821823.33,1109618409,01/07/2014,Caritas Pelletier School
1108223979,167.324,10.2,839487.781,821858.133,,,
1108223993,112.201,7.4,839470.624,821856.174,,,
1108224135,121.687,5.2,839597.982,821824.142,,,
1108224122,6877.575,25.5,838263.036,821812.286,1109617439,01/07/2014,Pak Lok House
1108224158,168.667,10.7,839511.028,821822.087,,,
1108224085,2680.275,18.9,838328.595,821826.742,1109617489,01/07/2014,Tong Sing Mansion
1108224382,112.102,7.7,839530.254,821774.08,,,
1108224495,168.121,10.3,839595.256,821755.064,,,
1108224544,4099.715,29.5,838087.193,821737.898,1109617358,01/07/2014,Po Hing Mansion
1108223385,2127.525,9.4,838190.837,821994.81,1109617402,01/07/2014,Ho Lap College
1108223493,300.435,6,837295.035,821974.677,,,
1108223534,148.835,5.2,838263.888,821958.259,1109617436,01/07/2014,Hong Kong Examination & Assessment Authority
1108224147,167.513,10.5,839528.201,821824.026,,,
1108224167,167.562,10.3,839532.973,821820.23,,,
1108224129,167.593,10.7,839523.43,821827.825,,,
1108224162,275.99,12.6,839477.843,821820.529,,,
1108224111,167.484,10.5,839518.655,821831.621,,,
