buildingid,gfa,height,x,y,buildingnameid,lastupdated,buildingname
1108224088,97.557,8.1,839585.46,821833.943,,,
1108224221,10944.937,9.7,837317.646,821779.457,,,
1108224558,3728.72,32.2,839528.937,821735.141,1109617991,01/07/2014,Ngau Chi Wan Fire Station
1108224551,141.489,7.7,840649.832,821747.321,1109618563,01/07/2014,Good Hope School Electric Sub-station
1108224501,111.493,8.8,839517.82,821754.577,,,
1108224528,168.238,10.3,839560.969,821749.644,,,
1108224506,168.074,9.9,839555.849,821753.718,,,
1108224531,122.154,6.6,838143.519,821748.82,,,
1108224469,418.743,18.8,838090.011,821758.455,,,
1108224527,18541.456,73.6,840119.806,821734.916,1109618237,01/07/2014,Sing San House
1108224494,199.813,5.4,839667.305,821752.002,,,
1108224556,168.07,9.8,839566.088,821745.57,,,
1108224526,149.007,8.7,839513.16,821749.185,,,
1108224471,168.075,10.4,839590.482,821758.867,,,
1108224496,447.279,18.9,838086.724,821754.001,,,
1108224515,4857.915,27.7,838400.625,821743.148,1109617523,01/07/2014,Yue Fu Mansion
1108224536,18602.116,74.1,840268.224,821736.167,1109618353,01/07/2014,Yok Yu House
1108225262,1787.947,5.8,840387.98,821570.578,,,
1108223527,4528.68,17.3,839162.482,821942.943,,,
1108223494,5463.528,19.5,838205.405,821955.639,,,
1108223489,25791.287,54.4,837281.861,821954.046,1109616218,01/07/2014,Lok Man House
1108223513,1692.037,17.1,839183.206,821954.209,,,
1108223557,31004.55,36.1,838491.069,821928.199,1109617625,01/07/2014,Chun Fat Factory Building
1108224478,168.093,10.2,839550.731,821757.788,,,
1108224594,181.626,4.7,839793.158,821735.476,1109618104,01/07/2014,Ngau Chi Wan High Level Fresh Water Pumping Station
1108224602,209.303,7.3,837687.415,821733.769,,,
1108224613,616.472,27.7,838375.108,821732.647,1810023712,01/07/2014,
1108224616,653.412,27,838422.321,821732.571,1109617543,01/07/2014,Cheong Tai Building
1108225246,17897.995,73.6,840314.548,821585.015,1109618391,01/07/2014,Koon Yat House
1108225289,186.503,4.4,840097.249,821585,,,
1108223556,172.081,5.6,839460.439,821955.49,,,
1108223589,18957.32,85.5,838826.75,821934.114,1109617753,01/07/2014,Rhythm Garden Block 10
1108223631,1628.647,15.1,839201.44,821926.502,,,
1108223641,273.6,9.2,839469.099,821934.782,,,
1108223578,97.131,5.8,837964.595,821950.505,1109617302,01/07/2014,Tung Tau (II) Estate RCP
1108223664,753.17,19,838183.738,821926.409,,,
1108224636,120.83,6.3,837906.035,821733.725,1109617255,01/07/2014,Nga Tsin Wai Tsz Tong
1108224596,168.022,10.1,839576.326,821737.426,,,
1108224662,10710.12,17.6,840713.219,821693.259,,,
1108224578,168.11,10.3,839571.208,821741.498,,,
1108224635,618.167,27.7,838370.387,821730.41,1810023710,01/07/2014,
1108224651,1280.515,27.7,838363.713,821727.004,1109617504,01/07/2014,
1108224643,1901.432,27.8,838413.568,821727.32,1109617540,01/07/2014,Cheong Tai Building
1108224600,521.45,26.6,838379.376,821734.438,1810023715,01/07/2014,
1108224638,87.904,4.9,837553.712,821729.62,,,
1108224667,14941.533,22.6,838127.809,821699.972,,,
1108225316,17100.911,74,840126.917,821568.004,1109618235,01/07/2014,Cheung Bor House
1108225352,17080.097,71.4,840285.972,821559.082,1109618367,01/07/2014,Boon Yuet House
1108225330,182.345,4.5,840083.68,821573.531,,,
1108225269,185.378,5.4,840080.287,821589.01,,,
1108225342,26778.717,68.2,837974.444,821561.471,1109617308,01/07/2014,Cheung Tung House
1108225343,10635.381,44.1,840243.846,821566.361,1109618326,01/07/2014,King San House
1108223601,270.15,9.3,839466.615,821944.838,,,
1108223625,136.547,4.3,838238.286,821934.382,,,
1108223623,304.347,9.2,839467.854,821939.828,,,
1108223597,18280.277,82.8,838869.446,821931.75,1109617768,01/07/2014,Rhythm Garden Block 11
1108223573,13987.226,64.2,838967.596,821938.281,1109617809,01/07/2014,Rhythm Garden Block 3
1108223714,430.549,21.9,838200.018,821915.66,1109617409,01/07/2014,Wing Lok Building
1108223687,364.787,19,838189.352,821923.179,,,
1108224241,388.487,18.9,838192.043,821802.522,,,
1108224184,167.562,9.9,839537.745,821816.435,,,
1108224177,168.442,10.9,839515.81,821818.28,,,
1108224250,1881.968,20.3,837452.379,821800.18,1109616564,01/07/2014,The Hong Kong Buddhist Hospital Block D
1108224206,167.696,10,839542.518,821812.637,,,
1108224214,168.344,10.7,839525.36,821810.677,,,
1108224260,112.145,7.9,839539.689,821799.286,,,
1108224255,4803.918,21,838105.688,821781.547,1109617364,01/07/2014,Kai San Mansion
1108224178,639.013,10.4,840294.385,821814.256,1109618373,01/07/2014,Good Shepherd Sisters
1108224240,168.08,10.1,839534.912,821803.079,,,
1108224226,441.741,21.4,838194.675,821806.288,,,
1108224755,561.715,27.2,838357.05,821702.426,,,
1108224624,466.132,5.3,837638.81,821732.945,,,
1108224604,2186.577,15.8,840679.04,821733.229,,,
1108224574,197.228,4.4,837572.172,821738.439,,,
1108224663,995.235,11.8,840734.484,821726.218,,,
1108224671,654.861,27.6,838404.463,821723.955,1109617534,01/07/2014,Cheong Tai Building
1108224753,611.522,27.1,838361.114,821704.453,,,
1108225308,18321.667,74.3,840029.727,821566.593,1109618192,01/07/2014,Chi Siu House
1108225334,9818.846,36.7,837801.804,821568.572,1109617131,01/07/2014,Shing Tung House
1108223746,967.82,18.9,838213.465,821905.776,,,
1108223704,403.927,19,838196.257,821917.893,,,
1108223724,457.472,21.2,838203.556,821912.911,,,
1108223740,13987.227,64.5,838980.928,821897.583,1109617812,01/07/2014,Rhythm Garden Block 4
1108223701,19442.527,53.6,837316.21,821900.852,1109616275,01/07/2014,Lok Him House
1108225371,15037.116,38.4,837890.815,821529.883,1109617241,01/07/2014,On Tung House
1108225441,18331.967,74.1,840208.626,821541.691,1109618298,01/07/2014,Pak Hung House
1108223728,6029.737,18.9,838198.421,821893.475,1109617405,01/07/2014,Tong Seng Mansion
1108223761,2476.621,8.4,838707.915,821878.367,1109617715,01/07/2014,Kai Tak East Sports Centre
1108223735,407.052,18.9,838207.358,821910.4,,,
1108223711,4414.847,17.7,839190.697,821900.093,,,
1108223750,25278.848,62,837569.9,821888.214,1109616774,01/07/2014,The Wing Kong Pentecostal Holiness Church
1108224223,224.69,10.6,839495.691,821807.691,,,
1108224227,25959.026,52.7,839428.255,821768.951,1109617957,01/07/2014,Tan Fung House
1108224194,168.553,10.9,839520.588,821814.477,,,
1108224176,6426.932,23.3,838315.545,821795.791,1109617478,01/07/2014,Po Leung Kuk Stanley Ho Sau Nan Primary School
1108224203,1472.048,20.9,838148.812,821809.016,1109617380,01/07/2014,On Luen Building
1108224213,3235.895,27.2,838080.655,821803.092,1109617353,01/07/2014,New Lai King Building
1108225440,16482.047,69.5,840098.891,821542.337,1109618228,01/07/2014,Ngan Ho House
1108224743,595.062,27.8,838365.66,821706.462,,,
1108224723,578.568,27.7,838378.162,821712.365,,,
1108224756,38430.412,91.5,838464.977,821680.132,1109617602,01/07/2014,Stelux House
1108224729,5126.268,17.4,840116.424,821699.101,,,
1108224678,575.559,27.5,838352.234,821722.049,1810023714,01/07/2014,
1108224685,587.929,27,838395.962,821719.807,1109617529,01/07/2014,Cheong Tai Building
1108224703,4099.677,24.9,838326.293,821708.247,1109617486,01/07/2014,Sung On Mansion
1108224701,593.876,27,838386.842,821716.224,,,
1108224748,130.195,3.2,839455.833,821705.996,,,
1108224708,127.632,6.4,838288.992,821716.677,1109617459,01/07/2014,Hong Keung Street Public Toilet
1108225526,101.338,7.7,837477.22,821536.095,,,
1108225524,372.648,6.6,837491.299,821530.882,,,
1108225538,6088.885,26.7,837434.132,821517.184,1109616524,01/07/2014,Mei Po House
1108223756,5670.459,19,839328.169,821884.507,1109617921,01/07/2014,C.C.C. Kei Wa Primary School
1108223696,355.489,19,838192.769,821920.777,,,
1108223769,487.687,18.8,838221.331,821900.308,,,
1108223825,9654.612,35.3,838393.263,821877.798,1109617527,01/07/2014,Jing Wah Building
1108224245,224.701,10.2,839490.61,821801.317,,,
1108224251,150.047,7.1,839504.501,821800.02,,,
1108224200,2824.837,22.1,837412.589,821809.963,1109616468,01/07/2014,Luen Hop Building
1108224217,111.686,7.6,839547.289,821808.84,,,
1108224237,1735.927,21.1,838162.607,821799.568,1109617385,01/07/2014,On Fat Building
1108224259,467.912,21.4,838189.502,821798.817,,,
1108224736,570.442,27.1,838369.729,821708.555,,,
1108224750,931.234,20,839587.144,821702.668,1109618013,01/07/2014,Man Tak House
1108224726,572.655,27.6,838374.008,821710.569,,,
1108224721,585.333,6.4,840741.951,821710.943,,,
1108224680,594.327,27.7,838400.182,821721.62,1109617532,01/07/2014,Cheong Tai Building
1108224688,18698.998,74.4,840146.212,821706.793,1109618245,01/07/2014,Yat Yuet House
1108224674,558.622,26.9,838357.003,821724.13,1810023711,01/07/2014,
1108224692,569.093,27,838348.099,821719.979,1810023713,01/07/2014,
1108225531,13961.862,41,837967.049,821512.422,1109617306,01/07/2014,Hong Tung House
1108223824,3142.328,22.2,838153.931,821877.24,1109617381,01/07/2014,Po Kong Mansion
1108223858,96.166,4,839455.709,821880.238,1109617969,01/07/2014,Ngau Chi Wan Village HSG Substation
1108223786,579.758,9.3,839461.56,821897.163,,,
1108223835,3340.136,21,838241.074,821874.704,,,
1108223782,491.311,18.8,838225.756,821897.252,,,
1108223801,497.453,18.8,838231.533,821893.308,,,
1108223813,481.641,18.9,838235.922,821890.216,,,
1108224248,167.768,10,839556.834,821801.249,,,
1108224236,167.667,10,839552.059,821805.044,,,
1108224181,1580.57,19.5,838349.514,821810.92,,,
1108224228,168.417,10.8,839530.135,821806.875,,,
1108225672,75.202,4.7,837908.712,821496.061,,,
1108220615,11614.601,23.9,838814.764,822931.243,1109617750,01/07/2014,Po Kong Village Road Sports Centre
1108220064,13189.41,25.5,838986.486,823404.915,1109617810,01/07/2014,TWS St. Bonaventure Catholic Primary School
1108220350,606.364,4.2,839063.413,823152.971,1109617825,01/07/2014,Tsz Hong Estate Management Office
1810076681,242.295,4.2,839064.854,823180.617,1810017530,01/07/2014,Tsz Hong Estate Management Office
1108226413,569.024,7,837922.954,821347.605,,,
1108224343,43694.943,107.5,839994.177,821763.716,1109618183,01/07/2014,Choi Fung Court
1108223745,4214.762,8.6,839975.465,821875.871,,,
1108224761,6913.611,23.7,839918.768,821691.502,1109618151,01/07/2014,Choi Wan St. Joseph's Primary School
1108221544,19117.908,96.3,839788.34,822504.177,1109618102,01/07/2014,King Cheong House
1108221603,19501.219,97,839819.809,822477.07,1109618117,01/07/2014,King Tai House
1108223028,24302.657,42.8,838458.318,822067.381,1109617593,01/07/2014,Standard Industrial Building
1108224765,2766.53,61,839570.811,821702.839,1109618008,01/07/2014,Hing Yip Building
1108220478,1380.277,16,839221.74,823061.783,,,
1810073686,391.372,16.2,839203.959,823062.786,1810016030,01/07/2014,Ngan Po Ling Building
1108247486,27997.563,108.7,838192.097,823421.154,1810013306,01/07/2014,Shun Tin House
1108247487,27922.497,108.7,838136.34,823378.577,1810013292,01/07/2014,Wo Tin House
1108221109,408.824,19.2,838301.862,822701.678,1810010246,01/07/2014,On Lok Building
1108221111,546.198,22.2,838312.676,822702.742,1810010247,01/07/2014,
1108221108,431.476,19.6,838296.328,822701.354,1810010245,01/07/2014,On Lok Building
1108221107,412.011,19.4,838291.287,822701.163,1810010244,01/07/2014,On Lok Building
1108221052,585.079,20.8,838416.609,822719.674,,,
1108221058,372.606,16.9,838436.341,822718.732,1810010248,01/07/2014,Mei Tak Building
1108221077,476.725,21.3,838480.803,822709.552,1810010249,01/07/2014,Chun On Building
1108221071,415.32,23.4,838501.845,822718.411,1810010250,01/07/2014,Ho King Building
1108220962,427.033,18.5,838453.956,822772.254,1810010251,01/07/2014,Kin Hong House
1108220933,382.666,21.7,838452.797,822790.32,1810010253,01/07/2014,Kin Wong Building
1108220943,488.786,22.1,838453.855,822784.43,,,
1810063904,878.132,23.9,838416.701,822943.009,,,
1810063905,963.461,24.8,838415.853,822932.471,,,
1810063907,952.53,26.5,838414.184,822911.698,,,
1810063908,786.479,23.7,838412.948,822901.157,,,
1108220714,3782.591,31,838529.894,822869.936,1109617656,01/07/2014,Assembly of God Morrison College
1108220628,2552.721,18.3,837507.231,822938.621,1109616678,01/07/2014,Carbo Anglo-Chinese Kindergarten
1108221480,103.114,6.8,839564.985,822544.887,,,
1810130198,633.089,12.6,839568.522,822534.873,,,
1108224070,1261.197,7.7,840404.421,821828.919,,,
1108224477,360.209,3.8,839929.08,821751.013,1109618157,01/07/2014,Hong Kong YMCA (Choi Wan) Retraining & Employment Service Centre
1108220053,138.563,6.9,838341.359,823440.352,,,
1108223232,11308.06,42.9,838430.785,822026.643,1109617557,01/07/2014,
1108223348,179.155,10.9,838417.269,822016.564,,,
1108223536,92.158,3.9,839606.16,821959.005,,,
1108225345,7940.458,25.9,838157.461,821552.579,1109617388,01/07/2014,Ng Wah College
1108221597,24664.099,111.3,839572.527,822476.178,1109618009,01/07/2014,King Hin Court
1108222093,204.326,5.7,839093.98,822310.15,,,
1108222356,293.822,4.6,839201.396,822257.082,1109617864,01/07/2014,Tang Gallery
1810103261,108.174,4.6,839231.777,822256.173,,,
1810103262,167.43,5.7,839074.772,822321.456,,,
1108220424,3868.389,61,838775.453,823093.491,1109617738,01/07/2014,Wah Kay House
1108220454,999.134,22.7,838792.519,823079.01,1109617741,01/07/2014,Wing Fung Building
1108220207,336.505,3.8,838254.741,823262.133,1109617426,01/07/2014,
1108220274,29610.481,74.8,838654.728,823207.12,1109617701,01/07/2014,Lok On House
1108219887,105.404,5.1,838653.843,823817.69,1810034781,01/08/2014,
1108220635,454.098,22.7,838458.82,822942.553,1109617596,01/07/2014,Man Po Building
1108220636,561.363,24.9,838434.616,822936.239,1109617562,01/07/2014,
1108220400,418.69,20,838777.822,823119.396,1109617739,01/07/2014,Kam On Building
1108220457,558.761,24.6,838813.468,823079.111,1109617749,01/07/2014,Wing Ming Building
1108220406,1282.253,23.6,838815.563,823112.107,1109617748,01/07/2014,Wing Lee Building
1108220489,7919.354,63.3,838871.917,823047.796,1109617771,01/07/2014,Che Wah Building
1108220527,345.839,16,838793.478,823022.141,1109617742,01/07/2014,Lap Ki Building
1108220411,3511.674,17.4,838874.989,823100.556,1109617773,01/07/2014,
1108220519,1749.692,59.4,838808.05,823027.705,1109617747,01/07/2014,Chee Lok Building
1108220483,3800.671,63.3,838900.142,823053.302,1109617779,01/07/2014,Wah Lai House
1108220495,1676.902,46.3,838800.154,823048.907,1109617745,01/07/2014,Ming Fung Mansion
1810136539,2980.78,19.5,837436.954,821759.879,,,
1108221066,7525.723,50.3,838362.907,822712.056,1109617502,01/07/2014,On Lee Building
1108220872,708.995,24.1,838412.375,822812.454,1109617537,01/07/2014,
1108220898,447.012,24.6,838324.583,822803.848,1109617484,01/07/2014,Kin Fung Mansion
1108220902,399.46,22.4,838303.659,822804.421,1109617472,01/07/2014,Fung Wong Mansion
1108220668,471.617,23.4,838430.981,822904.854,1109617561,01/07/2014,Yau Hing House
1108225298,350.607,3.9,840048.206,821571.729,1109618212,01/07/2014,Cheuk Kwan Anglo-Chinese Kindergarten
1108225560,180.983,3.1,840104.752,821526.263,1109618231,01/07/2014,HK Y.W.C.A. Choi Wan Nursery
1108220634,519.316,24.3,838434.572,822943.049,1109617563,01/07/2014,Wai Po Building
1108220637,879.896,22.9,838457.747,822934.156,1109617591,01/07/2014,
1108220664,589.328,25,838431.054,822911.014,1109617559,01/07/2014,Pat Tat House
1108220602,1872.563,21.5,838510.465,822960.203,1109617644,01/07/2014,Po Kong Building
1108220620,1043.878,23.8,838434.56,822952.526,1109617564,01/07/2014,Fat Tat Building
1108220658,612.268,24,838431.631,822917.185,1109617560,01/07/2014,Fung Fong Building
1108220633,3753.949,59.5,838508.437,822936.676,1109617642,01/07/2014,Fung Po Mansion
1108220757,570.426,19.7,838295.742,822849.291,1109617465,01/07/2014,Fung Wong Building
1108220719,2584.025,20.7,838182.321,822858.46,1109617397,01/07/2014,Daughters of Mary Help of Christians - Salesian Sisters
1108220703,971.353,12.7,838157.792,822874.87,1109617384,01/07/2014,Chuk Yuen Substation
1108220828,568.612,24.5,838261.22,822825.404,1109617433,01/07/2014,Tak Wen Building
1108220773,269.215,20.4,838288.855,822848.824,1109617458,01/07/2014,
1108220850,20177.953,96.9,838908.182,822806.312,1109617783,01/07/2014,Fung Hei House
1810037283,3198.072,10.5,839130.502,822711.597,,,
1108222768,2036.201,8.5,837628.783,822141.021,1109616886,01/07/2014,Morse Park Indoor Games Hall
1810094889,680.549,21.5,839012.699,821831.388,,,
1108220916,35923.384,15.4,838651.943,822753.036,1109617722,01/07/2014,Fung Tak Commercial Centre
1108224146,133.65,8,839573.065,821822.633,,,
1108224137,90.655,8.5,839569.646,821825.257,,,
1108224189,149.701,5.4,839590.365,821811.851,,,
1810098363,43853.82,92.7,837638.718,821670.954,1810029746,01/07/2014,Mei Tak House
1810150324,39104.418,78.9,838564.772,822129.828,1810044207,26/01/2017,Maxgrand Plaza
1108224074,1101.83,10.7,839556.566,821830.522,1109618000,01/07/2014,Chai Hung Villa
1108220560,223.517,14.9,838689.419,823002.288,,,
1108220588,9607.202,13.6,839216.787,822925.994,1810016268,01/07/2014,International Christian Quality Music Secondary and Primary School
1108225392,14792.402,21,840159.567,821538.232,1109618254,01/07/2014,Choi Wan Complex and Multi-storey Car Park
1108220847,362.877,7.3,837805.854,822822.187,,,
1108221209,81.75,5.9,838004.577,822656.975,1810036903,20/01/2015,
1108221815,386.18,7.2,837857.221,822422.376,,,
1108222154,38967.442,97.6,838092.669,822283.295,1109617360,01/07/2014,Lung Fung House
1108222635,3931.934,24.2,838477.743,822176.512,1109617611,01/07/2014,Kar Chau Industrial Building
1108222616,8271.371,12.4,839361.387,822138.181,,,
1108222672,9556.669,32.1,838498.979,822164.877,1109617628,01/07/2014,Tontex Industrial Building
1108223265,29543.293,53,839163.504,822006.469,1109617847,01/07/2014,Kam Wan House
1108223380,26571.363,53,839265.76,821969.819,1109617897,01/07/2014,Hung Ngok House
1108223470,26634.742,19.7,839279.639,821928.828,1109617870,01/07/2014,Kam Hon House
1108223662,26423.602,53.4,839146.569,821889.807,1109617841,01/07/2014,Pik Hoi House
1108223655,87.757,4.3,839255.72,821929.703,1109617890,01/07/2014,Kam Hon House Substation
1108223744,20958.04,94.7,839620.768,821898.394,1109618027,01/07/2014,Fire Services Department Wing Ting Road Fire Services Married Quarters Tower 2
1108223821,24204.125,20.2,839207.538,821813.357,1109617862,01/07/2014,Kam Pik House
1108223794,80.289,5,839383.744,821896.029,1109617938,01/07/2014,Choi Hung Estate Substation
1108223888,25891.179,53,839266.231,821847.632,1109617896,01/07/2014,Chui King House
1108223896,29020.89,53.3,839360.216,821845.038,1109617930,01/07/2014,Pak Suet House
1108223944,21895.999,97.3,839633.988,821852.591,1109618032,01/07/2014,Ngau Chi Wan Fire Quarters Tower 1
1108223960,94.322,4.9,837344.613,821861.922,1109616349,01/07/2014,Lo Fu Ngam Substation
1108224263,2426.907,16.2,837524.758,821784.641,1109616711,01/07/2014,The Hong Kong Buddhist Hospital Block C
1108224420,20262.19,19.6,839318.131,821726.271,1109617904,01/07/2014,Kam Wah House
1108224656,26347.071,52.6,839310.292,821689.52,1109617910,01/07/2014,Luk Ching House
1108224637,3668.588,22.6,840574.628,821725.635,1109618525,01/07/2014,Good Hope School (Kindergarten)
1108224571,5621.864,34.7,840596.489,821741.94,1109618541,01/07/2014,Good Hope Convent
1108224737,766.986,13.7,837436.403,821707.958,,,
1108224770,29701.861,36.3,840582.235,821683.453,1109618530,01/07/2014,Good Hope School (Primary Section)
1108224788,1344.254,13.7,837436.005,821681.397,,,
1108226867,94.028,5.5,837980.484,821270.197,1109617314,01/07/2014,Shek Ku Lung Road Refuse Collection Point
1108247510,129.951,5.9,837399.694,821590.238,,,
1108247488,360.961,8.3,838087.245,823378.631,,,
1810035306,267.72,7.7,839324.548,822837.991,,,
1108220618,606.917,8.6,839435.163,822950.885,1810035801,09/10/2014,Diamond Hill Crematorium Service Hall 3
1108220622,608.734,8.6,839462.601,822948.642,1810035802,09/10/2014,Diamond Hill Crematorium Service Hall 4
1108220684,595.765,8.6,839430.18,822890.026,1810035805,09/10/2014,Diamond Hill Crematorium Service Hall 2
1108220690,594.559,8.6,839457.706,822887.782,1810035804,09/10/2014,Diamond Hill Crematorium Service Hall 1
1108220846,365.056,7.3,837823.549,822822.342,,,
1108222886,1833.199,16.8,838455.098,822120.549,1109617583,01/07/2014,Fok Woh Factory Building
1810150320,6861.987,67.2,838465.986,822134.546,,,
1108220469,15778.982,87.6,837325.652,823061.503,1109616285,01/07/2014,Tsui Chuk Garden Block 10
1108220444,15767.862,89.1,837277.937,823077.754,1109616195,01/07/2014,Tsui Chuk Garden Block 9
1108220467,2985.669,18.8,839010.447,823063.35,1109617817,01/07/2014,SKH Kindly Light Church Bradbury Centre
1108220546,12044.172,67.4,837364.678,823005.589,1109616399,01/07/2014,Tsui Chuk Garden Block 11
1108220563,15922.85,88.5,837262.031,822990.577,1109616169,01/07/2014,Tsui Chuk Garden Block 7
1108220511,15110.122,86.6,837405.01,823025.991,1109616456,01/07/2014,Tsui Chuk Garden Block 12
1108221428,11309.552,21.9,837531.526,822531.256,1109616732,01/07/2014,PHC Wing Kwong College
1108220507,15645.363,87.8,837261.927,823032.624,1109616171,01/07/2014,Tsui Chuk Garden Block 8
1108220609,11852.469,66.4,837285.321,822953.195,1109616207,01/07/2014,Tsui Chuk Garden Block 5
1108220570,11542.762,65.1,837322.847,822984.717,1109616283,01/07/2014,Tsui Chuk Garden Block 4
1108220630,11277.199,63.5,837239.135,822936.468,1109616129,01/07/2014,Tsui Chuk Garden Block 6
1108221195,11421.44,68.8,838279.257,822652.954,1109617451,01/07/2014,Fire Services Department Wong Tai Sin Rank and File Married Quarters Block A
1108221286,12041.996,69.8,838268.838,822614.602,1109617440,01/07/2014,Fire Services Department Wong Tai Sin Rank and File Married Quarters Block B
1108221567,23909.584,139,838815.545,822494.392,1109617751,01/07/2014,Galaxia Tower E
1108221617,23690.422,141.5,838849.189,822476.957,1109617763,01/07/2014,Galaxia Tower D
1108221730,22995.458,141.5,838912.389,822436.511,1109617784,01/07/2014,Galaxia Tower B
1108221669,23027.813,141.5,838881.484,822456.354,1109617774,01/07/2014,Galaxia Tower C
1108221822,23167.854,138.7,838943.215,822412.586,1109617799,01/07/2014,Galaxia Tower A
1108225397,919.272,4.5,840324.899,821551.027,1109618401,01/07/2014,Haven of Integrated Vocational Rehabilitation Services Centre
1108221496,2016.021,12.6,839569.849,822514.778,1109618007,01/07/2014,
1108221811,118.659,4.2,838269.349,822426.365,1109617444,01/07/2014,China Light & Power
1108221705,277.111,15.1,839317.815,822454.525,1109617914,01/07/2014,Chi Lin Nunnery Tower
1108221652,2916.165,21.2,838927.175,822461.202,1109617788,01/07/2014,Diamond Hill Baptist Church
1108221719,10256.084,13.1,839275.255,822415.69,1109617898,01/07/2014,Chi Lin Nunnery Chi Lin Care & Attention Home
1108221754,460.695,9.8,839171.394,822436.772,1109617849,01/07/2014,Nian Fo Tang
1108221691,13919.243,89.8,839650.391,822447.411,1109618042,01/07/2014,King Yiu House
1108221847,592.283,9.8,839159.103,822404.824,1109617846,01/07/2014,Hall of Bodhisattva Avalokitesvara
1108221917,592.547,11,839201.821,822380.185,1109617863,01/07/2014,Chi Lin Nunnery Hall of Bhaisajya Guru
1108221953,315.71,13.4,839171.76,822377.459,1109617850,01/07/2014,Hall of Deva Kings
1108221894,13786.034,25.9,839310.775,822356.837,1109617911,01/07/2014,Chi Lin Buddhist Secondary School
1108222153,402.291,7.6,839082.467,822301.057,1109617828,01/07/2014,Chinese Timber Architecture Gallery
1108222241,1526.391,7.4,839466.407,822267.213,1109617977,01/07/2014,Maternal and Child Health Centre
1108222283,35467.283,55.9,837284.728,822229.604,1109616212,01/07/2014,Wang Hong House
1108222637,17583.466,48.2,838639.184,822166.717,1109617692,01/07/2014,Shing King Industrial Building
1108222736,3438.007,16.2,837978.013,822151.921,1109617319,01/07/2014,
1108221595,14248.185,89.3,839667.707,822481.337,1109618053,01/07/2014,King Ying House
1108222956,4786.063,34.1,838482.248,822101.858,1109617617,01/07/2014,Security Printing House
1108222889,7068.824,45.1,838491.552,822116.934,1109617621,01/07/2014,Cheong Tai Industrial Building
1108223025,4369.048,28.8,838545.005,822082.843,1109617662,01/07/2014,Lee Wan Factory Building
1108222999,245.394,3.6,837526.41,822090.364,1109616715,01/07/2014,
1108223118,5377.292,12.7,838340.688,822052.406,1109617493,01/07/2014,Choi Hung Road Badminton Centre
1108223211,4156.154,30.2,838395.721,822039.238,1109617528,01/07/2014,Sheung Hei Factory Building
1108223436,8708.955,29.1,838512.962,821973.505,1109617645,01/07/2014,On Tat Industrial Building
1108223571,6824.308,82.8,839508.829,821944.209,1109617986,01/07/2014,Fortune Garden
1108223619,16270.288,80.8,838412.834,821927.405,1109617536,01/07/2014,Canny Industrial Building
1108223987,7682.211,23.2,837417.293,821840.334,1109616478,01/07/2014,Kam Kwok Building
1108224339,197.309,6.8,839820.403,821781.333,1109618119,01/07/2014,Caritas Cable & Wireless Shelter
1108224854,1584.829,14.2,837369.189,821667.473,1109616407,01/07/2014,The Hong Kong Chinese Christian Churches Union Building
1108224977,362.503,3.9,840073.418,821659.176,1109618221,01/07/2014,Kam Lam Catholic Kindergarten
1108220508,1164.389,13.6,836757.646,823032.499,,,
1108220549,377.077,6.1,836759.25,823004.756,1109615597,01/07/2014,Valve House
1108221065,993.118,19.6,838426.722,822717.362,1109617550,01/07/2014,Fung Tak House
1108221012,2317.752,24.4,838438.188,822739.406,1109617572,01/07/2014,Wah Chung Mansion
1108221062,1430.629,22.2,838449.821,822716.859,1109617578,01/07/2014,Kam Fung Building
1108221011,1112.103,23.1,838423.722,822740.072,1109617544,01/07/2014,Golden City Building
1108221055,2274.64,23,838287.074,822721.197,1109617457,01/07/2014,Cheng Fung Mansion
1108221153,11047.982,26.3,838391.319,822663.111,1109617519,01/07/2014,Sik Sik Yuen Social Services Complex
1108221106,1578.574,23.8,838251.382,822701.092,1109617430,01/07/2014,Kam Fat Building
1108221072,1745.733,22,838470.59,822711.695,1109617605,01/07/2014,Wing Kin Mansion
1108221157,8926.519,23.3,838827.048,822661.283,1109617752,01/07/2014,Fung Tak Estate Community Center
1108221070,729.688,22.4,838459.12,822714.089,1109617595,01/07/2014,Hop Foon Building
1108221350,1929.887,10.6,837949.072,822581.034,1109617295,01/07/2014,TWGHs-Wong Tai Sin Fortune-Telling and Oblation Arcade
1108221442,366.024,8.1,838412.492,822561.02,,,
1108221467,14278.497,89.5,839638.442,822540.414,1109618035,01/07/2014,King Wai House
1108221426,14543.071,89.9,839742.857,822557.007,1109618085,01/07/2014,King Shan Court Block A
1108221527,14144.537,89.6,839685.153,822515.75,1109618061,01/07/2014,King Shan Court Block C
1108220593,4128.973,17.9,839328.152,822957.003,,,
1810067812,8752.335,15.8,840144.051,821659.621,,,
1108222692,2162.245,4.7,837466.777,822156.642,1109616584,01/07/2014,Food+
1108221177,4210.717,12.6,838333.067,822659.488,1109617491,01/07/2014,Wong Tai Sin Divisional Fire Station
1108221267,115.523,7.6,838869.293,822632.734,,,
1108221303,1837.08,13,838344.967,822614.78,1109617494,01/07/2014,Wong Tai Sin Ambulance Depot
1810059023,25433.72,129.7,838392.259,821644.268,1810010888,01/07/2014,The Latitude Tower 8
1810059025,22376.166,129.7,838364.251,821620.811,1810010887,01/07/2014,The Latitude Tower 7
1810059026,25844.345,129.7,838336.015,821598.02,1810010886,01/07/2014,The Latitude Tower 6
