frame,length,angle
331,876.2836299,1.396454663
332,1000.624805,1.343997479
333,494.3622154,1.289995978
334,378.0542289,1.21976544
335,529.6942514,1.134169167
336,533.6037856,1.046768801
337,315.1586902,0.959030592
338,411.0960958,0.854254653
349,167.8004768,-0.594614077
350,212.9272176,-0.698947512
351,244.6589463,-0.785398163
352,170.8361788,-0.855820934
353,234.9170066,-0.979251825
354,257.6237567,-1.046354162
355,312.6179777,-1.117162689
356,405.5613394,-1.186626962
357,729.8931429,-1.238647534
358,556.7234502,-1.290522824
359,728.8195936,-1.325484885
360,713.0553976,-1.327178207
361,764.7123642,-1.361346978
362,1097.164527,-1.360530544
363,1057.915876,-1.362277755
364,1093.81397,-1.361746283
365,1047.026743,-1.326744233
366,809.4473423,-1.309636876
367,563.2512761,-1.308592839
368,563.5352695,-1.256901952
369,429.9127819,-1.221826595
370,440.0102272,-1.169187131
371,138.7551801,-1.016780631
372,151.9901313,-0.977319325
373,136.7808466,-0.852654085
374,226.4332131,-0.747915727
375,186.9465164,-0.683094967
376,120.9338662,-0.519146114
380,185.6906029,-0.086271812
386,372.1558813,0.819605347
387,573.5093722,0.907765089
388,523.0716968,1.028409616
389,613.153325,1.098396206
390,570.646125,1.186384991
391,633.1034671,1.256038665
392,500.9121679,1.343249312
393,634.7164721,1.32734613
394,579.6869845,1.430607004
395,622.4034062,1.46617168
396,678.9698079,1.449729592
397,938.3240378,1.500400023
398,743.7506303,1.502171105
399,1071.464418,1.518507585
400,1078.454913,1.518846824
401,858.0308852,1.501979931
402,682.7019848,1.466609413
403,881.5180089,1.449114746
404,1012.405057,1.414091749
405,969.0743006,1.361865152
406,943.1102799,1.309101114
407,454.4282122,1.255308739
408,607.481687,1.152070577
409,413.2408499,1.098490925
410,683.0885741,0.943399243
411,468.7024643,0.906384907
412,430.6982703,0.803458597
420,173.1184566,-0.156601877
423,199.0226118,-0.628426874
424,173.8763929,-0.69989287
425,200.8183259,-0.785398163
426,206.9323561,-0.891527114
427,249.3391265,-0.979456694
428,247.0951234,-1.063697822
429,538.6353126,-1.133720535
430,609.6441585,-1.18572099
431,577.4599553,-1.239188479
432,796.8268319,-1.274050484
433,856.2785762,-1.30853893
434,1058.425718,-1.326505106
435,819.2856645,-1.326705763
436,1078.726101,-1.34358058
437,1085.996777,-1.343238282
438,1088.257782,-1.326709128
439,791.025284,-1.308646705
440,730.8221398,-1.256401763
441,568.9086043,-1.256271883
442,505.523491,-1.22151831
443,507.2405741,-1.169787513
444,289.6377047,-1.062356442
445,160.0781059,-0.958535051
446,174.9171232,-0.890698293
447,134.3502884,-0.785398163
448,213.3565092,-0.71574359
449,154.029218,-0.624023053
452,201.0696397,-0.1749603
453,186.8180933,-0.139626052
460,569.2890303,0.837589529
461,559.2897281,0.959484454
462,571.6826042,1.046876979
463,582.9176614,1.133236428
464,592.6027337,1.203137879
465,624.4181291,1.273357091
466,690.4990949,1.326520157
467,733.4848328,1.37874831
468,770.564728,1.397326954
469,795.9327861,1.448623034
470,1036.745871,1.465465003
471,1036.913208,1.483890897
472,985.6718521,1.484453488
473,1037.501325,1.501343001
474,1066.064257,1.483448529
475,975.244072,1.467046481
476,689.1385927,1.448601156
477,702.8911722,1.378981066
478,995.7534835,1.361386376
479,347.844793,1.309082824
480,457.2810952,1.257344337
481,458.4855505,1.186239749
482,534.4389582,1.098780712
483,555.7571412,1.011243359
484,477.6033919,0.923526392
485,339.1651515,0.837542917
492,203.5411506,-0.123136226
496,162.8281302,-0.570968476
497,223.0358716,-0.661436405
498,219.4948747,-0.733831017
499,177.5978603,-0.821239382
500,221.2261287,-0.942664713
501,261.3962509,-1.014630097
502,320.2951764,-1.083410161
503,584.6366393,-1.151529969
504,568.8382899,-1.204001137
505,816.541487,-1.238976399
506,1011.288782,-1.273751411
507,676.6187996,-1.273818637
508,1095.454244,-1.308547459
509,1112.910149,-1.309036327
510,1109.753576,-1.30920717
511,973.6118323,-1.291932334
512,764.2578099,-1.274702393
513,757.4067599,-1.238607738
514,576.189205,-1.240264439
515,436.2315899,-1.202635002
516,476.2992757,-1.151292953
517,222.0360331,-1.062822932
518,152.5549081,-0.995520309
519,184.1140951,-0.839192367
520,186.6761902,-0.785398163
521,155.4380906,-0.698856869
522,180.4217282,-0.627981291
523,131.0343466,-0.467060565
526,164.6147017,-0.140178843
533,573.0985954,0.819952306
534,539.0593659,0.942136429
535,645.1147185,1.0120327
536,682.4690469,1.099285184
537,696.3224828,1.169487403
538,588.8327437,1.256564428
539,564.4864923,1.257448936
540,622.7206436,1.360488099
541,727.1760447,1.395247843
542,690.7039887,1.43135627
543,695.2157938,1.448225452
544,1054.917058,1.448204999
545,1084.900917,1.466450097
546,1076.840285,1.466599892
547,1073.961359,1.465383273
548,1051.817475,1.448799818
549,907.0264605,1.414710298
550,969.808744,1.378860773
551,687.6954268,1.34345252
552,526.6421935,1.289888432
553,422.1907152,1.23781029
554,461.2472222,1.134300143
555,542.647215,1.081597808
556,526.1653732,0.993863382
557,502.9075462,0.906613998
558,317.6680658,0.818793316
559,114.4770719,0.680197914
560,110.4536102,0.552841222
565,175.26266,-0.120108736
569,130.0845879,-0.577342027
570,212.2498528,-0.665175377
571,243.5775031,-0.733120259
572,165.8493292,-0.85366797
573,236.4000846,-0.926449195
574,212.5299979,-1.010202002
575,303.9161068,-1.065934955
576,679.5770744,-1.134791444
577,676.4946415,-1.185897993
578,777.8926661,-1.221805664
579,861.4232409,-1.255653606
580,773.7415589,-1.274387852
581,1041.330879,-1.291573307
582,1109.736005,-1.29237289
583,1081.852116,-1.29173486
584,837.6311838,-1.273965084
585,768.7684957,-1.256038665
586,569.7718842,-1.204630557
587,478.0135981,-1.220595476
588,511.704016,-1.169240428
589,327.001529,-1.083897095
590,226.4155472,-1.012197011
591,156.4001279,-0.926016446
592,155.5892027,-0.803577978
593,165.5596569,-0.75122344
594,209.7450834,-0.680697685
595,169.1981087,-0.574888601
596,119.8665925,-0.448723344
599,174.2699056,-0.120796291
606,523.9484707,0.836704449
607,610.6693049,0.942361225
608,543.0322274,1.046168312
609,522.9885276,1.134515707
610,598.8739433,1.18563882
611,718.1900863,1.238918422
612,630.8922253,1.256564428
613,718.5012178,1.343371566
614,853.5537476,1.361912302
615,770.559537,1.413114974
616,1062.220787,1.431961438
617,1089.514571,1.431754924
618,719.4025299,1.448165468
619,1050.824914,1.44868401
620,1067.311107,1.431681828
621,1030.652706,1.413942243
622,935.0978558,1.379273183
623,991.4055679,1.343921876
624,920.4531493,1.292347436
625,335.2148565,1.204693386
626,980.8659439,1.16965285
627,503.1351707,1.116037373
628,546.3954612,1.02849359
629,555.4547686,0.941338227
630,486.2612467,0.855255153
631,114.6908889,0.736055531
633,111.8928058,0.503626296
638,194.9871791,-0.175266376
642,198.9095272,-0.610314103
643,217.154323,-0.700634434
644,165.5596569,-0.75122344
645,200.8905174,-0.873508662
646,263.4274094,-0.941720945
647,291.0755916,-1.013289509
648,650.4705989,-1.081019865
649,758.2941382,-1.133691156
650,513.6389783,-1.185590057
651,604.9735531,-1.239114055
652,726.7090202,-1.256008236
653,1064.1358,-1.256475056
654,1099.884085,-1.274636963
655,1122.012923,-1.274132135
656,847.205406,-1.257630854
657,1063.838334,-1.239533574
658,614.4599255,-1.239267391
659,568.8382899,-1.204001137
660,539.0148421,-1.168584193
661,495.2595279,-1.135145014
662,208.3122656,-0.997439813
663,171.4001167,-0.926128357
664,165.8493292,-0.85366797
665,254.5937941,-0.76873304
666,157.3848786,-0.713450494
667,129.8499134,-0.61577324
670,161.993827,-0.192552983
678,289.9137803,0.785398163
679,573.7917741,0.890339606
680,560.8350916,0.99367361
681,542.647215,1.081597808
682,513.9357937,1.168970448
683,615.0747922,1.203272312
684,557.3670245,1.274012207
685,640.3787942,1.256453044
686,773.8165157,1.343997479
687,853.7054527,1.37868443
688,970.7903996,1.379057272
689,760.3696469,1.413647479
690,791.6141737,1.414785505
691,761.4144732,1.431128095
692,1051.863584,1.414243874
693,981.8294149,1.396773134
694,630.5243849,1.379310496
695,845.9651293,1.327251149
696,676.3268441,1.275232488
697,627.4344587,1.237957517
698,524.4091914,1.185686583
699,559.9330317,1.115934434
700,548.3621066,1.047578758
701,472.4510557,0.959896962
702,442.8837319,0.871721564
703,113.8990781,0.754352241
705,117.8346299,0.524409224
711,208.4706214,-0.154108117
713,133.2816567,-0.450225596
714,143.9618005,-0.572589566
715,151.0297984,-0.663366045
716,250.6391829,-0.734594459
717,219.9386278,-0.801473949
718,243.6472861,-0.907593334
719,295.3811098,-0.978098922
720,327.9512159,-1.047111666
721,423.0756434,-1.099749276
722,695.2078826,-1.151549652
723,782.8952676,-1.187206468
724,641.8792721,-1.220960503
725,758.3521609,-1.239037766
726,1046.756896,-1.239982576
727,1091.677608,-1.238617413
728,1118.865497,-1.239436119
729,1071.449952,-1.2221848
730,665.4036369,-1.203406697
731,591.2596722,-1.185892993
732,560.4712303,-1.15184736
733,534,-1.117198631
734,214.683488,-0.994421106
735,186.4001073,-0.926222257
736,170.531522,-0.822725216
737,243.2817297,-0.767958071
738,187.8643127,-0.71382253
739,163.6826197,-0.611726965
740,122.0901306,-0.467310596
742,119.6411301,-0.210509562
751,556.4530528,0.871916335
752,602.067272,0.94224427
753,599.4672635,1.046684394
754,537.3062441,1.134618908
755,535.5968633,1.204158686
756,585.4997865,1.187435533
757,610.8436789,1.290472834
758,753.558226,1.32549581
759,695.2877102,1.360707514
760,1095.128303,1.378773208
761,1081.985675,1.378294692
762,1067.157908,1.396558391
763,743.2798934,1.396357937
764,1014.385035,1.396409663
765,806.480006,1.362214463
766,831.3055996,1.343907316
767,876.6327623,1.310046973
768,514.6503668,1.273011681
769,553.6244214,1.220482115
770,459.7053404,1.168475229
771,526.3857901,1.099502308
772,618.190909,1.011511141
773,453.8479922,0.941838045
774,432.3563345,0.854142129
783,159.9656213,-0.156926869
786,222.8115796,-0.558123578
787,207.2510555,-0.665698235
788,274.7216773,-0.733897352
789,248.9377432,-0.802441967
790,213.3354167,-0.891663026
791,279.358193,-0.960950128
792,370.9514793,-1.029914506
793,389.1786222,-1.08416426
794,739.5059161,-1.133760704
795,893.0201565,-1.169286383
796,657.7932806,-1.203840786
797,798.140965,-1.221704193
798,1127.752189,-1.222404111
799,1148.000436,-1.222323009
800,756.704698,-1.221460798
801,940.3658862,-1.187130403
802,751.8643495,-1.169048086
803,626.860431,-1.169256015
804,508.6708169,-1.134406697
805,478.975991,-1.100612863
806,222.7128196,-0.980303068
807,194.2009269,-0.924205629
808,214.2825238,-0.801898316
809,235.7731961,-0.734391393
810,208.3386666,-0.67998827
811,128.4717868,-0.557774233
814,177.7245059,-0.175324089
815,167.725967,-0.143583394
820,117.6477794,0.486457341
823,564.2632364,0.871973662
824,633.9219195,0.959165736
825,528.1855734,1.064801169
826,601.0790297,1.116077052
827,580.1146438,1.187409036
828,655.5066743,1.18774038
829,751.9049142,1.27386188
830,834.3284725,1.291508851
831,962.624018,1.326321569
832,857.9889277,1.34391012
833,1100.869202,1.362177294
834,1099.24565,1.378574673
835,1087.084633,1.378271737
836,1032.959341,1.378906692
837,873.2794513,1.344426626
838,605.2107071,1.292950594
839,911.6687995,1.274716745
840,653.6765255,1.23888647
841,589.0305595,1.186191612
842,390.4266897,1.100275974
843,340.8826778,1.0822195
844,564.6946077,0.976899882
845,288.4666359,0.905800609
846,318.2483307,0.803174069
854,187.2591787,-0.155491383
855,197.9419107,-0.172623621
857,115.8317746,-0.455925755
858,179.4463708,-0.591093784
859,216.5109697,-0.697103736
860,262.497619,-0.750372063
861,237.7393531,-0.821097276
862,240.0520777,-0.906464898
863,345.8583525,-0.978784122
864,338.1952099,-1.030376827
865,426.7657437,-1.083044373
866,613.7882371,-1.133381766
867,535.1794092,-1.185779224
868,895.4306227,-1.186142317
869,1076.295963,-1.187011839
870,1131.358475,-1.203749413
871,1154.764045,-1.204119882
872,1076.295963,-1.187011839
873,1008.176572,-1.169290826
874,492.4002437,-1.168037871
875,531.9295066,-1.134055595
876,506.26179,-1.099198355
877,227.7213209,-0.994973389
878,241.4000829,-0.926466718
879,171.9447586,-0.822418279
880,241.8677324,-0.767856103
881,189.4967018,-0.699467971
882,179.0251379,-0.626742901
883,126.589889,-0.484845847
887,198.728458,-0.08564854
894,518.6106439,0.81949136
895,577.7205207,0.906868697
896,568.0457728,0.993535498
897,609.6761435,1.063857134
898,524.2232349,1.152378311
899,650.4959646,1.186293397
900,629.3250353,1.23899586
901,769.6239341,1.274112449
902,841.6085789,1.291517396
903,769.1878834,1.309105249
904,1067.333125,1.343997479
905,1056.167127,1.36095944
906,663.5096081,1.36128194
907,1074.603648,1.343648731
908,608.0370055,1.32661543
909,972.9342218,1.309862897
910,926.2267541,1.27499623
911,670.7585258,1.238202256
912,1005.362124,1.186411136
913,568.4382112,1.117376528
914,651.7929119,1.013010152
915,701.68939,0.943257374
916,384.8025468,0.92365698
917,422.7114855,0.837277867
920,107.424392,0.505290188
925,140.0357097,-0.121697782
928,127.9531164,-0.435682873
929,174.7712791,-0.527662587
930,241.4000829,-0.644329609
931,240.7529854,-0.732506365
932,280.0142853,-0.785398163
933,223.9866067,-0.85490626
934,279.2346683,-0.943053226
935,344.768038,-0.99405632
936,409.4398613,-1.049226709
937,741.9501331,-1.099312832
938,747.1177953,-1.134088307
939,656.7259702,-1.152108175
940,1082.102121,-1.16918083
941,1084.333897,-1.169052992
942,1050.672166,-1.18640167
943,1087.486092,-1.169285354
944,806.6926304,-1.152068536
945,592.7647088,-1.133557671
946,525.0561875,-1.117369827
947,425.8826129,-1.081943972
948,211.0781846,-0.994619716
949,243.4296613,-0.942906111
950,201.3156725,-0.855704628
951,222.0720604,-0.766292208
952,260.8639492,-0.714863197
953,172.800463,-0.645815919
954,125.7815567,-0.506326304
955,116.0775603,-0.39810456
965,314.7014458,0.801127203
966,568.4804306,0.855110451
967,592.3048202,0.9593788
968,640.5474221,1.029573614
969,614.0439724,1.099137236
970,708.2040666,1.151998521
971,725.2096249,1.204117493
972,703.2218711,1.222511291
973,644.4920481,1.256896445
974,890.4835765,1.308385488
975,1112.026079,1.326471971
976,1112.026079,1.326471971
977,846.8211145,1.343289389
978,1090.198606,1.327152479
979,575.1286813,1.292496668
980,903.9701322,1.291736905
981,720.0812454,1.239823372
982,1005.322834,1.222620207
983,702.6272127,1.170202776
984,521.4834609,1.118297484
