frame,length,angle
0,766.765283512497,-0.48872986235158494
1,760.9421791437244,-0.48833395105640554
2,1169.5169943185947,-0.454087670801237
3,1168.5533791829964,-0.436472064948425
4,1280.6408551971158,-0.4010980999836573
5,742.0431254313997,-0.3840098662813464
6,1035.396059486417,-0.3489360337004053
7,1263.686670025446,-0.3137427175617404
8,1051.770412209813,-0.2793444542368045
9,1077.1007380927747,-0.24475348862042443
10,1025.3672512812177,-0.20925422351911105
11,1024.5804019207083,-0.1746156603075593
12,594.8193002921139,-0.13999501219983118
13,424.28763828327595,-0.10389001578394455
14,428.56504757154426,-0.051356670270918774
15,409.0,0.0
16,460.0695599580568,0.017389551289330653
17,445.0808915242262,0.06970669778377249
18,303.2655601943617,0.12231000762240744
19,917.2158960680958,0.1565451972790777
20,328.12345237730267,0.20875191561983908
21,719.4755034050846,0.2271113805991847
22,689.6876104440329,0.2790963128895547
23,579.655932428885,0.31574953532689853
24,539.698063735641,0.34987912407382743
25,756.128295992155,0.41809004731872296
26,713.9922968772142,0.41978860589148886
27,753.1460681700463,0.45355294002843416
28,692.6153333561133,0.5230859219419494
29,699.8114031651671,0.5237543765566434
30,872.3783582826892,0.5581132886503622
31,936.1223210670709,0.5761513065779084
32,1244.7650380694342,0.5933501461567182
33,1097.7709232804448,0.6112483524013921
34,1152.5224509743834,0.6289238699819772
35,1369.602862146542,0.6455454984684487
36,896.968784295195,0.6629009940330868
37,1424.8712222513304,0.6630128819256457
38,1315.0650174040825,0.6635775104969046
39,1266.0351495910372,0.6627750687470743
40,1432.6775631662556,0.6631858040780912
41,1434.0812389819482,0.6633060235291167
42,838.5564977984488,0.6628212236655545
43,1434.6027324663787,0.6454528698727392
44,1179.1373965742923,0.6282351192465045
45,1185.4286144682014,0.6109332898872747
46,1434.1983823725363,0.5934173640096788
47,1432.0618003424293,0.5759946585486657
48,1087.133846405308,0.5584043075457223
49,1434.1035527464535,0.5235570871954912
50,836.1178146648951,0.48932414778199235
51,1225.3978945632311,0.4709467494445033
52,864.8011332092483,0.43571902174674176
53,761.7296108200075,0.38489445231193287
54,785.4966581723947,0.34953236954512273
55,795.0169809507216,0.3145907722072775
56,778.2859371721938,0.27988807983651914
57,761.6744711489285,0.22778290599249046
58,810.9506766752218,0.19231700617207245
59,559.4640292279746,0.13987481266918822
60,404.18807503438296,0.10409993810959935
61,409.53876495394184,0.05129969475905545
62,440.0,0.0
63,854.4922468928551,-0.03394480179366766
64,456.1238866799238,-0.07021405691112528
65,429.36464689119435,-0.10499884534915944
66,714.0371138813445,-0.14051064234133792
67,848.4161714630385,-0.19092315832258525
68,873.279451264027,-0.22636970036758824
69,881.979591600622,-0.26147881571224924
70,759.6051605933177,-0.28010797529805376
71,828.4401004297173,-0.29770020971130084
72,846.271823943111,-0.33221355074659675
73,935.0689814126015,-0.3664060207012907
74,1119.7901589137136,-0.4009049406170283
75,998.5534537519761,-0.436324661184012
76,847.7647079231359,-0.43726850512573606
77,693.6490467087806,-0.47138439853491015
78,708.1765316642454,-0.48954200939082276
79,1195.1673522984136,-0.5066921655280692
80,560.8885807359604,-0.5226843568893991
81,1434.1035527464535,-0.5235570871954912
82,693.1154305020196,-0.5243357598536795
83,747.3185398476342,-0.5241253262090246
84,699.8114031651671,-0.5237543765566434
85,1292.0824277111735,-0.5235619442365818
86,1275.9580714114395,-0.5236177477064078
87,700.102849587116,-0.507098504392337
88,729.1453901657749,-0.5053667890593101
89,771.2360209430055,-0.48858443412566777
90,1280.87665292174,-0.4542205139714154
91,1280.8598674328118,-0.4360611755328769
92,733.2830285776428,-0.41850126117004505
93,1280.0039062440396,-0.38355293666978313
94,929.1140941778895,-0.3493227276658565
95,652.7311850984294,-0.3324090654909863
96,1051.8008366606293,-0.29619221122623013
97,1050.8134943937482,-0.26182840719387074
98,1077.526797810616,-0.22652060654743236
99,1075.714181369754,-0.19174384245099318
100,700.6882330965749,-0.15764060639029986
