originid,destinationid,distance,duration
16,57,2248,412
16,58,994,274
16,59,715,233
16,60,1853,345
16,61,596,186
16,62,1420,465
16,63,1153,317
16,64,1549,430
16,65,724,160
16,66,11318,833
16,67,1022,173
16,68,2376,556
16,69,1686,314
16,70,2409,423
16,71,2244,402
16,72,1661,428
16,73,1924,407
16,74,204,85
16,75,2244,402
16,76,0,0
16,77,1508,416
16,78,1429,261
16,79,2108,369
16,80,2244,402
16,81,1204,198
16,82,2524,585
16,83,1022,173
16,84,1924,407
16,86,947,122
17,1,1889,271
17,2,2889,334
17,3,1589,319
17,4,3664,475
17,5,3110,286
17,6,1245,216
17,7,1571,237
17,8,1428,299
17,9,1842,360
17,10,886,65
17,11,2162,284
17,12,2402,255
17,13,1464,242
17,14,1428,299
17,15,394,24
17,16,886,65
17,18,2402,255
17,19,2599,228
17,20,2083,260
17,21,3129,484
17,22,886,65
17,23,3354,414
17,24,1974,147
17,25,1588,381
17,26,1707,283
17,27,2011,353
17,28,2080,259
17,29,1890,380
17,30,886,65
17,31,788,114
17,32,886,65
17,33,1565,180
17,34,1839,359
17,35,2534,408
17,36,2474,343
17,37,1684,195
17,38,2625,438
17,39,1890,380
17,40,860,133
17,41,1684,195
17,42,2068,409
17,43,2044,247
17,44,1581,379
17,45,886,65
17,46,2402,255
17,47,2224,274
17,48,886,65
17,49,2402,255
17,51,2010,377
17,52,2071,381
17,53,2402,255
17,54,2582,455
17,55,12133,872
17,56,1128,188
17,57,1890,380
17,58,1155,195
17,59,876,137
17,60,1454,214
17,61,758,108
17,62,1581,379
17,63,1315,238
17,64,1707,283
17,65,1516,197
17,66,12133,872
17,67,1814,209
17,68,2534,408
17,69,1287,182
17,70,328,20
17,71,2402,255
17,72,1823,342
17,73,2083,260
17,74,1094,153
17,75,2402,255
17,76,886,65
17,77,1666,269
17,78,1550,257
17,79,1751,337
17,80,2402,255
17,81,1996,234
17,82,2683,438
17,83,1814,209
17,84,2083,260
17,86,1731,128
18,1,2944,421
18,2,523,119
18,3,1502,326
18,4,1703,359
18,5,255,40
18,6,1770,356
18,7,2625,387
18,8,1631,364
18,9,2896,510
18,10,1940,215
18,11,1673,443
18,12,0,0
18,13,1156,223
18,14,1631,364
18,15,1448,174
18,16,1940,215
18,17,1054,150
18,19,3653,378
18,20,1594,419
18,21,4238,609
18,22,1940,215
18,23,1209,244
18,24,3028,297
18,25,1791,447
18,26,1550,409
18,27,3065,503
18,28,1591,418
18,29,2945,530
18,30,1940,215
18,31,1843,264
18,32,1940,215
18,33,2619,330
18,34,2893,509
18,35,2063,401
18,36,3528,493
18,37,2739,345
18,38,2154,431
18,39,2945,530
18,40,1914,283
18,41,2739,345
18,42,1760,390
18,43,3098,397
18,44,1784,444
18,45,1940,215
18,46,0,0
18,47,3278,424
18,48,1940,215
18,49,0,0
18,51,3065,527
18,52,2816,479
18,53,0,0
18,54,1394,288
18,55,14059,1044
18,56,2183,338
18,57,2945,530
18,58,2210,345
18,59,1931,287
18,60,2508,364
18,61,1812,257
18,62,1784,444
18,63,1596,320
18,64,1550,409
18,65,2570,346
18,66,14059,1044
18,67,2868,359
18,68,2063,401
18,69,2341,332
18,70,1382,170
