typeCode,estateName,phaseName,address,nUnitPrice,postMinNUnitPrice,postMaxNUnitPrice,unitPrice,postMinUnitPrice,postMaxUnitPrice,minOpDate,maxOpDate,phaseCount,buildingCount,unitCount,blgHeight,lat,lng
3-AKPPGPGHPP,浪翠園,,青山公路青龍頭段18號,12086,10474,16561,12086,8319,13065,1992-11-02T00:00:00,1997-12-01T00:00:00,5,15,2389,37,22.36516618,114.0548015
2-ODQFQRVSRV,富欣花園,,小西灣道9號,11045,,,11045,,,1997-03-24T00:00:00,1997-03-24T00:00:00,0,8,2340,32,22.26544411,114.2490784
2-SGPPWPPEPA,翠灣村,,翠灣街3號,5169,11007,11007,5169,,,1988-09-01T00:00:00,1989-02-01T00:00:00,0,4,2340,0,22.2681119,114.2400857
3-WBPPWPPRPP,東環,,迎康街6號,13186,12250,27566,13186,,,2016-05-01T00:00:00,2016-05-01T00:00:00,2,13,2339,1,22.29605136,113.9502781
2-EEPPWPPJPW,維港灣,,海輝道11號,20663,19165,33094,20663,14319,24784,2000-02-01T00:00:00,2000-02-01T00:00:00,0,9,2314,35,22.31896551,114.1577634
2-UDDCFRDSQR,美孚新邨,3期,吉利徑6-8號,13212,12378,17544,13212,8952,12571,1972-05-17T00:00:00,1973-02-28T00:00:00,0,18,2302,0,22.33557876,114.1401816
2-GDAPBPKRPA,安寧花園,,常寧路10號,14362,11921,15081,14362,10058,12745,1990-12-24T00:00:00,1990-12-24T00:00:00,0,6,2300,38,22.31599078,114.2628963
2-AEESBPPSAA,麗城花園,3期,青山公路荃灣段625號,12081,10755,16484,12081,8906,14184,1990-12-31T00:00:00,1991-04-09T00:00:00,0,7,2296,35,22.37154324,114.1017708
3-SBABBPBXPD,鯉景灣,,太康街31-59號,17425,15592,23671,17425,13338,20642,1988-05-27T00:00:00,1989-02-20T00:00:00,4,17,2295,18,22.28575431,114.2236459
2-XSHSTHZHHT,銀禧花園,,樂景街2-18號,13035,12450,21287,13035,8684,16250,1985-10-16T00:00:00,1986-05-08T00:00:00,0,9,2259,0,22.39766617,114.2003857
2-XSHNIHZXZN,新港城,4期,鞍誠街18號,17426,14882,20118,17426,11051,14783,1994-12-15T00:00:00,1994-12-15T00:00:00,0,8,2256,0,22.42391018,114.2317929
3-EGPPWPPVPK,宇晴軒,,深盛路9號,17823,9474,23899,17823,11203,16616,2004-02-01T00:00:00,2005-06-01T00:00:00,2,6,2248,0,22.33473178,114.1498209
2-BGPEBPAEPS,美樂花園,,湖翠路2號,9282,7953,22890,9282,6922,21347,1983-06-06T00:00:00,1983-06-06T00:00:00,0,10,2240,0,22.37431584,113.9612401
2-EWPPWPPJPS,彩霞邨,,彩霞道18號,6723,,,6723,,,1989-12-01T00:00:00,1990-01-01T00:00:00,0,3,2238,0,22.32591509,114.2174569
2-DJVOQRSXRQ,茵怡花園,,貿泰路8號,13672,13251,18611,13672,9804,12500,,1997-08-05T00:00:00,0,7,2230,0,22.32219843,114.255766
2-UFRRFRSYRO,宏景花園,,斧山道185號,13228,,,13228,,,1999-11-18T00:00:00,1999-11-18T00:00:00,0,6,2230,0,22.3419375,114.2076278
2-VOOFFRFAVR,嘉湖山莊,6期 美湖居,天龍路9號,11068,9221,26304,11068,7030,19863,1997-12-22T00:00:00,1997-12-22T00:00:00,0,8,2229,0,22.46142246,114.0056137
3-SSPPWPPAPS,寶翠園,,薄扶林道89號,25146,23465,36145,25146,18111,28178,2000-12-01T00:00:00,2001-12-01T00:00:00,2,6,2213,0,22.28477093,114.1334411
2-EKPPWPPEPE,傲雲峰,,宋皇臺道38號,17955,10675,21852,17955,7975,16412,2004-06-01T00:00:00,2004-06-01T00:00:00,0,6,2208,51,22.32350845,114.1904146
2-VDRRURFYRO,澤豐花園,,青松觀路33號,9320,8111,13857,9320,7278,12448,1989-06-29T00:00:00,1989-06-29T00:00:00,0,5,2208,36,22.40332166,113.9751997
3-BYSPWPDOPA,粉嶺中心,,新運路33號,12422,11306,14620,12422,8896,11592,1990-12-27T00:00:00,1991-12-23T00:00:00,2,11,2200,25,22.49057844,114.1418221
2-XSDITHIXHZ,美城苑,,美田路32-36號,12704,12132,14763,12704,8671,11015,1984-12-21T00:00:00,1992-07-23T00:00:00,0,3,2192,34,22.37911016,114.1749226
2-DJODQRSJRQ,新寶城,,銀澳路1號,15882,14550,19495,15882,10417,14026,1999-05-01T00:00:00,1999-05-01T00:00:00,0,6,2184,46,22.31392999,114.2662531
2-DJRRQRSJRQ,東港城,,重華路8號,14749,13961,22422,14749,10928,16892,1997-06-01T00:00:00,1997-06-01T00:00:00,0,7,2184,0,22.31625134,114.2653617
2-OVCRFRSYRD,康山花園,,英皇道1110-1128號,12387,15541,20418,12387,12831,16891,1987-03-26T00:00:00,1987-03-26T00:00:00,0,10,2180,24,22.28517827,114.2164359
2-QVSDFRCHRR,青泰苑,,擔杆山路8號,13044,12599,15711,13044,9803,12209,1988-06-20T00:00:00,1988-09-30T00:00:00,0,7,2180,32,22.36296406,114.1014162
3-BEPPWPPEPW,蝶翠峰,,大棠路99號,10804,9418,25862,10804,6982,10600,2001-09-01T00:00:00,2020-02-28T00:00:00,5,18,2178,13,22.43657749,114.0308716
2-DBPPWPPSPD,銀湖‧天峰,,西沙路599號,14953,13517,25575,14953,10249,19075,2009-07-01T00:00:00,2009-07-01T00:00:00,0,7,2169,34,22.42852919,114.2439367
2-MZDIIHHAMN,黃埔花園,2期 錦桃苑,船景街9號,17094,15837,20180,17094,13226,16738,1986-09-24T00:00:00,1987-04-03T00:00:00,0,18,2160,15,22.30449914,114.1890735
2-XSHNIHSXZT,沙田第一城,4期,得寶街7號,18008,16447,21092,18008,12195,15488,1985-05-27T00:00:00,1985-05-27T00:00:00,0,9,2160,0,22.38545643,114.2035201
3-WBSPPPAYPP,東堤灣畔,,慶東街1號,13115,10484,23034,13115,7886,17629,1998-12-09T00:00:00,1999-12-09T00:00:00,2,8,2158,30,22.28821592,113.939801
2-YAPPWPPEPD,蔚藍灣畔,,培成路15號,16438,15748,39216,16438,11759,29499,2004-12-01T00:00:00,2004-12-01T00:00:00,0,6,2132,0,22.31562848,114.2649148
2-MMXNIHLYHT,大同新邨,,旺堤街48號,12069,12469,15654,12069,9732,13289,1974-05-15T00:00:00,1976-02-12T00:00:00,0,15,2128,12,22.32162084,114.1609369
3-ESPPWPPEPD,擎天半島,,柯士甸道西1號,25774,26400,87359,25774,19458,66406,2002-10-30T00:00:00,2003-10-01T00:00:00,2,5,2126,52,22.30646762,114.1622391
2-BDBAGPEHPA,彩蒲苑,,彩園路2號,10833,9817,14601,10833,7363,10973,1984-11-30T00:00:00,1985-06-29T00:00:00,0,4,2112,31,22.50169024,114.1247436
2-MSHTIHSHHT,慈愛苑,1及2期,雲華街2號,12062,,,12062,,,1997-02-05T00:00:00,1997-04-01T00:00:00,0,6,2100,35,22.35065342,114.1989118
2-NXHNZHDRHM,新圍苑,,田景路23號,10067,6101,11011,10067,4754,8579,1989-10-15T00:00:00,1990-04-06T00:00:00,0,6,2100,35,22.40465116,113.9627278
2-SGEDWPWJPA,康翠臺,,泰民街2-14號,10809,11920,13313,10809,10308,11513,1985-07-05T00:00:00,1985-07-05T00:00:00,0,7,2100,30,22.26685846,114.2352242
2-VDRVFRORRO,翠寧花園,,豐安街2號,11457,9291,12065,11457,7824,10156,1991-09-24T00:00:00,1991-09-24T00:00:00,0,6,2100,35,22.38441045,113.9740715
3-DESPWPPVPW,海日灣,,科進路18號,23715,15084,21382,23715,,,2019-04-30T00:00:00,2020-09-30T00:00:00,2,28,2075,1,22.42858554,114.2066075
2-EWAPBPKEKP,麗港城,4期,麗港街15號,13966,13888,21083,13966,11182,16416,1993-05-21T00:00:00,1994-12-09T00:00:00,0,10,2064,0,22.30544929,114.2263602
2-SUQRFROHRD,香港黃金海岸,,青山公路青山灣段1號,10576,10417,17533,10576,8086,13400,1990-06-26T00:00:00,1995-03-03T00:00:00,0,30,2052,4,22.36991208,113.9930453
2-GDDYWPDJPA,新都城,1期,運亨路1號,16309,14327,19698,16309,11038,14579,1996-12-23T00:00:00,1996-12-23T00:00:00,0,6,2048,43,22.32113206,114.257299
2-DCRSQRVXRD,頌雅苑,,頌雅路8號,12500,10268,12979,12500,7819,9760,1991-01-30T00:00:00,1991-01-30T00:00:00,0,3,2040,34,22.45950844,114.1705398
3-GYEBWPSEPB,聽濤雅苑,,恆明街2號,12960,11230,18537,12960,9032,14949,1998-06-26T00:00:00,1999-01-04T00:00:00,2,11,2032,23,22.41950553,114.2248173
2-SBPPWPPEPD,嘉亨灣,,太康街38號,20764,18975,46607,20764,14327,31910,2005-06-01T00:00:00,2005-06-01T00:00:00,0,5,2020,0,22.28500447,114.2246645
2-UCROURFHRO,得寶花園,,牛頭角道3號,16897,15183,19684,16897,10985,15179,1984-11-26T00:00:00,1984-11-26T00:00:00,0,8,2016,0,22.32691819,114.2145452
2-VJRRURFRRQ,翠麗花園,,鳳南路9號,8998,8291,11007,8998,7324,9711,1989-11-03T00:00:00,1989-11-03T00:00:00,0,6,2012,29,22.50811213,114.128901
3-EYPPWPPJPY,嘉峰臺,,瓊東街8號,11898,14865,18009,11898,12680,15354,2003-01-01T00:00:00,2003-01-01T00:00:00,2,5,2000,0,22.34037455,114.2109571
3-KEPPWPPAPK,瓏門,,屯門鄉事會路83號,16272,11080,35608,16272,8667,27012,2012-12-01T00:00:00,2014-04-01T00:00:00,2,7,1991,0,22.39547261,113.9739389
2-DFDVURVSRV,雲疊花園,,田心街20-30號,11501,11636,14603,11501,10345,12967,1989-11-17T00:00:00,1989-11-17T00:00:00,0,6,1988,28,22.36815613,114.1763501
2-GWSBPPDYSB,太湖花園,1期,大埔頭路18號,14345,12932,17415,14345,9760,12632,1992-03-12T00:00:00,1992-03-12T00:00:00,0,12,1985,0,22.45389087,114.1612328
2-XLTDTHXAHT,宏福苑,,大埔公路元洲仔3821號,12042,10538,13662,12042,8731,11312,1983-06-30T00:00:00,1983-09-30T00:00:00,0,8,1984,0,22.44678466,114.1756212
3-NXLIIHSSHT,屯門市廣場,,屯順街1號,14329,11939,19876,14329,8540,15059,1987-10-30T00:00:00,1992-09-01T00:00:00,3,8,1968,0,22.39346271,113.9770688
2-SDDDWPWAPK,漁安苑,,漁安苑道3號,13868,13817,16205,13868,11270,13217,1988-08-11T00:00:00,1988-10-27T00:00:00,0,7,1960,35,22.24254816,114.1569492
3-YAPPWPPEPW,清水灣半島,,蓬萊路8號,13725,12101,18205,13725,9137,14028,2001-08-01T00:00:00,2002-05-01T00:00:00,2,7,1959,54,22.30728317,114.2668021
3-BESPWPPJPK,GRAND YOHO,,朗日路9號,16525,13514,28741,16525,,,2016-12-01T00:00:00,2017-03-01T00:00:00,2,7,1954,0,22.44516222,114.0374492
2-UDDCFRDSUR,美孚新邨,2期,吉利徑2-4號,13458,11702,17842,13458,9479,12315,1971-09-07T00:00:00,1972-05-27T00:00:00,0,14,1946,0,22.33614748,114.1392787
2-GYEWPPGXPS,富豪花園,,大涌橋路52號,12131,9710,16129,12131,7085,11735,1982-01-07T00:00:00,1987-05-04T00:00:00,0,14,1940,27,22.38514098,114.1994222
2-XSTXTHIJHZ,美松苑,,美田路25-35號,8664,12816,15711,8664,9958,12209,1996-04-02T00:00:00,1996-04-26T00:00:00,0,6,1940,27,22.38054598,114.1731554
2-DJVVURSXRQ,彩明苑,,彩明街11A-11F號,9957,13735,13735,9957,10546,10546,2001-04-25T00:00:00,2001-04-25T00:00:00,0,6,1920,0,22.30871615,114.2549529
2-MSIHIHISHT,慈愛苑,3期,慈雲山道120號,8305,,,8305,,,2000-09-21T00:00:00,2000-09-21T00:00:00,0,6,1920,0,22.35085201,114.1995041
2-XINMIHZEHD,唐明苑,,唐明街15號,8735,12430,14437,8735,9280,10789,1999-02-23T00:00:00,1999-02-23T00:00:00,0,3,1920,0,22.30776715,114.2565634
2-MNHNIHLXHD,荔欣苑,,荔景山路278號,11270,11132,18056,11270,,,2001-09-29T00:00:00,2001-09-29T00:00:00,0,3,1919,0,22.34263076,114.1364811
2-QVSDFRCERR,美景花園,,細山路2-16號,12916,12143,17524,12916,9586,13711,1982-03-01T00:00:00,1984-12-20T00:00:00,0,8,1912,28,22.34409278,114.1071538
2-UDDCFRDSVR,美孚新邨,5期,蘭秀街22-24號,13522,12938,18081,13522,9615,13298,1972-11-06T00:00:00,1973-07-27T00:00:00,0,12,1907,0,22.33908235,114.138977
2-EGSPWPPEPG,南昌邨,,昌新里3號,8061,,,8061,,,1989-03-01T00:00:00,1989-05-01T00:00:00,0,7,1904,0,22.32645182,114.1573838
2-XSHNIHSXNT,沙田第一城,5期,得怡街7號,17908,14390,21408,17908,11379,15392,1985-10-02T00:00:00,1986-01-25T00:00:00,0,9,1904,0,22.38536626,114.202685
2-UDDCFRDSDR,美孚新邨,6期,蘭秀街46號,13855,12151,33006,13855,8162,13455,1974-02-22T00:00:00,1976-11-10T00:00:00,0,13,1879,0,22.33870329,114.1399769
2-BGWSBPARPS,兆山苑,,湖山路2-26號,8304,7326,9158,8304,5970,7463,1983-11-15T00:00:00,1984-01-24T00:00:00,0,12,1872,0,22.37754261,113.9634199
2-XSHNIHSXMT,沙田第一城,2期,得榮街4號,16390,12860,21346,16390,10320,17671,1982-04-01T00:00:00,1982-04-01T00:00:00,0,9,1872,0,22.38694675,114.2017142
2-ODVFQRVSRV,富怡花園,,小西灣道23號,13514,9540,14079,13514,7898,11644,1995-05-26T00:00:00,1995-05-26T00:00:00,0,5,1870,39,22.26296013,114.2503093
1-SGBPWPBOPS,太安樓,,筲箕灣道57-87號,11559,12074,13864,11559,9140,10495,1968-05-30T00:00:00,1968-05-30T00:00:00,0,1,1864,28,22.2826934,114.2219662
2-GDYWPPBHPB,康盛花園,,寶琳北路1號,10268,10153,12832,10268,9158,11577,1989-01-13T00:00:00,1989-01-13T00:00:00,0,5,1850,30,22.3195176,114.2531342
2-EWKSBPYOSS,淘大花園,1期,牛頭角道77號,15353,15000,18880,15353,12448,15108,1981-06-22T00:00:00,1981-06-22T00:00:00,0,7,1848,0,22.32498534,114.2158454
2-GYPPBPDSPB,廣林苑,,小瀝源路62-78號,11262,12135,12995,11262,9155,9804,1990-02-15T00:00:00,1990-04-30T00:00:00,0,3,1836,34,22.38037864,114.2163754
2-EGPPWPPJPW,浪澄灣,,海輝道8號,20375,18315,40167,20375,13477,31600,2004-09-01T00:00:00,2004-09-01T00:00:00,0,8,1829,39,22.31952516,114.1557833
2-BSPPPPBJPP,天祐苑,,天城路1號,7452,6782,12194,7452,4958,8904,1992-11-18T00:00:00,1992-11-18T00:00:00,0,3,1824,38,22.45124562,114.0060245
2-EWAYWPWYPD,康雅苑,,碧雲道189號,10282,11609,14695,10282,8485,10695,1993-08-09T00:00:00,1993-08-09T00:00:00,0,3,1824,38,22.30553562,114.2379965
2-XIDNZHTEHD,煜明苑,,銀澳路6號,11000,10753,13793,11000,8054,8054,1996-04-25T00:00:00,1996-05-13T00:00:00,0,3,1824,38,22.31457056,114.2673406
2-UDDCFRDSOR,美孚新邨,1期,百老匯街22-24號,13004,11605,17135,13004,9100,12454,1968-10-09T00:00:00,1969-07-31T00:00:00,0,14,1820,0,22.3364813,114.137939
2-UDSQURJHRF,又一居,,瑰麗路21號,20315,18551,32110,20315,14936,25605,1992-04-14T00:00:00,1995-03-14T00:00:00,0,32,1816,9,22.33392127,114.1746806
2-EAWDPPPHPG,俊民苑,,忠孝街66號,12596,12248,15029,12596,10210,12520,1980-01-21T00:00:00,1981-05-12T00:00:00,0,12,1800,15,22.3147403,114.1789514
2-EKPPWPPYPE,翔龍灣,,新碼頭街38號,18343,17764,23349,18343,12946,17139,2006-11-01T00:00:00,2006-11-01T00:00:00,0,5,1782,0,22.31937217,114.1933357
2-ABGKGPWVPP,偉景花園,,青綠街1號,13452,10908,14410,13452,9231,12000,1991-12-31T00:00:00,1991-12-31T00:00:00,0,7,1776,0,22.3564723,114.1040312
2-ABPAGPWXSP,翠怡花園,1期,楓樹窩路1號,13816,13276,17808,13816,10403,13485,1989-11-07T00:00:00,1989-11-07T00:00:00,0,6,1776,0,22.35193165,114.1079654
2-VOOFFRFAUR,嘉湖山莊,2期 賞湖居,天湖路3號,10788,9437,21327,10788,7283,16585,1993-03-08T00:00:00,1993-03-08T00:00:00,0,6,1776,0,22.45327345,114.0022719
2-DJORURSARQ,英明苑,,寶琳北路20號,11731,11372,14464,11731,8873,11306,1989-03-30T00:00:00,1989-04-27T00:00:00,0,5,1750,35,22.32583694,114.2574085
2-GDDYBPKSPA,頌明苑,,寶順路1號,7762,13177,16209,7762,,,1993-08-16T00:00:00,1993-10-08T00:00:00,0,5,1750,35,22.31780575,114.2632468
2-GWYKPPKXPS,怡雅苑,,安埔路15號,11794,11845,12816,11794,9241,10000,1993-06-15T00:00:00,1993-06-15T00:00:00,0,5,1750,35,22.4549301,114.1740278
2-GYAPBPDJPB,康林苑,,小瀝源路78號,10469,10469,13092,10469,8158,10214,1990-01-01T00:00:00,1990-02-28T00:00:00,0,5,1750,35,22.38078461,114.2179972
2-SDDSGPWASK,海怡半島,1 期,海怡路6號,16240,14426,28329,16240,11765,25952,1991-11-22T00:00:00,1992-03-31T00:00:00,0,6,1750,0,22.24475918,114.1471122
2-UCOVURVSRS,寶珮苑,,寶珮街2-9號,10029,,,10029,,,1995-10-25T00:00:00,1995-11-02T00:00:00,0,5,1750,35,22.3174053,114.2279853
2-XIMHZHZXHD,欣明苑,,寶琳北路100號,12419,12248,15711,12419,9564,12257,1990-04-30T00:00:00,1990-06-29T00:00:00,0,5,1750,35,22.32427398,114.2587567
2-GYDPPPBSPB,帝堡城,,小瀝源路69號,13752,12799,16088,13752,10066,12861,1999-10-01T00:00:00,1999-10-01T00:00:00,0,7,1744,31,22.38359377,114.2152791
3-XSLSTHZEHT,碧濤花園,,安景街19-21號,12369,10996,30287,12369,7851,26636,1991-04-08T00:00:00,1993-04-01T00:00:00,3,10,1734,29,22.39490139,114.2088048
2-KEPPWPPHPB,疊茵庭,,屯安里1號,12797,11443,16032,12797,7928,11189,2000-10-01T00:00:00,2000-10-01T00:00:00,0,9,1728,36,22.41006569,113.9811436
2-AEPPWPPAPG,環宇海灣,,永順街48號,16075,14409,22757,16075,,,2014-09-01T00:00:00,2014-09-01T00:00:00,0,7,1717,0,22.36476663,114.1143089
2-QUCOQRCSOQ,荃景花園,1期,荃景圍73-85號,13438,13725,15775,13438,10571,12460,1986-12-15T00:00:00,1987-09-17T00:00:00,0,7,1704,31,22.37785894,114.1094189
2-XSLTTHNSHT,愉田苑,,銀城街11-23號,12583,12148,15700,12583,9928,12821,1982-12-29T00:00:00,1983-02-28T00:00:00,0,7,1704,0,22.38324411,114.2025487
2-EWAPBPKEEP,麗港城,2期,麗港東街2號,14087,13703,18632,14087,10998,14936,1991-05-10T00:00:00,1991-05-10T00:00:00,0,8,1703,0,22.30616173,114.2294466
2-MSMTTHTVHT,星河明居,,龍蟠街3號,17534,16661,22824,17534,13138,17988,1998-03-01T00:00:00,1998-03-01T00:00:00,0,5,1684,0,22.3410986,114.2022303
2-UCRFFRCERJ,鯉安苑,,鯉魚門道11號,11067,,,11067,,,2002-08-16T00:00:00,2002-08-16T00:00:00,0,6,1683,0,22.30881586,114.2320583
2-DFDJURSORV,嘉田苑,,顯田街3號,11878,11727,13603,11878,9565,11096,1988-01-29T00:00:00,1988-03-31T00:00:00,0,6,1680,0,22.36075104,114.1731559
2-GWPGGPAEPS,明雅苑,,安埔里7-11號,11999,10992,13706,11999,8110,10112,1985-12-31T00:00:00,1985-12-31T00:00:00,0,3,1680,0,22.45181462,114.1752423
2-NILZZHXRHD,榮福中心,,聯捷街1號,8664,7143,11482,8664,5941,9549,1993-09-21T00:00:00,1993-09-21T00:00:00,0,6,1680,28,22.5012612,114.1409447
2-UCOFFRCXRJ,康華苑,,連德道2號,12525,12057,15070,12525,8885,11100,1987-04-01T00:00:00,1987-04-01T00:00:00,0,3,1680,0,22.31376174,114.23998
2-VJRRFRUORQ,綠悠軒,,馬適路3號,11423,9804,14052,11423,6834,9857,1998-12-01T00:00:00,1998-12-01T00:00:00,0,7,1680,30,22.50133435,114.14525
2-OVDUURFSQJ,太古城,海天花園,太古城道18B號,20715,18898,26182,20715,16690,21893,1986-10-15T00:00:00,1987-05-13T00:00:00,0,9,1675,0,22.28670423,114.2173388
2-ESPPWPPEPA,半島豪庭,,紅荔道8號,17046,16949,38560,17046,12954,29326,2000-12-01T00:00:00,2000-12-01T00:00:00,0,5,1669,35,22.3046439,114.1847548
2-OVDUURFSFJ,太古城,星輝台,太古城道14號,20021,17182,48110,20021,14815,41481,1981-05-15T00:00:00,1982-10-20T00:00:00,0,8,1664,0,22.28663153,114.2190952
2-OVDUURFSSJ,太古城,金殿台,太古城道20號,18601,17153,30629,18601,14749,27141,1979-02-14T00:00:00,1979-12-18T00:00:00,0,8,1663,0,22.28650593,114.2157959
3-GEPPWPPOPB,帝庭軒,,和滿街8-9號,13280,10943,15835,13280,7665,11179,2000-09-01T00:00:00,2002-10-01T00:00:00,2,7,1662,0,22.43143939,114.2053842
2-XIZNZHTEHD,和明苑,,銀澳路8號,9019,14019,15686,9019,,,1999-06-15T00:00:00,1999-09-29T00:00:00,0,4,1640,0,22.31516712,114.2663704
2-AEPPWPPRPK,爵悅庭,,楊屋道90-114號,16375,15487,20920,16375,11043,16471,2005-06-01T00:00:00,2005-06-01T00:00:00,0,4,1624,0,22.36662775,114.1164732
2-KEPPWPPJPG,愛琴海岸,,掃管笏段管青路2號,12534,11596,17263,12534,8827,13449,2002-09-01T00:00:00,2002-09-01T00:00:00,0,7,1624,10,22.37232463,113.9942946
2-BEPPWWPOWD,溱柏,,公庵路68號,11413,9528,16944,11413,,,2014-06-01T00:00:00,2014-06-01T00:00:00,0,9,1620,0,22.43663481,114.0244991
2-BEPPWPPEPK,采葉庭,,元朗舊墟路33號,12649,10608,15559,12649,8041,11794,2002-04-01T00:00:00,2002-04-01T00:00:00,0,14,1618,15,22.45053123,114.0327903
2-EGPPWPPSPK,碧海藍天,,深盛路8號,17026,16943,23810,17026,12605,17857,2003-12-01T00:00:00,2003-12-01T00:00:00,0,5,1616,0,22.33256421,114.1484429
2-MLSMTHHAHS,高俊苑,,高超道23號,11889,11987,13679,11889,8864,9983,1995-07-13T00:00:00,1996-01-04T00:00:00,0,5,1616,20,22.29831852,114.2422245
2-DJRQFRSYRQ,南豐廣場,,培成路8號,15093,13533,21108,15093,10171,16228,1999-06-01T00:00:00,1999-06-01T00:00:00,0,5,1614,40,22.31442794,114.2639241
2-DBPPWPPYPD,翠擁華庭,,沙安街9號,12231,11470,18478,12231,8905,14407,2000-02-01T00:00:00,2000-02-01T00:00:00,0,12,1606,24,22.42672318,114.2437415
2-EWSWWPWYPD,康逸苑,,德田街1號,10514,15514,15514,10514,,,2001-04-20T00:00:00,2001-04-20T00:00:00,0,5,1600,0,22.31040423,114.2349803
2-ODRDFRSXRO,東旭苑,,愛賢街8號,12000,,,12000,,,2001-01-15T00:00:00,2001-01-15T00:00:00,0,5,1600,0,22.28239368,114.2277687
3-KEPPWPPJPA,卓爾居,,石排頭徑1號,12876,9926,40000,12876,7746,13784,1998-06-30T00:00:00,2000-09-01T00:00:00,2,6,1595,1,22.40049371,113.9740676
2-ABPPWPPEPP,藍澄灣,,青衣路1號,13070,11739,17526,13070,8429,12445,2003-12-01T00:00:00,2003-12-01T00:00:00,0,5,1584,36,22.34294713,114.1100764
2-EWYWBPSJPK,祥和苑,,協和街277號,12102,11546,13647,12102,9598,11286,1984-05-29T00:00:00,1984-05-29T00:00:00,0,6,1584,34,22.31917569,114.2267144
2-GYYYPPGOPS,河畔花園,,大涌橋路20-30號,18341,17100,22645,18341,11948,14891,1984-09-28T00:00:00,1984-09-28T00:00:00,0,6,1584,0,22.38127643,114.1954404
2-UFOQQRUERF,瓊山苑,,豐盛街32號,10677,10949,15411,10677,9160,12889,1982-09-28T00:00:00,1983-03-14T00:00:00,0,6,1584,33,22.34153967,114.2101128
2-KKPPWPPEPS,豫豐花園,,福亨村道8號,11365,9556,20000,11365,7179,15025,2005-03-01T00:00:00,2005-03-01T00:00:00,0,12,1576,16,22.41923704,113.9856958
2-DFDJURSYUV,金獅花園,2期,隔田街1-3號,15897,14866,18327,15897,9349,11854,1987-10-06T00:00:00,1987-10-06T00:00:00,0,7,1568,25,22.36756005,114.1813407
2-UUCJFRSYRV,駿發花園,,眾坊街3號,14714,14714,16857,14714,12335,14132,1991-08-22T00:00:00,1995-11-02T00:00:00,0,5,1565,28,22.31035122,114.1683434
2-MZDIITHATN,黃埔花園,11期 紫荊苑,德康街6號,16409,15149,18812,16409,12814,16000,1989-12-27T00:00:00,1989-12-27T00:00:00,0,13,1552,0,22.30562791,114.1897626
2-ODRRFROVRV,樂軒臺,,柴灣道350號,10863,,,10863,,,1995-04-25T00:00:00,1995-04-25T00:00:00,0,5,1550,31,22.26384008,114.2409181
2-TIHDTHMRHN,雅濤閣,,深灣道11號,14896,16000,21327,14896,13357,17822,2001-07-27T00:00:00,2001-07-27T00:00:00,0,4,1540,0,22.24304561,114.1647388
2-EWPPGPGXPE,順緻苑,,順緻街4號,10340,9107,12579,10340,7692,10619,1979-12-31T00:00:00,1982-06-12T00:00:00,0,12,1539,0,22.3323513,114.2267579
2-VOOFFRFAQR,嘉湖山莊,3期 翠湖居,天瑞路8號,10220,9242,14208,10220,7249,11064,1993-09-01T00:00:00,1993-09-01T00:00:00,0,6,1536,0,22.45817394,113.9994968
2-WBPPWPPJPP,海堤灣畔,,海濱路8號,12553,11744,19795,12553,8786,15075,2002-03-01T00:00:00,2002-03-01T00:00:00,0,4,1536,52,22.29216592,113.9423076
2-AEPPWPPHPG,葵興邨,,禾葵里2號,6929,,,6929,,,1991-05-01T00:00:00,1992-10-01T00:00:00,0,4,1528,0,22.36610913,114.1323868
2-GDPPGPPRPA,怡心園,,寶康路88號,12048,10274,15126,12048,7712,11583,1999-01-06T00:00:00,1999-01-06T00:00:00,0,5,1526,41,22.32238914,114.2535434
2-ABGKGPWOPP,青怡花園,,青綠街7-19號,14405,13528,18222,14405,11045,14468,1986-11-18T00:00:00,1986-11-18T00:00:00,0,7,1520,0,22.35364623,114.1051298
2-VDJUQRURRU,景峰花園,,景峰徑2號,9928,8997,12000,9928,7787,10390,1985-04-27T00:00:00,1985-04-27T00:00:00,0,5,1520,31,22.40287616,113.9800854
2-OJQCFRCORO,碧瑤灣,,域多利道550號,16225,15656,31299,16225,13463,23333,1975-01-24T00:00:00,1979-12-29T00:00:00,0,33,1515,0,22.26186908,114.1329437
2-EEPPWPPYPW,君匯港,,深旺道8號,20528,20042,28352,20528,15397,22120,2006-09-01T00:00:00,2006-09-01T00:00:00,0,5,1514,0,22.32181029,114.1590442
2-EWAPBPKEAP,麗港城,3期,麗港南街11號,14743,13342,23211,14743,10651,18634,1992-02-17T00:00:00,1992-02-17T00:00:00,0,7,1502,0,22.30525905,114.2282623
2-ZMNLTHDSHN,恆福花園,,青山公路青山灣段333號,11120,10019,13301,11120,8006,10696,1993-06-01T00:00:00,1993-06-01T00:00:00,0,7,1502,27,22.38256302,113.9771426
2-EBBKWPWEPD,華景山莊,,華景山路9號,12489,11146,15343,12489,8980,10889,1984-10-18T00:00:00,1987-08-07T00:00:00,0,22,1501,0,22.35296159,114.1359636
2-ODJDURSXRQ,新翠花園,,柴灣道233號,14957,15854,18808,14957,13126,15586,1988-04-06T00:00:00,1988-04-06T00:00:00,0,6,1488,31,22.26395904,114.2368239
