sampleid,x,y
0,840647.040574254,822070.621918181,1.1830847148996238e-05
1,838709.281303406,823927.982919482,3.381182018523057e-05
2,837289.227778627,821871.069506068,0.00011074148277818687
3,838836.665952276,823840.54642841,5.4313556224719576e-05
4,836904.045078734,823366.900424576,0.0
5,840739.434198239,822723.252352053,0.0
6,840075.515896351,821710.856878393,0.00037585881022600176
7,840374.344687395,824226.097089087,0.0
8,837313.930851482,822223.030632452,8.024146880914367e-05
9,840069.365535435,822131.767622696,7.694062493292017e-05
10,840651.497320246,824112.05805965,0.0
11,840196.072603468,824171.524152945,0.0
12,838775.314481012,822641.660801486,0.0007784161136493124
13,840074.191284032,823227.670441067,0.0
14,840255.565073598,822840.344862354,0.0
15,837118.46022204,822444.152249291,2.2418347672446515e-05
16,839923.084083376,822616.645512385,0.0001036283066336808
17,838274.545738497,822278.799292831,0.000511085508545061
18,840929.039630817,821757.859320951,0.0
19,839303.788500032,821821.84807224,9.368673083482127e-05
20,839344.500015914,821701.594459109,0.0
21,838165.709038135,823083.673814845,0.0004256257484830455
22,837914.265146511,821345.309759498,0.0001297781190074463
23,838031.427171947,821739.363976279,0.0004072019918689435
24,837477.051979942,822056.197588114,9.64146512311695e-05
25,839212.563408842,822805.243883687,0.000637791475140844
26,839753.876001913,821824.911461004,0.00011853019745927004
27,837867.495463226,823724.971441648,0.0
28,840929.053158529,822644.576594036,0.0
29,840605.851441629,822293.158619716,0.0
30,839518.17842775,821772.573598454,0.0
31,838065.791848762,822690.28612339,0.00044367533488973425
32,840769.638346069,823065.959054911,0.0
33,840301.819994088,821692.044020217,0.0004062120455594453
34,837735.28017981,822535.84884192,9.745386374369135e-05
35,836867.931637855,823171.612481309,0.0
36,838596.398004158,822011.961539859,0.00029448290579752655
37,840697.254310951,823030.694928784,0.0
38,838757.435675716,823343.874753102,0.0006496656845264796
39,837896.198009175,821569.783004081,0.0002781341247888722
40,837397.071430177,822744.453264015,7.856721310394409e-05
41,839652.397520032,823208.537609148,1.7543228975849875e-05
42,838768.376370931,823180.635539467,0.000813979932900484
43,839737.176210414,822438.316799693,0.00036380677034348306
44,840768.812662194,823799.574999705,0.0
45,840219.212458279,824206.025917565,0.0
46,838484.704821563,823631.626161857,0.0001327147731535712
47,838319.823326418,822542.676783846,0.0005545108436063158
48,840122.405818941,822127.784625559,9.053697226153847e-05
49,840716.164436579,822397.0717302,0.0
50,840169.237557628,824187.637896905,0.0
51,839427.324265103,823878.551754697,0.0
52,837736.214566339,823365.81905901,4.231738655865848e-05
53,840043.327082409,823783.741195647,0.0
54,839255.878436361,821899.85209904,0.00018673943793898383
55,837441.455421534,822394.290383214,7.167664368786685e-05
56,837171.273896701,823466.540915647,0.0
57,839689.313340259,821870.004743843,5.3648016868011964e-05
58,838961.404759528,822569.383382179,0.0006663319834685636
59,837502.275541849,823212.277432313,6.240741495110768e-05
60,837344.436160833,821804.178622939,0.000108118288291243
61,837956.35579816,823483.905286227,1.688101808210444e-05
62,840088.817709123,821887.222119333,0.00028712117025527585
63,839336.880490236,823838.9955613,0.0
64,837910.667785966,822247.637846727,0.00022514285328118386
65,837263.222818509,823011.718529463,4.320113258757972e-05
66,837130.052533686,822905.781843576,1.4662523386963421e-05
67,840834.708321424,821695.560901837,5.041859540885114e-05
68,840600.202220126,822911.422325585,0.0
69,838191.387275055,822601.129264865,0.0005189141049479355
70,838549.442726428,822380.620717233,0.0004374090046256491
71,839874.61744711,822630.555936018,0.00014351868185415463
72,840458.629823153,823896.079173162,0.0
73,839668.762472247,823498.160419328,0.0
74,840931.899292962,821944.377009493,0.0
75,840713.013943748,822183.829380795,0.0
76,840631.035736166,823598.883590829,0.0
77,838798.395612603,823568.981235763,0.00033692860186168913
78,840352.941666755,824099.395573976,0.0
79,837552.920708762,822125.038852173,9.662869944352527e-05
80,839156.894163592,821951.84170381,0.00022204042464687036
81,839333.884422229,823326.109692421,0.00016626482756845127
82,837919.064357856,821991.193581775,0.00035531598018569675
83,839182.439587055,822563.942149236,0.0006320457916925511
84,839240.752678604,822724.483477736,0.0006429974693443213
85,840285.457866749,821828.53661443,0.0003455255892937368
86,839242.204594543,821943.540145521,0.00023615513191175674
87,836997.237707373,823277.352002238,0.0
88,839050.8366433,823676.439856954,0.00011204096606912597
89,837789.394871832,823332.593758299,5.076738203066272e-05
90,839896.00101622,823385.403431972,0.0
91,838870.42936457,822327.094710363,0.00041137346280767254
92,838014.894535447,822321.135779926,0.0003456503531474656
93,839996.496614863,822809.511080439,4.856160289079993e-05
94,840787.463366907,822742.144114143,0.0
95,838234.698624652,821521.941498008,0.00033829442250663563
96,840701.163815436,823935.527372046,0.0
97,838688.524851844,823368.483765283,0.0006126380169104464
98,838708.713524804,823258.038273745,0.0007417368726838717
99,839314.075560783,823290.807319153,0.0002027058776422848
100,840013.790305511,823533.169007091,0.0
101,839598.697709803,821846.670770804,3.936720137426118e-05
102,837300.249271961,823050.4546198,4.86803687387335e-05
103,838345.540482516,821547.784089371,0.0003267776656785922
104,837494.315054674,821966.875542528,0.00011232721696469787
105,840126.522230441,824192.985307222,0.0
106,840669.028085868,822379.810974189,0.0
107,837786.061575334,821962.175768319,0.0002835306464044022
108,838546.31606864,823099.082019024,0.0008897097714596074
109,839409.532994275,822151.004248849,0.00046583665841124443
