k,Easting,Northing
1-MMHMIHHXHM,835628,820391
1-MMHMIHIXHT,835282,820363
1-MMHMIHLRHM,835517,820654
1-MMHMTHLRHT,835098,820169
1-MMHMTHXXHT,834644,820063
1-MMHMZHDAHT,834545,820417
1-MMHMZHNHHL,835354,819738
1-MMHNIHHAHL,835298,819936
1-MMHNIHIAHN,835538,818597
1-MMHNIHISHT,835269,820431
1-MMHNIHSJHL,835342,819702
1-MMHNIHXXHT,835315,820735
1-MMHNTHXRHL,835390,819711
1-MMHNZHDYHS,835305,819386
1-MMHNZHLXHI,835831,820052
1-MMHSIHZSHT,834659,820492
1-MMHSTHTSHT,835244,820052
1-MMHSZHLSHN,835591,818616
1-MMHSZHNRHL,835347,819778
1-MMHSZHNXHN,835496,818685
1-MMHSZHXXHT,835425,820120
1-MMHTIHHJHL,835305,819900
1-MMHTIHTXHT,835184,820623
1-MMHTIHXAHT,835330,820656
1-MMHTTHMYHL,835308,819591
1-MMHTTHXAHL,835403,819651
1-MMHTTHZRHM,835473,820292
1-MMHTZHSYHI,835683,819802
1-MMHTZHTRHT,835269,820107
1-MMHTZHZXHH,835661,819431
1-MMHXTHIAHT,835297,820039
1-MMHXTHSRHL,835439,819737
1-MMHXTHSXHM,835589,820092
1-MMHXTHXSHM,835657,820314
1-MMHXZHISHT,835262,820372
1-MMHXZHNYHL,835349,819765
1-MMHXZHSOHX,835765,818661
1-MMHXZHSXHT,834707,820497
1-MMHZIHLAHM,835523,820666
1-MMHZIHNXHN,835515,819058
1-MMHZTHNSHN,835484,818757
1-MMHZTHTXHN,835392,818648
1-MMHZTHXAHX,835705,819050
1-MMHZTHZXHI,835728,819954
1-MMHZZHLXHM,835567,820420
1-MMHZZHNAHL,835351,819750
1-MMHZZHTRHM,835577,820454
1-MMHZZHTXHT,835256,820137
1-MMHZZHXAHT,835433,820080
1-MMIDIHHXHL,835301,819918
1-MMIDIHZRHT,834644,820504
1-MMIDTHIVHN,835534,819200
1-MMIDTHMHHL,835272,819646
1-MMIDTHSYHI,835606,820027
1-MMIHIHIRHT,835282,820354
1-MMIHIHIXHI,835647,819795
1-MMIHZHTXHL,835281,819869
1-MMIHZHZJHN,835671,818631
1-MMIIIHDXHT,834890,820761
1-MMIIIHHJHL,835294,819956
1-MMIIIHTVHS,835268,819502
1-MMIITHNOHL,835378,819599
1-MMIITHTJHT,835245,820048
1-MMIITHZRHN,835640,819129
1-MMIIZHDHHS,835332,819395
1-MMIIZHSXHI,835674,819844
1-MMILIHIRHT,835377,820054
1-MMILTHMRHL,835281,819602
1-MMILTHTXHI,835661,820029
1-MMILZHDAHS,835356,819397
1-MMILZHLRHN,835588,818603
1-MMILZHMYHS,835271,819480
1-MMIMIHDSHS,835538,819356
1-MMIMIHIAHT,835277,820381
1-MMIMTHXJHT,834637,820063
1-MMIMZHDJHX,835789,818564
1-MMIMZHNXHL,835352,819742
1-MMIMZHTEHL,835455,819644
1-MMINIHHEHL,835297,819941
1-MMINIHIYHM,835529,820287
1-MMINIHNSHN,835505,819110
1-MMINIHNYHM,835875,820666
1-MMINTHMYHL,835271,819619
1-MMINTHTAHT,835255,820008
1-MMINTHTXHN,835400,818670
1-MMINTHXHHL,835391,819718
1-MMINZHDJHS,835309,819412
1-MMINZHIRHN,835581,819050
1-MMINZHNXHM,835728,820638
1-MMISTHSAHL,835430,819782
1-MMISTHTJHN,835409,818709
1-MMITIHISHT,835282,820363
1-MMITIHIYHI,835646,819800
1-MMITTHDRHT,835271,820614
1-MMITTHHXHT,835280,820014
1-MMITTHIRHN,835541,819175
1-MMITTHMJHL,835309,819586
1-MMITTHXEHL,835402,819656
1-MMITZHTHHL,835273,819905
1-MMIXIHIOHM,835529,820292
1-MMIXTHIRHT,835295,820048
1-MMIXTHMJHN,835434,818538
1-MMIXZHNJHL,835349,819768
1-MMIXZHSJHT,834708,820508
1-MMIXZHTHHL,835468,819669
1-MMIZIHIJHT,835270,820426
1-MMIZTHSEHL,835443,819721
1-MMIZZHTJHL,835481,819641
1-MMIZZHXRHT,835431,820089
1-MMLDIHHXHL,835302,819929
1-MMLDIHIJHN,835540,818605
1-MMLDIHMAHT,835391,820074
1-MMLDTHDJHT,835253,820637
1-MMLDTHDYHH,835606,819585
1-MMLDTHSRHM,835589,820075
1-MMLDTHTXHL,835320,819655
1-MMLDZHHAHN,835461,818860
1-MMLDZHLYHI,835833,820047
1-MMLDZHNXHI,835549,820000
1-MMLHIHNRHT,834936,820163
1-MMLHTHXSHM,835663,820298
1-MMLIIHIRHT,835380,820032
1-MMLIIHNJHN,835500,819145
1-MMLITHHJHN,835405,818637
1-MMLITHLSHM,835589,820273
1-MMLIZHTXHM,835568,820486
1-MMLLIHIEHM,835532,820305
1-MMLLIHNOHS,835452,819390
1-MMLLIHZJHN,835603,819215
1-MMLLTHHYHI,835648,820045
1-MMLLTHMXHI,835816,820047
1-MMLLTHNJHL,835374,819624
1-MMLLZHNJHN,835499,818699
1-MMLLZHTAHM,835570,820498
1-MMLLZHTAHX,835807,818654
1-MMLMIHDSHS,835530,819360
1-MMLMTHNRHN,835481,818748
1-MMLMZHLXHI,835835,820042
1-MMLNIHIYHI,835642,819815
1-MMLNIHZJHT,834644,820540
1-MMLNTHLRHM,835591,820265
1-MMLNTHNYHL,835384,819571
1-MMLNTHTJHT,835250,820025
1-MMLNTHXRHT,835102,820756
1-MMLNZHTYHI,835715,819926
1-MMLSIHTJHT,835212,820114
1-MMLSIHXRHT,835301,820778
1-MMLSTHDRHT,835170,820697
1-MMLSTHMRHN,835366,818548
1-MMLSTHXAHL,835383,819747
1-MMLSZHHRHT,835053,820360
1-MMLSZHIAHT,835246,820458
1-MMLSZHIJHT,835248,820452
1-MMLSZHIVHT,835243,820465
1-MMLSZHTJHM,835570,820498
1-MMLSZHXXHI,835620,819813
1-MMLSZHZXHS,835532,819562
1-MMLTIHDAHT,834985,820685
1-MMLTIHSJHT,835062,820720
1-MMLTIHXVHT,835313,820718
1-MMLTTHHAHT,835289,820019
1-MMLTTHIJHT,835273,820554
1-MMLTZHLJHN,835605,818676
1-MMLXIHDJHT,834916,820753
1-MMLXIHDYHI,835532,819970
1-MMLXIHIAHX,835756,818753
1-MMLXIHSRHT,835010,820763
1-MMLXTHDRHN,835196,818668
1-MMLXTHLSHM,835591,820265
1-MMLXZHLRHN,835592,818624
1-MMLXZHXJHT,835427,820107
1-MMLZIHIXHI,835643,819810
1-MMLZIHLRHN,835602,818539
1-MMLZTHDSHM,835851,820681
1-MMLZZHNJHT,835355,820590
1-MMLZZHNYHI,835548,820005
1-MMLZZHTXHI,835717,819920
1-MMMDIHDXHT,834960,820704
1-MMMDIHLSHN,835607,818565
1-MMMDIHNAHM,835858,820665
1-MMMDIHSEHT,835045,820734
1-MMMDIHSSHN,835365,818739
1-MMMDIHXVHN,835542,818681
1-MMMDTHDXHT,835259,820630
1-MMMDTHSAHT,834888,820733
1-MMMDTHTHHL,835321,819650
1-MMMDZHNXHN,835481,818627
1-MMMHIHDXHM,835663,820262
1-MMMHIHNAHT,834935,820155
1-MMMHIHTSHT,835178,820615
1-MMMHZHLAHN,835608,818689
1-MMMIIHIAHT,835263,820460
1-MMMIIHSXHM,835521,820450
1-MMMITHMRHM,835622,820409
1-MMMITHMSHN,835420,818542
1-MMMITHTYHL,835316,819675
1-MMMLIHLXHT,835255,820708
1-MMMLIHTSHT,835210,820110
1-MMMLTHDRHM,835866,820691
1-MMMLTHMAHT,835395,820106
1-MMMLTHZJHM,835467,820319
1-MMMLZHLXHI,835812,820066
1-MMMLZHLXHN,835588,818607
1-MMMLZHSAHT,834707,820549
1-MMMMIHIAHN,835543,818618
1-MMMMIHIHHT,835278,820374
1-MMMMIHNXHT,834937,820172
1-MMMMIHSSHT,835057,820725
1-MMMMIHZRHM,835559,820535
1-MMMMTHIEHL,835417,819650
1-MMMMZHHEHL,835352,819653
1-MMMMZHSAHN,835551,818524
1-MMMMZHTXHT,835262,820117
1-MMMMZHXAHT,835441,820047
1-MMMMZHZXHS,835548,819465
1-MMMNIHZXHT,834644,820528
1-MMMNTHIRHN,835532,819229
1-MMMNTHMYHI,835817,820025
1-MMMNTHTAHL,835319,819666
1-MMMNZHIXHT,835263,820361
1-MMMNZHSSHT,834708,820485
1-MMMNZHZXHN,835489,818777
1-MMMSIHLAHT,835262,820701
1-MMMSIHSJHM,835521,820455
1-MMMSIHTRHN,835283,818590
1-MMMSIHXAHT,835309,820769
1-MMMSTHIXHT,835291,820067
1-MMMSTHMSHM,835622,820409
1-MMMSZHIXHT,835252,820432
1-MMMTIHNXHX,835716,818987
1-MMMTTHHXHN,835388,818584
1-MMMTTHIXHN,835542,819171
1-MMMTTHTJHL,835324,819636
1-MMMTTHXSHT,834651,820064
1-MMMXIHLXHM,835502,820739
1-MMMXIHSAHT,835017,820757
1-MMMXIHXXHI,835629,819757
1-MMMXIHZSHT,834644,820547
1-MMMXTHHAHN,835403,818628
1-MMMXTHIAHN,835530,819238
1-MMMXTHLXHT,835067,820343
1-MMMXTHMAHM,835622,820409
1-MMMXTHTSHT,835249,820029
1-MMMXZHDOHX,835794,818566
1-MMMXZHXXHT,835429,820098
1-MMMXZHZJHS,835535,819544
1-MMMZIHNXHT,834943,820199
1-MMMZIHTXHS,835389,819544
1-MMMZTHHSHM,835636,820083
1-MMMZTHSAHN,835614,818780
1-MMNDIHTHHS,835336,819531
1-MMNDTHDRHT,835256,820633
1-MMNDTHNJHN,835485,818754
1-MMNDTHTXHN,835392,818648
1-MMNDZHIEHM,835559,820123
1-MMNDZHLXHM,835562,820415
1-MMNHIHLJHM,835520,820644
1-MMNHTHNAHS,835400,819501
1-MMNHTHNEHX,835735,818641
1-MMNHTHTYHL,835325,819630
1-MMNHTHXRHT,834658,820062
1-MMNHZHIJHT,835311,820136
1-MMNHZHLJHT,835055,820638
1-MMNHZHNAHT,835385,820465
1-MMNHZHSRHN,835553,818533
1-MMNHZHXHHM,835630,820493
1-MMNIZHLJHN,835592,818620
1-MMNIZHNXHN,835495,818681
1-MMNLIHIJHN,835529,818552
1-MMNLIHNYHS,835457,819380
1-MMNLIHTJHM,835673,820145
1-MMNLIHTYHI,835825,819817
1-MMNLIHZAHT,834660,820512
1-MMNLTHXXHI,835589,819975
1-MMNLZHHEHL,835336,819738
1-MMNLZHMHHS,835290,819460
1-MMNLZHMYHS,835277,819458
1-MMNLZHZVHS,835530,819567
1-MMNMIHXRHN,835540,818673
1-MMNMTHHYHS,835414,819329
1-MMNMTHTRHL,835322,819645
1-MMNMZHIRHN,835578,819069
1-MMNMZHIRHX,835673,819225
1-MMNNIHSJHT,835024,820751
1-MMNNIHZRHT,834644,820534
1-MMNNTHLYHT,835081,820281
1-MMNNTHTHHN,835399,818665
1-MMNNZHIRHT,835263,820366
1-MMNNZHMJHT,835007,820198
1-MMNNZHZYHS,835539,819531
1-MMNSIHTRHT,835215,820120
1-MMNSIHTXHM,835673,820140
1-MMNSTHIRHT,835290,820072
1-MMNSTHMJHT,835365,820106
1-MMNSZHMVHL,835274,819768
1-MMNSZHNXHN,835497,818690
1-MMNTIHIOHM,835537,820269
1-MMNTIHIRHT,835282,820363
1-MMNTIHLJHM,835518,820648
1-MMNTTHNRHT,835416,820172
1-MMNTZHHAHL,835353,819648
1-MMNXIHIJHT,835265,820450
1-MMNXTHTSHL,835318,819670
1-MMNXTHTYHI,835663,820018
1-MMNXTHZJHT,834916,820355
1-MMNXZHIJHT,835259,820383
1-MMNXZHIXHI,835672,819655
1-MMNXZHNRHN,835492,818673
1-MMNXZHXRHT,835428,820102
1-MMNZIHLXHT,834917,820482
1-MMNZIHNRHN,835514,819062
1-MMNZIHNRHT,834944,820203
1-MMNZTHTVHL,835319,819660
1-MMNZZHLEHT,834958,820461
1-MMSDIHDRHS,835534,819376
1-MMSDIHIRHT,835277,820389
1-MMSDIHIYHI,835643,819805
1-MMSDIHLAHN,835602,818548
1-MMSDIHNAHT,834943,820195
1-MMSDIHSAHT,835042,820737
1-MMSDTHXXHT,834630,820071
1-MMSHTHDRHT,835284,820612
1-MMSHTHSSHN,835616,818789
1-MMSHTHTSHN,835383,818597
1-MMSHZHHAHL,835354,819638
1-MMSHZHLXHN,835608,818684
1-MMSHZHXEHX,835698,819086
1-MMSHZHXXHT,835287,820676
1-MMSIIHIAHN,835529,818564
1-MMSIIHIHHM,835528,820298
1-MMSITHIAHT,835292,820062
1-MMSITHLAHN,835587,819305
1-MMSITHXXHT,835126,820786
1-MMSIZHSXHT,834708,820526
1-MMSIZHXYHI,835742,819890
1-MMSIZHZOHS,835533,819558
1-MMSLIHXAHN,835558,818744
1-MMSLTHTSHT,835241,820069
1-MMSLZHIAHN,835592,818824
1-MMSLZHXRHT,835421,820152
1-MMSMIHIXHI,835643,819805
1-MMSMIHNSHN,835517,819049
1-MMSMIHNYHS,835465,819326
1-MMSMIHTRHS,835331,819534
1-MMSMTHDAHT,835263,820627
1-MMSMZHHEHL,835352,819658
1-MMSMZHHXHN,835455,818837
1-MMSMZHMXHM,835607,820509
1-MMSMZHSXHN,835547,818506
1-MMSMZHTXHI,835719,819904
1-MMSNIHIXHT,835267,820441
1-MMSNIHSAHN,835297,818577
1-MMSNIHSSHT,835021,820754
1-MMSNZHIJHT,835262,820372
1-MMSNZHMJHM,835602,820521
1-MMSNZHMSHT,835003,820201
1-MMSNZHZEHS,835538,819537
1-MMSSIHLAHT,835255,820708
1-MMSSIHNSHT,834972,820172
1-MMSSIHTOHS,835388,819478
1-MMSSIHZXHT,834659,820504
1-MMSSTHHJHS,835406,819367
1-MMSSZHDAHM,835552,820242
1-MMSSZHISHT,835248,820452
1-MMSSZHIXHT,835249,820446
1-MMSSZHSSHT,834707,820543
1-MMSTIHDAHN,835214,818737
1-MMSTTHLSHM,835611,820157
1-MMSTTHNAHN,835479,818738
1-MMSTTHTOHL,835323,819640
1-MMSTZHNXHI,835551,819991
1-MMSTZHZAHN,835671,818631
1-MMSXIHISHT,835264,820455
1-MMSXIHLRHS,835355,819303
1-MMSXIHNAHT,834975,820147
1-MMSXTHIXHN,835529,819243
1-MMSXZHNYHT,835351,820643
1-MMSXZHXXHM,835626,820534
1-MMSXZHZOHS,835535,819549
1-MMSZIHZEHX,835743,818602
1-MMSZTHSXHN,835613,818775
1-MMSZTHTXHN,835397,818656
1-MMSZZHNSHN,835485,818639
1-MMSZZHZSHS,835540,819526
1-MMTDIHDOHS,835536,819372
1-MMTDIHNJHT,834941,820185
1-MMTDTHDAHM,835834,820682
1-MMTDTHIOHM,835427,820805
1-MMTDTHMYHI,835819,820019
1-MMTDTHZXHT,834994,820282
1-MMTDZHSJHT,834680,820443
1-MMTHIHNSHM,835846,820662
1-MMTHIHNVHL,835310,819965
1-MMTHTHMJHM,835635,820346
1-MMTHTHTRHM,835610,820288
1-MMTIIHXRHT,835308,820749
1-MMTITHIJHT,835294,820052
1-MMTITHXJHN,835521,818728
1-MMTIZHLXHI,835829,820059
1-MMTIZHNJHN,835493,818677
1-MMTLTHTRHT,835248,820060
1-MMTLTHXAHM,835663,820320
1-MMTLZHIRHT,835240,820480
1-MMTLZHZJHN,835614,818518
1-MMTMIHMJHM,835553,820787
1-MMTMIHXJHT,835313,820725
1-MMTMTHDJHM,835828,820683
1-MMTMTHDJHT,835270,820620
1-MMTMTHMRHM,835632,820355
1-MMTMTHXYHI,835595,819932
1-MMTMZHSXHI,835681,819807
1-MMTNIHIOHS,835506,819391
1-MMTNIHLJHM,835514,820669
1-MMTNIHNJHN,835513,819066
1-MMTNIHSRHM,835524,820440
1-MMTNIHSXHT,835027,820748
1-MMTNTHHJHT,835397,820046
1-MMTNTHLAHT,835080,820259
1-MMTNTHNXHM,835524,820601
1-MMTNZHXJHT,835430,820093
1-MMTSIHTHHL,835214,819811
1-MMTSIHXRHN,835554,818732
1-MMTSZHSRHT,834707,820531
1-MMTTIHIJHN,835545,818627
1-MMTTIHIJHT,835281,820359
1-MMTTIHIVHS,835507,819385
1-MMTTTHDXHM,835823,820680
1-MMTTTHHRHT,835239,820004
1-MMTTTHMAHM,835633,820350
1-MMTTTHTSHM,835610,820293
1-MMTTTHXXHI,835596,819926
1-MMTTZHXRHT,835287,820676
1-MMTXIHIOHX,835756,818753
1-MMTXIHIRHN,835537,818588
1-MMTXIHIRHT,835266,820446
1-MMTXIHNAHT,834962,820140
1-MMTXIHSSHM,835522,820445
1-MMTXTHSEHL,835437,819749
1-MMTXTHZRHT,834921,820350
1-MMTXZHMSHT,834998,820196
1-MMTZIHSAHM,835524,820435
1-MMTZIHZJHT,834645,820510
1-MMTZTHDJHT,835247,820639
1-MMTZTHDRHM,835838,820684
1-MMTZTHXRHT,834623,820063
1-MMTZZHHXHI,835778,820056
1-MMXDIHIVHM,835530,820283
1-MMXDIHSHHT,835042,820737
1-MMXDIHXSHN,835544,818690
1-MMXDTHSSHN,835615,818785
1-MMXDZHNRHM,835719,820647
1-MMXHIHNXHT,834936,820159
1-MMXHIHTAHT,835181,820620
1-MMXHIHXVHS,835476,819351
1-MMXHTHIAHT,835235,820546
1-MMXHTHIXHL,835421,819644
1-MMXHZHNOHL,835355,819729
1-MMXHZHNSHN,835481,818615
1-MMXHZHNXHM,835703,820633
1-MMXIIHIXHT,835260,820465
1-MMXIIHLSHT,835266,820694
1-MMXIIHSSHT,835004,820769
1-MMXIIHXXHN,835554,818728
1-MMXITHTXHI,835663,820018
1-MMXITHXSHN,835522,818732
1-MMXIZHNOHT,835341,820658
1-MMXIZHXAHT,835425,820115
1-MMXLIHNXHN,835498,819158
1-MMXLIHXSHT,835300,820788
1-MMXLTHDSHT,835164,820704
1-MMXLTHMXHT,835400,820109
1-MMXLTHNAHL,835379,819620
1-MMXLZHNXHT,835338,820716
1-MMXLZHZSHN,835615,818522
1-MMXMIHDYHS,835538,819356
1-MMXMIHHXHM,835628,820391
1-MMXMIHIHHM,835530,820278
1-MMXMIHLXHT,834706,820482
1-MMXMIHSAHT,835052,820728
1-MMXNIHIXHN,835537,818593
1-MMXNTHHSHN,835402,818623
1-MMXNTHISHN,835531,819234
1-MMXNTHISHT,835297,820034
1-MMXNZHSAHT,834707,820491
1-MMXNZHZSHS,835538,819537
1-MMXSIHXXHT,835301,820778
1-MMXSTHTYHI,835661,820024
1-MMXSZHLAHN,835589,818612
1-MMXTIHHOHL,835304,819905
1-MMXTIHISHN,835544,818623
1-MMXTIHZAHM,835558,820523
1-MMXTZHNJHM,835709,820636
1-MMXXIHSXHT,835013,820759
1-MMXXIHZAHT,834644,820553
1-MMXXTHTAHT,835247,820034
1-MMXXZHIHHM,835553,820145
1-MMXZIHSSHT,835031,820746
1-MMXZTHNAHN,835488,818762
1-MMXZZHHJHX,835813,818608
1-MMXZZHNSHT,835355,820590
1-MMZDIHHAHM,835634,820389
1-MMZDIHNAHN,835516,819053
1-MMZDIHNSHT,834942,820190
1-MMZDIHSJHT,835045,820734
1-MMZDIHTXHM,835677,820117
1-MMZDIHXJHN,835545,818685
1-MMZDIHZXHT,834644,820497
1-MMZDTHXAHT,834630,820063
1-MMZHIHIXHT,835283,820349
1-MMZHIHLSHN,835613,818587
1-MMZHTHIXHL,835421,819644
1-MMZHZHLAHM,835572,820401
1-MMZHZHTXHT,835270,820087
1-MMZIIHLXHT,835271,820691
1-MMZIIHTSHM,835674,820135
1-MMZITHISHT,835293,820057
1-MMZIZHSAHT,834708,820519
1-MMZIZHTXHL,835471,819671
1-MMZLIHIHHT,835377,820049
1-MMZLIHSSHT,834996,820777
1-MMZLIHZXHM,835465,820712
1-MMZLTHZAHN,835636,819135
1-MMZLZHHAHL,835337,819733
1-MMZLZHMOHS,835301,819462
1-MMZLZHTEHL,835484,819671
1-MMZLZHXAHT,835423,820145
1-MMZMIHIVHT,835277,820381
1-MMZMIHSJHM,835525,820421
1-MMZMTHDSHT,835267,820623
1-MMZMTHNXHN,835483,818744
1-MMZMZHIVHM,835560,820119
1-MMZMZHLSHN,835605,818671
1-MMZNIHTAHM,835677,820127
1-MMZNTHXSHT,835069,820720
1-MMZNZHNAHN,835486,818644
1-MMZSIHMRHM,835557,820142
1-MMZSIHNSHN,835499,819150
1-MMZSIHSXHT,835000,820772
1-MMZSIHZAHT,834659,820498
1-MMZSTHHSHN,835405,818637
1-MMZSTHMXHN,835384,818545
1-MMZSZHDXHS,835348,819395
1-MMZSZHIAHT,835249,820441
1-MMZTIHHXHM,835622,820388
1-MMZTIHXXHT,835315,820706
1-MMZTTHNVHN,835473,818715
1-MMZTTHTAHN,835386,818602
1-MMZTZHTOHL,835277,819896
1-MMZXIHIAHX,835756,818753
1-MMZXIHNVHS,835460,819362
1-MMZXIHTRHM,835676,820131
1-MMZXIHTXHI,835692,820049
1-MMZXIHXSHN,835550,818721
1-MMZXTHSEHL,835437,819749
1-MMZXTHXXHL,835390,819722
1-MMZXZHIXHT,835260,820379
1-MMZXZHLXHN,835596,818638
1-MMZZIHHSHN,835344,818577
1-MMZZIHLXHN,835602,818544
1-MMZZIHNEHS,835463,819339
1-MMZZTHMXHL,835273,819642
1-MMZZTHTYHI,835664,820013
1-MMZZZHHOHL,835346,819673
1-MMZZZHXXHT,835432,820084
1-MNXDTHDXHD,832223,822827
1-MNZHIHZXHD,832255,822902
1-MNZMIHDXHD,832229,822811
1-MNZXIHTXHD,832262,822803
1-MSDDZHLEHN,837755,821213
1-MSDITHMRHN,837474,821136
1-MSDIZHNRHN,837594,821226
1-MSDMIHXJHN,837283,821092
1-MSDMTHHJHN,837741,821266
1-MSDNTHZAHT,838365,822712
1-MSDNTHZRHN,837410,821072
1-MSDSIHHJHN,837359,821211
1-MSDTZHHXHN,837347,820979
1-MSDXTHIJHN,837473,821116
1-MSDZTHLJHN,837740,821246
1-MSHDIHHAHN,837358,821174
1-MSHDTHNAHN,837678,821143
1-MSHHTHTXTM,837576,822008
1-MSHHZHZXHN,837442,820984
1-MSHITHSSHT,838257,822848
1-MSHITHTXHN,837392,821185
1-MSHLIHDEHZ,838373,821713
1-MSHLIHSXHS,839522,821760
1-MSHLTHSRHT,838253,822852
1-MSHMIHDSHN,837861,821184
1-MSHMTHMSHN,837467,821063
1-MSHMZHLHHN,837761,821198
1-MSHMZHMXHN,837498,820992
1-MSHNTHLRHZ,838141,821829
1-MSHNZHXAHN,837572,821266
1-MSHTIHMAHN,837283,821092
1-MSHXZHSRHN,837697,821060
1-MSHZTHHSHN,837699,821266
1-MSHZTHNXHS,839512,821779
1-MSHZZHDSHN,837822,821163
1-MSHZZHHXHN,837348,820991
1-MSIDIHLJHN,837798,821205
1-MSIDTHSSHT,838279,822852
1-MSIHZHLJHN,837760,821176
1-MSIITHXRHN,837563,821070
1-MSIIZHLRHN,837762,821228
1-MSILTHSJHT,838248,822849
1-MSILZHIRHN,837470,820967
1-MSILZHXSHN,837735,821078
1-MSIMZHIJHN,837385,820953
1-MSINIHDRHN,837861,821212
1-MSINTHSRHT,838266,822849
1-MSISIHTJHS,839477,821866
1-MSISIHZXHN,837640,821031
1-MSITZHLAHN,837760,821183
1-MSIXTHHJHN,837682,821263
1-MSIZZHNJHN,837594,821210
1-MSLDIHHJHN,837358,821181
1-MSLDTHNJHN,837679,821148
1-MSLHIHSJHN,837705,821227
1-MSLHZHIRHN,837377,820948
1-MSLIZHSJHN,837699,821072
1-MSLLIHNJHN,837623,821215
1-MSLLIHTRHN,837289,821148
1-MSLLTHNOHT,838460,822930
1-MSLLTHNSHT,838457,822912
1-MSLMIHDVHZ,838355,821705
1-MSLNIHDOHZ,838364,821710
1-MSLTIHMJHN,837297,821170
1-MSLTZHLYHN,837761,821193
1-MSLXTHLRHN,837735,821262
1-MSLZTHHRHN,837691,821263
1-MSMDTHDSHN,837337,821229
1-MSMHZHMRHN,837468,821278
1-MSMIZHIJHN,837459,820964
1-MSMLTHNXHN,837682,821254
1-MSMMIHLOHN,837798,821191
1-MSMMTHXEHN,837562,821041
1-MSMMZHLAHZ,838105,821777
1-MSMNTHTSHN,837398,821173
1-MSMNTHZOHT,838334,822709
1-MSMNTHZRHT,838313,822705
1-MSMNTHZSHT,838327,822705
1-MSMSIHSAHN,837705,821254
1-MSMTTHMXHN,837470,821053
1-MSMTZHSSHN,837698,821035
1-MSMXZHXSHZ,838279,821859
1-MSMZIHDEHN,837860,821198
1-MSMZZHMXHN,837497,821005
1-MSNDIHDRHN,837859,821189
1-MSNDTHMAHN,837462,821068
1-MSNHIHXRHN,837450,821080
1-MSNHZHHHHS,839588,821699
1-MSNIIHDXHZ,838370,821708
1-MSNIZHHJHN,837349,821014
1-MSNLIHTJHN,837289,821121
1-MSNLTHNEDT,838435,822941
1-MSNLTHNEIT,838431,822909
1-MSNLTHNEMT,838430,822915
1-MSNLTHNENT,838428,822814
1-MSNLTHNEST,838433,822926
1-MSNLTHNETT,838431,822948
1-MSNLTHNEXT,838430,822836
1-MSNLTHNEZT,838430,822902
1-MSNLTHNHDT,838453,822779
1-MSNLTHNHLT,838454,822825
1-MSNLTHNHMT,838452,822793
1-MSNLTHNHNT,838456,822804
1-MSNLTHNHST,838455,822821
1-MSNLTHNHTT,838455,822770
1-MSNLTHNHXT,838456,822810
1-MSNLTHNHZT,838453,822785
1-MSNLTHNXHT,838429,822783
1-MSNLTTNEDT,838434,822972
1-MSNLTTNEHT,838432,822934
1-MSNLTTNEMT,838435,822967
1-MSNLTTNETT,838434,822960
1-MSNLTTNHHT,838457,822901
1-MSNLZHLJHN,837763,821237
1-MSNMTHLRHN,837740,821236
1-MSNNIHNJHN,837622,821186
1-MSNNTHZEHT,838450,822715
1-MSNNTHZHHT,838458,822711
1-MSNNTHZYHT,838471,822709
1-MSNNZHMXHN,837504,821020
1-MSNSZHNAHN,837590,821231
1-MSNTIHLJHN,837797,821182
1-MSNXIHHRHN,837357,821202
1-MSNXIHZJHN,837639,821018
1-MSNZIHDAHN,837860,821203
1-MSNZZHSXHN,837697,821049
1-MSSDIHDSHN,837860,821198
1-MSSDTHDRHN,837326,821235
1-MSSDZHIRHN,837405,820956
1-MSSHIHDXHN,837860,821178
1-MSSHIHZOHN,837453,821210
1-MSSIIHZAHN,837640,821028
1-MSSIZHNXHT,838365,822804
1-MSSLTHIAHN,837450,821117
1-MSSMTHIXHN,837574,821114
1-MSSMZHLYHN,837761,821206
1-MSSMZHMSHN,837498,820996
1-MSSNTHHAHN,837687,821266
1-MSSSIHTSHS,839474,821861
1-MSSSZHZXHN,837448,821026
1-MSSTIHLJHN,837797,821187
1-MSSTTHSXHT,838293,822845
1-MSSTZHIAHN,837377,820948
1-MSSTZHLSHN,837760,821188
1-MSSXIHTSHN,837283,821060
1-MSSXZHLSHN,837762,821228
1-MSSXZHZSHN,837445,821004
1-MSSZIHDSHN,837861,821208
1-MSSZTHNXHT,838261,822805
1-MSTDZHIRHN,837390,820955
1-MSTHTHIRHN,837592,821111
1-MSTHTHNRHN,837681,821127
1-MSTHTHNSHT,838294,822810
1-MSTHZHHEHS,839572,821697
1-MSTITHZJHN,837410,821077
1-MSTMIHHHHN,837357,821169
1-MSTMZHLSHN,837761,821198
1-MSTNTHSXHT,838271,822852
1-MSTNTHZYTT,838274,822697
1-MSTSTHNXHT,838239,822806
1-MSTTTHSAHT,838293,822845
1-MSTTZHMJHN,837498,820987
1-MSTZIHLRHN,837799,821210
1-MSTZTHIRHN,837564,821113
1-MSTZTHNAHT,838267,822810
1-MSTZZHXRHN,837571,821262
1-MSXDIHMSHN,837291,821258
1-MSXDTHISHN,837568,821111
1-MSXHIHLAHN,837797,821177
1-MSXHIHTHHZ,838149,821806
1-MSXITHHXHN,837678,821266
1-MSXIZHXSHN,837758,821073
1-MSXLIHHAHN,837363,821216
1-MSXMIHLAHN,837798,821198
1-MSXNTHLYHN,837746,821257
